L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
15.0000,-0.014228,-10.5504,730.9496,14.4338,18.5616,0.38622046
15.0000,-0.014148,-10.4910,731.0090,14.3513,18.5616,0.38252365
15.0000,-0.014068,-10.4315,731.0685,14.2689,18.5616,0.37884454
15.0000,-0.013988,-10.3721,731.1279,14.1864,18.5616,0.37518319
15.0000,-0.013908,-10.3126,731.1874,14.1040,18.5616,0.37153965
15.0000,-0.013828,-10.2532,731.2468,14.0215,18.5616,0.36791397
15.0000,-0.013747,-10.1938,731.3062,13.9391,18.5616,0.36430619
15.0000,-0.013667,-10.1343,731.3657,13.8567,18.5616,0.36071638
15.0000,-0.013587,-10.0749,731.4251,13.7743,18.5616,0.35714459
15.0000,-0.013507,-10.0155,731.4845,13.6920,18.5616,0.35359086
15.0000,-0.013427,-9.9560,731.5440,13.6096,18.5616,0.35005524
15.0000,-0.013347,-9.8966,731.6034,13.5272,18.5616,0.34653779
15.0000,-0.013267,-9.8371,731.6629,13.4449,18.5616,0.34303856
15.0000,-0.013186,-9.7777,731.7223,13.3626,18.5616,0.33955759
15.0000,-0.013106,-9.7183,731.7817,13.2803,18.5616,0.33609494
15.0000,-0.013026,-9.6588,731.8412,13.1980,18.5616,0.33265065
15.0000,-0.012946,-9.5994,731.9006,13.1157,18.5616,0.32922478
15.0000,-0.012866,-9.5399,731.9601,13.0334,18.5616,0.32581737
15.0000,-0.012786,-9.4805,732.0195,12.9512,18.5616,0.32242847
15.0000,-0.012705,-9.4211,732.0789,12.8689,18.5616,0.31905814
15.0000,-0.012625,-9.3616,732.1384,12.7867,18.5616,0.31570641
15.0000,-0.012545,-9.3022,732.1978,12.7045,18.5616,0.31237334
15.0000,-0.012465,-9.2427,732.2573,12.6223,18.5616,0.30905897
15.0000,-0.012385,-9.1833,732.3167,12.5401,18.5616,0.30576335
15.0000,-0.012305,-9.1239,732.3761,12.4579,18.5616,0.30248653
15.0000,-0.012224,-9.0644,732.4356,12.3757,18.5616,0.29922856
15.0000,-0.012144,-9.0050,732.4950,12.2936,18.5616,0.29598947
15.0000,-0.012064,-8.9456,732.5544,12.2114,18.5616,0.29276933
15.0000,-0.011984,-8.8861,732.6139,12.1293,18.5615,0.28956817
15.0000,-0.011904,-8.8267,732.6733,12.0472,18.5615,0.28638603
15.0000,-0.011824,-8.7672,732.7328,11.9651,18.5615,0.28322298
15.0000,-0.011743,-8.7078,732.7922,11.8830,18.5615,0.28007904
15.0000,-0.011663,-8.6484,732.8516,11.8010,18.5615,0.27695426
15.0000,-0.011583,-8.5889,732.9111,11.7189,18.5615,0.27384870
15.0000,-0.011503,-8.5295,732.9705,11.6369,18.5615,0.27076239
15.0000,-0.011423,-8.4700,733.0300,11.5548,18.5615,0.26769537
15.0000,-0.011343,-8.4106,733.0894,11.4728,18.5615,0.26464770
15.0000,-0.011263,-8.3512,733.1488,11.3908,18.5615,0.26161941
15.0000,-0.011182,-8.2917,733.2083,11.3088,18.5615,0.25861055
15.0000,-0.011102,-8.2323,733.2677,11.2268,18.5615,0.25562116
15.0000,-0.011022,-8.1728,733.3272,11.1449,18.5615,0.25265129
15.0000,-0.010942,-8.1134,733.3866,11.0629,18.5615,0.24970097
15.0000,-0.010862,-8.0540,733.4460,10.9810,18.5615,0.24677025
15.0000,-0.010782,-7.9945,733.5055,10.8991,18.5615,0.24385916
15.0000,-0.010701,-7.9351,733.5649,10.8172,18.5615,0.24096776
15.0000,-0.010621,-7.8757,733.6243,10.7353,18.5615,0.23809609
15.0000,-0.010541,-7.8162,733.6838,10.6534,18.5615,0.23524417
15.0000,-0.010461,-7.7568,733.7432,10.5715,18.5615,0.23241206
15.0000,-0.010381,-7.6973,733.8027,10.4897,18.5615,0.22959980
15.0000,-0.010301,-7.6379,733.8621,10.4078,18.5615,0.22680742
15.0000,-0.010220,-7.5785,733.9215,10.3260,18.5615,0.22403497
15.0000,-0.010140,-7.5190,733.9810,10.2442,18.5615,0.22128248
15.0000,-0.010060,-7.4596,734.0404,10.1624,18.5615,0.21854999
15.0000,-0.009980,-7.4001,734.0999,10.0806,18.5615,0.21583755
15.0000,-0.009900,-7.3407,734.1593,9.9988,18.5615,0.21314518
15.0000,-0.009820,-7.2813,734.2187,9.9170,18.5615,0.21047294
15.0000,-0.009739,-7.2218,734.2782,9.8353,18.5615,0.20782085
15.0000,-0.009659,-7.1624,734.3376,9.7535,18.5615,0.20518897
15.0000,-0.009579,-7.1029,734.3971,9.6718,18.5615,0.20257731
15.0000,-0.009499,-7.0435,734.4565,9.5901,18.5615,0.19998592
15.0000,-0.009419,-6.9841,734.5159,9.5084,18.5615,0.19741485
15.0000,-0.009339,-6.9246,734.5754,9.4267,18.5615,0.19486411
15.0000,-0.009259,-6.8652,734.6348,9.3450,18.5615,0.19233376
15.0000,-0.009178,-6.8058,734.6942,9.2634,18.5615,0.18982382
15.0000,-0.009098,-6.7463,734.7537,9.1817,18.5615,0.18733434
15.0000,-0.009018,-6.6869,734.8131,9.1001,18.5615,0.18486534
15.0000,-0.008938,-6.6274,734.8726,9.0185,18.5615,0.18241687
15.0000,-0.008858,-6.5680,734.9320,8.9369,18.5615,0.17998896
15.0000,-0.008778,-6.5086,734.9914,8.8553,18.5615,0.17758164
15.0000,-0.008697,-6.4491,735.0509,8.7737,18.5615,0.17519494
15.0000,-0.008617,-6.3897,735.1103,8.6921,18.5615,0.17282891
15.0000,-0.008537,-6.3302,735.1698,8.6106,18.5615,0.17048357
15.0000,-0.008457,-6.2708,735.2292,8.5290,18.5615,0.16815896
15.0000,-0.008377,-6.2114,735.2886,8.4475,18.5615,0.16585512
15.0000,-0.008297,-6.1519,735.3481,8.3660,18.5615,0.16357207
15.0000,-0.008216,-6.0925,735.4075,8.2845,18.5615,0.16130984
15.0000,-0.008136,-6.0330,735.4670,8.2030,18.5615,0.15906847
15.0000,-0.008056,-5.9736,735.5264,8.1215,18.5615,0.15684800
15.0000,-0.007976,-5.9142,735.5858,8.0401,18.5615,0.15464845
15.0000,-0.007896,-5.8547,735.6453,7.9586,18.5615,0.15246985
15.0000,-0.007816,-5.7953,735.7047,7.8772,18.5615,0.15031224
15.0000,-0.007735,-5.7359,735.7641,7.7958,18.5615,0.14817565
15.0000,-0.007655,-5.6764,735.8236,7.7144,18.5615,0.14606010
15.0000,-0.007575,-5.6170,735.8830,7.6330,18.5615,0.14396563
15.0000,-0.007495,-5.5575,735.9425,7.5516,18.5615,0.14189227
15.0000,-0.007415,-5.4981,736.0019,7.4702,18.5615,0.13984004
15.0000,-0.007335,-5.4387,736.0613,7.3889,18.5615,0.13780898
15.0000,-0.007255,-5.3792,736.1208,7.3075,18.5615,0.13579911
15.0000,-0.007174,-5.3198,736.1802,7.2262,18.5615,0.13381047
15.0000,-0.007094,-5.2603,736.2397,7.1449,18.5615,0.13184308
15.0000,-0.007014,-5.2009,736.2991,7.0636,18.5615,0.12989697
15.0000,-0.006934,-5.1415,736.3585,6.9823,18.5615,0.12797217
15.0000,-0.006854,-5.0820,736.4180,6.9010,18.5615,0.12606870
15.0000,-0.006774,-5.0226,736.4774,6.8197,18.5615,0.12418660
15.0000,-0.006693,-4.9631,736.5369,6.7385,18.5615,0.12232588
15.0000,-0.006613,-4.9037,736.5963,6.6573,18.5615,0.12048658
15.0000,-0.006533,-4.8443,736.6557,6.5760,18.5615,0.11866872
15.0000,-0.006453,-4.7848,736.7152,6.4948,18.5615,0.11687233
15.0000,-0.006373,-4.7254,736.7746,6.4136,18.5615,0.11509744
15.0000,-0.006293,-4.6660,736.8340,6.3324,18.5615,0.11334406
15.0000,-0.006212,-4.6065,736.8935,6.2513,18.5615,0.11161223
15.0000,-0.006132,-4.5471,736.9529,6.1701,18.5615,0.10990196
15.0000,-0.006052,-4.4876,737.0124,6.0890,18.5615,0.10821329
15.0000,-0.005972,-4.4282,737.0718,6.0078,18.5615,0.10654624
15.0000,-0.005892,-4.3688,737.1312,5.9267,18.5615,0.10490083
15.0000,-0.005812,-4.3093,737.1907,5.8456,18.5615,0.10327708
15.0000,-0.005731,-4.2499,737.2501,5.7645,18.5615,0.10167502
15.0000,-0.005651,-4.1904,737.3096,5.6834,18.5615,0.10009467
15.0000,-0.005571,-4.1310,737.3690,5.6024,18.5615,0.09853605
15.0000,-0.005491,-4.0716,737.4284,5.5213,18.5615,0.09699919
15.0000,-0.005411,-4.0121,737.4879,5.4403,18.5615,0.09548410
15.0000,-0.005331,-3.9527,737.5473,5.3592,18.5615,0.09399082
15.0000,-0.005251,-3.8932,737.6068,5.2782,18.5614,0.09251935
15.0000,-0.005170,-3.8338,737.6662,5.1972,18.5614,0.09106973
15.0000,-0.005090,-3.7744,737.7256,5.1162,18.5614,0.08964197
15.0000,-0.005010,-3.7149,737.7851,5.0352,18.5614,0.08823609
15.0000,-0.004930,-3.6555,737.8445,4.9543,18.5614,0.08685211
15.0000,-0.004850,-3.5961,737.9039,4.8733,18.5614,0.08549006
15.0000,-0.004770,-3.5366,737.9634,4.7924,18.5614,0.08414994
15.0000,-0.004689,-3.4772,738.0228,4.7115,18.5614,0.08283179
15.0000,-0.004609,-3.4177,738.0823,4.6306,18.5614,0.08153562
15.0000,-0.004529,-3.3583,738.1417,4.5497,18.5614,0.08026144
15.0000,-0.004449,-3.2989,738.2011,4.4688,18.5614,0.07900928
15.0000,-0.004369,-3.2394,738.2606,4.3879,18.5614,0.07777916
15.0000,-0.004289,-3.1800,738.3200,4.3070,18.5614,0.07657108
15.0000,-0.004208,-3.1205,738.3795,4.2262,18.5614,0.07538508
15.0000,-0.004128,-3.0611,738.4389,4.1454,18.5614,0.07422116
15.0000,-0.004048,-3.0017,738.4983,4.0645,18.5614,0.07307934
15.0000,-0.003968,-2.9422,738.5578,3.9837,18.5614,0.07195965
15.0000,-0.003888,-2.8828,738.6172,3.9029,18.5614,0.07086208
15.0000,-0.003808,-2.8233,738.6767,3.8222,18.5614,0.06978667
15.0000,-0.003727,-2.7639,738.7361,3.7414,18.5614,0.06873342
15.0000,-0.003647,-2.7045,738.7955,3.6606,18.5614,0.06770236
15.0000,-0.003567,-2.6450,738.8550,3.5799,18.5614,0.06669348
15.0000,-0.003487,-2.5856,738.9144,3.4992,18.5614,0.06570682
15.0000,-0.003407,-2.5262,738.9738,3.4185,18.5614,0.06474239
15.0000,-0.003327,-2.4667,739.0333,3.3378,18.5614,0.06380019
15.0000,-0.003246,-2.4073,739.0927,3.2571,18.5614,0.06288024
15.0000,-0.003166,-2.3478,739.1522,3.1764,18.5614,0.06198255
15.0000,-0.003086,-2.2884,739.2116,3.0957,18.5614,0.06110715
15.0000,-0.003006,-2.2290,739.2710,3.0151,18.5614,0.06025403
15.0000,-0.002926,-2.1695,739.3305,2.9344,18.5614,0.05942321
15.0000,-0.002846,-2.1101,739.3899,2.8538,18.5614,0.05861471
15.0000,-0.002766,-2.0506,739.4494,2.7732,18.5614,0.05782854
15.0000,-0.002685,-1.9912,739.5088,2.6926,18.5614,0.05706469
15.0000,-0.002605,-1.9318,739.5682,2.6120,18.5614,0.05632320
15.0000,-0.002525,-1.8723,739.6277,2.5314,18.5614,0.05560407
15.0000,-0.002445,-1.8129,739.6871,2.4509,18.5614,0.05490730
15.0000,-0.002365,-1.7534,739.7466,2.3703,18.5614,0.05423291
15.0000,-0.002285,-1.6940,739.8060,2.2898,18.5614,0.05358091
15.0000,-0.002204,-1.6346,739.8654,2.2093,18.5614,0.05295130
15.0000,-0.002124,-1.5751,739.9249,2.1288,18.5614,0.05234411
15.0000,-0.002044,-1.5157,739.9843,2.0483,18.5614,0.05175932
15.0000,-0.001964,-1.4563,740.0437,1.9678,18.5614,0.05119696
15.0000,-0.001884,-1.3968,740.1032,1.8873,18.5614,0.05065703
15.0000,-0.001804,-1.3374,740.1626,1.8069,18.5614,0.05013954
15.0000,-0.001723,-1.2779,740.2221,1.7264,18.5614,0.04964449
15.0000,-0.001643,-1.2185,740.2815,1.6460,18.5614,0.04917190
15.0000,-0.001563,-1.1591,740.3409,1.5656,18.5614,0.04872177
15.0000,-0.001483,-1.0996,740.4004,1.4852,18.5614,0.04829411
15.0000,-0.001403,-1.0402,740.4598,1.4048,18.5614,0.04788891
15.0000,-0.001323,-0.9807,740.5193,1.3244,18.5614,0.04750620
15.0000,-0.001242,-0.9213,740.5787,1.2440,18.5614,0.04714597
15.0000,-0.001162,-0.8619,740.6381,1.1637,18.5614,0.04680823
15.0000,-0.001082,-0.8024,740.6976,1.0833,18.5614,0.04649298
15.0000,-0.001002,-0.7430,740.7570,1.0030,18.5614,0.04620023
15.0000,-0.000922,-0.6835,740.8165,0.9227,18.5614,0.04592998
15.0000,-0.000842,-0.6241,740.8759,0.8424,18.5614,0.04568224
15.0000,-0.000762,-0.5647,740.9353,0.7621,18.5614,0.04545701
15.0000,-0.000681,-0.5052,740.9948,0.6818,18.5614,0.04525429
15.0000,-0.000601,-0.4458,741.0542,0.6016,18.5614,0.04507409
15.0000,-0.000521,-0.3864,741.1136,0.5213,18.5614,0.04491640
15.0000,-0.000441,-0.3269,741.1731,0.4411,18.5614,0.04478124
15.0000,-0.000361,-0.2675,741.2325,0.3609,18.5614,0.04466860
15.0000,-0.000281,-0.2080,741.2920,0.2806,18.5614,0.04457848
15.0000,-0.000200,-0.1486,741.3514,0.2004,18.5614,0.04451089
15.0000,-0.000120,-0.0892,741.4108,0.1203,18.5614,0.04446583
15.0000,-0.000040,-0.0297,741.4703,0.0401,18.5614,0.04444329
15.0000,0.000040,0.0297,741.5297,-0.0401,18.5614,0.04444328
15.0000,0.000120,0.0892,741.5892,-0.1202,18.5614,0.04446580
15.0000,0.000200,0.1486,741.6486,-0.2004,18.5614,0.04451084
15.0000,0.000281,0.2080,741.7080,-0.2805,18.5614,0.04457842
15.0000,0.000361,0.2675,741.7675,-0.3606,18.5614,0.04466851
15.0000,0.000441,0.3269,741.8269,-0.4407,18.5614,0.04478113
15.0000,0.000521,0.3864,741.8864,-0.5208,18.5614,0.04491628
15.0000,0.000601,0.4458,741.9458,-0.6008,18.5614,0.04507394
15.0000,0.000681,0.5052,742.0052,-0.6809,18.5614,0.04525413
15.0000,0.000762,0.5647,742.0647,-0.7609,18.5614,0.04545683
15.0000,0.000842,0.6241,742.1241,-0.8410,18.5614,0.04568204
15.0000,0.000922,0.6835,742.1835,-0.9210,18.5614,0.04592976
15.0000,0.001002,0.7430,742.2430,-1.0010,18.5614,0.04619999
15.0000,0.001082,0.8024,742.3024,-1.0810,18.5614,0.04649272
15.0000,0.001162,0.8619,742.3619,-1.1610,18.5614,0.04680795
15.0000,0.001242,0.9213,742.4213,-1.2409,18.5614,0.04714568
15.0000,0.001323,0.9807,742.4807,-1.3209,18.5614,0.04750589
15.0000,0.001403,1.0402,742.5402,-1.4008,18.5614,0.04788859
15.0000,0.001483,1.0996,742.5996,-1.4808,18.5613,0.04829376
15.0000,0.001563,1.1591,742.6591,-1.5607,18.5613,0.04872141
15.0000,0.001643,1.2185,742.7185,-1.6406,18.5613,0.04917153
15.0000,0.001723,1.2779,742.7779,-1.7205,18.5613,0.04964410
15.0000,0.001804,1.3374,742.8374,-1.8004,18.5613,0.05013913
15.0000,0.001884,1.3968,742.8968,-1.8802,18.5613,0.05065660
15.0000,0.001964,1.4563,742.9563,-1.9601,18.5613,0.05119652
15.0000,0.002044,1.5157,743.0157,-2.0399,18.5613,0.05175886
15.0000,0.002124,1.5751,743.0751,-2.1197,18.5613,0.05234363
15.0000,0.002204,1.6346,743.1346,-2.1996,18.5613,0.05295081
15.0000,0.002285,1.6940,743.1940,-2.2794,18.5613,0.05358040
15.0000,0.002365,1.7534,743.2534,-2.3592,18.5613,0.05423239
15.0000,0.002445,1.8129,743.3129,-2.4389,18.5613,0.05490676
15.0000,0.002525,1.8723,743.3723,-2.5187,18.5613,0.05560351
15.0000,0.002605,1.9318,743.4318,-2.5984,18.5613,0.05632263
15.0000,0.002685,1.9912,743.4912,-2.6782,18.5613,0.05706411
15.0000,0.002766,2.0506,743.5506,-2.7579,18.5613,0.05782794
15.0000,0.002846,2.1101,743.6101,-2.8376,18.5613,0.05861410
15.0000,0.002926,2.1695,743.6695,-2.9173,18.5613,0.05942259
15.0000,0.003006,2.2290,743.7290,-2.9970,18.5613,0.06025339
15.0000,0.003086,2.2884,743.7884,-3.0767,18.5613,0.06110650
15.0000,0.003166,2.3478,743.8478,-3.1563,18.5613,0.06198189
15.0000,0.003246,2.4073,743.9073,-3.2360,18.5613,0.06287957
15.0000,0.003327,2.4667,743.9667,-3.3156,18.5613,0.06379950
15.0000,0.003407,2.5262,744.0262,-3.3952,18.5613,0.06474169
15.0000,0.003487,2.5856,744.0856,-3.4749,18.5613,0.06570612
15.0000,0.003567,2.6450,744.1450,-3.5545,18.5613,0.06669277
15.0000,0.003647,2.7045,744.2045,-3.6340,18.5613,0.06770163
15.0000,0.003727,2.7639,744.2639,-3.7136,18.5613,0.06873268
15.0000,0.003808,2.8233,744.3233,-3.7932,18.5613,0.06978592
15.0000,0.003888,2.8828,744.3828,-3.8727,18.5613,0.07086133
15.0000,0.003968,2.9422,744.4422,-3.9523,18.5613,0.07195888
15.0000,0.004048,3.0017,744.5017,-4.0318,18.5613,0.07307857
15.0000,0.004128,3.0611,744.5611,-4.1113,18.5613,0.07422038
15.0000,0.004208,3.1205,744.6205,-4.1908,18.5613,0.07538429
15.0000,0.004289,3.1800,744.6800,-4.2703,18.5613,0.07657029
15.0000,0.004369,3.2394,744.7394,-4.3497,18.5613,0.07777836
15.0000,0.004449,3.2989,744.7989,-4.4292,18.5613,0.07900848
15.0000,0.004529,3.3583,744.8583,-4.5086,18.5613,0.08026063
15.0000,0.004609,3.4177,744.9177,-4.5881,18.5613,0.08153480
15.0000,0.004689,3.4772,744.9772,-4.6675,18.5613,0.08283097
15.0000,0.004770,3.5366,745.0366,-4.7469,18.5613,0.08414912
15.0000,0.004850,3.5961,745.0961,-4.8263,18.5613,0.08548923
15.0000,0.004930,3.6555,745.1555,-4.9057,18.5613,0.08685128
15.0000,0.005010,3.7149,745.2149,-4.9850,18.5613,0.08823526
15.0000,0.005090,3.7744,745.2744,-5.0644,18.5613,0.08964114
15.0000,0.005170,3.8338,745.3338,-5.1437,18.5613,0.09106890
15.0000,0.005251,3.8932,745.3932,-5.2231,18.5613,0.09251852
15.0000,0.005331,3.9527,745.4527,-5.3024,18.5613,0.09398999
15.0000,0.005411,4.0121,745.5121,-5.3817,18.5613,0.09548327
15.0000,0.005491,4.0716,745.5716,-5.4610,18.5613,0.09699836
15.0000,0.005571,4.1310,745.6310,-5.5403,18.5613,0.09853522
15.0000,0.005651,4.1904,745.6904,-5.6195,18.5613,0.10009384
15.0000,0.005731,4.2499,745.7499,-5.6988,18.5613,0.10167419
15.0000,0.005812,4.3093,745.8093,-5.7780,18.5613,0.10327626
15.0000,0.005892,4.3688,745.8688,-5.8573,18.5613,0.10490001
15.0000,0.005972,4.4282,745.9282,-5.9365,18.5613,0.10654543
15.0000,0.006052,4.4876,745.9876,-6.0157,18.5613,0.10821249
15.0000,0.006132,4.5471,746.0471,-6.0949,18.5613,0.10990117
15.0000,0.006212,4.6065,746.1065,-6.1741,18.5613,0.11161144
15.0000,0.006293,4.6660,746.1660,-6.2532,18.5613,0.11334328
15.0000,0.006373,4.7254,746.2254,-6.3324,18.5613,0.11509666
15.0000,0.006453,4.7848,746.2848,-6.4115,18.5613,0.11687157
15.0000,0.006533,4.8443,746.3443,-6.4907,18.5613,0.11866797
15.0000,0.006613,4.9037,746.4037,-6.5698,18.5613,0.12048584
15.0000,0.006693,4.9631,746.4631,-6.6489,18.5613,0.12232515
15.0000,0.006774,5.0226,746.5226,-6.7280,18.5613,0.12418588
15.0000,0.006854,5.0820,746.5820,-6.8071,18.5613,0.12606799
15.0000,0.006934,5.1415,746.6415,-6.8861,18.5613,0.12797147
15.0000,0.007014,5.2009,746.7009,-6.9652,18.5613,0.12989629
15.0000,0.007094,5.2603,746.7603,-7.0442,18.5613,0.13184242
15.0000,0.007174,5.3198,746.8198,-7.1232,18.5613,0.13380982
15.0000,0.007255,5.3792,746.8792,-7.2023,18.5613,0.13579848
15.0000,0.007335,5.4387,746.9387,-7.2813,18.5613,0.13780836
15.0000,0.007415,5.4981,746.9981,-7.3603,18.5613,0.13983944
15.0000,0.007495,5.5575,747.0575,-7.4392,18.5613,0.14189169
15.0000,0.007575,5.6170,747.1170,-7.5182,18.5613,0.14396507
15.0000,0.007655,5.6764,747.1764,-7.5972,18.5613,0.14605956
15.0000,0.007735,5.7359,747.2359,-7.6761,18.5613,0.14817513
15.0000,0.007816,5.7953,747.2953,-7.7550,18.5613,0.15031175
15.0000,0.007896,5.8547,747.3547,-7.8339,18.5613,0.15246938
15.0000,0.007976,5.9142,747.4142,-7.9128,18.5613,0.15464800
15.0000,0.008056,5.9736,747.4736,-7.9917,18.5613,0.15684758
15.0000,0.008136,6.0330,747.5330,-8.0706,18.5612,0.15906808
15.0000,0.008216,6.0925,747.5925,-8.1495,18.5612,0.16130947
15.0000,0.008297,6.1519,747.6519,-8.2283,18.5612,0.16357172
15.0000,0.008377,6.2114,747.7114,-8.3072,18.5612,0.16585480
15.0000,0.008457,6.2708,747.7708,-8.3860,18.5612,0.16815868
15.0000,0.008537,6.3302,747.8302,-8.4648,18.5612,0.17048332
15.0000,0.008617,6.3897,747.8897,-8.5436,18.5612,0.17282869
15.0000,0.008697,6.4491,747.9491,-8.6224,18.5612,0.17519475
15.0000,0.008778,6.5086,748.0086,-8.7012,18.5612,0.17758148
15.0000,0.008858,6.5680,748.0680,-8.7799,18.5612,0.17998883
15.0000,0.008938,6.6274,748.1274,-8.8587,18.5612,0.18241678
15.0000,0.009018,6.6869,748.1869,-8.9374,18.5612,0.18486529
15.0000,0.009098,6.7463,748.2463,-9.0162,18.5612,0.18733432
15.0000,0.009178,6.8058,748.3058,-9.0949,18.5612,0.18982384
15.0000,0.009259,6.8652,748.3652,-9.1736,18.5612,0.19233382
15.0000,0.009339,6.9246,748.4246,-9.2523,18.5612,0.19486421
15.0000,0.009419,6.9841,748.4841,-9.3310,18.5612,0.19741498
15.0000,0.009499,7.0435,748.5435,-9.4096,18.5612,0.19998610
15.0000,0.009579,7.1029,748.6029,-9.4883,18.5612,0.20257753
15.0000,0.009659,7.1624,748.6624,-9.5669,18.5612,0.20518923
15.0000,0.009739,7.2218,748.7218,-9.6455,18.5612,0.20782116
15.0000,0.009820,7.2813,748.7813,-9.7242,18.5612,0.21047329
15.0000,0.009900,7.3407,748.8407,-9.8028,18.5612,0.21314558
15.0000,0.009980,7.4001,748.9001,-9.8813,18.5612,0.21583799
15.0000,0.010060,7.4596,748.9596,-9.9599,18.5612,0.21855049
15.0000,0.010140,7.5190,749.0190,-10.0385,18.5612,0.22128302
15.0000,0.010220,7.5785,749.0785,-10.1170,18.5612,0.22403556
15.0000,0.010301,7.6379,749.1379,-10.1956,18.5612,0.22680807
15.0000,0.010381,7.6973,749.1973,-10.2741,18.5612,0.22960050
15.0000,0.010461,7.7568,749.2568,-10.3526,18.5612,0.23241282
15.0000,0.010541,7.8162,749.3162,-10.4311,18.5612,0.23524498
15.0000,0.010621,7.8757,749.3757,-10.5096,18.5612,0.23809695
15.0000,0.010701,7.9351,749.4351,-10.5881,18.5612,0.24096869
15.0000,0.010782,7.9945,749.4945,-10.6666,18.5612,0.24386015
15.0000,0.010862,8.0540,749.5540,-10.7450,18.5612,0.24677129
15.0000,0.010942,8.1134,749.6134,-10.8235,18.5612,0.24970207
15.0000,0.011022,8.1728,749.6728,-10.9019,18.5612,0.25265245
15.0000,0.011102,8.2323,749.7323,-10.9803,18.5612,0.25562239
15.0000,0.011182,8.2917,749.7917,-11.0587,18.5612,0.25861184
15.0000,0.011263,8.3512,749.8512,-11.1371,18.5612,0.26162077
15.0000,0.011343,8.4106,749.9106,-11.2155,18.5612,0.26464912
15.0000,0.011423,8.4700,749.9700,-11.2938,18.5612,0.26769686
15.0000,0.011503,8.5295,750.0295,-11.3722,18.5612,0.27076394
15.0000,0.011583,8.5889,750.0889,-11.4505,18.5612,0.27385033
15.0000,0.011663,8.6484,750.1484,-11.5289,18.5612,0.27695596
15.0000,0.011743,8.7078,750.2078,-11.6072,18.5612,0.28008081
15.0000,0.011824,8.7672,750.2672,-11.6855,18.5612,0.28322482
15.0000,0.011904,8.8267,750.3267,-11.7638,18.5612,0.28638795
15.0000,0.011984,8.8861,750.3861,-11.8421,18.5612,0.28957016
15.0000,0.012064,8.9456,750.4456,-11.9203,18.5612,0.29277140
15.0000,0.012144,9.0050,750.5050,-11.9986,18.5612,0.29599163
15.0000,0.012224,9.0644,750.5644,-12.0768,18.5612,0.29923079
15.0000,0.012305,9.1239,750.6239,-12.1550,18.5612,0.30248884
15.0000,0.012385,9.1833,750.6833,-12.2333,18.5612,0.30576575
15.0000,0.012465,9.2427,750.7427,-12.3115,18.5612,0.30906145
15.0000,0.012545,9.3022,750.8022,-12.3897,18.5612,0.31237590
15.0000,0.012625,9.3616,750.8616,-12.4678,18.5612,0.31570906
15.0000,0.012705,9.4211,750.9211,-12.5460,18.5612,0.31906087
15.0000,0.012786,9.4805,750.9805,-12.6242,18.5612,0.32243130
15.0000,0.012866,9.5399,751.0399,-12.7023,18.5612,0.32582028
15.0000,0.012946,9.5994,751.0994,-12.7804,18.5612,0.32922778
15.0000,0.013026,9.6588,751.1588,-12.8586,18.5612,0.33265375
15.0000,0.013106,9.7183,751.2183,-12.9367,18.5612,0.33609813
15.0000,0.013186,9.7777,751.2777,-13.0148,18.5612,0.33956087
15.0000,0.013267,9.8371,751.3371,-13.0928,18.5612,0.34304194
15.0000,0.013347,9.8966,751.3966,-13.1709,18.5612,0.34654127
15.0000,0.013427,9.9560,751.4560,-13.2490,18.5612,0.35005882
15.0000,0.013507,10.0155,751.5155,-13.3270,18.5612,0.35359453
15.0000,0.013587,10.0749,751.5749,-13.4050,18.5612,0.35714836
15.0000,0.013667,10.1343,751.6343,-13.4831,18.5612,0.36072026
15.0000,0.013747,10.1938,751.6938,-13.5611,18.5612,0.36431018
15.0000,0.013828,10.2532,751.7532,-13.6391,18.5612,0.36791806
15.0000,0.013908,10.3126,751.8126,-13.7170,18.5612,0.37154385
15.0000,0.013988,10.3721,751.8721,-13.7950,18.5612,0.37518750
15.0000,0.014068,10.4315,751.9315,-13.8730,18.5612,0.37884896
15.0000,0.014148,10.4910,751.9910,-13.9509,18.5612,0.38252817
15.0000,0.014228,10.5504,752.0504,-14.0288,18.5612,0.38622509
15.0000,0.014309,10.6098,752.1098,-14.1068,18.5612,0.38993967
15.0000,0.014389,10.6693,752.1693,-14.1847,18.5612,0.39367184
15.0000,0.014469,10.7287,752.2287,-14.2626,18.5612,0.39742155
15.0000,0.014549,10.7882,752.2882,-14.3405,18.5612,0.40118876
15.0000,0.014629,10.8476,752.3476,-14.4183,18.5612,0.40497340
15.0000,0.014709,10.9070,752.4070,-14.4962,18.5611,0.40877543
15.0000,0.014790,10.9665,752.4665,-14.5740,18.5611,0.41259479
15.0000,0.014870,11.0259,752.5259,-14.6519,18.5611,0.41643142
15.0000,0.014950,11.0854,752.5854,-14.7297,18.5611,0.42028528
15.0000,0.015030,11.1448,752.6448,-14.8075,18.5611,0.42415629
15.0000,0.015110,11.2042,752.7042,-14.8853,18.5611,0.42804442
15.0000,0.015190,11.2637,752.7637,-14.9631,18.5611,0.43194961
15.0000,0.015271,11.3231,752.8231,-15.0409,18.5611,0.43587179
15.0000,0.015351,11.3825,752.8825,-15.1186,18.5611,0.43981091
15.0000,0.015431,11.4420,752.9420,-15.1964,18.5611,0.44376693
15.0000,0.015511,11.5014,753.0014,-15.2741,18.5611,0.44773977
