L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
5.0000,-0.020000,-14.8300,726.6700,20.4082,18.5665,0.12172879
5.0000,-0.019920,-14.7706,726.7294,20.3247,18.5665,0.12111586
5.0000,-0.019840,-14.7111,726.7889,20.2413,18.5665,0.12050531
5.0000,-0.019760,-14.6517,726.8483,20.1578,18.5665,0.11989714
5.0000,-0.019679,-14.5922,726.9078,20.0744,18.5665,0.11929136
5.0000,-0.019599,-14.5328,726.9672,19.9910,18.5665,0.11868795
5.0000,-0.019519,-14.4734,727.0266,19.9076,18.5665,0.11808694
5.0000,-0.019439,-14.4139,727.0861,19.8242,18.5665,0.11748830
5.0000,-0.019359,-14.3545,727.1455,19.7409,18.5665,0.11689206
5.0000,-0.019279,-14.2951,727.2049,19.6575,18.5665,0.11629820
5.0000,-0.019198,-14.2356,727.2644,19.5742,18.5665,0.11570673
5.0000,-0.019118,-14.1762,727.3238,19.4909,18.5665,0.11511765
5.0000,-0.019038,-14.1167,727.3833,19.4076,18.5665,0.11453096
5.0000,-0.018958,-14.0573,727.4427,19.3243,18.5665,0.11394666
5.0000,-0.018878,-13.9979,727.5021,19.2410,18.5665,0.11336475
5.0000,-0.018798,-13.9384,727.5616,19.1577,18.5665,0.11278524
5.0000,-0.018717,-13.8790,727.6210,19.0745,18.5665,0.11220812
5.0000,-0.018637,-13.8195,727.6805,18.9912,18.5665,0.11163340
5.0000,-0.018557,-13.7601,727.7399,18.9080,18.5665,0.11106107
5.0000,-0.018477,-13.7007,727.7993,18.8248,18.5665,0.11049114
5.0000,-0.018397,-13.6412,727.8588,18.7416,18.5665,0.10992360
5.0000,-0.018317,-13.5818,727.9182,18.6584,18.5665,0.10935847
5.0000,-0.018236,-13.5223,727.9777,18.5752,18.5665,0.10879573
5.0000,-0.018156,-13.4629,728.0371,18.4921,18.5665,0.10823540
5.0000,-0.018076,-13.4035,728.0965,18.4089,18.5664,0.10767746
5.0000,-0.017996,-13.3440,728.1560,18.3258,18.5664,0.10712193
5.0000,-0.017916,-13.2846,728.2154,18.2427,18.5664,0.10656880
5.0000,-0.017836,-13.2252,728.2748,18.1596,18.5664,0.10601808
5.0000,-0.017756,-13.1657,728.3343,18.0765,18.5664,0.10546976
5.0000,-0.017675,-13.1063,728.3937,17.9934,18.5664,0.10492384
5.0000,-0.017595,-13.0468,728.4532,17.9103,18.5664,0.10438033
5.0000,-0.017515,-12.9874,728.5126,17.8273,18.5664,0.10383923
5.0000,-0.017435,-12.9280,728.5720,17.7442,18.5664,0.10330054
5.0000,-0.017355,-12.8685,728.6315,17.6612,18.5664,0.10276426
5.0000,-0.017275,-12.8091,728.6909,17.5782,18.5664,0.10223038
5.0000,-0.017194,-12.7496,728.7504,17.4952,18.5664,0.10169892
5.0000,-0.017114,-12.6902,728.8098,17.4122,18.5664,0.10116987
5.0000,-0.017034,-12.6308,728.8692,17.3293,18.5664,0.10064323
5.0000,-0.016954,-12.5713,728.9287,17.2463,18.5664,0.10011900
5.0000,-0.016874,-12.5119,728.9881,17.1634,18.5664,0.09959719
5.0000,-0.016794,-12.4524,729.0476,17.0804,18.5664,0.09907780
5.0000,-0.016713,-12.3930,729.1070,16.9975,18.5664,0.09856081
5.0000,-0.016633,-12.3336,729.1664,16.9146,18.5664,0.09804625
5.0000,-0.016553,-12.2741,729.2259,16.8317,18.5664,0.09753410
5.0000,-0.016473,-12.2147,729.2853,16.7488,18.5664,0.09702438
5.0000,-0.016393,-12.1553,729.3447,16.6660,18.5664,0.09651707
5.0000,-0.016313,-12.0958,729.4042,16.5831,18.5664,0.09601218
5.0000,-0.016232,-12.0364,729.4636,16.5003,18.5664,0.09550971
5.0000,-0.016152,-11.9769,729.5231,16.4175,18.5664,0.09500966
5.0000,-0.016072,-11.9175,729.5825,16.3347,18.5664,0.09451204
5.0000,-0.015992,-11.8581,729.6419,16.2519,18.5664,0.09401683
5.0000,-0.015912,-11.7986,729.7014,16.1691,18.5664,0.09352405
5.0000,-0.015832,-11.7392,729.7608,16.0863,18.5664,0.09303370
5.0000,-0.015752,-11.6797,729.8203,16.0036,18.5664,0.09254577
5.0000,-0.015671,-11.6203,729.8797,15.9208,18.5664,0.09206027
5.0000,-0.015591,-11.5609,729.9391,15.8381,18.5664,0.09157720
5.0000,-0.015511,-11.5014,729.9986,15.7554,18.5664,0.09109655
5.0000,-0.015431,-11.4420,730.0580,15.6727,18.5664,0.09061833
5.0000,-0.015351,-11.3825,730.1175,15.5900,18.5664,0.09014254
5.0000,-0.015271,-11.3231,730.1769,15.5073,18.5664,0.08966918
5.0000,-0.015190,-11.2637,730.2363,15.4247,18.5664,0.08919825
5.0000,-0.015110,-11.2042,730.2958,15.3420,18.5664,0.08872975
5.0000,-0.015030,-11.1448,730.3552,15.2594,18.5664,0.08826368
5.0000,-0.014950,-11.0854,730.4146,15.1768,18.5664,0.08780005
5.0000,-0.014870,-11.0259,730.4741,15.0942,18.5664,0.08733885
5.0000,-0.014790,-10.9665,730.5335,15.0116,18.5664,0.08688009
5.0000,-0.014709,-10.9070,730.5930,14.9290,18.5664,0.08642376
5.0000,-0.014629,-10.8476,730.6524,14.8465,18.5664,0.08596986
5.0000,-0.014549,-10.7882,730.7118,14.7639,18.5664,0.08551841
5.0000,-0.014469,-10.7287,730.7713,14.6814,18.5664,0.08506939
5.0000,-0.014389,-10.6693,730.8307,14.5988,18.5664,0.08462281
5.0000,-0.014309,-10.6098,730.8902,14.5163,18.5664,0.08417866
5.0000,-0.014228,-10.5504,730.9496,14.4338,18.5664,0.08373696
5.0000,-0.014148,-10.4910,731.0090,14.3513,18.5664,0.08329769
5.0000,-0.014068,-10.4315,731.0685,14.2689,18.5664,0.08286087
5.0000,-0.013988,-10.3721,731.1279,14.1864,18.5664,0.08242649
5.0000,-0.013908,-10.3126,731.1874,14.1040,18.5664,0.08199455
5.0000,-0.013828,-10.2532,731.2468,14.0215,18.5664,0.08156505
5.0000,-0.013747,-10.1938,731.3062,13.9391,18.5664,0.08113800
5.0000,-0.013667,-10.1343,731.3657,13.8567,18.5664,0.08071339
5.0000,-0.013587,-10.0749,731.4251,13.7743,18.5664,0.08029123
5.0000,-0.013507,-10.0155,731.4845,13.6920,18.5664,0.07987151
5.0000,-0.013427,-9.9560,731.5440,13.6096,18.5664,0.07945424
5.0000,-0.013347,-9.8966,731.6034,13.5272,18.5664,0.07903941
5.0000,-0.013267,-9.8371,731.6629,13.4449,18.5664,0.07862704
5.0000,-0.013186,-9.7777,731.7223,13.3626,18.5664,0.07821711
5.0000,-0.013106,-9.7183,731.7817,13.2803,18.5664,0.07780963
5.0000,-0.013026,-9.6588,731.8412,13.1980,18.5664,0.07740460
5.0000,-0.012946,-9.5994,731.9006,13.1157,18.5664,0.07700202
5.0000,-0.012866,-9.5399,731.9601,13.0334,18.5664,0.07660189
5.0000,-0.012786,-9.4805,732.0195,12.9512,18.5664,0.07620421
5.0000,-0.012705,-9.4211,732.0789,12.8689,18.5664,0.07580898
5.0000,-0.012625,-9.3616,732.1384,12.7867,18.5664,0.07541621
5.0000,-0.012545,-9.3022,732.1978,12.7045,18.5664,0.07502589
5.0000,-0.012465,-9.2427,732.2573,12.6223,18.5664,0.07463802
5.0000,-0.012385,-9.1833,732.3167,12.5401,18.5664,0.07425261
5.0000,-0.012305,-9.1239,732.3761,12.4579,18.5664,0.07386965
5.0000,-0.012224,-9.0644,732.4356,12.3757,18.5664,0.07348915
5.0000,-0.012144,-9.0050,732.4950,12.2936,18.5664,0.07311111
5.0000,-0.012064,-8.9456,732.5544,12.2114,18.5664,0.07273552
5.0000,-0.011984,-8.8861,732.6139,12.1293,18.5664,0.07236239
5.0000,-0.011904,-8.8267,732.6733,12.0472,18.5664,0.07199172
5.0000,-0.011824,-8.7672,732.7328,11.9651,18.5664,0.07162350
5.0000,-0.011743,-8.7078,732.7922,11.8830,18.5664,0.07125775
5.0000,-0.011663,-8.6484,732.8516,11.8010,18.5664,0.07089445
5.0000,-0.011583,-8.5889,732.9111,11.7189,18.5664,0.07053362
5.0000,-0.011503,-8.5295,732.9705,11.6369,18.5664,0.07017525
5.0000,-0.011423,-8.4700,733.0300,11.5548,18.5664,0.06981934
5.0000,-0.011343,-8.4106,733.0894,11.4728,18.5664,0.06946589
5.0000,-0.011263,-8.3512,733.1488,11.3908,18.5664,0.06911490
5.0000,-0.011182,-8.2917,733.2083,11.3088,18.5664,0.06876638
5.0000,-0.011102,-8.2323,733.2677,11.2268,18.5664,0.06842032
5.0000,-0.011022,-8.1728,733.3272,11.1449,18.5664,0.06807673
5.0000,-0.010942,-8.1134,733.3866,11.0629,18.5664,0.06773560
5.0000,-0.010862,-8.0540,733.4460,10.9810,18.5664,0.06739693
5.0000,-0.010782,-7.9945,733.5055,10.8991,18.5664,0.06706074
5.0000,-0.010701,-7.9351,733.5649,10.8172,18.5664,0.06672700
5.0000,-0.010621,-7.8757,733.6243,10.7353,18.5664,0.06639574
5.0000,-0.010541,-7.8162,733.6838,10.6534,18.5664,0.06606694
5.0000,-0.010461,-7.7568,733.7432,10.5715,18.5664,0.06574061
5.0000,-0.010381,-7.6973,733.8027,10.4897,18.5664,0.06541675
5.0000,-0.010301,-7.6379,733.8621,10.4078,18.5664,0.06509536
5.0000,-0.010220,-7.5785,733.9215,10.3260,18.5664,0.06477644
5.0000,-0.010140,-7.5190,733.9810,10.2442,18.5664,0.06445999
5.0000,-0.010060,-7.4596,734.0404,10.1624,18.5664,0.06414601
5.0000,-0.009980,-7.4001,734.0999,10.0806,18.5664,0.06383450
5.0000,-0.009900,-7.3407,734.1593,9.9988,18.5664,0.06352546
5.0000,-0.009820,-7.2813,734.2187,9.9170,18.5664,0.06321890
5.0000,-0.009739,-7.2218,734.2782,9.8353,18.5664,0.06291481
5.0000,-0.009659,-7.1624,734.3376,9.7535,18.5664,0.06261319
5.0000,-0.009579,-7.1029,734.3971,9.6718,18.5664,0.06231404
5.0000,-0.009499,-7.0435,734.4565,9.5901,18.5664,0.06201737
5.0000,-0.009419,-6.9841,734.5159,9.5084,18.5664,0.06172317
5.0000,-0.009339,-6.9246,734.5754,9.4267,18.5664,0.06143145
5.0000,-0.009259,-6.8652,734.6348,9.3450,18.5664,0.06114220
5.0000,-0.009178,-6.8058,734.6942,9.2634,18.5664,0.06085543
5.0000,-0.009098,-6.7463,734.7537,9.1817,18.5664,0.06057114
5.0000,-0.009018,-6.6869,734.8131,9.1001,18.5664,0.06028932
5.0000,-0.008938,-6.6274,734.8726,9.0185,18.5664,0.06000998
5.0000,-0.008858,-6.5680,734.9320,8.9369,18.5664,0.05973312
5.0000,-0.008778,-6.5086,734.9914,8.8553,18.5664,0.05945873
5.0000,-0.008697,-6.4491,735.0509,8.7737,18.5664,0.05918683
5.0000,-0.008617,-6.3897,735.1103,8.6921,18.5664,0.05891740
5.0000,-0.008537,-6.3302,735.1698,8.6106,18.5664,0.05865045
5.0000,-0.008457,-6.2708,735.2292,8.5290,18.5664,0.05838598
5.0000,-0.008377,-6.2114,735.2886,8.4475,18.5664,0.05812400
5.0000,-0.008297,-6.1519,735.3481,8.3660,18.5664,0.05786449
5.0000,-0.008216,-6.0925,735.4075,8.2845,18.5664,0.05760747
5.0000,-0.008136,-6.0330,735.4670,8.2030,18.5664,0.05735292
5.0000,-0.008056,-5.9736,735.5264,8.1215,18.5664,0.05710086
5.0000,-0.007976,-5.9142,735.5858,8.0401,18.5664,0.05685128
5.0000,-0.007896,-5.8547,735.6453,7.9586,18.5664,0.05660418
5.0000,-0.007816,-5.7953,735.7047,7.8772,18.5664,0.05635957
5.0000,-0.007735,-5.7359,735.7641,7.7958,18.5664,0.05611744
5.0000,-0.007655,-5.6764,735.8236,7.7144,18.5664,0.05587780
5.0000,-0.007575,-5.6170,735.8830,7.6330,18.5664,0.05564063
5.0000,-0.007495,-5.5575,735.9425,7.5516,18.5664,0.05540596
5.0000,-0.007415,-5.4981,736.0019,7.4702,18.5664,0.05517376
5.0000,-0.007335,-5.4387,736.0613,7.3889,18.5664,0.05494406
5.0000,-0.007255,-5.3792,736.1208,7.3075,18.5664,0.05471684
5.0000,-0.007174,-5.3198,736.1802,7.2262,18.5664,0.05449210
5.0000,-0.007094,-5.2603,736.2397,7.1449,18.5664,0.05426985
5.0000,-0.007014,-5.2009,736.2991,7.0636,18.5664,0.05405009
5.0000,-0.006934,-5.1415,736.3585,6.9823,18.5664,0.05383282
5.0000,-0.006854,-5.0820,736.4180,6.9010,18.5664,0.05361803
5.0000,-0.006774,-5.0226,736.4774,6.8197,18.5664,0.05340573
5.0000,-0.006693,-4.9631,736.5369,6.7385,18.5664,0.05319592
5.0000,-0.006613,-4.9037,736.5963,6.6573,18.5664,0.05298860
5.0000,-0.006533,-4.8443,736.6557,6.5760,18.5664,0.05278377
5.0000,-0.006453,-4.7848,736.7152,6.4948,18.5664,0.05258142
5.0000,-0.006373,-4.7254,736.7746,6.4136,18.5664,0.05238157
5.0000,-0.006293,-4.6660,736.8340,6.3324,18.5664,0.05218420
5.0000,-0.006212,-4.6065,736.8935,6.2513,18.5664,0.05198933
5.0000,-0.006132,-4.5471,736.9529,6.1701,18.5664,0.05179695
5.0000,-0.006052,-4.4876,737.0124,6.0890,18.5664,0.05160705
5.0000,-0.005972,-4.4282,737.0718,6.0078,18.5664,0.05141965
5.0000,-0.005892,-4.3688,737.1312,5.9267,18.5664,0.05123474
5.0000,-0.005812,-4.3093,737.1907,5.8456,18.5664,0.05105232
5.0000,-0.005731,-4.2499,737.2501,5.7645,18.5664,0.05087239
5.0000,-0.005651,-4.1904,737.3096,5.6834,18.5664,0.05069496
5.0000,-0.005571,-4.1310,737.3690,5.6024,18.5664,0.05052002
5.0000,-0.005491,-4.0716,737.4284,5.5213,18.5664,0.05034757
5.0000,-0.005411,-4.0121,737.4879,5.4403,18.5664,0.05017761
5.0000,-0.005331,-3.9527,737.5473,5.3592,18.5664,0.05001015
5.0000,-0.005251,-3.8932,737.6068,5.2782,18.5664,0.04984518
5.0000,-0.005170,-3.8338,737.6662,5.1972,18.5664,0.04968270
5.0000,-0.005090,-3.7744,737.7256,5.1162,18.5664,0.04952272
5.0000,-0.005010,-3.7149,737.7851,5.0352,18.5664,0.04936523
5.0000,-0.004930,-3.6555,737.8445,4.9543,18.5664,0.04921024
5.0000,-0.004850,-3.5961,737.9039,4.8733,18.5664,0.04905774
5.0000,-0.004770,-3.5366,737.9634,4.7924,18.5664,0.04890774
5.0000,-0.004689,-3.4772,738.0228,4.7115,18.5664,0.04876023
5.0000,-0.004609,-3.4177,738.0823,4.6306,18.5664,0.04861522
5.0000,-0.004529,-3.3583,738.1417,4.5497,18.5664,0.04847270
5.0000,-0.004449,-3.2989,738.2011,4.4688,18.5664,0.04833268
5.0000,-0.004369,-3.2394,738.2606,4.3879,18.5664,0.04819516
5.0000,-0.004289,-3.1800,738.3200,4.3070,18.5664,0.04806013
5.0000,-0.004208,-3.1205,738.3795,4.2262,18.5664,0.04792760
5.0000,-0.004128,-3.0611,738.4389,4.1454,18.5664,0.04779757
5.0000,-0.004048,-3.0017,738.4983,4.0645,18.5664,0.04767003
5.0000,-0.003968,-2.9422,738.5578,3.9837,18.5664,0.04754499
5.0000,-0.003888,-2.8828,738.6172,3.9029,18.5664,0.04742245
5.0000,-0.003808,-2.8233,738.6767,3.8222,18.5664,0.04730241
5.0000,-0.003727,-2.7639,738.7361,3.7414,18.5664,0.04718486
5.0000,-0.003647,-2.7045,738.7955,3.6606,18.5664,0.04706981
5.0000,-0.003567,-2.6450,738.8550,3.5799,18.5664,0.04695726
5.0000,-0.003487,-2.5856,738.9144,3.4992,18.5664,0.04684721
5.0000,-0.003407,-2.5262,738.9738,3.4185,18.5664,0.04673966
5.0000,-0.003327,-2.4667,739.0333,3.3378,18.5664,0.04663461
5.0000,-0.003246,-2.4073,739.0927,3.2571,18.5664,0.04653205
5.0000,-0.003166,-2.3478,739.1522,3.1764,18.5664,0.04643199
5.0000,-0.003086,-2.2884,739.2116,3.0957,18.5664,0.04633444
5.0000,-0.003006,-2.2290,739.2710,3.0151,18.5664,0.04623938
5.0000,-0.002926,-2.1695,739.3305,2.9344,18.5664,0.04614682
5.0000,-0.002846,-2.1101,739.3899,2.8538,18.5664,0.04605677
5.0000,-0.002766,-2.0506,739.4494,2.7732,18.5664,0.04596921
5.0000,-0.002685,-1.9912,739.5088,2.6926,18.5664,0.04588415
5.0000,-0.002605,-1.9318,739.5682,2.6120,18.5664,0.04580159
5.0000,-0.002525,-1.8723,739.6277,2.5314,18.5664,0.04572153
5.0000,-0.002445,-1.8129,739.6871,2.4509,18.5664,0.04564398
5.0000,-0.002365,-1.7534,739.7466,2.3703,18.5664,0.04556892
5.0000,-0.002285,-1.6940,739.8060,2.2898,18.5664,0.04549637
5.0000,-0.002204,-1.6346,739.8654,2.2093,18.5664,0.04542631
5.0000,-0.002124,-1.5751,739.9249,2.1288,18.5664,0.04535876
5.0000,-0.002044,-1.5157,739.9843,2.0483,18.5664,0.04529370
5.0000,-0.001964,-1.4563,740.0437,1.9678,18.5664,0.04523115
5.0000,-0.001884,-1.3968,740.1032,1.8873,18.5664,0.04517110
5.0000,-0.001804,-1.3374,740.1626,1.8069,18.5664,0.04511355
5.0000,-0.001723,-1.2779,740.2221,1.7264,18.5664,0.04505850
5.0000,-0.001643,-1.2185,740.2815,1.6460,18.5664,0.04500595
5.0000,-0.001563,-1.1591,740.3409,1.5656,18.5664,0.04495591
5.0000,-0.001483,-1.0996,740.4004,1.4852,18.5664,0.04490836
5.0000,-0.001403,-1.0402,740.4598,1.4048,18.5664,0.04486332
5.0000,-0.001323,-0.9807,740.5193,1.3244,18.5664,0.04482078
5.0000,-0.001242,-0.9213,740.5787,1.2440,18.5664,0.04478074
5.0000,-0.001162,-0.8619,740.6381,1.1637,18.5664,0.04474321
5.0000,-0.001082,-0.8024,740.6976,1.0833,18.5664,0.04470817
5.0000,-0.001002,-0.7430,740.7570,1.0030,18.5664,0.04467564
5.0000,-0.000922,-0.6835,740.8165,0.9227,18.5664,0.04464561
5.0000,-0.000842,-0.6241,740.8759,0.8424,18.5664,0.04461808
5.0000,-0.000762,-0.5647,740.9353,0.7621,18.5664,0.04459305
5.0000,-0.000681,-0.5052,740.9948,0.6818,18.5664,0.04457053
5.0000,-0.000601,-0.4458,741.0542,0.6016,18.5664,0.04455051
5.0000,-0.000521,-0.3864,741.1136,0.5213,18.5664,0.04453299
5.0000,-0.000441,-0.3269,741.1731,0.4411,18.5664,0.04451797
5.0000,-0.000361,-0.2675,741.2325,0.3609,18.5664,0.04450546
5.0000,-0.000281,-0.2080,741.2920,0.2806,18.5664,0.04449544
5.0000,-0.000200,-0.1486,741.3514,0.2004,18.5664,0.04448793
5.0000,-0.000120,-0.0892,741.4108,0.1203,18.5664,0.04448293
5.0000,-0.000040,-0.0297,741.4703,0.0401,18.5664,0.04448042
5.0000,0.000040,0.0297,741.5297,-0.0401,18.5664,0.04448042
5.0000,0.000120,0.0892,741.5892,-0.1202,18.5664,0.04448292
5.0000,0.000200,0.1486,741.6486,-0.2004,18.5664,0.04448792
5.0000,0.000281,0.2080,741.7080,-0.2805,18.5664,0.04449542
5.0000,0.000361,0.2675,741.7675,-0.3606,18.5664,0.04450543
5.0000,0.000441,0.3269,741.8269,-0.4407,18.5664,0.04451794
5.0000,0.000521,0.3864,741.8864,-0.5208,18.5664,0.04453295
5.0000,0.000601,0.4458,741.9458,-0.6008,18.5664,0.04455046
5.0000,0.000681,0.5052,742.0052,-0.6809,18.5664,0.04457048
5.0000,0.000762,0.5647,742.0647,-0.7609,18.5664,0.04459299
5.0000,0.000842,0.6241,742.1241,-0.8410,18.5664,0.04461801
5.0000,0.000922,0.6835,742.1835,-0.9210,18.5664,0.04464554
5.0000,0.001002,0.7430,742.2430,-1.0010,18.5664,0.04467556
5.0000,0.001082,0.8024,742.3024,-1.0810,18.5664,0.04470809
5.0000,0.001162,0.8619,742.3619,-1.1610,18.5664,0.04474312
5.0000,0.001242,0.9213,742.4213,-1.2409,18.5664,0.04478065
5.0000,0.001323,0.9807,742.4807,-1.3209,18.5664,0.04482068
5.0000,0.001403,1.0402,742.5402,-1.4008,18.5664,0.04486321
5.0000,0.001483,1.0996,742.5996,-1.4808,18.5664,0.04490825
5.0000,0.001563,1.1591,742.6591,-1.5607,18.5664,0.04495579
5.0000,0.001643,1.2185,742.7185,-1.6406,18.5664,0.04500582
5.0000,0.001723,1.2779,742.7779,-1.7205,18.5664,0.04505836
5.0000,0.001804,1.3374,742.8374,-1.8004,18.5664,0.04511341
5.0000,0.001884,1.3968,742.8968,-1.8802,18.5664,0.04517095
5.0000,0.001964,1.4563,742.9563,-1.9601,18.5664,0.04523100
5.0000,0.002044,1.5157,743.0157,-2.0399,18.5664,0.04529354
5.0000,0.002124,1.5751,743.0751,-2.1197,18.5663,0.04535859
5.0000,0.002204,1.6346,743.1346,-2.1996,18.5663,0.04542614
5.0000,0.002285,1.6940,743.1940,-2.2794,18.5663,0.04549619
5.0000,0.002365,1.7534,743.2534,-2.3592,18.5663,0.04556874
5.0000,0.002445,1.8129,743.3129,-2.4389,18.5663,0.04564379
5.0000,0.002525,1.8723,743.3723,-2.5187,18.5663,0.04572134
5.0000,0.002605,1.9318,743.4318,-2.5984,18.5663,0.04580139
5.0000,0.002685,1.9912,743.4912,-2.6782,18.5663,0.04588394
5.0000,0.002766,2.0506,743.5506,-2.7579,18.5663,0.04596899
5.0000,0.002846,2.1101,743.6101,-2.8376,18.5663,0.04605654
5.0000,0.002926,2.1695,743.6695,-2.9173,18.5663,0.04614659
5.0000,0.003006,2.2290,743.7290,-2.9970,18.5663,0.04623915
5.0000,0.003086,2.2884,743.7884,-3.0767,18.5663,0.04633420
5.0000,0.003166,2.3478,743.8478,-3.1563,18.5663,0.04643175
5.0000,0.003246,2.4073,743.9073,-3.2360,18.5663,0.04653180
5.0000,0.003327,2.4667,743.9667,-3.3156,18.5663,0.04663435
5.0000,0.003407,2.5262,744.0262,-3.3952,18.5663,0.04673939
5.0000,0.003487,2.5856,744.0856,-3.4749,18.5663,0.04684694
5.0000,0.003567,2.6450,744.1450,-3.5545,18.5663,0.04695699
5.0000,0.003647,2.7045,744.2045,-3.6340,18.5663,0.04706953
5.0000,0.003727,2.7639,744.2639,-3.7136,18.5663,0.04718457
5.0000,0.003808,2.8233,744.3233,-3.7932,18.5663,0.04730211
5.0000,0.003888,2.8828,744.3828,-3.8727,18.5663,0.04742215
5.0000,0.003968,2.9422,744.4422,-3.9523,18.5663,0.04754469
5.0000,0.004048,3.0017,744.5017,-4.0318,18.5663,0.04766972
5.0000,0.004128,3.0611,744.5611,-4.1113,18.5663,0.04779725
5.0000,0.004208,3.1205,744.6205,-4.1908,18.5663,0.04792728
5.0000,0.004289,3.1800,744.6800,-4.2703,18.5663,0.04805980
5.0000,0.004369,3.2394,744.7394,-4.3497,18.5663,0.04819482
5.0000,0.004449,3.2989,744.7989,-4.4292,18.5663,0.04833234
5.0000,0.004529,3.3583,744.8583,-4.5086,18.5663,0.04847235
5.0000,0.004609,3.4177,744.9177,-4.5881,18.5663,0.04861486
5.0000,0.004689,3.4772,744.9772,-4.6675,18.5663,0.04875987
5.0000,0.004770,3.5366,745.0366,-4.7469,18.5663,0.04890737
5.0000,0.004850,3.5961,745.0961,-4.8263,18.5663,0.04905737
5.0000,0.004930,3.6555,745.1555,-4.9057,18.5663,0.04920986
5.0000,0.005010,3.7149,745.2149,-4.9850,18.5663,0.04936485
5.0000,0.005090,3.7744,745.2744,-5.0644,18.5663,0.04952233
5.0000,0.005170,3.8338,745.3338,-5.1437,18.5663,0.04968231
5.0000,0.005251,3.8932,745.3932,-5.2231,18.5663,0.04984478
5.0000,0.005331,3.9527,745.4527,-5.3024,18.5663,0.05000974
5.0000,0.005411,4.0121,745.5121,-5.3817,18.5663,0.05017720
5.0000,0.005491,4.0716,745.5716,-5.4610,18.5663,0.05034715
5.0000,0.005571,4.1310,745.6310,-5.5403,18.5663,0.05051959
5.0000,0.005651,4.1904,745.6904,-5.6195,18.5663,0.05069453
5.0000,0.005731,4.2499,745.7499,-5.6988,18.5663,0.05087196
5.0000,0.005812,4.3093,745.8093,-5.7780,18.5663,0.05105188
5.0000,0.005892,4.3688,745.8688,-5.8573,18.5663,0.05123429
5.0000,0.005972,4.4282,745.9282,-5.9365,18.5663,0.05141920
5.0000,0.006052,4.4876,745.9876,-6.0157,18.5663,0.05160660
5.0000,0.006132,4.5471,746.0471,-6.0949,18.5663,0.05179648
5.0000,0.006212,4.6065,746.1065,-6.1741,18.5663,0.05198886
