x_mm,L_mm,r_mag,p_norm
2.329659,2.50,0.30,0.76967930
2.334669,2.50,0.30,0.71360569
2.339679,2.50,0.30,0.90544540
2.344689,2.50,0.30,1.14604619
2.349699,2.50,0.30,1.28648473
2.354709,2.50,0.30,1.26998530
2.359719,2.50,0.30,1.10249936
2.364729,2.50,0.30,0.85593476
2.369739,2.50,0.30,0.70136543
2.374749,2.50,0.30,0.81038460
2.379760,2.50,0.30,1.05603479
2.384770,2.50,0.30,1.24749075
2.389780,2.50,0.30,1.29634316
2.394790,2.50,0.30,1.18477517
2.399800,2.50,0.30,0.95584719
2.404810,2.50,0.30,0.73682912
2.409820,2.50,0.30,0.73694946
2.414830,2.50,0.30,0.95606221
2.419840,2.50,0.30,1.18492877
2.424850,2.50,0.30,1.29636892
2.429860,2.50,0.30,1.24737849
2.434870,2.50,0.30,1.05582529
2.439880,2.50,0.30,0.81019247
2.444890,2.50,0.30,0.70138181
2.449900,2.50,0.30,0.85612893
2.454910,2.50,0.30,1.10268337
2.459920,2.50,0.30,1.27006090
2.464930,2.50,0.30,1.28642058
2.469940,2.50,0.30,1.14586105
2.474950,2.50,0.30,0.90521834
2.479960,2.50,0.30,0.71351067
2.484970,2.50,0.30,0.76981831
2.489980,2.50,0.30,1.00663179
2.494990,2.50,0.30,1.21888125
2.500000,2.50,0.30,1.29967504
0.000000,5.00,0.95,1.76826229
0.010020,5.00,0.95,0.55475269
0.020040,5.00,0.95,1.03883756
0.030060,5.00,0.95,1.92412896
0.040080,5.00,0.95,1.50488665
0.050100,5.00,0.95,0.08174381
0.060120,5.00,0.95,1.42046056
0.070140,5.00,0.95,1.94035895
0.080160,5.00,0.95,1.14465231
0.090180,5.00,0.95,0.43168432
0.100200,5.00,0.95,1.71071121
0.110220,5.00,0.95,1.83153440
0.120240,5.00,0.95,0.71108782
0.130261,5.00,0.95,0.89507244
0.140281,5.00,0.95,1.89076167
0.150301,5.00,0.95,1.60469147
0.160321,5.00,0.95,0.23484788
0.170341,5.00,0.95,1.30193804
0.180361,5.00,0.95,1.94896383
0.190381,5.00,0.95,1.27451569
0.200401,5.00,0.95,0.27036159
0.210421,5.00,0.95,1.62515502
0.220441,5.00,0.95,1.88155520
0.230461,5.00,0.95,0.86248295
0.240481,5.00,0.95,0.74492771
0.250501,5.00,0.95,1.84371305
0.260521,5.00,0.95,1.69289341
0.270541,5.00,0.95,0.39621440
0.280561,5.00,0.95,1.17402010
0.290581,5.00,0.95,1.94346502
0.300601,5.00,0.95,1.39518474
0.310621,5.00,0.95,0.11261213
0.320641,5.00,0.95,1.52784696
0.330661,5.00,0.95,1.91796155
0.340681,5.00,0.95,1.00774762
0.350701,5.00,0.95,0.58956835
0.360721,5.00,0.95,1.78332463
0.370741,5.00,0.95,1.76885114
0.380762,5.00,0.95,0.55608869
0.390782,5.00,0.95,1.03764500
0.400802,5.00,0.95,1.92390240
0.410822,5.00,0.95,1.50577720
0.420842,5.00,0.95,0.08280316
0.430862,5.00,0.95,1.41949505
0.440882,5.00,0.95,1.94048919
0.450902,5.00,0.95,1.14578617
0.460922,5.00,0.95,0.43031358
0.470942,5.00,0.95,1.71003488
0.480962,5.00,0.95,1.83201277
0.490982,5.00,0.95,0.71238879
0.501002,5.00,0.95,0.89382059
0.511022,5.00,0.95,1.89041792
0.521042,5.00,0.95,1.60548673
0.531062,5.00,0.95,0.23619561
0.541082,5.00,0.95,1.30088890
0.551102,5.00,0.95,1.94897463
0.561122,5.00,0.95,1.27557584
0.571142,5.00,0.95,0.26897988
0.581162,5.00,0.95,1.62437620
0.591182,5.00,0.95,1.88191959
0.601202,5.00,0.95,0.86373769
0.611222,5.00,0.95,0.74362578
0.621242,5.00,0.95,1.84325458
0.631263,5.00,0.95,1.69358755
0.641283,5.00,0.95,0.39757094
0.651303,5.00,0.95,1.17289490
0.661323,5.00,0.95,1.94335626
0.671343,5.00,0.95,1.39616330
0.681363,5.00,0.95,0.11132819
0.691383,5.00,0.95,1.52697127
0.701403,5.00,0.95,1.91820928
0.711423,5.00,0.95,1.00894620
0.721443,5.00,0.95,0.58822624
0.731463,5.00,0.95,1.78275473
0.741483,5.00,0.95,1.76943908
0.751503,5.00,0.95,0.55742448
0.761523,5.00,0.95,1.03645191
0.771543,5.00,0.95,1.92367485
0.781563,5.00,0.95,1.50666697
0.791583,5.00,0.95,0.08387271
0.801603,5.00,0.95,1.41852881
0.811623,5.00,0.95,1.94061843
0.821643,5.00,0.95,1.14691945
0.831663,5.00,0.95,0.42894264
0.841683,5.00,0.95,1.70935766
0.851703,5.00,0.95,1.83249019
0.861723,5.00,0.95,0.71368943
0.871743,5.00,0.95,0.89256827
0.881764,5.00,0.95,1.89007320
0.891784,5.00,0.95,1.60628117
0.901804,5.00,0.95,0.23754382
0.911824,5.00,0.95,1.29983908
0.921844,5.00,0.95,1.94898441
0.931864,5.00,0.95,1.27663533
0.941884,5.00,0.95,0.26759816
0.951904,5.00,0.95,1.62359654
0.961924,5.00,0.95,1.88228300
0.971944,5.00,0.95,0.86499200
0.981964,5.00,0.95,0.74232346
0.991984,5.00,0.95,1.84279516
1.002004,5.00,0.95,1.69428082
1.012024,5.00,0.95,0.39892743
1.022044,5.00,0.95,1.17176910
1.032064,5.00,0.95,1.94324649
1.042084,5.00,0.95,1.39714115
1.052104,5.00,0.95,0.11004720
1.062124,5.00,0.95,1.52609479
1.072144,5.00,0.95,1.91845601
1.082164,5.00,0.95,1.01014427
1.092184,5.00,0.95,0.58688382
1.102204,5.00,0.95,1.78218391
1.112224,5.00,0.95,1.77002610
1.122244,5.00,0.95,0.55876005
1.132265,5.00,0.95,1.03525827
1.142285,5.00,0.95,1.92344630
1.152305,5.00,0.95,1.50755597
1.162325,5.00,0.95,0.08495209
1.172345,5.00,0.95,1.41756183
1.182365,5.00,0.95,1.94074666
1.192385,5.00,0.95,1.14805215
1.202405,5.00,0.95,0.42757149
1.212425,5.00,0.95,1.70867955
1.222445,5.00,0.95,1.83296667
1.232465,5.00,0.95,0.71498974
1.242485,5.00,0.95,0.89131550
1.252505,5.00,0.95,1.88972749
1.262525,5.00,0.95,1.60707477
1.272545,5.00,0.95,0.23889247
1.282565,5.00,0.95,1.29878859
1.292585,5.00,0.95,1.94899318
1.302605,5.00,0.95,1.27769418
1.312625,5.00,0.95,0.26621645
1.322645,5.00,0.95,1.62281604
1.332665,5.00,0.95,1.88264543
1.342685,5.00,0.95,0.86624589
1.352705,5.00,0.95,0.74102076
1.362725,5.00,0.95,1.84233478
1.372745,5.00,0.95,1.69497321
1.382766,5.00,0.95,0.40028387
1.392786,5.00,0.95,1.17064269
1.402806,5.00,0.95,1.94313571
1.412826,5.00,0.95,1.39811829
1.422846,5.00,0.95,0.10876926
1.432866,5.00,0.95,1.52521751
1.442886,5.00,0.95,1.91870174
1.452906,5.00,0.95,1.01134184
1.462926,5.00,0.95,0.58554110
1.472946,5.00,0.95,1.78161217
1.482966,5.00,0.95,1.77061221
1.492986,5.00,0.95,0.56009540
1.503006,5.00,0.95,1.03406410
1.513026,5.00,0.95,1.92321674
1.523046,5.00,0.95,1.50844418
1.533066,5.00,0.95,0.08604091
1.543086,5.00,0.95,1.41659412
1.553106,5.00,0.95,1.94087388
1.563126,5.00,0.95,1.14918426
1.573146,5.00,0.95,0.42620015
1.583166,5.00,0.95,1.70800056
1.593186,5.00,0.95,1.83344219
1.603206,5.00,0.95,0.71628972
1.613226,5.00,0.95,0.89006225
1.623246,5.00,0.95,1.88938080
1.633267,5.00,0.95,1.60786754
1.643287,5.00,0.95,0.24024157
1.653307,5.00,0.95,1.29773742
1.663327,5.00,0.95,1.94900094
1.673347,5.00,0.95,1.27875236
1.683367,5.00,0.95,0.26483475
1.693387,5.00,0.95,1.62203469
1.703407,5.00,0.95,1.88300689
1.713427,5.00,0.95,0.86749935
1.723447,5.00,0.95,0.73971768
1.733467,5.00,0.95,1.84187344
1.743487,5.00,0.95,1.69566472
1.753507,5.00,0.95,0.40164026
1.763527,5.00,0.95,1.16951567
1.773547,5.00,0.95,1.94302393
1.783567,5.00,0.95,1.39909470
1.793587,5.00,0.95,0.10749448
1.803607,5.00,0.95,1.52433945
1.813627,5.00,0.95,1.91894648
1.823647,5.00,0.95,1.01253889
1.833667,5.00,0.95,0.58419808
1.843687,5.00,0.95,1.78103950
1.853707,5.00,0.95,1.77119739
1.863727,5.00,0.95,0.56143052
1.873747,5.00,0.95,1.03286940
1.883768,5.00,0.95,1.92298619
1.893788,5.00,0.95,1.50933162
1.903808,5.00,0.95,0.08713881
1.913828,5.00,0.95,1.41562567
1.923848,5.00,0.95,1.94100010
1.933868,5.00,0.95,1.15031579
1.943888,5.00,0.95,0.42482860
1.953908,5.00,0.95,1.70732068
1.963928,5.00,0.95,1.83391677
1.973948,5.00,0.95,0.71758936
1.983968,5.00,0.95,0.88880855
1.993988,5.00,0.95,1.88903313
2.004008,5.00,0.95,1.60865948
2.014028,5.00,0.95,0.24159111
2.024048,5.00,0.95,1.29668558
2.034068,5.00,0.95,1.94900769
2.044088,5.00,0.95,1.27980989
2.054108,5.00,0.95,0.26345306
2.064128,5.00,0.95,1.62125250
2.074148,5.00,0.95,1.88336738
2.084168,5.00,0.95,0.86875239
2.094188,5.00,0.95,0.73841421
2.104208,5.00,0.95,1.84141115
2.114228,5.00,0.95,1.69635536
2.124248,5.00,0.95,0.40299659
2.134269,5.00,0.95,1.16838804
2.144289,5.00,0.95,1.94291113
2.154309,5.00,0.95,1.40007039
2.164329,5.00,0.95,0.10622297
2.174349,5.00,0.95,1.52346059
2.184369,5.00,0.95,1.91919023
2.194389,5.00,0.95,1.01373544
2.204409,5.00,0.95,0.58285477
2.214429,5.00,0.95,1.78046590
2.224449,5.00,0.95,1.77178166
2.234469,5.00,0.95,0.56276542
2.244489,5.00,0.95,1.03167415
2.254509,5.00,0.95,1.92275464
2.264529,5.00,0.95,1.51021828
2.274549,5.00,0.95,0.08824547
2.284569,5.00,0.95,1.41465648
2.294589,5.00,0.95,1.94112531
2.304609,5.00,0.95,1.15144674
2.314629,5.00,0.95,0.42345686
2.324649,5.00,0.95,1.70663991
2.334669,5.00,0.95,1.83439039
2.344689,5.00,0.95,0.71888867
2.354709,5.00,0.95,0.88755439
2.364729,5.00,0.95,1.88868448
2.374749,5.00,0.95,1.60945059
2.384770,5.00,0.95,0.24294107
2.394790,5.00,0.95,1.29563307
2.404810,5.00,0.95,1.94901342
2.414830,5.00,0.95,1.28086677
2.424850,5.00,0.95,0.26207138
2.434870,5.00,0.95,1.62046947
2.444890,5.00,0.95,1.88372688
2.454910,5.00,0.95,0.87000500
2.464930,5.00,0.95,0.73711036
2.474950,5.00,0.95,1.84094789
2.484970,5.00,0.95,1.69704512
2.494990,5.00,0.95,0.40435286
2.505010,5.00,0.95,1.16725981
2.515030,5.00,0.95,1.94279732
2.525050,5.00,0.95,1.40104537
2.535070,5.00,0.95,0.10495486
2.545090,5.00,0.95,1.52258094
2.555110,5.00,0.95,1.91943297
2.565130,5.00,0.95,1.01493148
2.575150,5.00,0.95,0.58151115
2.585170,5.00,0.95,1.77989138
2.595190,5.00,0.95,1.77236502
2.605210,5.00,0.95,0.56410010
2.615230,5.00,0.95,1.03047837
2.625251,5.00,0.95,1.92252210
2.635271,5.00,0.95,1.51110416
2.645291,5.00,0.95,0.08936054
2.655311,5.00,0.95,1.41368656
2.665331,5.00,0.95,1.94124951
2.675351,5.00,0.95,1.15257709
2.685371,5.00,0.95,0.42208492
2.695391,5.00,0.95,1.70595826
2.705411,5.00,0.95,1.83486306
2.715431,5.00,0.95,0.72018764
2.725451,5.00,0.95,0.88629976
2.735471,5.00,0.95,1.88833485
2.745491,5.00,0.95,1.61024087
2.755511,5.00,0.95,0.24429145
2.765531,5.00,0.95,1.29457988
2.775551,5.00,0.95,1.94901815
2.785571,5.00,0.95,1.28192299
2.795591,5.00,0.95,0.26068973
2.805611,5.00,0.95,1.61968560
2.815631,5.00,0.95,1.88408541
2.825651,5.00,0.95,0.87125719
2.835671,5.00,0.95,0.73580613
2.845691,5.00,0.95,1.84048369
2.855711,5.00,0.95,1.69773400
2.865731,5.00,0.95,0.40570907
2.875752,5.00,0.95,1.16613097
2.885772,5.00,0.95,1.94268251
2.895792,5.00,0.95,1.40201962
2.905812,5.00,0.95,0.10369028
2.915832,5.00,0.95,1.52170050
2.925852,5.00,0.95,1.91967473
2.935872,5.00,0.95,1.01612700
2.945892,5.00,0.95,0.58016724
2.955912,5.00,0.95,1.77931593
2.965932,5.00,0.95,1.77294745
2.975952,5.00,0.95,0.56543455
2.985972,5.00,0.95,1.02928205
2.995992,5.00,0.95,1.92228855
3.006012,5.00,0.95,1.51198926
3.016032,5.00,0.95,0.09048372
3.026052,5.00,0.95,1.41271591
3.036072,5.00,0.95,1.94137270
3.046092,5.00,0.95,1.15370687
3.056112,5.00,0.95,0.42071278
3.066132,5.00,0.95,1.70527572
3.076152,5.00,0.95,1.83533478
3.086172,5.00,0.95,0.72148627
3.096192,5.00,0.95,0.88504468
3.106212,5.00,0.95,1.88798424
3.116232,5.00,0.95,1.61103032
3.126253,5.00,0.95,0.24564223
3.136273,5.00,0.95,1.29352602
3.146293,5.00,0.95,1.94902186
3.156313,5.00,0.95,1.28297855
3.166333,5.00,0.95,0.25930809
3.176353,5.00,0.95,1.61890088
3.186373,5.00,0.95,1.88444296
3.196393,5.00,0.95,0.87250894
3.206413,5.00,0.95,0.73450152
3.216433,5.00,0.95,1.84001852
3.226453,5.00,0.95,1.69842200
3.236473,5.00,0.95,0.40706522
3.246493,5.00,0.95,1.16500152
3.256513,5.00,0.95,1.94256669
3.266533,5.00,0.95,1.40299315
3.276553,5.00,0.95,0.10242936
3.286573,5.00,0.95,1.52081926
3.296593,5.00,0.95,1.91991548
3.306613,5.00,0.95,1.01732202
3.316633,5.00,0.95,0.57882304
3.326653,5.00,0.95,1.77873956
3.336673,5.00,0.95,1.77352897
3.346693,5.00,0.95,0.56676878
3.356713,5.00,0.95,1.02808520
3.366733,5.00,0.95,1.92205400
3.376754,5.00,0.95,1.51287359
3.386774,5.00,0.95,0.09161470
3.396794,5.00,0.95,1.41174452
3.406814,5.00,0.95,1.94149489
3.416834,5.00,0.95,1.15483605
3.426854,5.00,0.95,0.41934045
3.436874,5.00,0.95,1.70459229
3.446894,5.00,0.95,1.83580555
3.456914,5.00,0.95,0.72278457
3.466934,5.00,0.95,0.88378914
3.476954,5.00,0.95,1.88763265
3.486974,5.00,0.95,1.61181893
3.496994,5.00,0.95,0.24699340
3.507014,5.00,0.95,1.29247149
3.517034,5.00,0.95,1.94902456
3.527054,5.00,0.95,1.28403346
3.537074,5.00,0.95,0.25792647
3.547094,5.00,0.95,1.61811532
3.557114,5.00,0.95,1.88479954
3.567134,5.00,0.95,0.87376027
3.577154,5.00,0.95,0.73319653
3.587174,5.00,0.95,1.83955240
3.597194,5.00,0.95,1.69910913
3.607214,5.00,0.95,0.40842131
3.617234,5.00,0.95,1.16387147
3.627255,5.00,0.95,1.94244986
3.637275,5.00,0.95,1.40396596
3.647295,5.00,0.95,0.10117223
3.657315,5.00,0.95,1.51993724
3.667335,5.00,0.95,1.92015524
3.677355,5.00,0.95,1.01851653
3.687375,5.00,0.95,0.57747853
3.697395,5.00,0.95,1.77816227
3.707415,5.00,0.95,1.77410956
3.717435,5.00,0.95,0.56810277
3.727455,5.00,0.95,1.02688782
3.737475,5.00,0.95,1.92181846
3.747495,5.00,0.95,1.51375713
3.757515,5.00,0.95,0.09275320
3.767535,5.00,0.95,1.41077240
3.777555,5.00,0.95,1.94161606
3.787575,5.00,0.95,1.15596465
3.797595,5.00,0.95,0.41796793
3.807615,5.00,0.95,1.70390798
3.817635,5.00,0.95,1.83627537
3.827655,5.00,0.95,0.72408253
3.837675,5.00,0.95,0.88253313
3.847695,5.00,0.95,1.88728007
3.857715,5.00,0.95,1.61260672
3.867735,5.00,0.95,0.24834496
3.877756,5.00,0.95,1.29141629
3.887776,5.00,0.95,1.94902625
3.897796,5.00,0.95,1.28508771
3.907816,5.00,0.95,0.25654489
3.917836,5.00,0.95,1.61732893
3.927856,5.00,0.95,1.88515513
3.937876,5.00,0.95,0.87501116
3.947896,5.00,0.95,0.73189116
3.957916,5.00,0.95,1.83908533
3.967936,5.00,0.95,1.69979537
3.977956,5.00,0.95,0.40977732
3.987976,5.00,0.95,1.16274082
3.997996,5.00,0.95,1.94233202
4.008016,5.00,0.95,1.40493805
4.018036,5.00,0.95,0.09991905
4.028056,5.00,0.95,1.51905443
4.038076,5.00,0.95,1.92039401
4.048096,5.00,0.95,1.01971052
4.058116,5.00,0.95,0.57613373
4.068136,5.00,0.95,1.77758405
4.078156,5.00,0.95,1.77468924
4.088176,5.00,0.95,0.56943654
4.098196,5.00,0.95,1.02568990
4.108216,5.00,0.95,1.92158192
4.118236,5.00,0.95,1.51463989
4.128257,5.00,0.95,0.09389895
4.138277,5.00,0.95,1.40979954
4.148297,5.00,0.95,1.94173623
4.158317,5.00,0.95,1.15709266
4.168337,5.00,0.95,0.41659521
4.178357,5.00,0.95,1.70322279
4.188377,5.00,0.95,1.83674424
4.198397,5.00,0.95,0.72538016
4.208417,5.00,0.95,0.88127667
4.218437,5.00,0.95,1.88692652
4.228457,5.00,0.95,1.61339366
4.238477,5.00,0.95,0.24969690
4.248497,5.00,0.95,1.29036041
4.258517,5.00,0.95,1.94902693
4.268537,5.00,0.95,1.28614130
4.278557,5.00,0.95,0.25516333
4.288577,5.00,0.95,1.61654169
4.298597,5.00,0.95,1.88550975
4.308617,5.00,0.95,0.87626163
4.318637,5.00,0.95,0.73058541
4.328657,5.00,0.95,1.83861730
4.338677,5.00,0.95,1.70048073
4.348697,5.00,0.95,0.41113327
4.358717,5.00,0.95,1.16160956
4.368737,5.00,0.95,1.94221317
4.378758,5.00,0.95,1.40590941
4.388778,5.00,0.95,0.09866996
4.398798,5.00,0.95,1.51817083
4.408818,5.00,0.95,1.92063177
4.418838,5.00,0.95,1.02090400
4.428858,5.00,0.95,0.57478864
4.438878,5.00,0.95,1.77700491
4.448898,5.00,0.95,1.77526800
4.458918,5.00,0.95,0.57077007
4.468938,5.00,0.95,1.02449145
4.478958,5.00,0.95,1.92134438
4.488978,5.00,0.95,1.51552187
4.498998,5.00,0.95,0.09505167
4.509018,5.00,0.95,1.40882596
4.519038,5.00,0.95,1.94185540
4.529058,5.00,0.95,1.15822008
4.539078,5.00,0.95,0.41522229
4.549098,5.00,0.95,1.70253671
4.559118,5.00,0.95,1.83721216
4.569138,5.00,0.95,0.72667744
4.579158,5.00,0.95,0.88001975
4.589178,5.00,0.95,1.88657198
4.599198,5.00,0.95,1.61417978
4.609218,5.00,0.95,0.25104921
4.619238,5.00,0.95,1.28930387
4.629259,5.00,0.95,1.94902659
4.639279,5.00,0.95,1.28719423
4.649299,5.00,0.95,0.25378181
4.659319,5.00,0.95,1.61575361
4.669339,5.00,0.95,1.88586339
4.679359,5.00,0.95,0.87751167
4.689379,5.00,0.95,0.72927928
4.699399,5.00,0.95,1.83814831
4.709419,5.00,0.95,1.70116522
4.719439,5.00,0.95,0.41248914
4.729459,5.00,0.95,1.16047769
4.739479,5.00,0.95,1.94209331
4.749499,5.00,0.95,1.40688005
4.759519,5.00,0.95,0.09742514
4.769539,5.00,0.95,1.51728644
4.779559,5.00,0.95,1.92086855
4.789579,5.00,0.95,1.02209696
4.799599,5.00,0.95,0.57344325
4.809619,5.00,0.95,1.77642485
4.819639,5.00,0.95,1.77584584
4.829659,5.00,0.95,0.57210338
4.839679,5.00,0.95,1.02329247
4.849699,5.00,0.95,1.92110584
4.859719,5.00,0.95,1.51640307
4.869739,5.00,0.95,0.09621111
4.879760,5.00,0.95,1.40785164
4.889780,5.00,0.95,1.94197355
4.899800,5.00,0.95,1.15934691
4.909820,5.00,0.95,0.41384919
4.919840,5.00,0.95,1.70184974
4.929860,5.00,0.95,1.83767912
4.939880,5.00,0.95,0.72797438
4.949900,5.00,0.95,0.87876238
4.959920,5.00,0.95,1.88621647
4.969940,5.00,0.95,1.61496506
4.979960,5.00,0.95,0.25240187
4.989980,5.00,0.95,1.28824666
5.000000,5.00,0.95,1.94902524
0.000000,5.00,0.70,1.54674811
0.010020,5.00,0.70,0.56148929
0.020040,5.00,0.70,0.94004979
0.030060,5.00,0.70,1.67824164
0.040080,5.00,0.70,1.32560116
0.050100,5.00,0.70,0.30565794
0.060120,5.00,0.70,1.25508352
0.070140,5.00,0.70,1.69195351
0.080160,5.00,0.70,1.02661208
0.090180,5.00,0.70,0.47519593
0.100200,5.00,0.70,1.49829616
0.110220,5.00,0.70,1.60007755
0.120240,5.00,0.70,0.67902739
0.130261,5.00,0.70,0.82390572
0.140281,5.00,0.70,1.65005782
0.150301,5.00,0.70,1.40921552
0.160321,5.00,0.70,0.35935073
0.170341,5.00,0.70,1.15649100
0.180361,5.00,0.70,1.69922248
0.190381,5.00,0.70,1.13375924
0.200401,5.00,0.70,0.37729267
0.210421,5.00,0.70,1.42638847
0.220441,5.00,0.70,1.64228301
0.230461,5.00,0.70,0.79787665
0.240481,5.00,0.70,0.70524670
0.250501,5.00,0.70,1.61034674
0.260521,5.00,0.70,1.48330434
0.270541,5.00,0.70,0.45183807
0.280561,5.00,0.70,1.05075665
0.290581,5.00,0.70,1.69457258
0.300601,5.00,0.70,1.23400737
0.310621,5.00,0.70,0.31276925
0.320641,5.00,0.70,1.34480557
0.330661,5.00,0.70,1.67302381
0.340681,5.00,0.70,0.91475767
0.350701,5.00,0.70,0.58702334
0.360721,5.00,0.70,1.55942799
0.370741,5.00,0.70,1.54723366
0.380762,5.00,0.70,0.56243338
0.390782,5.00,0.70,0.93906150
0.400802,5.00,0.70,1.67804057
0.410822,5.00,0.70,1.32633388
0.420842,5.00,0.70,0.30581490
0.430862,5.00,0.70,1.25426543
0.440882,5.00,0.70,1.69205397
0.450902,5.00,0.70,1.02752786
0.460922,5.00,0.70,0.47424474
0.470942,5.00,0.70,1.49771633
0.480962,5.00,0.70,1.60047089
0.490982,5.00,0.70,0.68000757
0.501002,5.00,0.70,0.82288399
0.511022,5.00,0.70,1.64975775
0.521042,5.00,0.70,1.40987128
0.531062,5.00,0.70,0.35995592
0.541082,5.00,0.70,1.15560670
0.551102,5.00,0.70,1.69922205
0.561122,5.00,0.70,1.13462310
0.571142,5.00,0.70,0.37652117
0.581162,5.00,0.70,1.42572326
0.591182,5.00,0.70,1.64258074
0.601202,5.00,0.70,0.79885584
0.611222,5.00,0.70,0.70421052
0.621242,5.00,0.70,1.60994989
0.631263,5.00,0.70,1.48387715
0.641283,5.00,0.70,0.45267937
0.651303,5.00,0.70,1.04981487
0.661323,5.00,0.70,1.69447109
0.671343,5.00,0.70,1.23480947
0.681363,5.00,0.70,0.31237843
0.691383,5.00,0.70,1.34406044
0.701403,5.00,0.70,1.67322336
0.711423,5.00,0.70,0.91571295
0.721443,5.00,0.70,0.58600272
0.731463,5.00,0.70,1.55893737
0.741483,5.00,0.70,1.54771844
0.751503,5.00,0.70,0.56337806
0.761523,5.00,0.70,0.93807284
0.771543,5.00,0.70,1.67783866
0.781563,5.00,0.70,1.32706598
0.791583,5.00,0.70,0.30597655
0.801603,5.00,0.70,1.25344674
0.811623,5.00,0.70,1.69215359
0.821643,5.00,0.70,1.02844327
0.831663,5.00,0.70,0.47329443
0.841683,5.00,0.70,1.49713575
0.851703,5.00,0.70,1.60086343
0.861723,5.00,0.70,0.68098791
0.871743,5.00,0.70,0.82186203
0.881764,5.00,0.70,1.64945685
0.891784,5.00,0.70,1.41052637
0.901804,5.00,0.70,0.36056403
0.911824,5.00,0.70,1.15472187
0.921844,5.00,0.70,1.69922077
0.931864,5.00,0.70,1.13548649
0.941884,5.00,0.70,0.37575183
0.951904,5.00,0.70,1.42505734
0.961924,5.00,0.70,1.64287766
0.971944,5.00,0.70,0.79983494
0.981964,5.00,0.70,0.70317429
0.991984,5.00,0.70,1.60955223
1.002004,5.00,0.70,1.48444924
1.012024,5.00,0.70,0.45352207
1.022044,5.00,0.70,1.04887264
1.032064,5.00,0.70,1.69436874
1.042084,5.00,0.70,1.23561102
1.052104,5.00,0.70,0.31199177
1.062124,5.00,0.70,1.34331465
1.072144,5.00,0.70,1.67342209
1.082164,5.00,0.70,0.91666797
1.092184,5.00,0.70,0.58498237
1.102204,5.00,0.70,1.55844596
1.112224,5.00,0.70,1.54820247
1.122244,5.00,0.70,0.56432332
1.132265,5.00,0.70,0.93708381
1.142285,5.00,0.70,1.67763590
1.152305,5.00,0.70,1.32779747
1.162325,5.00,0.70,0.30614287
1.172345,5.00,0.70,1.25262744
1.182365,5.00,0.70,1.69225236
1.192385,5.00,0.70,1.02935831
1.202405,5.00,0.70,0.47234501
1.212425,5.00,0.70,1.49655442
1.222445,5.00,0.70,1.60125518
1.232465,5.00,0.70,0.68196842
1.242485,5.00,0.70,0.82083984
1.252505,5.00,0.70,1.64915512
1.262525,5.00,0.70,1.41118079
1.272545,5.00,0.70,0.36117505
1.282565,5.00,0.70,1.15383650
1.292585,5.00,0.70,1.69921863
1.302605,5.00,0.70,1.13634942
1.312625,5.00,0.70,0.37498466
1.322645,5.00,0.70,1.42439072
1.332665,5.00,0.70,1.64317376
1.342685,5.00,0.70,0.80081396
1.352705,5.00,0.70,0.70213800
1.362725,5.00,0.70,1.60915376
1.372745,5.00,0.70,1.48502061
1.382766,5.00,0.70,0.45436616
1.392786,5.00,0.70,1.04792995
1.402806,5.00,0.70,1.69426555
1.412826,5.00,0.70,1.23641203
1.422846,5.00,0.70,0.31160930
1.432866,5.00,0.70,1.34256820
1.442886,5.00,0.70,1.67361997
1.452906,5.00,0.70,0.91762275
1.462926,5.00,0.70,0.58396228
1.472946,5.00,0.70,1.55795378
1.482966,5.00,0.70,1.54868573
1.492986,5.00,0.70,0.56526917
1.503006,5.00,0.70,0.93609443
1.513026,5.00,0.70,1.67743230
1.523046,5.00,0.70,1.32852834
1.533066,5.00,0.70,0.30631386
1.543086,5.00,0.70,1.25180755
1.553106,5.00,0.70,1.69235028
1.563126,5.00,0.70,1.03027297
1.573146,5.00,0.70,0.47139648
1.583166,5.00,0.70,1.49597235
1.593186,5.00,0.70,1.60164614
1.603206,5.00,0.70,0.68294909
1.613226,5.00,0.70,0.81981741
1.623246,5.00,0.70,1.64885256
1.633267,5.00,0.70,1.41183454
1.643287,5.00,0.70,0.36178896
1.653307,5.00,0.70,1.15295060
1.663327,5.00,0.70,1.69921563
1.673347,5.00,0.70,1.13721187
1.683367,5.00,0.70,0.37421969
1.693387,5.00,0.70,1.42372339
1.703407,5.00,0.70,1.64346904
1.713427,5.00,0.70,0.80179288
1.723447,5.00,0.70,0.70110168
1.733467,5.00,0.70,1.60875448
1.743487,5.00,0.70,1.48559127
1.753507,5.00,0.70,0.45521162
1.763527,5.00,0.70,1.04698681
1.773547,5.00,0.70,1.69416150
1.783567,5.00,0.70,1.23721248
1.793587,5.00,0.70,0.31123104
1.803607,5.00,0.70,1.34182110
1.813627,5.00,0.70,1.67381702
1.823647,5.00,0.70,0.91857726
1.833667,5.00,0.70,0.58294247
1.843687,5.00,0.70,1.55746082
1.853707,5.00,0.70,1.54916824
1.863727,5.00,0.70,0.56621560
1.873747,5.00,0.70,0.93510469
1.883768,5.00,0.70,1.67722785
1.893788,5.00,0.70,1.32925860
1.903808,5.00,0.70,0.30648951
1.913828,5.00,0.70,1.25098706
1.923848,5.00,0.70,1.69244734
1.933868,5.00,0.70,1.03118726
1.943888,5.00,0.70,0.47044885
1.953908,5.00,0.70,1.49538954
1.963928,5.00,0.70,1.60203630
1.973948,5.00,0.70,0.68392991
1.983968,5.00,0.70,0.81879474
1.993988,5.00,0.70,1.64854916
