x_mm,L_mm,r_mag,p_norm
3.406814,10.00,0.70,1.47968949
3.426854,10.00,0.70,1.05493104
3.446894,10.00,0.70,1.22937383
3.466934,10.00,0.70,1.34784729
3.486974,10.00,0.70,0.90952267
3.507014,10.00,0.70,1.56108863
3.527054,10.00,0.70,0.55744020
3.547094,10.00,0.70,1.67819814
3.567134,10.00,0.70,0.30492457
3.587174,10.00,0.70,1.69069759
3.607214,10.00,0.70,0.47876989
3.627255,10.00,0.70,1.59769725
3.647295,10.00,0.70,0.82757634
3.667335,10.00,0.70,1.40588267
3.687375,10.00,0.70,1.15944296
3.707415,10.00,0.70,1.12973411
3.727455,10.00,0.70,1.42832791
3.747495,10.00,0.70,0.79356219
3.767535,10.00,0.70,1.61112030
3.787575,10.00,0.70,0.44826285
3.807615,10.00,0.70,1.69412272
3.827655,10.00,0.70,0.31421676
3.847695,10.00,0.70,1.67138130
3.867735,10.00,0.70,0.59081295
3.887776,10.00,0.70,1.54451448
3.907816,10.00,0.70,0.94254111
3.927856,10.00,0.70,1.32273781
3.947896,10.00,0.70,1.25690557
3.967936,10.00,0.70,1.02335069
3.987976,10.00,0.70,1.49928135
4.008016,10.00,0.70,0.67574992
4.028056,10.00,0.70,1.65012778
4.048096,10.00,0.70,0.35737413
4.068136,10.00,0.70,1.69836924
4.088176,10.00,0.70,0.37943024
4.108216,10.00,0.70,1.64056442
4.128257,10.00,0.70,0.70800085
4.148297,10.00,0.70,1.48084099
4.168337,10.00,0.70,1.05305256
4.188377,10.00,0.70,1.23098214
4.208417,10.00,0.70,1.34636368
4.228457,10.00,0.70,0.91143451
4.248497,10.00,0.70,1.56011491
4.268537,10.00,0.70,0.55932319
4.288577,10.00,0.70,1.67780212
4.308617,10.00,0.70,0.30520545
4.328657,10.00,0.70,1.69090436
4.348697,10.00,0.70,0.47686243
4.368737,10.00,0.70,1.59848907
4.388778,10.00,0.70,0.82553558
4.408818,10.00,0.70,1.40719822
4.428858,10.00,0.70,1.15767900
4.448898,10.00,0.70,1.13146424
4.468938,10.00,0.70,1.42700309
4.488978,10.00,0.70,0.79552016
4.509018,10.00,0.70,1.61033265
4.529058,10.00,0.70,0.44993467
4.549098,10.00,0.70,1.69392582
4.569138,10.00,0.70,0.31340660
4.589178,10.00,0.70,1.67178608
4.609218,10.00,0.70,0.58877091
4.629259,10.00,0.70,1.54548887
4.649299,10.00,0.70,0.94056733
4.669339,10.00,0.70,1.32420557
4.689379,10.00,0.70,1.25527321
4.709419,10.00,0.70,1.02518320
4.729459,10.00,0.70,1.49812599
4.749499,10.00,0.70,0.67770845
4.769539,10.00,0.70,1.64953209
4.789579,10.00,0.70,0.35856915
4.809619,10.00,0.70,1.69837266
4.829659,10.00,0.70,0.37787733
4.849699,10.00,0.70,1.64116367
4.869739,10.00,0.70,0.70592978
4.889780,10.00,0.70,1.48198963
4.909820,10.00,0.70,1.05117225
4.929860,10.00,0.70,1.23258827
4.949900,10.00,0.70,1.34487744
4.969940,10.00,0.70,0.91334536
4.989980,10.00,0.70,1.55913806
5.010020,10.00,0.70,0.56120862
5.030060,10.00,0.70,1.67740273
5.050100,10.00,0.70,0.30550515
5.070140,10.00,0.70,1.69110774
5.090180,10.00,0.70,0.47495839
5.110220,10.00,0.70,1.59927772
5.130261,10.00,0.70,0.82349387
5.150301,10.00,0.70,1.40851109
5.170341,10.00,0.70,1.15591290
5.190381,10.00,0.70,1.13319250
5.210421,10.00,0.70,1.42567545
5.230461,10.00,0.70,0.79747781
5.250501,10.00,0.70,1.60954177
5.270541,10.00,0.70,0.45161221
5.290581,10.00,0.70,1.69372550
5.310621,10.00,0.70,0.31261290
5.330661,10.00,0.70,1.67218750
5.350701,10.00,0.70,0.58672991
5.370741,10.00,0.70,1.54646023
5.390782,10.00,0.70,0.93859208
5.410822,10.00,0.70,1.32567088
5.430862,10.00,0.70,1.25363845
5.450902,10.00,0.70,1.02701422
5.470942,10.00,0.70,1.49696766
5.490982,10.00,0.70,0.67966765
5.511022,10.00,0.70,1.64893308
5.531062,10.00,0.70,0.35977599
5.551102,10.00,0.70,1.69837265
5.571142,10.00,0.70,0.37633295
5.591182,10.00,0.70,1.64175966
5.611222,10.00,0.70,0.70385850
5.631263,10.00,0.70,1.48313539
5.651303,10.00,0.70,1.04929010
5.671343,10.00,0.70,1.23419222
5.691383,10.00,0.70,1.34338858
5.711423,10.00,0.70,0.91525521
5.731463,10.00,0.70,1.55815809
5.751503,10.00,0.70,0.56309644
5.771543,10.00,0.70,1.67699995
5.791583,10.00,0.70,0.30582360
5.811623,10.00,0.70,1.69130772
5.831663,10.00,0.70,0.47305784
5.851703,10.00,0.70,1.60006320
5.871743,10.00,0.70,0.82145120
5.891784,10.00,0.70,1.40982129
5.911824,10.00,0.70,1.15414465
5.931864,10.00,0.70,1.13491889
5.951904,10.00,0.70,1.42434499
5.971944,10.00,0.70,0.79943512
5.991984,10.00,0.70,1.60874765
6.012024,10.00,0.70,0.45329536
6.032064,10.00,0.70,1.69352177
6.052104,10.00,0.70,0.31183581
6.072144,10.00,0.70,1.67258558
6.092184,10.00,0.70,0.58468995
6.112224,10.00,0.70,1.54742856
6.132265,10.00,0.70,0.93661539
6.152305,10.00,0.70,1.32713373
6.172345,10.00,0.70,1.25200129
6.192385,10.00,0.70,1.02884376
6.212425,10.00,0.70,1.49580633
6.232465,10.00,0.70,0.68162752
6.252505,10.00,0.70,1.64833075
6.272545,10.00,0.70,0.36099451
6.292585,10.00,0.70,1.69836923
6.312625,10.00,0.70,0.37479721
6.332665,10.00,0.70,1.64235238
6.352705,10.00,0.70,0.70178702
6.372745,10.00,0.70,1.48427829
6.392786,10.00,0.70,1.04740612
6.412826,10.00,0.70,1.23579398
6.432866,10.00,0.70,1.34189708
6.452906,10.00,0.70,0.91716405
6.472946,10.00,0.70,1.55717500
6.492986,10.00,0.70,0.56498661
6.513026,10.00,0.70,1.67659379
6.533066,10.00,0.70,0.30616074
6.553106,10.00,0.70,1.69150431
6.573146,10.00,0.70,0.47116084
6.593186,10.00,0.70,1.60084552
6.613226,10.00,0.70,0.81940760
6.633267,10.00,0.70,1.41112880
6.653307,10.00,0.70,1.15237427
6.673347,10.00,0.70,1.13664341
6.693387,10.00,0.70,1.42301171
6.713427,10.00,0.70,0.80139209
6.733467,10.00,0.70,1.60795030
6.753507,10.00,0.70,0.45498407
6.773547,10.00,0.70,1.69331463
6.793587,10.00,0.70,0.31107546
6.813627,10.00,0.70,1.67298032
6.833667,10.00,0.70,0.58265107
6.853707,10.00,0.70,1.54839385
6.873747,10.00,0.70,0.93463725
6.893788,10.00,0.70,1.32859414
6.913828,10.00,0.70,1.25036173
6.933868,10.00,0.70,1.03067179
6.953908,10.00,0.70,1.49464203
6.973948,10.00,0.70,0.68358803
6.993988,10.00,0.70,1.64772510
7.014028,10.00,0.70,0.36222458
7.034068,10.00,0.70,1.69836239
7.054108,10.00,0.70,0.37327024
7.074148,10.00,0.70,1.64294182
7.094188,10.00,0.70,0.69971536
7.114228,10.00,0.70,1.48541831
7.134269,10.00,0.70,1.04552032
7.154309,10.00,0.70,1.23739354
7.174349,10.00,0.70,1.34040297
7.194389,10.00,0.70,0.91907188
7.214429,10.00,0.70,1.55618879
7.234469,10.00,0.70,0.56687910
7.254509,10.00,0.70,1.67618426
7.274549,10.00,0.70,0.30651652
7.294589,10.00,0.70,1.69169750
7.314629,10.00,0.70,0.46926744
7.334669,10.00,0.70,1.60162466
7.354709,10.00,0.70,0.81736307
7.374749,10.00,0.70,1.41243363
7.394790,10.00,0.70,1.15060176
7.414830,10.00,0.70,1.13836604
7.434870,10.00,0.70,1.42167562
7.454910,10.00,0.70,0.80334869
7.474950,10.00,0.70,1.60714972
7.494990,10.00,0.70,0.45667825
7.515030,10.00,0.70,1.69310408
7.535070,10.00,0.70,0.31033196
7.555110,10.00,0.70,1.67337170
7.575150,10.00,0.70,0.58061329
7.595190,10.00,0.70,1.54935610
7.615230,10.00,0.70,0.93265768
7.635271,10.00,0.70,1.33005207
7.655311,10.00,0.70,1.24871977
7.675351,10.00,0.70,1.03249832
7.695391,10.00,0.70,1.49347475
7.715431,10.00,0.70,0.68554916
7.735471,10.00,0.70,1.64711613
7.755511,10.00,0.70,0.36346609
7.775551,10.00,0.70,1.69835213
7.795591,10.00,0.70,0.37175214
7.815631,10.00,0.70,1.64352799
7.835671,10.00,0.70,0.69764353
7.855711,10.00,0.70,1.48655545
7.875752,10.00,0.70,1.04363270
7.895792,10.00,0.70,1.23899090
7.915832,10.00,0.70,1.33890624
7.935872,10.00,0.70,0.92097867
7.955912,10.00,0.70,1.55519945
7.975952,10.00,0.70,0.56877385
7.995992,10.00,0.70,1.67577134
8.016032,10.00,0.70,0.30689085
8.036072,10.00,0.70,1.69188729
8.056112,10.00,0.70,0.46737770
8.076152,10.00,0.70,1.60240064
8.096192,10.00,0.70,0.81531761
8.116232,10.00,0.70,1.41373577
8.136273,10.00,0.70,1.14882712
8.156313,10.00,0.70,1.14008679
8.176353,10.00,0.70,1.42033671
8.196393,10.00,0.70,0.80530491
8.216433,10.00,0.70,1.60634590
8.236473,10.00,0.70,0.45837783
8.256513,10.00,0.70,1.69289011
8.276553,10.00,0.70,0.30960546
8.296593,10.00,0.70,1.67375973
8.316633,10.00,0.70,0.57857666
8.336673,10.00,0.70,1.55031531
8.356713,10.00,0.70,0.93067668
8.376754,10.00,0.70,1.33150755
8.396794,10.00,0.70,1.24707543
8.416834,10.00,0.70,1.03432334
8.436874,10.00,0.70,1.49230448
8.456914,10.00,0.70,0.68751088
8.476954,10.00,0.70,1.64650384
8.496994,10.00,0.70,0.36471890
8.517034,10.00,0.70,1.69833846
8.537074,10.00,0.70,0.37024305
8.557114,10.00,0.70,1.64411088
8.577154,10.00,0.70,0.69557154
8.597194,10.00,0.70,1.48768970
8.617234,10.00,0.70,1.04174326
8.637275,10.00,0.70,1.24058606
8.657315,10.00,0.70,1.33740690
8.677355,10.00,0.70,0.92288444
8.697395,10.00,0.70,1.55420700
8.717435,10.00,0.70,0.57067085
8.737475,10.00,0.70,1.67535505
8.757515,10.00,0.70,0.30728367
8.777555,10.00,0.70,1.69207369
8.797595,10.00,0.70,0.46549167
8.817635,10.00,0.70,1.60317344
8.837675,10.00,0.70,0.81327125
8.857715,10.00,0.70,1.41503522
8.877756,10.00,0.70,1.14705035
8.897796,10.00,0.70,1.14180564
8.917836,10.00,0.70,1.41899500
8.937876,10.00,0.70,0.80726074
8.957916,10.00,0.70,1.60553885
8.977956,10.00,0.70,0.46008274
8.997996,10.00,0.70,1.69267274
9.018036,10.00,0.70,0.30889607
9.038076,10.00,0.70,1.67414441
9.058116,10.00,0.70,0.57654118
9.078156,10.00,0.70,1.55127147
9.098196,10.00,0.70,0.92869426
9.118236,10.00,0.70,1.33296055
9.138277,10.00,0.70,1.24542870
9.158317,10.00,0.70,1.03614684
9.178357,10.00,0.70,1.49113125
9.198397,10.00,0.70,0.68947317
9.218437,10.00,0.70,1.64588824
9.238477,10.00,0.70,0.36598288
9.258517,10.00,0.70,1.69832136
9.278557,10.00,0.70,0.36874308
9.298597,10.00,0.70,1.64469050
9.318637,10.00,0.70,0.69349941
9.338677,10.00,0.70,1.48882108
9.358717,10.00,0.70,1.03985202
9.378758,10.00,0.70,1.24217901
9.398798,10.00,0.70,1.33590494
9.418838,10.00,0.70,0.92478915
9.438878,10.00,0.70,1.55321144
9.458918,10.00,0.70,0.57257004
9.478958,10.00,0.70,1.67493538
9.498998,10.00,0.70,0.30769490
9.519038,10.00,0.70,1.69225668
9.539078,10.00,0.70,0.46360944
9.559118,10.00,0.70,1.60394307
9.579158,10.00,0.70,0.81122399
9.599198,10.00,0.70,1.41633197
9.619238,10.00,0.70,1.14527147
9.639279,10.00,0.70,1.14352258
9.659319,10.00,0.70,1.41765048
9.679359,10.00,0.70,0.80921617
9.699399,10.00,0.70,1.60472858
9.719439,10.00,0.70,0.46179289
9.739479,10.00,0.70,1.69245195
9.759519,10.00,0.70,0.30820391
9.779559,10.00,0.70,1.67452574
9.799599,10.00,0.70,0.57450689
9.819639,10.00,0.70,1.55222459
9.839679,10.00,0.70,0.92671042
9.859719,10.00,0.70,1.33441108
9.879760,10.00,0.70,1.24377959
9.899800,10.00,0.70,1.03796881
9.919840,10.00,0.70,1.48995504
9.939880,10.00,0.70,0.69143601
9.959920,10.00,0.70,1.64526932
9.979960,10.00,0.70,0.36725791
10.000000,10.00,0.70,1.69830085
0.000000,10.00,0.30,0.99524950
0.020040,10.00,0.30,1.15512708
0.040080,10.00,0.30,0.84567738
0.060120,10.00,0.30,1.25288616
0.080160,10.00,0.30,0.73134463
0.100200,10.00,0.30,1.29740958
0.120240,10.00,0.30,0.70382453
0.140281,10.00,0.30,1.28301977
0.160321,10.00,0.30,0.77891284
0.180361,10.00,0.30,1.21150774
0.200401,10.00,0.30,0.91684925
0.220441,10.00,0.30,1.09242032
0.240481,10.00,0.30,1.06663905
0.260521,10.00,0.30,0.94481294
0.280561,10.00,0.30,1.19273252
0.300601,10.00,0.30,0.80121374
0.320641,10.00,0.30,1.27396058
0.340681,10.00,0.30,0.71051802
0.360721,10.00,0.30,1.29921308
0.380762,10.00,0.30,0.71843402
0.400802,10.00,0.30,1.26532731
0.420842,10.00,0.30,0.82036898
0.440882,10.00,0.30,1.17657417
0.460922,10.00,0.30,0.96726102
0.480962,10.00,0.30,1.04536255
0.501002,10.00,0.30,1.11232248
0.521042,10.00,0.30,0.89466150
0.541082,10.00,0.30,1.22533121
0.561122,10.00,0.30,0.76252314
0.581162,10.00,0.30,1.28882310
0.601202,10.00,0.30,0.70101987
0.621242,10.00,0.30,1.29446046
0.641283,10.00,0.30,0.74379183
0.661323,10.00,0.30,1.24154220
0.681363,10.00,0.30,0.86668713
0.701403,10.00,0.30,1.13689199
0.721443,10.00,0.30,1.01732582
0.741483,10.00,0.30,0.99603804
0.761523,10.00,0.30,1.15438505
0.781563,10.00,0.30,0.84639572
0.801603,10.00,0.30,1.25241911
0.821643,10.00,0.30,0.73169868
0.841683,10.00,0.30,1.29726940
0.861723,10.00,0.30,0.70357923
0.881764,10.00,0.30,1.28321488
0.901804,10.00,0.30,0.77817101
0.921844,10.00,0.30,1.21200445
0.941884,10.00,0.30,0.91591840
0.961924,10.00,0.30,1.09313732
0.981964,10.00,0.30,1.06576763
1.002004,10.00,0.30,0.94560552
1.022044,10.00,0.30,1.19207293
1.042084,10.00,0.30,0.80184691
1.062124,10.00,0.30,1.27359836
1.082164,10.00,0.30,0.71068677
1.102204,10.00,0.30,1.29918513
1.122244,10.00,0.30,0.71799509
1.142285,10.00,0.30,1.26562828
1.162325,10.00,0.30,0.81953049
1.182365,10.00,0.30,1.17715557
1.202405,10.00,0.30,0.96632761
1.222445,10.00,0.30,1.04612450
1.242485,10.00,0.30,1.11150822
1.262525,10.00,0.30,0.89543240
1.282565,10.00,0.30,1.22476332
1.302605,10.00,0.30,0.76303564
1.322645,10.00,0.30,1.28856971
1.342685,10.00,0.30,0.70098492
1.362725,10.00,0.30,1.29454417
1.382766,10.00,0.30,0.74318546
1.402806,10.00,0.30,1.24194376
1.422846,10.00,0.30,0.86578683
1.442886,10.00,0.30,1.13754729
1.462926,10.00,0.30,1.01641313
1.482966,10.00,0.30,0.99682636
1.503006,10.00,0.30,1.15364168
1.523046,10.00,0.30,0.84711530
1.543086,10.00,0.30,1.25195031
1.563126,10.00,0.30,0.73205574
1.583166,10.00,0.30,1.29712730
1.603206,10.00,0.30,0.70333738
1.623246,10.00,0.30,1.28340816
1.643287,10.00,0.30,0.77743108
1.663327,10.00,0.30,1.21249965
1.683367,10.00,0.30,0.91498776
1.703407,10.00,0.30,1.09385345
1.723447,10.00,0.30,1.06489533
1.743487,10.00,0.30,0.94639831
1.763527,10.00,0.30,1.19141182
1.783567,10.00,0.30,0.80248192
1.803607,10.00,0.30,1.27323430
1.823647,10.00,0.30,0.71085892
1.843687,10.00,0.30,1.29915527
1.863727,10.00,0.30,0.71755924
1.883768,10.00,0.30,1.26592749
1.903808,10.00,0.30,0.81869328
1.923848,10.00,0.30,1.17773565
1.943888,10.00,0.30,0.96539398
1.963928,10.00,0.30,1.04688588
1.983968,10.00,0.30,1.11069282
2.004008,10.00,0.30,0.89620399
2.024048,10.00,0.30,1.22419378
2.044088,10.00,0.30,0.76355058
2.064128,10.00,0.30,1.28831444
2.084168,10.00,0.30,0.70095355
2.104208,10.00,0.30,1.29462599
2.124248,10.00,0.30,0.74258162
2.144289,10.00,0.30,1.24234368
2.164329,10.00,0.30,0.86488726
2.184369,10.00,0.30,1.13820147
2.204409,10.00,0.30,1.01549987
2.224449,10.00,0.30,0.99761448
2.244489,10.00,0.30,1.15289696
2.264529,10.00,0.30,0.84783610
2.284569,10.00,0.30,1.25147974
2.304609,10.00,0.30,0.73241578
2.324649,10.00,0.30,1.29698329
2.344689,10.00,0.30,0.70309900
2.364729,10.00,0.30,1.28359960
2.384770,10.00,0.30,0.77669306
2.404810,10.00,0.30,1.21299336
2.424850,10.00,0.30,0.91405732
2.444890,10.00,0.30,1.09456873
2.464930,10.00,0.30,1.06402215
2.484970,10.00,0.30,0.94719130
2.505010,10.00,0.30,1.19074921
2.525050,10.00,0.30,0.80311875
2.545090,10.00,0.30,1.27286840
2.565130,10.00,0.30,0.71103447
2.585170,10.00,0.30,1.29912351
2.605210,10.00,0.30,0.71712648
2.625251,10.00,0.30,1.26622496
2.645291,10.00,0.30,0.81785737
2.665331,10.00,0.30,1.17831440
2.685371,10.00,0.30,0.96446013
2.705411,10.00,0.30,1.04764670
2.725451,10.00,0.30,1.10987629
2.745491,10.00,0.30,0.89697627
2.765531,10.00,0.30,1.22362258
2.785571,10.00,0.30,0.76406796
2.805611,10.00,0.30,1.28805727
2.825651,10.00,0.30,0.70092574
2.845691,10.00,0.30,1.29470594
2.865731,10.00,0.30,0.74198032
2.885772,10.00,0.30,1.24274196
2.905812,10.00,0.30,0.86398840
2.925852,10.00,0.30,1.13885453
2.945892,10.00,0.30,1.01458603
2.965932,10.00,0.30,0.99840238
2.985972,10.00,0.30,1.15215090
3.006012,10.00,0.30,0.84855813
3.026052,10.00,0.30,1.25100742
3.046092,10.00,0.30,0.73277880
3.066132,10.00,0.30,1.29683737
3.086172,10.00,0.30,0.70286407
3.106212,10.00,0.30,1.28378922
3.126253,10.00,0.30,0.77595696
3.146293,10.00,0.30,1.21348556
3.166333,10.00,0.30,0.91312712
3.186373,10.00,0.30,1.09528313
3.206413,10.00,0.30,1.06314810
3.226453,10.00,0.30,0.94798449
3.246493,10.00,0.30,1.19008508
3.266533,10.00,0.30,0.80375739
3.286573,10.00,0.30,1.27250067
3.306613,10.00,0.30,0.71121341
3.326653,10.00,0.30,1.29908983
3.346693,10.00,0.30,0.71669682
3.366733,10.00,0.30,1.26652067
3.386774,10.00,0.30,0.81702275
3.406814,10.00,0.30,1.17889182
3.426854,10.00,0.30,0.96352609
3.446894,10.00,0.30,1.04840694
3.466934,10.00,0.30,1.10905863
3.486974,10.00,0.30,0.89774921
3.507014,10.00,0.30,1.22304974
3.527054,10.00,0.30,0.76458775
3.547094,10.00,0.30,1.28779822
3.567134,10.00,0.30,0.70090151
3.587174,10.00,0.30,1.29478399
3.607214,10.00,0.30,0.74138158
3.627255,10.00,0.30,1.24313859
3.647295,10.00,0.30,0.86309028
3.667335,10.00,0.30,1.13950646
3.687375,10.00,0.30,1.01367163
3.707415,10.00,0.30,0.99919005
3.727455,10.00,0.30,1.15140351
3.747495,10.00,0.30,0.84928138
3.767535,10.00,0.30,1.25053335
3.787575,10.00,0.30,0.73314480
3.807615,10.00,0.30,1.29668954
3.827655,10.00,0.30,0.70263261
3.847695,10.00,0.30,1.28397700
3.867735,10.00,0.30,0.77522280
3.887776,10.00,0.30,1.21397626
3.907816,10.00,0.30,0.91219714
3.927856,10.00,0.30,1.09599665
3.947896,10.00,0.30,1.06227318
3.967936,10.00,0.30,0.94877785
3.987976,10.00,0.30,1.18941944
4.008016,10.00,0.30,0.80439783
4.028056,10.00,0.30,1.27213111
4.048096,10.00,0.30,0.71139574
4.068136,10.00,0.30,1.29905424
4.088176,10.00,0.30,0.71627027
4.108216,10.00,0.30,1.26681463
4.128257,10.00,0.30,0.81618945
4.148297,10.00,0.30,1.17946790
4.168337,10.00,0.30,0.96259184
4.188377,10.00,0.30,1.04916661
4.208417,10.00,0.30,1.10823985
4.228457,10.00,0.30,0.89852281
4.248497,10.00,0.30,1.22247526
4.268537,10.00,0.30,0.76510995
4.288577,10.00,0.30,1.28753729
4.308617,10.00,0.30,0.70088084
4.328657,10.00,0.30,1.29486016
4.348697,10.00,0.30,0.74078541
4.368737,10.00,0.30,1.24353358
4.388778,10.00,0.30,0.86219289
4.408818,10.00,0.30,1.14015727
4.428858,10.00,0.30,1.01275666
4.448898,10.00,0.30,0.99997750
4.468938,10.00,0.30,1.15065479
4.488978,10.00,0.30,0.85000582
4.509018,10.00,0.30,1.25005752
4.529058,10.00,0.30,0.73351377
4.549098,10.00,0.30,1.29653980
4.569138,10.00,0.30,0.70240463
4.589178,10.00,0.30,1.28416295
4.609218,10.00,0.30,0.77449058
4.629259,10.00,0.30,1.21446544
4.649299,10.00,0.30,0.91126740
4.669339,10.00,0.30,1.09670930
4.689379,10.00,0.30,1.06139740
4.709419,10.00,0.30,0.94957140
4.729459,10.00,0.30,1.18875230
4.749499,10.00,0.30,0.80504007
4.769539,10.00,0.30,1.27175971
4.789579,10.00,0.30,0.71158145
4.809619,10.00,0.30,1.29901673
4.829659,10.00,0.30,0.71584682
4.849699,10.00,0.30,1.26710684
4.869739,10.00,0.30,0.81535748
4.889780,10.00,0.30,1.18004265
4.909820,10.00,0.30,0.96165740
4.929860,10.00,0.30,1.04992568
4.949900,10.00,0.30,1.10741995
4.969940,10.00,0.30,0.89929707
4.989980,10.00,0.30,1.22189913
5.010020,10.00,0.30,0.76563455
5.030060,10.00,0.30,1.28727447
5.050100,10.00,0.30,0.70086375
5.070140,10.00,0.30,1.29493445
5.090180,10.00,0.30,0.74019182
5.110220,10.00,0.30,1.24392692
5.130261,10.00,0.30,0.86129626
5.150301,10.00,0.30,1.14080694
5.170341,10.00,0.30,1.01184114
5.190381,10.00,0.30,1.00076470
5.210421,10.00,0.30,1.14990473
5.230461,10.00,0.30,0.85073145
5.250501,10.00,0.30,1.24957994
5.270541,10.00,0.30,0.73388569
5.290581,10.00,0.30,1.29638814
5.310621,10.00,0.30,0.70218012
5.330661,10.00,0.30,1.28434707
5.350701,10.00,0.30,0.77376031
5.370741,10.00,0.30,1.21495312
5.390782,10.00,0.30,0.91033791
5.410822,10.00,0.30,1.09742106
5.430862,10.00,0.30,1.06052075
5.450902,10.00,0.30,0.95036512
5.470942,10.00,0.30,1.18808366
5.490982,10.00,0.30,0.80568409
5.511022,10.00,0.30,1.27138648
5.531062,10.00,0.30,0.71177054
5.551102,10.00,0.30,1.29897732
5.571142,10.00,0.30,0.71542651
5.591182,10.00,0.30,1.26739728
5.611222,10.00,0.30,0.81452683
5.631263,10.00,0.30,1.18061605
5.651303,10.00,0.30,0.96072278
5.671343,10.00,0.30,1.05068417
5.691383,10.00,0.30,1.10659894
5.711423,10.00,0.30,0.90007197
5.731463,10.00,0.30,1.22132136
5.751503,10.00,0.30,0.76616154
5.771543,10.00,0.30,1.28700976
5.791583,10.00,0.30,0.70085022
5.811623,10.00,0.30,1.29500685
5.831663,10.00,0.30,0.73960081
5.851703,10.00,0.30,1.24431861
5.871743,10.00,0.30,0.86040039
5.891784,10.00,0.30,1.14145548
5.911824,10.00,0.30,1.01092507
5.931864,10.00,0.30,1.00155166
5.951904,10.00,0.30,1.14915335
5.971944,10.00,0.30,0.85145827
5.991984,10.00,0.30,1.24910061
6.012024,10.00,0.30,0.73426056
6.032064,10.00,0.30,1.29623458
6.052104,10.00,0.30,0.70195909
6.072144,10.00,0.30,1.28452934
6.092184,10.00,0.30,0.77303202
6.112224,10.00,0.30,1.21543928
6.132265,10.00,0.30,0.90940867
6.152305,10.00,0.30,1.09813194
6.172345,10.00,0.30,1.05964325
6.192385,10.00,0.30,0.95115900
6.212425,10.00,0.30,1.18741352
6.232465,10.00,0.30,0.80632988
6.252505,10.00,0.30,1.27101142
6.272545,10.00,0.30,0.71196301
6.292585,10.00,0.30,1.29893599
6.312625,10.00,0.30,0.71500932
6.332665,10.00,0.30,1.26768597
6.352705,10.00,0.30,0.81369754
6.372745,10.00,0.30,1.18118811
6.392786,10.00,0.30,0.95978797
6.412826,10.00,0.30,1.05144206
6.432866,10.00,0.30,1.10577682
6.452906,10.00,0.30,0.90084750
6.472946,10.00,0.30,1.22074195
6.492986,10.00,0.30,0.76669091
6.513026,10.00,0.30,1.28674317
6.533066,10.00,0.30,0.70084027
6.553106,10.00,0.30,1.29507736
6.573146,10.00,0.30,0.73901239
6.593186,10.00,0.30,1.24470865
6.613226,10.00,0.30,0.85950528
6.633267,10.00,0.30,1.14210288
6.653307,10.00,0.30,1.01000845
6.673347,10.00,0.30,1.00233837
6.693387,10.00,0.30,1.14840065
6.713427,10.00,0.30,0.85218625
6.733467,10.00,0.30,1.24861953
6.753507,10.00,0.30,0.73463838
6.773547,10.00,0.30,1.29607910
6.793587,10.00,0.30,0.70174155
6.813627,10.00,0.30,1.28470978
6.833667,10.00,0.30,0.77230570
6.853707,10.00,0.30,1.21592393
6.873747,10.00,0.30,0.90847969
6.893788,10.00,0.30,1.09884191
6.913828,10.00,0.30,1.05876489
6.933868,10.00,0.30,0.95195303
6.953908,10.00,0.30,1.18674188
6.973948,10.00,0.30,0.80697743
6.993988,10.00,0.30,1.27063454
7.014028,10.00,0.30,0.71215884
7.034068,10.00,0.30,1.29889275
7.054108,10.00,0.30,0.71459527
7.074148,10.00,0.30,1.26797290
7.094188,10.00,0.30,0.81286959
7.114228,10.00,0.30,1.18175882
7.134269,10.00,0.30,0.95885300
7.154309,10.00,0.30,1.05219935
7.174349,10.00,0.30,1.10495358
7.194389,10.00,0.30,0.90162366
7.214429,10.00,0.30,1.22016091
7.234469,10.00,0.30,0.76722265
7.254509,10.00,0.30,1.28647470
7.274549,10.00,0.30,0.70083388
7.294589,10.00,0.30,1.29514598
7.314629,10.00,0.30,0.73842659
7.334669,10.00,0.30,1.24509703
7.354709,10.00,0.30,0.85861096
7.374749,10.00,0.30,1.14274914
7.394790,10.00,0.30,1.00909130
7.414830,10.00,0.30,1.00312483
7.434870,10.00,0.30,1.14764663
7.454910,10.00,0.30,0.85291540
7.474950,10.00,0.30,1.24813671
7.494990,10.00,0.30,0.73501912
7.515030,10.00,0.30,1.29592171
7.535070,10.00,0.30,0.70152749
7.555110,10.00,0.30,1.28488839
7.575150,10.00,0.30,0.77158137
7.595190,10.00,0.30,1.21640705
7.615230,10.00,0.30,0.90755099
7.635271,10.00,0.30,1.09955099
7.655311,10.00,0.30,1.05788569
7.675351,10.00,0.30,0.95274721
7.695391,10.00,0.30,1.18606875
7.715431,10.00,0.30,0.80762674
7.735471,10.00,0.30,1.27025582
7.755511,10.00,0.30,0.71235803
7.775551,10.00,0.30,1.29884759
7.795591,10.00,0.30,0.71418437
7.815631,10.00,0.30,1.26825806
7.835671,10.00,0.30,0.81204301
7.855711,10.00,0.30,1.18232818
7.875752,10.00,0.30,0.95791786
7.895792,10.00,0.30,1.05295603
7.915832,10.00,0.30,1.10412925
7.935872,10.00,0.30,0.90240044
7.955912,10.00,0.30,1.21957822
7.975952,10.00,0.30,0.76775675
7.995992,10.00,0.30,1.28620435
8.016032,10.00,0.30,0.70083106
8.036072,10.00,0.30,1.29521271
8.056112,10.00,0.30,0.73784340
8.076152,10.00,0.30,1.24548376
8.096192,10.00,0.30,0.85771742
