x_mm,L_mm,alpha_Npm,S,contrast
3.210702,10.00,0.500,0.794587,76.3261
3.244147,10.00,0.500,0.794614,76.3481
3.277592,10.00,0.500,0.794640,76.3701
3.311037,10.00,0.500,0.794667,76.3922
3.344482,10.00,0.500,0.794693,76.4142
3.377926,10.00,0.500,0.794720,76.4363
3.411371,10.00,0.500,0.794746,76.4583
3.444816,10.00,0.500,0.794773,76.4804
3.478261,10.00,0.500,0.794800,76.5025
3.511706,10.00,0.500,0.794826,76.5246
3.545151,10.00,0.500,0.794853,76.5467
3.578595,10.00,0.500,0.794879,76.5688
3.612040,10.00,0.500,0.794906,76.5909
3.645485,10.00,0.500,0.794933,76.6130
3.678930,10.00,0.500,0.794959,76.6352
3.712375,10.00,0.500,0.794986,76.6573
3.745819,10.00,0.500,0.795012,76.6795
3.779264,10.00,0.500,0.795039,76.7016
3.812709,10.00,0.500,0.795065,76.7238
3.846154,10.00,0.500,0.795092,76.7460
3.879599,10.00,0.500,0.795119,76.7682
3.913043,10.00,0.500,0.795145,76.7904
3.946488,10.00,0.500,0.795172,76.8126
3.979933,10.00,0.500,0.795198,76.8349
4.013378,10.00,0.500,0.795225,76.8571
4.046823,10.00,0.500,0.795252,76.8793
4.080268,10.00,0.500,0.795278,76.9016
4.113712,10.00,0.500,0.795305,76.9239
4.147157,10.00,0.500,0.795331,76.9461
4.180602,10.00,0.500,0.795358,76.9684
4.214047,10.00,0.500,0.795385,76.9907
4.247492,10.00,0.500,0.795411,77.0130
4.280936,10.00,0.500,0.795438,77.0353
4.314381,10.00,0.500,0.795464,77.0577
4.347826,10.00,0.500,0.795491,77.0800
4.381271,10.00,0.500,0.795518,77.1023
4.414716,10.00,0.500,0.795544,77.1247
4.448161,10.00,0.500,0.795571,77.1471
4.481605,10.00,0.500,0.795597,77.1694
4.515050,10.00,0.500,0.795624,77.1918
4.548495,10.00,0.500,0.795651,77.2142
4.581940,10.00,0.500,0.795677,77.2366
4.615385,10.00,0.500,0.795704,77.2590
4.648829,10.00,0.500,0.795730,77.2814
4.682274,10.00,0.500,0.795757,77.3039
4.715719,10.00,0.500,0.795784,77.3263
4.749164,10.00,0.500,0.795810,77.3488
4.782609,10.00,0.500,0.795837,77.3712
4.816054,10.00,0.500,0.795864,77.3937
4.849498,10.00,0.500,0.795890,77.4162
4.882943,10.00,0.500,0.795917,77.4387
4.916388,10.00,0.500,0.795943,77.4612
4.949833,10.00,0.500,0.795970,77.4837
4.983278,10.00,0.500,0.795997,77.5062
5.016722,10.00,0.500,0.796023,77.5288
5.050167,10.00,0.500,0.796050,77.5513
5.083612,10.00,0.500,0.796077,77.5738
5.117057,10.00,0.500,0.796103,77.5964
5.150502,10.00,0.500,0.796130,77.6190
5.183946,10.00,0.500,0.796156,77.6416
5.217391,10.00,0.500,0.796183,77.6641
5.250836,10.00,0.500,0.796210,77.6867
5.284281,10.00,0.500,0.796236,77.7094
5.317726,10.00,0.500,0.796263,77.7320
5.351171,10.00,0.500,0.796290,77.7546
5.384615,10.00,0.500,0.796316,77.7773
5.418060,10.00,0.500,0.796343,77.7999
5.451505,10.00,0.500,0.796369,77.8226
5.484950,10.00,0.500,0.796396,77.8452
5.518395,10.00,0.500,0.796423,77.8679
5.551839,10.00,0.500,0.796449,77.8906
5.585284,10.00,0.500,0.796476,77.9133
5.618729,10.00,0.500,0.796503,77.9360
5.652174,10.00,0.500,0.796529,77.9587
5.685619,10.00,0.500,0.796556,77.9815
5.719064,10.00,0.500,0.796583,78.0042
5.752508,10.00,0.500,0.796609,78.0270
5.785953,10.00,0.500,0.796636,78.0497
5.819398,10.00,0.500,0.796662,78.0725
5.852843,10.00,0.500,0.796689,78.0953
5.886288,10.00,0.500,0.796716,78.1181
5.919732,10.00,0.500,0.796742,78.1409
5.953177,10.00,0.500,0.796769,78.1637
5.986622,10.00,0.500,0.796796,78.1865
6.020067,10.00,0.500,0.796822,78.2093
6.053512,10.00,0.500,0.796849,78.2322
6.086957,10.00,0.500,0.796876,78.2550
6.120401,10.00,0.500,0.796902,78.2779
6.153846,10.00,0.500,0.796929,78.3008
6.187291,10.00,0.500,0.796956,78.3236
6.220736,10.00,0.500,0.796982,78.3465
6.254181,10.00,0.500,0.797009,78.3694
6.287625,10.00,0.500,0.797036,78.3923
6.321070,10.00,0.500,0.797062,78.4153
6.354515,10.00,0.500,0.797089,78.4382
6.387960,10.00,0.500,0.797116,78.4611
6.421405,10.00,0.500,0.797142,78.4841
6.454849,10.00,0.500,0.797169,78.5071
6.488294,10.00,0.500,0.797196,78.5300
6.521739,10.00,0.500,0.797222,78.5530
6.555184,10.00,0.500,0.797249,78.5760
6.588629,10.00,0.500,0.797276,78.5990
6.622074,10.00,0.500,0.797302,78.6220
6.655518,10.00,0.500,0.797329,78.6450
6.688963,10.00,0.500,0.797356,78.6681
6.722408,10.00,0.500,0.797382,78.6911
6.755853,10.00,0.500,0.797409,78.7142
6.789298,10.00,0.500,0.797436,78.7372
6.822742,10.00,0.500,0.797462,78.7603
6.856187,10.00,0.500,0.797489,78.7834
6.889632,10.00,0.500,0.797516,78.8065
6.923077,10.00,0.500,0.797542,78.8296
6.956522,10.00,0.500,0.797569,78.8527
6.989967,10.00,0.500,0.797596,78.8759
7.023411,10.00,0.500,0.797622,78.8990
7.056856,10.00,0.500,0.797649,78.9221
7.090301,10.00,0.500,0.797676,78.9453
7.123746,10.00,0.500,0.797702,78.9685
7.157191,10.00,0.500,0.797729,78.9916
7.190635,10.00,0.500,0.797756,79.0148
7.224080,10.00,0.500,0.797782,79.0380
7.257525,10.00,0.500,0.797809,79.0612
7.290970,10.00,0.500,0.797836,79.0845
7.324415,10.00,0.500,0.797862,79.1077
7.357860,10.00,0.500,0.797889,79.1309
7.391304,10.00,0.500,0.797916,79.1542
7.424749,10.00,0.500,0.797942,79.1774
7.458194,10.00,0.500,0.797969,79.2007
7.491639,10.00,0.500,0.797996,79.2240
7.525084,10.00,0.500,0.798023,79.2473
7.558528,10.00,0.500,0.798049,79.2706
7.591973,10.00,0.500,0.798076,79.2939
7.625418,10.00,0.500,0.798103,79.3172
7.658863,10.00,0.500,0.798129,79.3405
7.692308,10.00,0.500,0.798156,79.3639
7.725753,10.00,0.500,0.798183,79.3872
7.759197,10.00,0.500,0.798209,79.4106
7.792642,10.00,0.500,0.798236,79.4340
7.826087,10.00,0.500,0.798263,79.4574
7.859532,10.00,0.500,0.798289,79.4808
7.892977,10.00,0.500,0.798316,79.5042
7.926421,10.00,0.500,0.798343,79.5276
7.959866,10.00,0.500,0.798370,79.5510
7.993311,10.00,0.500,0.798396,79.5744
8.026756,10.00,0.500,0.798423,79.5979
8.060201,10.00,0.500,0.798450,79.6213
8.093645,10.00,0.500,0.798476,79.6448
8.127090,10.00,0.500,0.798503,79.6683
8.160535,10.00,0.500,0.798530,79.6918
8.193980,10.00,0.500,0.798556,79.7153
8.227425,10.00,0.500,0.798583,79.7388
8.260870,10.00,0.500,0.798610,79.7623
8.294314,10.00,0.500,0.798637,79.7858
8.327759,10.00,0.500,0.798663,79.8094
8.361204,10.00,0.500,0.798690,79.8329
8.394649,10.00,0.500,0.798717,79.8565
8.428094,10.00,0.500,0.798743,79.8801
8.461538,10.00,0.500,0.798770,79.9037
8.494983,10.00,0.500,0.798797,79.9273
8.528428,10.00,0.500,0.798824,79.9509
8.561873,10.00,0.500,0.798850,79.9745
8.595318,10.00,0.500,0.798877,79.9981
8.628763,10.00,0.500,0.798904,80.0217
8.662207,10.00,0.500,0.798930,80.0454
8.695652,10.00,0.500,0.798957,80.0690
8.729097,10.00,0.500,0.798984,80.0927
8.762542,10.00,0.500,0.799011,80.1164
8.795987,10.00,0.500,0.799037,80.1401
8.829431,10.00,0.500,0.799064,80.1638
8.862876,10.00,0.500,0.799091,80.1875
8.896321,10.00,0.500,0.799118,80.2112
8.929766,10.00,0.500,0.799144,80.2349
8.963211,10.00,0.500,0.799171,80.2587
8.996656,10.00,0.500,0.799198,80.2824
9.030100,10.00,0.500,0.799224,80.3062
9.063545,10.00,0.500,0.799251,80.3300
9.096990,10.00,0.500,0.799278,80.3538
9.130435,10.00,0.500,0.799305,80.3776
9.163880,10.00,0.500,0.799331,80.4014
9.197324,10.00,0.500,0.799358,80.4252
9.230769,10.00,0.500,0.799385,80.4490
9.264214,10.00,0.500,0.799412,80.4728
9.297659,10.00,0.500,0.799438,80.4967
9.331104,10.00,0.500,0.799465,80.5206
9.364548,10.00,0.500,0.799492,80.5444
9.397993,10.00,0.500,0.799519,80.5683
9.431438,10.00,0.500,0.799545,80.5922
9.464883,10.00,0.500,0.799572,80.6161
9.498328,10.00,0.500,0.799599,80.6400
9.531773,10.00,0.500,0.799626,80.6639
9.565217,10.00,0.500,0.799652,80.6879
9.598662,10.00,0.500,0.799679,80.7118
9.632107,10.00,0.500,0.799706,80.7358
9.665552,10.00,0.500,0.799732,80.7597
9.698997,10.00,0.500,0.799759,80.7837
9.732441,10.00,0.500,0.799786,80.8077
9.765886,10.00,0.500,0.799813,80.8317
9.799331,10.00,0.500,0.799839,80.8557
9.832776,10.00,0.500,0.799866,80.8797
9.866221,10.00,0.500,0.799893,80.9038
9.899666,10.00,0.500,0.799920,80.9278
9.933110,10.00,0.500,0.799946,80.9519
9.966555,10.00,0.500,0.799973,80.9759
10.000000,10.00,0.500,0.800000,81.0000
0.000000,10.00,2.000,0.768632,58.4341
0.033445,10.00,2.000,0.768734,58.4929
0.066890,10.00,2.000,0.768837,58.5518
0.100334,10.00,2.000,0.768940,58.6107
0.133779,10.00,2.000,0.769043,58.6698
0.167224,10.00,2.000,0.769146,58.7289
0.200669,10.00,2.000,0.769249,58.7881
0.234114,10.00,2.000,0.769352,58.8475
0.267559,10.00,2.000,0.769455,58.9069
0.301003,10.00,2.000,0.769558,58.9664
0.334448,10.00,2.000,0.769661,59.0260
0.367893,10.00,2.000,0.769763,59.0857
0.401338,10.00,2.000,0.769866,59.1454
0.434783,10.00,2.000,0.769969,59.2053
0.468227,10.00,2.000,0.770072,59.2653
0.501672,10.00,2.000,0.770176,59.3253
0.535117,10.00,2.000,0.770279,59.3855
0.568562,10.00,2.000,0.770382,59.4457
0.602007,10.00,2.000,0.770485,59.5060
0.635452,10.00,2.000,0.770588,59.5664
0.668896,10.00,2.000,0.770691,59.6270
0.702341,10.00,2.000,0.770794,59.6876
0.735786,10.00,2.000,0.770897,59.7483
0.769231,10.00,2.000,0.771000,59.8091
0.802676,10.00,2.000,0.771103,59.8700
0.836120,10.00,2.000,0.771207,59.9309
0.869565,10.00,2.000,0.771310,59.9920
0.903010,10.00,2.000,0.771413,60.0532
0.936455,10.00,2.000,0.771516,60.1145
0.969900,10.00,2.000,0.771619,60.1758
1.003344,10.00,2.000,0.771723,60.2373
1.036789,10.00,2.000,0.771826,60.2988
1.070234,10.00,2.000,0.771929,60.3605
1.103679,10.00,2.000,0.772032,60.4222
1.137124,10.00,2.000,0.772136,60.4841
1.170569,10.00,2.000,0.772239,60.5460
1.204013,10.00,2.000,0.772342,60.6080
1.237458,10.00,2.000,0.772446,60.6702
1.270903,10.00,2.000,0.772549,60.7324
1.304348,10.00,2.000,0.772652,60.7947
1.337793,10.00,2.000,0.772756,60.8571
1.371237,10.00,2.000,0.772859,60.9197
1.404682,10.00,2.000,0.772962,60.9823
1.438127,10.00,2.000,0.773066,61.0450
1.471572,10.00,2.000,0.773169,61.1078
1.505017,10.00,2.000,0.773273,61.1707
1.538462,10.00,2.000,0.773376,61.2337
1.571906,10.00,2.000,0.773480,61.2968
1.605351,10.00,2.000,0.773583,61.3600
1.638796,10.00,2.000,0.773687,61.4233
1.672241,10.00,2.000,0.773790,61.4867
1.705686,10.00,2.000,0.773894,61.5502
1.739130,10.00,2.000,0.773997,61.6138
1.772575,10.00,2.000,0.774101,61.6775
1.806020,10.00,2.000,0.774204,61.7413
1.839465,10.00,2.000,0.774308,61.8052
1.872910,10.00,2.000,0.774411,61.8692
1.906355,10.00,2.000,0.774515,61.9333
1.939799,10.00,2.000,0.774619,61.9975
1.973244,10.00,2.000,0.774722,62.0618
2.006689,10.00,2.000,0.774826,62.1262
2.040134,10.00,2.000,0.774930,62.1907
2.073579,10.00,2.000,0.775033,62.2554
2.107023,10.00,2.000,0.775137,62.3201
2.140468,10.00,2.000,0.775241,62.3849
2.173913,10.00,2.000,0.775344,62.4498
2.207358,10.00,2.000,0.775448,62.5148
2.240803,10.00,2.000,0.775552,62.5799
2.274247,10.00,2.000,0.775656,62.6451
2.307692,10.00,2.000,0.775759,62.7105
2.341137,10.00,2.000,0.775863,62.7759
2.374582,10.00,2.000,0.775967,62.8414
2.408027,10.00,2.000,0.776071,62.9071
2.441472,10.00,2.000,0.776175,62.9728
2.474916,10.00,2.000,0.776279,63.0386
2.508361,10.00,2.000,0.776382,63.1046
2.541806,10.00,2.000,0.776486,63.1706
2.575251,10.00,2.000,0.776590,63.2368
2.608696,10.00,2.000,0.776694,63.3031
2.642140,10.00,2.000,0.776798,63.3694
2.675585,10.00,2.000,0.776902,63.4359
2.709030,10.00,2.000,0.777006,63.5025
2.742475,10.00,2.000,0.777110,63.5692
2.775920,10.00,2.000,0.777214,63.6360
2.809365,10.00,2.000,0.777318,63.7029
2.842809,10.00,2.000,0.777422,63.7699
2.876254,10.00,2.000,0.777526,63.8370
2.909699,10.00,2.000,0.777630,63.9042
2.943144,10.00,2.000,0.777734,63.9715
2.976589,10.00,2.000,0.777838,64.0389
3.010033,10.00,2.000,0.777942,64.1065
3.043478,10.00,2.000,0.778046,64.1741
3.076923,10.00,2.000,0.778150,64.2419
3.110368,10.00,2.000,0.778254,64.3098
3.143813,10.00,2.000,0.778358,64.3777
3.177258,10.00,2.000,0.778462,64.4458
3.210702,10.00,2.000,0.778567,64.5140
3.244147,10.00,2.000,0.778671,64.5823
3.277592,10.00,2.000,0.778775,64.6507
3.311037,10.00,2.000,0.778879,64.7192
3.344482,10.00,2.000,0.778983,64.7879
3.377926,10.00,2.000,0.779088,64.8566
3.411371,10.00,2.000,0.779192,64.9255
3.444816,10.00,2.000,0.779296,64.9944
3.478261,10.00,2.000,0.779400,65.0635
3.511706,10.00,2.000,0.779505,65.1327
3.545151,10.00,2.000,0.779609,65.2020
3.578595,10.00,2.000,0.779713,65.2714
3.612040,10.00,2.000,0.779817,65.3409
3.645485,10.00,2.000,0.779922,65.4106
3.678930,10.00,2.000,0.780026,65.4803
3.712375,10.00,2.000,0.780131,65.5502
3.745819,10.00,2.000,0.780235,65.6201
3.779264,10.00,2.000,0.780339,65.6902
3.812709,10.00,2.000,0.780444,65.7604
3.846154,10.00,2.000,0.780548,65.8307
3.879599,10.00,2.000,0.780653,65.9012
3.913043,10.00,2.000,0.780757,65.9717
3.946488,10.00,2.000,0.780861,66.0423
3.979933,10.00,2.000,0.780966,66.1131
4.013378,10.00,2.000,0.781070,66.1840
4.046823,10.00,2.000,0.781175,66.2550
4.080268,10.00,2.000,0.781279,66.3261
4.113712,10.00,2.000,0.781384,66.3974
4.147157,10.00,2.000,0.781488,66.4687
4.180602,10.00,2.000,0.781593,66.5402
4.214047,10.00,2.000,0.781698,66.6117
4.247492,10.00,2.000,0.781802,66.6834
4.280936,10.00,2.000,0.781907,66.7553
4.314381,10.00,2.000,0.782011,66.8272
4.347826,10.00,2.000,0.782116,66.8992
4.381271,10.00,2.000,0.782221,66.9714
4.414716,10.00,2.000,0.782325,67.0437
4.448161,10.00,2.000,0.782430,67.1161
4.481605,10.00,2.000,0.782535,67.1886
4.515050,10.00,2.000,0.782639,67.2612
4.548495,10.00,2.000,0.782744,67.3340
4.581940,10.00,2.000,0.782849,67.4069
4.615385,10.00,2.000,0.782953,67.4799
4.648829,10.00,2.000,0.783058,67.5530
4.682274,10.00,2.000,0.783163,67.6262
4.715719,10.00,2.000,0.783268,67.6996
4.749164,10.00,2.000,0.783373,67.7731
4.782609,10.00,2.000,0.783477,67.8467
4.816054,10.00,2.000,0.783582,67.9204
4.849498,10.00,2.000,0.783687,67.9942
4.882943,10.00,2.000,0.783792,68.0682
4.916388,10.00,2.000,0.783897,68.1423
4.949833,10.00,2.000,0.784002,68.2165
4.983278,10.00,2.000,0.784106,68.2908
5.016722,10.00,2.000,0.784211,68.3653
5.050167,10.00,2.000,0.784316,68.4399
5.083612,10.00,2.000,0.784421,68.5146
5.117057,10.00,2.000,0.784526,68.5894
5.150502,10.00,2.000,0.784631,68.6643
5.183946,10.00,2.000,0.784736,68.7394
5.217391,10.00,2.000,0.784841,68.8146
5.250836,10.00,2.000,0.784946,68.8899
5.284281,10.00,2.000,0.785051,68.9654
5.317726,10.00,2.000,0.785156,69.0409
5.351171,10.00,2.000,0.785261,69.1166
5.384615,10.00,2.000,0.785366,69.1924
5.418060,10.00,2.000,0.785471,69.2684
5.451505,10.00,2.000,0.785576,69.3445
5.484950,10.00,2.000,0.785682,69.4207
5.518395,10.00,2.000,0.785787,69.4970
5.551839,10.00,2.000,0.785892,69.5735
5.585284,10.00,2.000,0.785997,69.6500
5.618729,10.00,2.000,0.786102,69.7267
5.652174,10.00,2.000,0.786207,69.8036
5.685619,10.00,2.000,0.786312,69.8805
5.719064,10.00,2.000,0.786418,69.9576
5.752508,10.00,2.000,0.786523,70.0349
5.785953,10.00,2.000,0.786628,70.1122
5.819398,10.00,2.000,0.786733,70.1897
5.852843,10.00,2.000,0.786839,70.2673
5.886288,10.00,2.000,0.786944,70.3451
5.919732,10.00,2.000,0.787049,70.4229
5.953177,10.00,2.000,0.787154,70.5009
5.986622,10.00,2.000,0.787260,70.5791
6.020067,10.00,2.000,0.787365,70.6573
6.053512,10.00,2.000,0.787470,70.7357
6.086957,10.00,2.000,0.787576,70.8143
6.120401,10.00,2.000,0.787681,70.8929
6.153846,10.00,2.000,0.787786,70.9717
6.187291,10.00,2.000,0.787892,71.0506
6.220736,10.00,2.000,0.787997,71.1297
6.254181,10.00,2.000,0.788103,71.2089
6.287625,10.00,2.000,0.788208,71.2882
6.321070,10.00,2.000,0.788314,71.3677
6.354515,10.00,2.000,0.788419,71.4473
6.387960,10.00,2.000,0.788525,71.5270
6.421405,10.00,2.000,0.788630,71.6069
6.454849,10.00,2.000,0.788736,71.6869
6.488294,10.00,2.000,0.788841,71.7670
6.521739,10.00,2.000,0.788947,71.8473
6.555184,10.00,2.000,0.789052,71.9277
6.588629,10.00,2.000,0.789158,72.0082
6.622074,10.00,2.000,0.789263,72.0889
6.655518,10.00,2.000,0.789369,72.1697
6.688963,10.00,2.000,0.789475,72.2507
6.722408,10.00,2.000,0.789580,72.3317
6.755853,10.00,2.000,0.789686,72.4130
6.789298,10.00,2.000,0.789791,72.4943
6.822742,10.00,2.000,0.789897,72.5758
6.856187,10.00,2.000,0.790003,72.6575
6.889632,10.00,2.000,0.790108,72.7393
6.923077,10.00,2.000,0.790214,72.8212
6.956522,10.00,2.000,0.790320,72.9033
6.989967,10.00,2.000,0.790426,72.9855
7.023411,10.00,2.000,0.790531,73.0678
7.056856,10.00,2.000,0.790637,73.1503
7.090301,10.00,2.000,0.790743,73.2329
7.123746,10.00,2.000,0.790849,73.3157
7.157191,10.00,2.000,0.790955,73.3986
7.190635,10.00,2.000,0.791060,73.4816
7.224080,10.00,2.000,0.791166,73.5648
7.257525,10.00,2.000,0.791272,73.6481
7.290970,10.00,2.000,0.791378,73.7316
7.324415,10.00,2.000,0.791484,73.8152
7.357860,10.00,2.000,0.791590,73.8990
7.391304,10.00,2.000,0.791696,73.9829
7.424749,10.00,2.000,0.791801,74.0670
7.458194,10.00,2.000,0.791907,74.1512
7.491639,10.00,2.000,0.792013,74.2355
7.525084,10.00,2.000,0.792119,74.3200
7.558528,10.00,2.000,0.792225,74.4046
7.591973,10.00,2.000,0.792331,74.4894
7.625418,10.00,2.000,0.792437,74.5743
7.658863,10.00,2.000,0.792543,74.6594
7.692308,10.00,2.000,0.792649,74.7446
7.725753,10.00,2.000,0.792755,74.8300
7.759197,10.00,2.000,0.792861,74.9155
7.792642,10.00,2.000,0.792968,75.0012
7.826087,10.00,2.000,0.793074,75.0870
7.859532,10.00,2.000,0.793180,75.1729
7.892977,10.00,2.000,0.793286,75.2590
7.926421,10.00,2.000,0.793392,75.3453
7.959866,10.00,2.000,0.793498,75.4317
7.993311,10.00,2.000,0.793604,75.5183
8.026756,10.00,2.000,0.793710,75.6050
8.060201,10.00,2.000,0.793817,75.6918
8.093645,10.00,2.000,0.793923,75.7788
8.127090,10.00,2.000,0.794029,75.8660
8.160535,10.00,2.000,0.794135,75.9533
8.193980,10.00,2.000,0.794242,76.0408
8.227425,10.00,2.000,0.794348,76.1284
8.260870,10.00,2.000,0.794454,76.2162
8.294314,10.00,2.000,0.794560,76.3041
8.327759,10.00,2.000,0.794667,76.3922
8.361204,10.00,2.000,0.794773,76.4804
8.394649,10.00,2.000,0.794879,76.5688
8.428094,10.00,2.000,0.794986,76.6573
8.461538,10.00,2.000,0.795092,76.7460
8.494983,10.00,2.000,0.795198,76.8349
8.528428,10.00,2.000,0.795305,76.9239
8.561873,10.00,2.000,0.795411,77.0130
8.595318,10.00,2.000,0.795518,77.1023
8.628763,10.00,2.000,0.795624,77.1918
8.662207,10.00,2.000,0.795730,77.2814
8.695652,10.00,2.000,0.795837,77.3712
8.729097,10.00,2.000,0.795943,77.4612
8.762542,10.00,2.000,0.796050,77.5513
8.795987,10.00,2.000,0.796156,77.6416
8.829431,10.00,2.000,0.796263,77.7320
8.862876,10.00,2.000,0.796369,77.8226
8.896321,10.00,2.000,0.796476,77.9133
8.929766,10.00,2.000,0.796583,78.0042
8.963211,10.00,2.000,0.796689,78.0953
8.996656,10.00,2.000,0.796796,78.1865
9.030100,10.00,2.000,0.796902,78.2779
9.063545,10.00,2.000,0.797009,78.3694
9.096990,10.00,2.000,0.797116,78.4611
9.130435,10.00,2.000,0.797222,78.5530
9.163880,10.00,2.000,0.797329,78.6450
9.197324,10.00,2.000,0.797436,78.7372
9.230769,10.00,2.000,0.797542,78.8296
9.264214,10.00,2.000,0.797649,78.9221
9.297659,10.00,2.000,0.797756,79.0148
9.331104,10.00,2.000,0.797862,79.1077
9.364548,10.00,2.000,0.797969,79.2007
9.397993,10.00,2.000,0.798076,79.2939
9.431438,10.00,2.000,0.798183,79.3872
9.464883,10.00,2.000,0.798289,79.4808
9.498328,10.00,2.000,0.798396,79.5744
9.531773,10.00,2.000,0.798503,79.6683
9.565217,10.00,2.000,0.798610,79.7623
9.598662,10.00,2.000,0.798717,79.8565
9.632107,10.00,2.000,0.798824,79.9509
9.665552,10.00,2.000,0.798930,80.0454
9.698997,10.00,2.000,0.799037,80.1401
9.732441,10.00,2.000,0.799144,80.2349
9.765886,10.00,2.000,0.799251,80.3300
9.799331,10.00,2.000,0.799358,80.4252
9.832776,10.00,2.000,0.799465,80.5206
9.866221,10.00,2.000,0.799572,80.6161
9.899666,10.00,2.000,0.799679,80.7118
9.933110,10.00,2.000,0.799786,80.8077
9.966555,10.00,2.000,0.799893,80.9038
10.000000,10.00,2.000,0.800000,81.0000
