x_mm,L_mm,alpha_Npm,S,contrast
1.254181,5.00,0.010,0.799940,80.9461
1.270903,5.00,0.010,0.799940,80.9463
1.287625,5.00,0.010,0.799941,80.9466
1.304348,5.00,0.010,0.799941,80.9468
1.321070,5.00,0.010,0.799941,80.9470
1.337793,5.00,0.010,0.799941,80.9473
1.354515,5.00,0.010,0.799942,80.9475
1.371237,5.00,0.010,0.799942,80.9478
1.387960,5.00,0.010,0.799942,80.9480
1.404682,5.00,0.010,0.799942,80.9483
1.421405,5.00,0.010,0.799943,80.9485
1.438127,5.00,0.010,0.799943,80.9487
1.454849,5.00,0.010,0.799943,80.9490
1.471572,5.00,0.010,0.799944,80.9492
1.488294,5.00,0.010,0.799944,80.9495
1.505017,5.00,0.010,0.799944,80.9497
1.521739,5.00,0.010,0.799944,80.9499
1.538462,5.00,0.010,0.799945,80.9502
1.555184,5.00,0.010,0.799945,80.9504
1.571906,5.00,0.010,0.799945,80.9507
1.588629,5.00,0.010,0.799945,80.9509
1.605351,5.00,0.010,0.799946,80.9511
1.622074,5.00,0.010,0.799946,80.9514
1.638796,5.00,0.010,0.799946,80.9516
1.655518,5.00,0.010,0.799946,80.9519
1.672241,5.00,0.010,0.799947,80.9521
1.688963,5.00,0.010,0.799947,80.9523
1.705686,5.00,0.010,0.799947,80.9526
1.722408,5.00,0.010,0.799948,80.9528
1.739130,5.00,0.010,0.799948,80.9531
1.755853,5.00,0.010,0.799948,80.9533
1.772575,5.00,0.010,0.799948,80.9535
1.789298,5.00,0.010,0.799949,80.9538
1.806020,5.00,0.010,0.799949,80.9540
1.822742,5.00,0.010,0.799949,80.9543
1.839465,5.00,0.010,0.799949,80.9545
1.856187,5.00,0.010,0.799950,80.9547
1.872910,5.00,0.010,0.799950,80.9550
1.889632,5.00,0.010,0.799950,80.9552
1.906355,5.00,0.010,0.799951,80.9555
1.923077,5.00,0.010,0.799951,80.9557
1.939799,5.00,0.010,0.799951,80.9560
1.956522,5.00,0.010,0.799951,80.9562
1.973244,5.00,0.010,0.799952,80.9564
1.989967,5.00,0.010,0.799952,80.9567
2.006689,5.00,0.010,0.799952,80.9569
2.023411,5.00,0.010,0.799952,80.9572
2.040134,5.00,0.010,0.799953,80.9574
2.056856,5.00,0.010,0.799953,80.9576
2.073579,5.00,0.010,0.799953,80.9579
2.090301,5.00,0.010,0.799953,80.9581
2.107023,5.00,0.010,0.799954,80.9584
2.123746,5.00,0.010,0.799954,80.9586
2.140468,5.00,0.010,0.799954,80.9588
2.157191,5.00,0.010,0.799955,80.9591
2.173913,5.00,0.010,0.799955,80.9593
2.190635,5.00,0.010,0.799955,80.9596
2.207358,5.00,0.010,0.799955,80.9598
2.224080,5.00,0.010,0.799956,80.9600
2.240803,5.00,0.010,0.799956,80.9603
2.257525,5.00,0.010,0.799956,80.9605
2.274247,5.00,0.010,0.799956,80.9608
2.290970,5.00,0.010,0.799957,80.9610
2.307692,5.00,0.010,0.799957,80.9612
2.324415,5.00,0.010,0.799957,80.9615
2.341137,5.00,0.010,0.799957,80.9617
2.357860,5.00,0.010,0.799958,80.9620
2.374582,5.00,0.010,0.799958,80.9622
2.391304,5.00,0.010,0.799958,80.9624
2.408027,5.00,0.010,0.799959,80.9627
2.424749,5.00,0.010,0.799959,80.9629
2.441472,5.00,0.010,0.799959,80.9632
2.458194,5.00,0.010,0.799959,80.9634
2.474916,5.00,0.010,0.799960,80.9637
2.491639,5.00,0.010,0.799960,80.9639
2.508361,5.00,0.010,0.799960,80.9641
2.525084,5.00,0.010,0.799960,80.9644
2.541806,5.00,0.010,0.799961,80.9646
2.558528,5.00,0.010,0.799961,80.9649
2.575251,5.00,0.010,0.799961,80.9651
2.591973,5.00,0.010,0.799961,80.9653
2.608696,5.00,0.010,0.799962,80.9656
2.625418,5.00,0.010,0.799962,80.9658
2.642140,5.00,0.010,0.799962,80.9661
2.658863,5.00,0.010,0.799963,80.9663
2.675585,5.00,0.010,0.799963,80.9665
2.692308,5.00,0.010,0.799963,80.9668
2.709030,5.00,0.010,0.799963,80.9670
2.725753,5.00,0.010,0.799964,80.9673
2.742475,5.00,0.010,0.799964,80.9675
2.759197,5.00,0.010,0.799964,80.9677
2.775920,5.00,0.010,0.799964,80.9680
2.792642,5.00,0.010,0.799965,80.9682
2.809365,5.00,0.010,0.799965,80.9685
2.826087,5.00,0.010,0.799965,80.9687
2.842809,5.00,0.010,0.799965,80.9689
2.859532,5.00,0.010,0.799966,80.9692
2.876254,5.00,0.010,0.799966,80.9694
2.892977,5.00,0.010,0.799966,80.9697
2.909699,5.00,0.010,0.799967,80.9699
2.926421,5.00,0.010,0.799967,80.9701
2.943144,5.00,0.010,0.799967,80.9704
2.959866,5.00,0.010,0.799967,80.9706
2.976589,5.00,0.010,0.799968,80.9709
2.993311,5.00,0.010,0.799968,80.9711
3.010033,5.00,0.010,0.799968,80.9714
3.026756,5.00,0.010,0.799968,80.9716
3.043478,5.00,0.010,0.799969,80.9718
3.060201,5.00,0.010,0.799969,80.9721
3.076923,5.00,0.010,0.799969,80.9723
3.093645,5.00,0.010,0.799969,80.9726
3.110368,5.00,0.010,0.799970,80.9728
3.127090,5.00,0.010,0.799970,80.9730
3.143813,5.00,0.010,0.799970,80.9733
3.160535,5.00,0.010,0.799971,80.9735
3.177258,5.00,0.010,0.799971,80.9738
3.193980,5.00,0.010,0.799971,80.9740
3.210702,5.00,0.010,0.799971,80.9742
3.227425,5.00,0.010,0.799972,80.9745
3.244147,5.00,0.010,0.799972,80.9747
3.260870,5.00,0.010,0.799972,80.9750
3.277592,5.00,0.010,0.799972,80.9752
3.294314,5.00,0.010,0.799973,80.9754
3.311037,5.00,0.010,0.799973,80.9757
3.327759,5.00,0.010,0.799973,80.9759
3.344482,5.00,0.010,0.799974,80.9762
3.361204,5.00,0.010,0.799974,80.9764
3.377926,5.00,0.010,0.799974,80.9766
3.394649,5.00,0.010,0.799974,80.9769
3.411371,5.00,0.010,0.799975,80.9771
3.428094,5.00,0.010,0.799975,80.9774
3.444816,5.00,0.010,0.799975,80.9776
3.461538,5.00,0.010,0.799975,80.9779
3.478261,5.00,0.010,0.799976,80.9781
3.494983,5.00,0.010,0.799976,80.9783
3.511706,5.00,0.010,0.799976,80.9786
3.528428,5.00,0.010,0.799976,80.9788
3.545151,5.00,0.010,0.799977,80.9791
3.561873,5.00,0.010,0.799977,80.9793
3.578595,5.00,0.010,0.799977,80.9795
3.595318,5.00,0.010,0.799978,80.9798
3.612040,5.00,0.010,0.799978,80.9800
3.628763,5.00,0.010,0.799978,80.9803
3.645485,5.00,0.010,0.799978,80.9805
3.662207,5.00,0.010,0.799979,80.9807
3.678930,5.00,0.010,0.799979,80.9810
3.695652,5.00,0.010,0.799979,80.9812
3.712375,5.00,0.010,0.799979,80.9815
3.729097,5.00,0.010,0.799980,80.9817
3.745819,5.00,0.010,0.799980,80.9819
3.762542,5.00,0.010,0.799980,80.9822
3.779264,5.00,0.010,0.799980,80.9824
3.795987,5.00,0.010,0.799981,80.9827
3.812709,5.00,0.010,0.799981,80.9829
3.829431,5.00,0.010,0.799981,80.9831
3.846154,5.00,0.010,0.799982,80.9834
3.862876,5.00,0.010,0.799982,80.9836
3.879599,5.00,0.010,0.799982,80.9839
3.896321,5.00,0.010,0.799982,80.9841
3.913043,5.00,0.010,0.799983,80.9844
3.929766,5.00,0.010,0.799983,80.9846
3.946488,5.00,0.010,0.799983,80.9848
3.963211,5.00,0.010,0.799983,80.9851
3.979933,5.00,0.010,0.799984,80.9853
3.996656,5.00,0.010,0.799984,80.9856
4.013378,5.00,0.010,0.799984,80.9858
4.030100,5.00,0.010,0.799984,80.9860
4.046823,5.00,0.010,0.799985,80.9863
4.063545,5.00,0.010,0.799985,80.9865
4.080268,5.00,0.010,0.799985,80.9868
4.096990,5.00,0.010,0.799986,80.9870
4.113712,5.00,0.010,0.799986,80.9872
4.130435,5.00,0.010,0.799986,80.9875
4.147157,5.00,0.010,0.799986,80.9877
4.163880,5.00,0.010,0.799987,80.9880
4.180602,5.00,0.010,0.799987,80.9882
4.197324,5.00,0.010,0.799987,80.9884
4.214047,5.00,0.010,0.799987,80.9887
4.230769,5.00,0.010,0.799988,80.9889
4.247492,5.00,0.010,0.799988,80.9892
4.264214,5.00,0.010,0.799988,80.9894
4.280936,5.00,0.010,0.799988,80.9896
4.297659,5.00,0.010,0.799989,80.9899
4.314381,5.00,0.010,0.799989,80.9901
4.331104,5.00,0.010,0.799989,80.9904
4.347826,5.00,0.010,0.799990,80.9906
4.364548,5.00,0.010,0.799990,80.9909
4.381271,5.00,0.010,0.799990,80.9911
4.397993,5.00,0.010,0.799990,80.9913
4.414716,5.00,0.010,0.799991,80.9916
4.431438,5.00,0.010,0.799991,80.9918
4.448161,5.00,0.010,0.799991,80.9921
4.464883,5.00,0.010,0.799991,80.9923
4.481605,5.00,0.010,0.799992,80.9925
4.498328,5.00,0.010,0.799992,80.9928
4.515050,5.00,0.010,0.799992,80.9930
4.531773,5.00,0.010,0.799993,80.9933
4.548495,5.00,0.010,0.799993,80.9935
4.565217,5.00,0.010,0.799993,80.9937
4.581940,5.00,0.010,0.799993,80.9940
4.598662,5.00,0.010,0.799994,80.9942
4.615385,5.00,0.010,0.799994,80.9945
4.632107,5.00,0.010,0.799994,80.9947
4.648829,5.00,0.010,0.799994,80.9949
4.665552,5.00,0.010,0.799995,80.9952
4.682274,5.00,0.010,0.799995,80.9954
4.698997,5.00,0.010,0.799995,80.9957
4.715719,5.00,0.010,0.799995,80.9959
4.732441,5.00,0.010,0.799996,80.9961
4.749164,5.00,0.010,0.799996,80.9964
4.765886,5.00,0.010,0.799996,80.9966
4.782609,5.00,0.010,0.799997,80.9969
4.799331,5.00,0.010,0.799997,80.9971
4.816054,5.00,0.010,0.799997,80.9974
4.832776,5.00,0.010,0.799997,80.9976
4.849498,5.00,0.010,0.799998,80.9978
4.866221,5.00,0.010,0.799998,80.9981
4.882943,5.00,0.010,0.799998,80.9983
4.899666,5.00,0.010,0.799998,80.9986
4.916388,5.00,0.010,0.799999,80.9988
4.933110,5.00,0.010,0.799999,80.9990
4.949833,5.00,0.010,0.799999,80.9993
4.966555,5.00,0.010,0.799999,80.9995
4.983278,5.00,0.010,0.800000,80.9998
5.000000,5.00,0.010,0.800000,81.0000
0.000000,5.00,0.100,0.799200,80.2848
0.016722,5.00,0.100,0.799203,80.2872
0.033445,5.00,0.100,0.799206,80.2896
0.050167,5.00,0.100,0.799208,80.2919
0.066890,5.00,0.100,0.799211,80.2943
0.083612,5.00,0.100,0.799214,80.2967
0.100334,5.00,0.100,0.799216,80.2991
0.117057,5.00,0.100,0.799219,80.3014
0.133779,5.00,0.100,0.799222,80.3038
0.150502,5.00,0.100,0.799224,80.3062
0.167224,5.00,0.100,0.799227,80.3086
0.183946,5.00,0.100,0.799230,80.3110
0.200669,5.00,0.100,0.799232,80.3133
0.217391,5.00,0.100,0.799235,80.3157
0.234114,5.00,0.100,0.799238,80.3181
0.250836,5.00,0.100,0.799240,80.3205
0.267559,5.00,0.100,0.799243,80.3228
0.284281,5.00,0.100,0.799246,80.3252
0.301003,5.00,0.100,0.799249,80.3276
0.317726,5.00,0.100,0.799251,80.3300
0.334448,5.00,0.100,0.799254,80.3324
0.351171,5.00,0.100,0.799257,80.3347
0.367893,5.00,0.100,0.799259,80.3371
0.384615,5.00,0.100,0.799262,80.3395
0.401338,5.00,0.100,0.799265,80.3419
0.418060,5.00,0.100,0.799267,80.3442
0.434783,5.00,0.100,0.799270,80.3466
0.451505,5.00,0.100,0.799273,80.3490
0.468227,5.00,0.100,0.799275,80.3514
0.484950,5.00,0.100,0.799278,80.3538
0.501672,5.00,0.100,0.799281,80.3561
0.518395,5.00,0.100,0.799283,80.3585
0.535117,5.00,0.100,0.799286,80.3609
0.551839,5.00,0.100,0.799289,80.3633
0.568562,5.00,0.100,0.799291,80.3657
0.585284,5.00,0.100,0.799294,80.3680
0.602007,5.00,0.100,0.799297,80.3704
0.618729,5.00,0.100,0.799299,80.3728
0.635452,5.00,0.100,0.799302,80.3752
0.652174,5.00,0.100,0.799305,80.3776
0.668896,5.00,0.100,0.799307,80.3799
0.685619,5.00,0.100,0.799310,80.3823
0.702341,5.00,0.100,0.799313,80.3847
0.719064,5.00,0.100,0.799315,80.3871
0.735786,5.00,0.100,0.799318,80.3895
0.752508,5.00,0.100,0.799321,80.3918
0.769231,5.00,0.100,0.799323,80.3942
0.785953,5.00,0.100,0.799326,80.3966
0.802676,5.00,0.100,0.799329,80.3990
0.819398,5.00,0.100,0.799331,80.4014
0.836120,5.00,0.100,0.799334,80.4037
0.852843,5.00,0.100,0.799337,80.4061
0.869565,5.00,0.100,0.799339,80.4085
0.886288,5.00,0.100,0.799342,80.4109
0.903010,5.00,0.100,0.799345,80.4133
0.919732,5.00,0.100,0.799347,80.4156
0.936455,5.00,0.100,0.799350,80.4180
0.953177,5.00,0.100,0.799353,80.4204
0.969900,5.00,0.100,0.799355,80.4228
0.986622,5.00,0.100,0.799358,80.4252
1.003344,5.00,0.100,0.799361,80.4276
1.020067,5.00,0.100,0.799363,80.4299
1.036789,5.00,0.100,0.799366,80.4323
1.053512,5.00,0.100,0.799369,80.4347
1.070234,5.00,0.100,0.799371,80.4371
1.086957,5.00,0.100,0.799374,80.4395
1.103679,5.00,0.100,0.799377,80.4419
1.120401,5.00,0.100,0.799380,80.4442
1.137124,5.00,0.100,0.799382,80.4466
1.153846,5.00,0.100,0.799385,80.4490
1.170569,5.00,0.100,0.799388,80.4514
1.187291,5.00,0.100,0.799390,80.4538
1.204013,5.00,0.100,0.799393,80.4562
1.220736,5.00,0.100,0.799396,80.4585
1.237458,5.00,0.100,0.799398,80.4609
1.254181,5.00,0.100,0.799401,80.4633
1.270903,5.00,0.100,0.799404,80.4657
1.287625,5.00,0.100,0.799406,80.4681
1.304348,5.00,0.100,0.799409,80.4705
1.321070,5.00,0.100,0.799412,80.4728
1.337793,5.00,0.100,0.799414,80.4752
1.354515,5.00,0.100,0.799417,80.4776
1.371237,5.00,0.100,0.799420,80.4800
1.387960,5.00,0.100,0.799422,80.4824
1.404682,5.00,0.100,0.799425,80.4848
1.421405,5.00,0.100,0.799428,80.4872
1.438127,5.00,0.100,0.799430,80.4895
1.454849,5.00,0.100,0.799433,80.4919
1.471572,5.00,0.100,0.799436,80.4943
1.488294,5.00,0.100,0.799438,80.4967
1.505017,5.00,0.100,0.799441,80.4991
1.521739,5.00,0.100,0.799444,80.5015
1.538462,5.00,0.100,0.799446,80.5038
1.555184,5.00,0.100,0.799449,80.5062
1.571906,5.00,0.100,0.799452,80.5086
1.588629,5.00,0.100,0.799454,80.5110
1.605351,5.00,0.100,0.799457,80.5134
1.622074,5.00,0.100,0.799460,80.5158
1.638796,5.00,0.100,0.799462,80.5182
1.655518,5.00,0.100,0.799465,80.5206
1.672241,5.00,0.100,0.799468,80.5229
1.688963,5.00,0.100,0.799470,80.5253
1.705686,5.00,0.100,0.799473,80.5277
1.722408,5.00,0.100,0.799476,80.5301
1.739130,5.00,0.100,0.799478,80.5325
1.755853,5.00,0.100,0.799481,80.5349
1.772575,5.00,0.100,0.799484,80.5373
1.789298,5.00,0.100,0.799486,80.5396
1.806020,5.00,0.100,0.799489,80.5420
1.822742,5.00,0.100,0.799492,80.5444
1.839465,5.00,0.100,0.799494,80.5468
1.856187,5.00,0.100,0.799497,80.5492
1.872910,5.00,0.100,0.799500,80.5516
1.889632,5.00,0.100,0.799502,80.5540
1.906355,5.00,0.100,0.799505,80.5564
1.923077,5.00,0.100,0.799508,80.5587
1.939799,5.00,0.100,0.799511,80.5611
1.956522,5.00,0.100,0.799513,80.5635
1.973244,5.00,0.100,0.799516,80.5659
1.989967,5.00,0.100,0.799519,80.5683
2.006689,5.00,0.100,0.799521,80.5707
2.023411,5.00,0.100,0.799524,80.5731
2.040134,5.00,0.100,0.799527,80.5755
2.056856,5.00,0.100,0.799529,80.5779
2.073579,5.00,0.100,0.799532,80.5802
2.090301,5.00,0.100,0.799535,80.5826
2.107023,5.00,0.100,0.799537,80.5850
2.123746,5.00,0.100,0.799540,80.5874
2.140468,5.00,0.100,0.799543,80.5898
2.157191,5.00,0.100,0.799545,80.5922
2.173913,5.00,0.100,0.799548,80.5946
2.190635,5.00,0.100,0.799551,80.5970
2.207358,5.00,0.100,0.799553,80.5994
2.224080,5.00,0.100,0.799556,80.6018
2.240803,5.00,0.100,0.799559,80.6041
2.257525,5.00,0.100,0.799561,80.6065
2.274247,5.00,0.100,0.799564,80.6089
2.290970,5.00,0.100,0.799567,80.6113
2.307692,5.00,0.100,0.799569,80.6137
2.324415,5.00,0.100,0.799572,80.6161
2.341137,5.00,0.100,0.799575,80.6185
2.357860,5.00,0.100,0.799577,80.6209
2.374582,5.00,0.100,0.799580,80.6233
2.391304,5.00,0.100,0.799583,80.6257
2.408027,5.00,0.100,0.799585,80.6281
2.424749,5.00,0.100,0.799588,80.6304
2.441472,5.00,0.100,0.799591,80.6328
2.458194,5.00,0.100,0.799593,80.6352
2.474916,5.00,0.100,0.799596,80.6376
2.491639,5.00,0.100,0.799599,80.6400
2.508361,5.00,0.100,0.799601,80.6424
2.525084,5.00,0.100,0.799604,80.6448
2.541806,5.00,0.100,0.799607,80.6472
2.558528,5.00,0.100,0.799609,80.6496
2.575251,5.00,0.100,0.799612,80.6520
2.591973,5.00,0.100,0.799615,80.6544
2.608696,5.00,0.100,0.799617,80.6568
2.625418,5.00,0.100,0.799620,80.6591
2.642140,5.00,0.100,0.799623,80.6615
2.658863,5.00,0.100,0.799626,80.6639
2.675585,5.00,0.100,0.799628,80.6663
2.692308,5.00,0.100,0.799631,80.6687
2.709030,5.00,0.100,0.799634,80.6711
2.725753,5.00,0.100,0.799636,80.6735
2.742475,5.00,0.100,0.799639,80.6759
2.759197,5.00,0.100,0.799642,80.6783
2.775920,5.00,0.100,0.799644,80.6807
2.792642,5.00,0.100,0.799647,80.6831
2.809365,5.00,0.100,0.799650,80.6855
2.826087,5.00,0.100,0.799652,80.6879
2.842809,5.00,0.100,0.799655,80.6903
2.859532,5.00,0.100,0.799658,80.6927
2.876254,5.00,0.100,0.799660,80.6951
2.892977,5.00,0.100,0.799663,80.6974
2.909699,5.00,0.100,0.799666,80.6998
2.926421,5.00,0.100,0.799668,80.7022
2.943144,5.00,0.100,0.799671,80.7046
2.959866,5.00,0.100,0.799674,80.7070
2.976589,5.00,0.100,0.799676,80.7094
2.993311,5.00,0.100,0.799679,80.7118
3.010033,5.00,0.100,0.799682,80.7142
3.026756,5.00,0.100,0.799684,80.7166
3.043478,5.00,0.100,0.799687,80.7190
3.060201,5.00,0.100,0.799690,80.7214
3.076923,5.00,0.100,0.799692,80.7238
3.093645,5.00,0.100,0.799695,80.7262
3.110368,5.00,0.100,0.799698,80.7286
3.127090,5.00,0.100,0.799700,80.7310
3.143813,5.00,0.100,0.799703,80.7334
3.160535,5.00,0.100,0.799706,80.7358
3.177258,5.00,0.100,0.799708,80.7382
3.193980,5.00,0.100,0.799711,80.7406
3.210702,5.00,0.100,0.799714,80.7430
3.227425,5.00,0.100,0.799716,80.7454
3.244147,5.00,0.100,0.799719,80.7478
3.260870,5.00,0.100,0.799722,80.7501
3.277592,5.00,0.100,0.799724,80.7525
3.294314,5.00,0.100,0.799727,80.7549
3.311037,5.00,0.100,0.799730,80.7573
3.327759,5.00,0.100,0.799732,80.7597
3.344482,5.00,0.100,0.799735,80.7621
3.361204,5.00,0.100,0.799738,80.7645
3.377926,5.00,0.100,0.799741,80.7669
3.394649,5.00,0.100,0.799743,80.7693
3.411371,5.00,0.100,0.799746,80.7717
3.428094,5.00,0.100,0.799749,80.7741
3.444816,5.00,0.100,0.799751,80.7765
3.461538,5.00,0.100,0.799754,80.7789
3.478261,5.00,0.100,0.799757,80.7813
3.494983,5.00,0.100,0.799759,80.7837
3.511706,5.00,0.100,0.799762,80.7861
3.528428,5.00,0.100,0.799765,80.7885
3.545151,5.00,0.100,0.799767,80.7909
3.561873,5.00,0.100,0.799770,80.7933
3.578595,5.00,0.100,0.799773,80.7957
3.595318,5.00,0.100,0.799775,80.7981
3.612040,5.00,0.100,0.799778,80.8005
3.628763,5.00,0.100,0.799781,80.8029
3.645485,5.00,0.100,0.799783,80.8053
3.662207,5.00,0.100,0.799786,80.8077
3.678930,5.00,0.100,0.799789,80.8101
3.695652,5.00,0.100,0.799791,80.8125
3.712375,5.00,0.100,0.799794,80.8149
3.729097,5.00,0.100,0.799797,80.8173
3.745819,5.00,0.100,0.799799,80.8197
3.762542,5.00,0.100,0.799802,80.8221
3.779264,5.00,0.100,0.799805,80.8245
3.795987,5.00,0.100,0.799807,80.8269
3.812709,5.00,0.100,0.799810,80.8293
3.829431,5.00,0.100,0.799813,80.8317
3.846154,5.00,0.100,0.799815,80.8341
3.862876,5.00,0.100,0.799818,80.8365
3.879599,5.00,0.100,0.799821,80.8389
3.896321,5.00,0.100,0.799823,80.8413
3.913043,5.00,0.100,0.799826,80.8437
3.929766,5.00,0.100,0.799829,80.8461
3.946488,5.00,0.100,0.799831,80.8485
3.963211,5.00,0.100,0.799834,80.8509
3.979933,5.00,0.100,0.799837,80.8533
3.996656,5.00,0.100,0.799839,80.8557
4.013378,5.00,0.100,0.799842,80.8581
4.030100,5.00,0.100,0.799845,80.8605
4.046823,5.00,0.100,0.799848,80.8629
4.063545,5.00,0.100,0.799850,80.8653
4.080268,5.00,0.100,0.799853,80.8677
4.096990,5.00,0.100,0.799856,80.8701
4.113712,5.00,0.100,0.799858,80.8725
4.130435,5.00,0.100,0.799861,80.8749
4.147157,5.00,0.100,0.799864,80.8773
4.163880,5.00,0.100,0.799866,80.8797
4.180602,5.00,0.100,0.799869,80.8821
4.197324,5.00,0.100,0.799872,80.8845
4.214047,5.00,0.100,0.799874,80.8869
4.230769,5.00,0.100,0.799877,80.8893
4.247492,5.00,0.100,0.799880,80.8917
4.264214,5.00,0.100,0.799882,80.8942
4.280936,5.00,0.100,0.799885,80.8966
4.297659,5.00,0.100,0.799888,80.8990
4.314381,5.00,0.100,0.799890,80.9014
4.331104,5.00,0.100,0.799893,80.9038
4.347826,5.00,0.100,0.799896,80.9062
4.364548,5.00,0.100,0.799898,80.9086
4.381271,5.00,0.100,0.799901,80.9110
4.397993,5.00,0.100,0.799904,80.9134
4.414716,5.00,0.100,0.799906,80.9158
4.431438,5.00,0.100,0.799909,80.9182
4.448161,5.00,0.100,0.799912,80.9206
4.464883,5.00,0.100,0.799914,80.9230
4.481605,5.00,0.100,0.799917,80.9254
4.498328,5.00,0.100,0.799920,80.9278
4.515050,5.00,0.100,0.799922,80.9302
4.531773,5.00,0.100,0.799925,80.9326
4.548495,5.00,0.100,0.799928,80.9350
4.565217,5.00,0.100,0.799930,80.9374
4.581940,5.00,0.100,0.799933,80.9398
4.598662,5.00,0.100,0.799936,80.9422
4.615385,5.00,0.100,0.799938,80.9446
4.632107,5.00,0.100,0.799941,80.9470
4.648829,5.00,0.100,0.799944,80.9495
4.665552,5.00,0.100,0.799946,80.9519
4.682274,5.00,0.100,0.799949,80.9543
4.698997,5.00,0.100,0.799952,80.9567
4.715719,5.00,0.100,0.799955,80.9591
4.732441,5.00,0.100,0.799957,80.9615
4.749164,5.00,0.100,0.799960,80.9639
4.765886,5.00,0.100,0.799963,80.9663
4.782609,5.00,0.100,0.799965,80.9687
4.799331,5.00,0.100,0.799968,80.9711
4.816054,5.00,0.100,0.799971,80.9735
4.832776,5.00,0.100,0.799973,80.9759
4.849498,5.00,0.100,0.799976,80.9783
4.866221,5.00,0.100,0.799979,80.9807
4.882943,5.00,0.100,0.799981,80.9831
4.899666,5.00,0.100,0.799984,80.9856
4.916388,5.00,0.100,0.799987,80.9880
4.933110,5.00,0.100,0.799989,80.9904
4.949833,5.00,0.100,0.799992,80.9928
4.966555,5.00,0.100,0.799995,80.9952
4.983278,5.00,0.100,0.799997,80.9976
5.000000,5.00,0.100,0.800000,81.0000
0.000000,5.00,0.500,0.796010,77.5175
0.016722,5.00,0.500,0.796023,77.5288
0.033445,5.00,0.500,0.796037,77.5400
0.050167,5.00,0.500,0.796050,77.5513
0.066890,5.00,0.500,0.796063,77.5626
0.083612,5.00,0.500,0.796077,77.5738
0.100334,5.00,0.500,0.796090,77.5851
0.117057,5.00,0.500,0.796103,77.5964
0.133779,5.00,0.500,0.796116,77.6077
0.150502,5.00,0.500,0.796130,77.6190
0.167224,5.00,0.500,0.796143,77.6303
0.183946,5.00,0.500,0.796156,77.6416
0.200669,5.00,0.500,0.796170,77.6529
0.217391,5.00,0.500,0.796183,77.6641
0.234114,5.00,0.500,0.796196,77.6754
0.250836,5.00,0.500,0.796210,77.6867
0.267559,5.00,0.500,0.796223,77.6981
0.284281,5.00,0.500,0.796236,77.7094
0.301003,5.00,0.500,0.796250,77.7207
0.317726,5.00,0.500,0.796263,77.7320
0.334448,5.00,0.500,0.796276,77.7433
0.351171,5.00,0.500,0.796290,77.7546
0.367893,5.00,0.500,0.796303,77.7659
0.384615,5.00,0.500,0.796316,77.7773
0.401338,5.00,0.500,0.796330,77.7886
0.418060,5.00,0.500,0.796343,77.7999
0.434783,5.00,0.500,0.796356,77.8112
0.451505,5.00,0.500,0.796369,77.8226
0.468227,5.00,0.500,0.796383,77.8339
0.484950,5.00,0.500,0.796396,77.8452
0.501672,5.00,0.500,0.796409,77.8566
0.518395,5.00,0.500,0.796423,77.8679
0.535117,5.00,0.500,0.796436,77.8793
0.551839,5.00,0.500,0.796449,77.8906
0.568562,5.00,0.500,0.796463,77.9020
0.585284,5.00,0.500,0.796476,77.9133
0.602007,5.00,0.500,0.796489,77.9247
0.618729,5.00,0.500,0.796503,77.9360
0.635452,5.00,0.500,0.796516,77.9474
0.652174,5.00,0.500,0.796529,77.9587
0.668896,5.00,0.500,0.796543,77.9701
0.685619,5.00,0.500,0.796556,77.9815
0.702341,5.00,0.500,0.796569,77.9928
0.719064,5.00,0.500,0.796583,78.0042
0.735786,5.00,0.500,0.796596,78.0156
0.752508,5.00,0.500,0.796609,78.0270
0.769231,5.00,0.500,0.796623,78.0383
0.785953,5.00,0.500,0.796636,78.0497
0.802676,5.00,0.500,0.796649,78.0611
0.819398,5.00,0.500,0.796662,78.0725
0.836120,5.00,0.500,0.796676,78.0839
0.852843,5.00,0.500,0.796689,78.0953
0.869565,5.00,0.500,0.796702,78.1067
0.886288,5.00,0.500,0.796716,78.1181
0.903010,5.00,0.500,0.796729,78.1295
0.919732,5.00,0.500,0.796742,78.1409
0.936455,5.00,0.500,0.796756,78.1523
0.953177,5.00,0.500,0.796769,78.1637
0.969900,5.00,0.500,0.796782,78.1751
0.986622,5.00,0.500,0.796796,78.1865
1.003344,5.00,0.500,0.796809,78.1979
1.020067,5.00,0.500,0.796822,78.2093
1.036789,5.00,0.500,0.796836,78.2207
1.053512,5.00,0.500,0.796849,78.2322
1.070234,5.00,0.500,0.796862,78.2436
1.086957,5.00,0.500,0.796876,78.2550
1.103679,5.00,0.500,0.796889,78.2665
1.120401,5.00,0.500,0.796902,78.2779
1.137124,5.00,0.500,0.796916,78.2893
1.153846,5.00,0.500,0.796929,78.3008
1.170569,5.00,0.500,0.796942,78.3122
1.187291,5.00,0.500,0.796956,78.3236
1.204013,5.00,0.500,0.796969,78.3351
1.220736,5.00,0.500,0.796982,78.3465
1.237458,5.00,0.500,0.796996,78.3580
1.254181,5.00,0.500,0.797009,78.3694
1.270903,5.00,0.500,0.797022,78.3809
1.287625,5.00,0.500,0.797036,78.3923
1.304348,5.00,0.500,0.797049,78.4038
1.321070,5.00,0.500,0.797062,78.4153
1.337793,5.00,0.500,0.797076,78.4267
1.354515,5.00,0.500,0.797089,78.4382
