d_um,d_over_lambda,Zin_re_MRayl,Zin_im_MRayl,Zin_mag_MRayl,T_power,T_power_dB
114.8000,0.056749,1.380342,-3.656707,3.908561,0.16339351,-7.8677
114.9000,0.056799,1.378295,-3.653906,3.905218,0.16317510,-7.8735
115.0000,0.056848,1.376253,-3.651107,3.901879,0.16295711,-7.8793
115.1000,0.056898,1.374215,-3.648312,3.898544,0.16273956,-7.8851
115.2000,0.056947,1.372182,-3.645520,3.895215,0.16252242,-7.8909
115.3000,0.056997,1.370153,-3.642730,3.891889,0.16230572,-7.8967
115.4000,0.057046,1.368129,-3.639944,3.888569,0.16208943,-7.9025
115.5000,0.057096,1.366109,-3.637160,3.885253,0.16187357,-7.9082
115.6000,0.057145,1.364094,-3.634380,3.881942,0.16165813,-7.9140
115.7000,0.057194,1.362083,-3.631603,3.878635,0.16144311,-7.9198
115.8000,0.057244,1.360077,-3.628828,3.875333,0.16122850,-7.9256
115.9000,0.057293,1.358076,-3.626057,3.872035,0.16101432,-7.9314
116.0000,0.057343,1.356078,-3.623288,3.868742,0.16080055,-7.9371
116.1000,0.057392,1.354086,-3.620523,3.865454,0.16058720,-7.9429
116.2000,0.057442,1.352098,-3.617760,3.862170,0.16037427,-7.9487
116.3000,0.057491,1.350114,-3.615001,3.858891,0.16016174,-7.9544
116.4000,0.057540,1.348134,-3.612244,3.855616,0.15994964,-7.9602
116.5000,0.057590,1.346159,-3.609490,3.852345,0.15973794,-7.9659
116.6000,0.057639,1.344189,-3.606740,3.849080,0.15952666,-7.9717
116.7000,0.057689,1.342222,-3.603992,3.845818,0.15931578,-7.9774
116.8000,0.057738,1.340261,-3.601247,3.842562,0.15910532,-7.9832
116.9000,0.057788,1.338303,-3.598505,3.839309,0.15889526,-7.9889
117.0000,0.057837,1.336350,-3.595766,3.836061,0.15868561,-7.9946
117.1000,0.057886,1.334401,-3.593030,3.832818,0.15847637,-8.0004
117.2000,0.057936,1.332457,-3.590297,3.829579,0.15826753,-8.0061
117.3000,0.057985,1.330517,-3.587567,3.826344,0.15805910,-8.0118
117.4000,0.058035,1.328581,-3.584840,3.823114,0.15785107,-8.0175
117.5000,0.058084,1.326649,-3.582116,3.819889,0.15764345,-8.0232
117.6000,0.058134,1.324722,-3.579394,3.816668,0.15743622,-8.0290
117.7000,0.058183,1.322799,-3.576676,3.813451,0.15722940,-8.0347
117.8000,0.058232,1.320880,-3.573960,3.810238,0.15702298,-8.0404
117.9000,0.058282,1.318965,-3.571248,3.807030,0.15681696,-8.0461
118.0000,0.058331,1.317055,-3.568538,3.803827,0.15661133,-8.0518
118.1000,0.058381,1.315149,-3.565831,3.800627,0.15640610,-8.0575
118.2000,0.058430,1.313247,-3.563127,3.797433,0.15620127,-8.0632
118.3000,0.058480,1.311349,-3.560426,3.794242,0.15599683,-8.0688
118.4000,0.058529,1.309456,-3.557728,3.791056,0.15579279,-8.0745
118.5000,0.058578,1.307566,-3.555033,3.787874,0.15558914,-8.0802
118.6000,0.058628,1.305681,-3.552341,3.784697,0.15538588,-8.0859
118.7000,0.058677,1.303800,-3.549651,3.781523,0.15518302,-8.0916
118.8000,0.058727,1.301923,-3.546965,3.778354,0.15498055,-8.0972
118.9000,0.058776,1.300050,-3.544281,3.775190,0.15477846,-8.1029
119.0000,0.058826,1.298181,-3.541600,3.772030,0.15457677,-8.1086
119.1000,0.058875,1.296317,-3.538922,3.768874,0.15437546,-8.1142
119.2000,0.058925,1.294456,-3.536247,3.765722,0.15417454,-8.1199
119.3000,0.058974,1.292600,-3.533575,3.762574,0.15397401,-8.1255
119.4000,0.059023,1.290747,-3.530906,3.759431,0.15377386,-8.1312
119.5000,0.059073,1.288899,-3.528239,3.756292,0.15357409,-8.1368
119.6000,0.059122,1.287054,-3.525575,3.753158,0.15337471,-8.1425
119.7000,0.059172,1.285214,-3.522915,3.750027,0.15317572,-8.1481
119.8000,0.059221,1.283378,-3.520257,3.746901,0.15297710,-8.1537
119.9000,0.059271,1.281546,-3.517602,3.743779,0.15277887,-8.1594
120.0000,0.059320,1.279717,-3.514949,3.740661,0.15258101,-8.1650
120.1000,0.059369,1.277893,-3.512300,3.737547,0.15238354,-8.1706
120.2000,0.059419,1.276073,-3.509653,3.734438,0.15218644,-8.1762
120.3000,0.059468,1.274256,-3.507009,3.731333,0.15198972,-8.1819
120.4000,0.059518,1.272444,-3.504368,3.728232,0.15179337,-8.1875
120.5000,0.059567,1.270635,-3.501730,3.725135,0.15159741,-8.1931
120.6000,0.059617,1.268831,-3.499095,3.722042,0.15140181,-8.1987
120.7000,0.059666,1.267030,-3.496462,3.718953,0.15120659,-8.2043
120.8000,0.059715,1.265233,-3.493833,3.715869,0.15101175,-8.2099
120.9000,0.059765,1.263441,-3.491206,3.712789,0.15081727,-8.2155
121.0000,0.059814,1.261652,-3.488582,3.709713,0.15062317,-8.2211
121.1000,0.059864,1.259867,-3.485960,3.706641,0.15042944,-8.2267
121.2000,0.059913,1.258085,-3.483342,3.703573,0.15023607,-8.2323
121.3000,0.059963,1.256308,-3.480726,3.700509,0.15004308,-8.2378
121.4000,0.060012,1.254535,-3.478113,3.697449,0.14985045,-8.2434
121.5000,0.060062,1.252765,-3.475503,3.694393,0.14965819,-8.2490
121.6000,0.060111,1.250999,-3.472896,3.691342,0.14946630,-8.2546
121.7000,0.060160,1.249237,-3.470291,3.688294,0.14927477,-8.2601
121.8000,0.060210,1.247479,-3.467689,3.685251,0.14908361,-8.2657
121.9000,0.060259,1.245724,-3.465090,3.682211,0.14889281,-8.2713
122.0000,0.060309,1.243974,-3.462494,3.679176,0.14870237,-8.2768
122.1000,0.060358,1.242227,-3.459901,3.676145,0.14851230,-8.2824
122.2000,0.060408,1.240483,-3.457310,3.673117,0.14832258,-8.2879
122.3000,0.060457,1.238744,-3.454722,3.670094,0.14813323,-8.2935
122.4000,0.060506,1.237008,-3.452137,3.667075,0.14794424,-8.2990
122.5000,0.060556,1.235276,-3.449554,3.664060,0.14775560,-8.3046
122.6000,0.060605,1.233548,-3.446974,3.661048,0.14756732,-8.3101
122.7000,0.060655,1.231824,-3.444397,3.658041,0.14737940,-8.3156
122.8000,0.060704,1.230103,-3.441823,3.655038,0.14719184,-8.3212
122.9000,0.060754,1.228386,-3.439252,3.652038,0.14700463,-8.3267
123.0000,0.060803,1.226672,-3.436683,3.649043,0.14681777,-8.3322
123.1000,0.060852,1.224963,-3.434117,3.646052,0.14663127,-8.3377
123.2000,0.060902,1.223256,-3.431554,3.643064,0.14644512,-8.3433
123.3000,0.060951,1.221554,-3.428993,3.640081,0.14625933,-8.3488
123.4000,0.061001,1.219855,-3.426435,3.637101,0.14607388,-8.3543
123.5000,0.061050,1.218160,-3.423880,3.634125,0.14588879,-8.3598
123.6000,0.061100,1.216468,-3.421328,3.631154,0.14570404,-8.3653
123.7000,0.061149,1.214780,-3.418778,3.628186,0.14551965,-8.3708
123.8000,0.061198,1.213096,-3.416231,3.625222,0.14533560,-8.3763
123.9000,0.061248,1.211415,-3.413686,3.622262,0.14515190,-8.3818
124.0000,0.061297,1.209738,-3.411145,3.619306,0.14496855,-8.3873
124.1000,0.061347,1.208064,-3.408606,3.616354,0.14478554,-8.3927
124.2000,0.061396,1.206394,-3.406070,3.613405,0.14460287,-8.3982
124.3000,0.061446,1.204728,-3.403536,3.610461,0.14442055,-8.4037
124.4000,0.061495,1.203065,-3.401005,3.607520,0.14423858,-8.4092
124.5000,0.061544,1.201405,-3.398477,3.604583,0.14405694,-8.4147
124.6000,0.061594,1.199749,-3.395952,3.601650,0.14387565,-8.4201
124.7000,0.061643,1.198097,-3.393429,3.598721,0.14369470,-8.4256
124.8000,0.061693,1.196448,-3.390909,3.595796,0.14351409,-8.4311
124.9000,0.061742,1.194802,-3.388391,3.592874,0.14333382,-8.4365
125.0000,0.061792,1.193160,-3.385876,3.589957,0.14315388,-8.4420
125.1000,0.061841,1.191522,-3.383364,3.587043,0.14297429,-8.4474
125.2000,0.061891,1.189887,-3.380855,3.584133,0.14279503,-8.4529
125.3000,0.061940,1.188255,-3.378348,3.581226,0.14261611,-8.4583
125.4000,0.061989,1.186627,-3.375843,3.578324,0.14243752,-8.4638
125.5000,0.062039,1.185002,-3.373342,3.575425,0.14225927,-8.4692
125.6000,0.062088,1.183381,-3.370843,3.572530,0.14208135,-8.4746
125.7000,0.062138,1.181763,-3.368347,3.569639,0.14190377,-8.4801
125.8000,0.062187,1.180149,-3.365853,3.566752,0.14172652,-8.4855
125.9000,0.062237,1.178538,-3.363362,3.563868,0.14154960,-8.4909
126.0000,0.062286,1.176930,-3.360874,3.560988,0.14137301,-8.4963
126.1000,0.062335,1.175326,-3.358388,3.558112,0.14119675,-8.5018
126.2000,0.062385,1.173725,-3.355905,3.555239,0.14102082,-8.5072
126.3000,0.062434,1.172127,-3.353424,3.552371,0.14084521,-8.5126
126.4000,0.062484,1.170533,-3.350946,3.549505,0.14066994,-8.5180
126.5000,0.062533,1.168942,-3.348471,3.546644,0.14049499,-8.5234
126.6000,0.062583,1.167354,-3.345998,3.543786,0.14032037,-8.5288
126.7000,0.062632,1.165770,-3.343528,3.540932,0.14014608,-8.5342
126.8000,0.062681,1.164189,-3.341061,3.538082,0.13997211,-8.5396
126.9000,0.062731,1.162612,-3.338596,3.535235,0.13979846,-8.5450
127.0000,0.062780,1.161038,-3.336134,3.532392,0.13962514,-8.5504
127.1000,0.062830,1.159467,-3.333674,3.529553,0.13945214,-8.5557
127.2000,0.062879,1.157899,-3.331217,3.526717,0.13927947,-8.5611
127.3000,0.062929,1.156334,-3.328762,3.523885,0.13910711,-8.5665
127.4000,0.062978,1.154773,-3.326311,3.521057,0.13893507,-8.5719
127.5000,0.063028,1.153215,-3.323861,3.518232,0.13876336,-8.5773
127.6000,0.063077,1.151661,-3.321414,3.515411,0.13859196,-8.5826
127.7000,0.063126,1.150109,-3.318970,3.512594,0.13842088,-8.5880
127.8000,0.063176,1.148561,-3.316529,3.509780,0.13825012,-8.5933
127.9000,0.063225,1.147016,-3.314090,3.506970,0.13807968,-8.5987
128.0000,0.063275,1.145474,-3.311653,3.504163,0.13790955,-8.6041
128.1000,0.063324,1.143936,-3.309219,3.501360,0.13773974,-8.6094
128.2000,0.063374,1.142400,-3.306788,3.498560,0.13757024,-8.6148
128.3000,0.063423,1.140868,-3.304359,3.495764,0.13740106,-8.6201
128.4000,0.063472,1.139339,-3.301933,3.492972,0.13723219,-8.6254
128.5000,0.063522,1.137813,-3.299509,3.490183,0.13706363,-8.6308
128.6000,0.063571,1.136291,-3.297088,3.487398,0.13689538,-8.6361
128.7000,0.063621,1.134771,-3.294669,3.484616,0.13672745,-8.6414
128.8000,0.063670,1.133255,-3.292253,3.481838,0.13655982,-8.6468
128.9000,0.063720,1.131741,-3.289839,3.479063,0.13639251,-8.6521
129.0000,0.063769,1.130231,-3.287428,3.476292,0.13622550,-8.6574
129.1000,0.063818,1.128724,-3.285020,3.473524,0.13605880,-8.6627
129.2000,0.063868,1.127220,-3.282614,3.470760,0.13589241,-8.6680
129.3000,0.063917,1.125720,-3.280210,3.468000,0.13572633,-8.6734
129.4000,0.063967,1.124222,-3.277809,3.465243,0.13556055,-8.6787
129.5000,0.064016,1.122727,-3.275411,3.462489,0.13539508,-8.6840
129.6000,0.064066,1.121236,-3.273015,3.459739,0.13522992,-8.6893
129.7000,0.064115,1.119747,-3.270621,3.456992,0.13506506,-8.6946
129.8000,0.064164,1.118262,-3.268230,3.454249,0.13490050,-8.6999
129.9000,0.064214,1.116780,-3.265842,3.451510,0.13473624,-8.7052
130.0000,0.064263,1.115300,-3.263456,3.448773,0.13457229,-8.7104
130.1000,0.064313,1.113824,-3.261072,3.446041,0.13440863,-8.7157
130.2000,0.064362,1.112351,-3.258691,3.443311,0.13424528,-8.7210
130.3000,0.064412,1.110881,-3.256313,3.440585,0.13408223,-8.7263
130.4000,0.064461,1.109413,-3.253937,3.437863,0.13391948,-8.7316
130.5000,0.064510,1.107949,-3.251563,3.435144,0.13375703,-8.7368
130.6000,0.064560,1.106488,-3.249192,3.432428,0.13359487,-8.7421
130.7000,0.064609,1.105030,-3.246823,3.429716,0.13343301,-8.7474
130.8000,0.064659,1.103575,-3.244457,3.427007,0.13327145,-8.7526
130.9000,0.064708,1.102122,-3.242093,3.424302,0.13311019,-8.7579
131.0000,0.064758,1.100673,-3.239732,3.421600,0.13294922,-8.7631
131.1000,0.064807,1.099227,-3.237373,3.418901,0.13278854,-8.7684
131.2000,0.064857,1.097783,-3.235017,3.416206,0.13262816,-8.7736
131.3000,0.064906,1.096343,-3.232663,3.413514,0.13246807,-8.7789
131.4000,0.064955,1.094906,-3.230312,3.410826,0.13230828,-8.7841
131.5000,0.065005,1.093471,-3.227963,3.408141,0.13214877,-8.7894
131.6000,0.065054,1.092039,-3.225616,3.405459,0.13198956,-8.7946
131.7000,0.065104,1.090611,-3.223272,3.402781,0.13183064,-8.7998
131.8000,0.065153,1.089185,-3.220931,3.400106,0.13167201,-8.8051
131.9000,0.065203,1.087762,-3.218591,3.397434,0.13151367,-8.8103
132.0000,0.065252,1.086342,-3.216255,3.394765,0.13135562,-8.8155
132.1000,0.065301,1.084925,-3.213920,3.392100,0.13119785,-8.8207
132.2000,0.065351,1.083511,-3.211588,3.389439,0.13104038,-8.8259
132.3000,0.065400,1.082099,-3.209259,3.386780,0.13088318,-8.8312
132.4000,0.065450,1.080691,-3.206932,3.384125,0.13072628,-8.8364
132.5000,0.065499,1.079285,-3.204607,3.381473,0.13056966,-8.8416
132.6000,0.065549,1.077882,-3.202285,3.378825,0.13041333,-8.8468
132.7000,0.065598,1.076482,-3.199965,3.376179,0.13025728,-8.8520
132.8000,0.065647,1.075085,-3.197647,3.373537,0.13010151,-8.8572
132.9000,0.065697,1.073690,-3.195332,3.370899,0.12994603,-8.8624
133.0000,0.065746,1.072299,-3.193019,3.368263,0.12979083,-8.8676
133.1000,0.065796,1.070910,-3.190709,3.365631,0.12963591,-8.8727
133.2000,0.065845,1.069524,-3.188401,3.363002,0.12948127,-8.8779
133.3000,0.065895,1.068141,-3.186096,3.360376,0.12932692,-8.8831
133.4000,0.065944,1.066761,-3.183792,3.357754,0.12917284,-8.8883
133.5000,0.065994,1.065383,-3.181492,3.355135,0.12901904,-8.8935
133.6000,0.066043,1.064008,-3.179193,3.352519,0.12886552,-8.8986
133.7000,0.066092,1.062636,-3.176897,3.349906,0.12871228,-8.9038
133.8000,0.066142,1.061267,-3.174603,3.347297,0.12855932,-8.9090
133.9000,0.066191,1.059901,-3.172312,3.344690,0.12840663,-8.9141
134.0000,0.066241,1.058537,-3.170023,3.342087,0.12825422,-8.9193
134.1000,0.066290,1.057176,-3.167737,3.339487,0.12810208,-8.9244
134.2000,0.066340,1.055818,-3.165452,3.336891,0.12795022,-8.9296
134.3000,0.066389,1.054462,-3.163171,3.334297,0.12779864,-8.9347
134.4000,0.066438,1.053109,-3.160891,3.331707,0.12764732,-8.9399
134.5000,0.066488,1.051759,-3.158614,3.329120,0.12749628,-8.9450
134.6000,0.066537,1.050411,-3.156339,3.326536,0.12734551,-8.9502
134.7000,0.066587,1.049067,-3.154066,3.323955,0.12719502,-8.9553
134.8000,0.066636,1.047725,-3.151796,3.321377,0.12704479,-8.9604
134.9000,0.066686,1.046385,-3.149528,3.318803,0.12689484,-8.9656
135.0000,0.066735,1.045048,-3.147263,3.316231,0.12674516,-8.9707
135.1000,0.066784,1.043714,-3.145000,3.313663,0.12659574,-8.9758
135.2000,0.066834,1.042383,-3.142739,3.311098,0.12644660,-8.9809
135.3000,0.066883,1.041054,-3.140480,3.308536,0.12629772,-8.9860
135.4000,0.066933,1.039728,-3.138224,3.305977,0.12614911,-8.9912
135.5000,0.066982,1.038405,-3.135970,3.303422,0.12600077,-8.9963
135.6000,0.067032,1.037084,-3.133719,3.300869,0.12585269,-9.0014
135.7000,0.067081,1.035766,-3.131469,3.298320,0.12570488,-9.0065
135.8000,0.067130,1.034450,-3.129223,3.295773,0.12555733,-9.0116
135.9000,0.067180,1.033137,-3.126978,3.293230,0.12541005,-9.0167
136.0000,0.067229,1.031827,-3.124735,3.290690,0.12526304,-9.0218
136.1000,0.067279,1.030519,-3.122495,3.288153,0.12511628,-9.0269
136.2000,0.067328,1.029214,-3.120258,3.285618,0.12496979,-9.0319
136.3000,0.067378,1.027911,-3.118022,3.283087,0.12482357,-9.0370
136.4000,0.067427,1.026611,-3.115789,3.280560,0.12467760,-9.0421
136.5000,0.067477,1.025314,-3.113558,3.278035,0.12453189,-9.0472
136.6000,0.067526,1.024019,-3.111329,3.275513,0.12438645,-9.0523
136.7000,0.067575,1.022727,-3.109103,3.272994,0.12424127,-9.0573
136.8000,0.067625,1.021437,-3.106879,3.270478,0.12409634,-9.0624
136.9000,0.067674,1.020150,-3.104657,3.267966,0.12395167,-9.0675
137.0000,0.067724,1.018865,-3.102437,3.265456,0.12380727,-9.0725
137.1000,0.067773,1.017583,-3.100220,3.262950,0.12366312,-9.0776
137.2000,0.067823,1.016303,-3.098005,3.260446,0.12351922,-9.0827
137.3000,0.067872,1.015026,-3.095792,3.257945,0.12337559,-9.0877
137.4000,0.067921,1.013752,-3.093582,3.255448,0.12323221,-9.0928
137.5000,0.067971,1.012480,-3.091373,3.252953,0.12308908,-9.0978
137.6000,0.068020,1.011210,-3.089167,3.250462,0.12294621,-9.1028
137.7000,0.068070,1.009943,-3.086964,3.247973,0.12280360,-9.1079
137.8000,0.068119,1.008679,-3.084762,3.245488,0.12266123,-9.1129
137.9000,0.068169,1.007416,-3.082563,3.243005,0.12251912,-9.1180
138.0000,0.068218,1.006157,-3.080366,3.240525,0.12237727,-9.1230
138.1000,0.068267,1.004900,-3.078171,3.238049,0.12223566,-9.1280
138.2000,0.068317,1.003645,-3.075978,3.235575,0.12209431,-9.1330
138.3000,0.068366,1.002393,-3.073788,3.233104,0.12195321,-9.1381
138.4000,0.068416,1.001143,-3.071600,3.230637,0.12181236,-9.1431
138.5000,0.068465,0.999896,-3.069414,3.228172,0.12167176,-9.1481
138.6000,0.068515,0.998651,-3.067230,3.225710,0.12153140,-9.1531
138.7000,0.068564,0.997409,-3.065049,3.223251,0.12139130,-9.1581
138.8000,0.068613,0.996169,-3.062869,3.220795,0.12125145,-9.1631
138.9000,0.068663,0.994931,-3.060692,3.218342,0.12111184,-9.1681
139.0000,0.068712,0.993696,-3.058517,3.215892,0.12097248,-9.1731
139.1000,0.068762,0.992463,-3.056345,3.213444,0.12083336,-9.1781
139.2000,0.068811,0.991233,-3.054174,3.211000,0.12069450,-9.1831
139.3000,0.068861,0.990005,-3.052006,3.208559,0.12055587,-9.1881
139.4000,0.068910,0.988779,-3.049840,3.206120,0.12041750,-9.1931
139.5000,0.068960,0.987556,-3.047676,3.203685,0.12027936,-9.1981
139.6000,0.069009,0.986335,-3.045514,3.201252,0.12014147,-9.2031
139.7000,0.069058,0.985117,-3.043355,3.198822,0.12000383,-9.2080
139.8000,0.069108,0.983901,-3.041197,3.196395,0.11986642,-9.2130
139.9000,0.069157,0.982687,-3.039042,3.193971,0.11972926,-9.2180
140.0000,0.069207,0.981476,-3.036889,3.191550,0.11959235,-9.2230
140.1000,0.069256,0.980267,-3.034738,3.189131,0.11945567,-9.2279
140.2000,0.069306,0.979060,-3.032590,3.186716,0.11931923,-9.2329
140.3000,0.069355,0.977856,-3.030443,3.184303,0.11918303,-9.2379
140.4000,0.069404,0.976654,-3.028299,3.181893,0.11904708,-9.2428
140.5000,0.069454,0.975454,-3.026157,3.179486,0.11891136,-9.2478
140.6000,0.069503,0.974257,-3.024016,3.177082,0.11877588,-9.2527
140.7000,0.069553,0.973062,-3.021879,3.174681,0.11864064,-9.2577
140.8000,0.069602,0.971869,-3.019743,3.172282,0.11850563,-9.2626
140.9000,0.069652,0.970678,-3.017609,3.169887,0.11837087,-9.2676
141.0000,0.069701,0.969490,-3.015478,3.167494,0.11823634,-9.2725
141.1000,0.069750,0.968305,-3.013349,3.165104,0.11810204,-9.2774
141.2000,0.069800,0.967121,-3.011221,3.162717,0.11796798,-9.2824
141.3000,0.069849,0.965940,-3.009096,3.160332,0.11783416,-9.2873
141.4000,0.069899,0.964761,-3.006974,3.157951,0.11770057,-9.2922
141.5000,0.069948,0.963584,-3.004853,3.155572,0.11756721,-9.2971
141.6000,0.069998,0.962410,-3.002734,3.153196,0.11743409,-9.3021
141.7000,0.070047,0.961237,-3.000618,3.150823,0.11730120,-9.3070
141.8000,0.070096,0.960068,-2.998503,3.148452,0.11716855,-9.3119
141.9000,0.070146,0.958900,-2.996391,3.146084,0.11703612,-9.3168
142.0000,0.070195,0.957734,-2.994281,3.143720,0.11690393,-9.3217
142.1000,0.070245,0.956571,-2.992173,3.141357,0.11677197,-9.3266
142.2000,0.070294,0.955410,-2.990067,3.138998,0.11664023,-9.3315
142.3000,0.070344,0.954251,-2.987963,3.136641,0.11650873,-9.3364
142.4000,0.070393,0.953095,-2.985861,3.134287,0.11637746,-9.3413
142.5000,0.070442,0.951941,-2.983762,3.131936,0.11624641,-9.3462
142.6000,0.070492,0.950788,-2.981664,3.129588,0.11611560,-9.3511
142.7000,0.070541,0.949639,-2.979569,3.127242,0.11598501,-9.3560
142.8000,0.070591,0.948491,-2.977475,3.124899,0.11585465,-9.3609
142.9000,0.070640,0.947345,-2.975384,3.122559,0.11572452,-9.3657
143.0000,0.070690,0.946202,-2.973295,3.120221,0.11559461,-9.3706
143.1000,0.070739,0.945061,-2.971208,3.117886,0.11546493,-9.3755
143.2000,0.070789,0.943922,-2.969123,3.115554,0.11533548,-9.3804
143.3000,0.070838,0.942785,-2.967040,3.113225,0.11520624,-9.3852
143.4000,0.070887,0.941650,-2.964959,3.110898,0.11507724,-9.3901
143.5000,0.070937,0.940518,-2.962880,3.108574,0.11494846,-9.3950
143.6000,0.070986,0.939388,-2.960803,3.106253,0.11481990,-9.3998
143.7000,0.071036,0.938259,-2.958729,3.103934,0.11469156,-9.4047
143.8000,0.071085,0.937133,-2.956656,3.101618,0.11456345,-9.4095
143.9000,0.071135,0.936009,-2.954586,3.099305,0.11443556,-9.4144
144.0000,0.071184,0.934888,-2.952517,3.096994,0.11430789,-9.4192
144.1000,0.071233,0.933768,-2.950451,3.094686,0.11418044,-9.4241
144.2000,0.071283,0.932650,-2.948386,3.092381,0.11405321,-9.4289
144.3000,0.071332,0.931535,-2.946324,3.090078,0.11392621,-9.4338
144.4000,0.071382,0.930422,-2.944264,3.087778,0.11379942,-9.4386
144.5000,0.071431,0.929311,-2.942205,3.085481,0.11367285,-9.4434
144.6000,0.071481,0.928202,-2.940149,3.083186,0.11354650,-9.4483
144.7000,0.071530,0.927095,-2.938095,3.080894,0.11342037,-9.4531
144.8000,0.071579,0.925990,-2.936043,3.078604,0.11329446,-9.4579
144.9000,0.071629,0.924887,-2.933993,3.076318,0.11316876,-9.4627
145.0000,0.071678,0.923786,-2.931945,3.074033,0.11304328,-9.4676
145.1000,0.071728,0.922688,-2.929899,3.071752,0.11291802,-9.4724
145.2000,0.071777,0.921591,-2.927855,3.069473,0.11279297,-9.4772
145.3000,0.071827,0.920496,-2.925813,3.067196,0.11266814,-9.4820
145.4000,0.071876,0.919404,-2.923773,3.064922,0.11254352,-9.4868
145.5000,0.071925,0.918314,-2.921735,3.062651,0.11241912,-9.4916
145.6000,0.071975,0.917225,-2.919699,3.060383,0.11229493,-9.4964
145.7000,0.072024,0.916139,-2.917665,3.058117,0.11217096,-9.5012
145.8000,0.072074,0.915055,-2.915633,3.055853,0.11204719,-9.5060
145.9000,0.072123,0.913973,-2.913603,3.053592,0.11192365,-9.5108
146.0000,0.072173,0.912892,-2.911575,3.051334,0.11180031,-9.5156
146.1000,0.072222,0.911814,-2.909549,3.049078,0.11167718,-9.5204
146.2000,0.072272,0.910738,-2.907525,3.046825,0.11155427,-9.5251
146.3000,0.072321,0.909664,-2.905503,3.044575,0.11143157,-9.5299
146.4000,0.072370,0.908592,-2.903483,3.042327,0.11130908,-9.5347
146.5000,0.072420,0.907522,-2.901465,3.040081,0.11118679,-9.5395
146.6000,0.072469,0.906454,-2.899449,3.037838,0.11106472,-9.5442
146.7000,0.072519,0.905388,-2.897435,3.035598,0.11094286,-9.5490
146.8000,0.072568,0.904324,-2.895423,3.033360,0.11082120,-9.5538
146.9000,0.072618,0.903261,-2.893413,3.031125,0.11069975,-9.5585
147.0000,0.072667,0.902201,-2.891404,3.028892,0.11057852,-9.5633
147.1000,0.072716,0.901143,-2.889398,3.026662,0.11045748,-9.5680
147.2000,0.072766,0.900087,-2.887394,3.024434,0.11033666,-9.5728
147.3000,0.072815,0.899033,-2.885392,3.022209,0.11021604,-9.5776
147.4000,0.072865,0.897981,-2.883391,3.019986,0.11009563,-9.5823
147.5000,0.072914,0.896930,-2.881393,3.017766,0.10997542,-9.5870
147.6000,0.072964,0.895882,-2.879397,3.015548,0.10985542,-9.5918
147.7000,0.073013,0.894836,-2.877402,3.013333,0.10973562,-9.5965
147.8000,0.073062,0.893791,-2.875410,3.011120,0.10961603,-9.6013
147.9000,0.073112,0.892749,-2.873419,3.008910,0.10949664,-9.6060
148.0000,0.073161,0.891708,-2.871431,3.006702,0.10937745,-9.6107
148.1000,0.073211,0.890670,-2.869444,3.004497,0.10925847,-9.6154
148.2000,0.073260,0.889633,-2.867460,3.002294,0.10913969,-9.6202
148.3000,0.073310,0.888598,-2.865477,3.000094,0.10902111,-9.6249
148.4000,0.073359,0.887565,-2.863496,2.997896,0.10890273,-9.6296
148.5000,0.073409,0.886534,-2.861517,2.995701,0.10878456,-9.6343
148.6000,0.073458,0.885505,-2.859540,2.993508,0.10866658,-9.6390
148.7000,0.073507,0.884478,-2.857565,2.991317,0.10854881,-9.6437
148.8000,0.073557,0.883453,-2.855592,2.989129,0.10843123,-9.6485
148.9000,0.073606,0.882430,-2.853621,2.986944,0.10831386,-9.6532
149.0000,0.073656,0.881408,-2.851651,2.984761,0.10819668,-9.6579
149.1000,0.073705,0.880389,-2.849684,2.982580,0.10807970,-9.6626
149.2000,0.073755,0.879371,-2.847719,2.980402,0.10796292,-9.6673
149.3000,0.073804,0.878355,-2.845755,2.978226,0.10784634,-9.6719
149.4000,0.073853,0.877341,-2.843793,2.976052,0.10772996,-9.6766
149.5000,0.073903,0.876329,-2.841834,2.973881,0.10761377,-9.6813
149.6000,0.073952,0.875319,-2.839876,2.971713,0.10749778,-9.6860
149.7000,0.074002,0.874311,-2.837920,2.969547,0.10738198,-9.6907
149.8000,0.074051,0.873304,-2.835966,2.967383,0.10726638,-9.6954
149.9000,0.074101,0.872299,-2.834014,2.965222,0.10715098,-9.7000
150.0000,0.074150,0.871297,-2.832063,2.963063,0.10703577,-9.7047
150.1000,0.074199,0.870296,-2.830115,2.960906,0.10692076,-9.7094
150.2000,0.074249,0.869297,-2.828168,2.958752,0.10680594,-9.7140
150.3000,0.074298,0.868299,-2.826224,2.956600,0.10669131,-9.7187
150.4000,0.074348,0.867304,-2.824281,2.954451,0.10657688,-9.7234
150.5000,0.074397,0.866310,-2.822340,2.952304,0.10646264,-9.7280
150.6000,0.074447,0.865319,-2.820401,2.950159,0.10634859,-9.7327
150.7000,0.074496,0.864329,-2.818464,2.948017,0.10623473,-9.7373
150.8000,0.074545,0.863340,-2.816529,2.945877,0.10612107,-9.7420
150.9000,0.074595,0.862354,-2.814595,2.943739,0.10600759,-9.7466
151.0000,0.074644,0.861369,-2.812664,2.941604,0.10589431,-9.7513
151.1000,0.074694,0.860387,-2.810734,2.939471,0.10578122,-9.7559
151.2000,0.074743,0.859406,-2.808807,2.937341,0.10566832,-9.7606
151.3000,0.074793,0.858427,-2.806881,2.935213,0.10555560,-9.7652
