freq_kHz,freq_MHz,T_10mm,T_10mm_dB,force_norm_10mm,T_5mm,T_5mm_dB,force_norm_5mm,T_3mm,T_3mm_dB,force_norm_3mm,T_1mm,T_1mm_dB,force_norm_1mm
4518.8377,4.518838,0.00550313,-22.5939,0.005503,0.07418309,-11.2970,0.074183,0.20998243,-6.7782,0.209982,0.59437562,-2.2594,0.594376
4528.6573,4.528657,0.00544127,-22.6430,0.005441,0.07376495,-11.3215,0.073765,0.20927147,-6.7929,0.209271,0.59370405,-2.2643,0.593704
4538.4770,4.538477,0.00538010,-22.6921,0.005380,0.07334917,-11.3460,0.073349,0.20856292,-6.8076,0.208563,0.59303324,-2.2692,0.593033
4548.2966,4.548297,0.00531962,-22.7412,0.005320,0.07293572,-11.3706,0.072936,0.20785677,-6.8224,0.207857,0.59236319,-2.2741,0.592363
4558.1162,4.558116,0.00525982,-22.7903,0.005260,0.07252461,-11.3951,0.072525,0.20715301,-6.8371,0.207153,0.59169389,-2.2790,0.591694
4567.9359,4.567936,0.00520069,-22.8394,0.005201,0.07211582,-11.4197,0.072116,0.20645163,-6.8518,0.206452,0.59102535,-2.2839,0.591025
4577.7555,4.577756,0.00514223,-22.8885,0.005142,0.07170933,-11.4442,0.071709,0.20575263,-6.8665,0.205753,0.59035756,-2.2888,0.590358
4587.5752,4.587575,0.00508442,-22.9376,0.005084,0.07130513,-11.4688,0.071305,0.20505599,-6.8813,0.205056,0.58969053,-2.2938,0.589691
4597.3948,4.597395,0.00502727,-22.9867,0.005027,0.07090321,-11.4933,0.070903,0.20436172,-6.8960,0.204362,0.58902426,-2.2987,0.589024
4607.2144,4.607214,0.00497075,-23.0358,0.004971,0.07050356,-11.5179,0.070504,0.20366979,-6.9107,0.203670,0.58835873,-2.3036,0.588359
4617.0341,4.617034,0.00491487,-23.0849,0.004915,0.07010615,-11.5424,0.070106,0.20298021,-6.9255,0.202980,0.58769396,-2.3085,0.587694
4626.8537,4.626854,0.00485962,-23.1340,0.004860,0.06971099,-11.5670,0.069711,0.20229296,-6.9402,0.202293,0.58702994,-2.3134,0.587030
4636.6733,4.636673,0.00480499,-23.1831,0.004805,0.06931806,-11.5915,0.069318,0.20160803,-6.9549,0.201608,0.58636667,-2.3183,0.586367
4646.4930,4.646493,0.00475098,-23.2322,0.004751,0.06892734,-11.6161,0.068927,0.20092543,-6.9697,0.200925,0.58570415,-2.3232,0.585704
4656.3126,4.656313,0.00469757,-23.2813,0.004698,0.06853882,-11.6406,0.068539,0.20024514,-6.9844,0.200245,0.58504238,-2.3281,0.585042
4666.1323,4.666132,0.00464476,-23.3304,0.004645,0.06815249,-11.6652,0.068152,0.19956715,-6.9991,0.199567,0.58438136,-2.3330,0.584381
4675.9519,4.675952,0.00459255,-23.3795,0.004593,0.06776834,-11.6897,0.067768,0.19889146,-7.0138,0.198891,0.58372108,-2.3379,0.583721
4685.7715,4.685772,0.00454092,-23.4286,0.004541,0.06738636,-11.7143,0.067386,0.19821805,-7.0286,0.198218,0.58306155,-2.3429,0.583062
4695.5912,4.695591,0.00448987,-23.4777,0.004490,0.06700653,-11.7388,0.067007,0.19754692,-7.0433,0.197547,0.58240276,-2.3478,0.582403
4705.4108,4.705411,0.00443940,-23.5268,0.004439,0.06662884,-11.7634,0.066629,0.19687807,-7.0580,0.196878,0.58174472,-2.3527,0.581745
4715.2305,4.715230,0.00438950,-23.5759,0.004389,0.06625328,-11.7879,0.066253,0.19621148,-7.0728,0.196211,0.58108742,-2.3576,0.581087
4725.0501,4.725050,0.00434015,-23.6250,0.004340,0.06587983,-11.8125,0.065880,0.19554715,-7.0875,0.195547,0.58043086,-2.3625,0.580431
4734.8697,4.734870,0.00429136,-23.6740,0.004291,0.06550849,-11.8370,0.065508,0.19488507,-7.1022,0.194885,0.57977505,-2.3674,0.579775
4744.6894,4.744689,0.00424312,-23.7231,0.004243,0.06513925,-11.8616,0.065139,0.19422523,-7.1169,0.194225,0.57911998,-2.3723,0.579120
4754.5090,4.754509,0.00419542,-23.7722,0.004195,0.06477208,-11.8861,0.064772,0.19356762,-7.1317,0.193568,0.57846564,-2.3772,0.578466
4764.3287,4.764329,0.00414826,-23.8213,0.004148,0.06440698,-11.9107,0.064407,0.19291224,-7.1464,0.192912,0.57781205,-2.3821,0.577812
4774.1483,4.774148,0.00410163,-23.8704,0.004102,0.06404395,-11.9352,0.064044,0.19225908,-7.1611,0.192259,0.57715919,-2.3870,0.577159
4783.9679,4.783968,0.00405552,-23.9195,0.004056,0.06368296,-11.9598,0.063683,0.19160813,-7.1759,0.191608,0.57650708,-2.3920,0.576507
4793.7876,4.793788,0.00400993,-23.9686,0.004010,0.06332400,-11.9843,0.063324,0.19095938,-7.1906,0.190959,0.57585570,-2.3969,0.575856
4803.6072,4.803607,0.00396485,-24.0177,0.003965,0.06296707,-12.0089,0.062967,0.19031283,-7.2053,0.190313,0.57520505,-2.4018,0.575205
4813.4269,4.813427,0.00392028,-24.0668,0.003920,0.06261214,-12.0334,0.062612,0.18966847,-7.2200,0.189668,0.57455514,-2.4067,0.574555
4823.2465,4.823246,0.00387621,-24.1159,0.003876,0.06225922,-12.0580,0.062259,0.18902629,-7.2348,0.189026,0.57390597,-2.4116,0.573906
4833.0661,4.833066,0.00383264,-24.1650,0.003833,0.06190829,-12.0825,0.061908,0.18838629,-7.2495,0.188386,0.57325752,-2.4165,0.573258
4842.8858,4.842886,0.00378955,-24.2141,0.003790,0.06155934,-12.1071,0.061559,0.18774845,-7.2642,0.187748,0.57260982,-2.4214,0.572610
4852.7054,4.852705,0.00374695,-24.2632,0.003747,0.06121235,-12.1316,0.061212,0.18711277,-7.2790,0.187113,0.57196284,-2.4263,0.571963
4862.5251,4.862525,0.00370483,-24.3123,0.003705,0.06086732,-12.1562,0.060867,0.18647925,-7.2937,0.186479,0.57131659,-2.4312,0.571317
4872.3447,4.872345,0.00366318,-24.3614,0.003663,0.06052423,-12.1807,0.060524,0.18584787,-7.3084,0.185848,0.57067108,-2.4361,0.570671
4882.1643,4.882164,0.00362200,-24.4105,0.003622,0.06018308,-12.2053,0.060183,0.18521862,-7.3232,0.185219,0.57002629,-2.4411,0.570026
4891.9840,4.891984,0.00358129,-24.4596,0.003581,0.05984385,-12.2298,0.059844,0.18459151,-7.3379,0.184592,0.56938223,-2.4460,0.569382
4901.8036,4.901804,0.00354103,-24.5087,0.003541,0.05950654,-12.2544,0.059507,0.18396652,-7.3526,0.183967,0.56873890,-2.4509,0.568739
4911.6232,4.911623,0.00350122,-24.5578,0.003501,0.05917112,-12.2789,0.059171,0.18334365,-7.3673,0.183344,0.56809630,-2.4558,0.568096
4921.4429,4.921443,0.00346186,-24.6069,0.003462,0.05883759,-12.3035,0.058838,0.18272289,-7.3821,0.182723,0.56745442,-2.4607,0.567454
4931.2625,4.931263,0.00342295,-24.6560,0.003423,0.05850595,-12.3280,0.058506,0.18210422,-7.3968,0.182104,0.56681327,-2.4656,0.566813
4941.0822,4.941082,0.00338447,-24.7051,0.003384,0.05817617,-12.3525,0.058176,0.18148766,-7.4115,0.181488,0.56617284,-2.4705,0.566173
4950.9018,4.950902,0.00334642,-24.7542,0.003346,0.05784826,-12.3771,0.057848,0.18087318,-7.4263,0.180873,0.56553313,-2.4754,0.565533
4960.7214,4.960721,0.00330880,-24.8033,0.003309,0.05752219,-12.4016,0.057522,0.18026078,-7.4410,0.180261,0.56489415,-2.4803,0.564894
4970.5411,4.970541,0.00327161,-24.8524,0.003272,0.05719796,-12.4262,0.057198,0.17965045,-7.4557,0.179650,0.56425589,-2.4852,0.564256
4980.3607,4.980361,0.00323483,-24.9015,0.003235,0.05687555,-12.4507,0.056876,0.17904219,-7.4704,0.179042,0.56361835,-2.4901,0.563618
4990.1804,4.990180,0.00319846,-24.9506,0.003198,0.05655497,-12.4753,0.056555,0.17843599,-7.4852,0.178436,0.56298154,-2.4951,0.562982
5000.0000,5.000000,0.00316251,-24.9997,0.003163,0.05623619,-12.4998,0.056236,0.17783184,-7.4999,0.177832,0.56234544,-2.5000,0.562345
