theta_deg,R_glass,R_glass_dB,T_glass,R_pdms,R_pdms_dB,T_pdms,R_acrylic,R_acrylic_dB,T_acrylic,R_open,R_open_dB,T_open
71.60,1.00000000,0.0000,0.00000000,0.29359457,-5.3225,0.70640543,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.70,1.00000000,0.0000,0.00000000,0.29544551,-5.2952,0.70455449,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.80,1.00000000,0.0000,0.00000000,0.29730985,-5.2679,0.70269015,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.90,1.00000000,0.0000,0.00000000,0.29918770,-5.2406,0.70081230,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.00,1.00000000,0.0000,0.00000000,0.30107915,-5.2132,0.69892085,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.10,1.00000000,0.0000,0.00000000,0.30298431,-5.1858,0.69701569,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.20,1.00000000,0.0000,0.00000000,0.30490326,-5.1584,0.69509674,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.30,1.00000000,0.0000,0.00000000,0.30683613,-5.1309,0.69316387,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.40,1.00000000,0.0000,0.00000000,0.30878300,-5.1035,0.69121700,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.50,1.00000000,0.0000,0.00000000,0.31074398,-5.0760,0.68925602,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.60,1.00000000,0.0000,0.00000000,0.31271919,-5.0485,0.68728081,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.70,1.00000000,0.0000,0.00000000,0.31470871,-5.0209,0.68529129,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.80,1.00000000,0.0000,0.00000000,0.31671266,-4.9933,0.68328734,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
72.90,1.00000000,0.0000,0.00000000,0.31873114,-4.9658,0.68126886,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.00,1.00000000,0.0000,0.00000000,0.32076427,-4.9381,0.67923573,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.10,1.00000000,0.0000,0.00000000,0.32281214,-4.9105,0.67718786,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.20,1.00000000,0.0000,0.00000000,0.32487487,-4.8828,0.67512513,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.30,1.00000000,0.0000,0.00000000,0.32695257,-4.8552,0.67304743,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.40,1.00000000,0.0000,0.00000000,0.32904534,-4.8274,0.67095466,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.50,1.00000000,0.0000,0.00000000,0.33115330,-4.7997,0.66884670,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.60,1.00000000,0.0000,0.00000000,0.33327656,-4.7720,0.66672344,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.70,1.00000000,0.0000,0.00000000,0.33541523,-4.7442,0.66458477,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.80,1.00000000,0.0000,0.00000000,0.33756943,-4.7164,0.66243057,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
73.90,1.00000000,0.0000,0.00000000,0.33973926,-4.6885,0.66026074,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.00,1.00000000,0.0000,0.00000000,0.34192485,-4.6607,0.65807515,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.10,1.00000000,0.0000,0.00000000,0.34412631,-4.6328,0.65587369,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.20,1.00000000,0.0000,0.00000000,0.34634375,-4.6049,0.65365625,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.30,1.00000000,0.0000,0.00000000,0.34857729,-4.5770,0.65142271,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.40,1.00000000,0.0000,0.00000000,0.35082705,-4.5491,0.64917295,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.50,1.00000000,0.0000,0.00000000,0.35309315,-4.5211,0.64690685,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.60,1.00000000,0.0000,0.00000000,0.35537571,-4.4931,0.64462429,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.70,1.00000000,0.0000,0.00000000,0.35767484,-4.4651,0.64232516,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.80,1.00000000,0.0000,0.00000000,0.35999068,-4.4371,0.64000932,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
74.90,1.00000000,0.0000,0.00000000,0.36232333,-4.4090,0.63767667,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.00,1.00000000,0.0000,0.00000000,0.36467293,-4.3810,0.63532707,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.10,1.00000000,0.0000,0.00000000,0.36703960,-4.3529,0.63296040,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.20,1.00000000,0.0000,0.00000000,0.36942345,-4.3248,0.63057655,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.30,1.00000000,0.0000,0.00000000,0.37182463,-4.2966,0.62817537,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.40,1.00000000,0.0000,0.00000000,0.37424324,-4.2685,0.62575676,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.50,1.00000000,0.0000,0.00000000,0.37667943,-4.2403,0.62332057,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.60,1.00000000,0.0000,0.00000000,0.37913331,-4.2121,0.62086669,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.70,1.00000000,0.0000,0.00000000,0.38160502,-4.1839,0.61839498,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.80,1.00000000,0.0000,0.00000000,0.38409468,-4.1556,0.61590532,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
75.90,1.00000000,0.0000,0.00000000,0.38660243,-4.1274,0.61339757,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.00,1.00000000,0.0000,0.00000000,0.38912839,-4.0991,0.61087161,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.10,1.00000000,0.0000,0.00000000,0.39167270,-4.0708,0.60832730,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.20,1.00000000,0.0000,0.00000000,0.39423549,-4.0424,0.60576451,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.30,1.00000000,0.0000,0.00000000,0.39681690,-4.0141,0.60318310,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.40,1.00000000,0.0000,0.00000000,0.39941706,-3.9857,0.60058294,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.50,1.00000000,0.0000,0.00000000,0.40203609,-3.9573,0.59796391,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.60,1.00000000,0.0000,0.00000000,0.40467415,-3.9289,0.59532585,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.70,1.00000000,0.0000,0.00000000,0.40733137,-3.9005,0.59266863,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.80,1.00000000,0.0000,0.00000000,0.41000789,-3.8721,0.58999211,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
76.90,1.00000000,0.0000,0.00000000,0.41270384,-3.8436,0.58729616,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.00,1.00000000,0.0000,0.00000000,0.41541936,-3.8151,0.58458064,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.10,1.00000000,0.0000,0.00000000,0.41815460,-3.7866,0.58184540,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.20,1.00000000,0.0000,0.00000000,0.42090970,-3.7581,0.57909030,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.30,1.00000000,0.0000,0.00000000,0.42368479,-3.7296,0.57631521,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.40,1.00000000,0.0000,0.00000000,0.42648003,-3.7010,0.57351997,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.50,1.00000000,0.0000,0.00000000,0.42929556,-3.6724,0.57070444,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.60,1.00000000,0.0000,0.00000000,0.43213152,-3.6438,0.56786848,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.70,1.00000000,0.0000,0.00000000,0.43498806,-3.6152,0.56501194,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.80,1.00000000,0.0000,0.00000000,0.43786533,-3.5866,0.56213467,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
77.90,1.00000000,0.0000,0.00000000,0.44076347,-3.5579,0.55923653,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.00,1.00000000,0.0000,0.00000000,0.44368263,-3.5293,0.55631737,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.10,1.00000000,0.0000,0.00000000,0.44662297,-3.5006,0.55337703,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.20,1.00000000,0.0000,0.00000000,0.44958464,-3.4719,0.55041536,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.30,1.00000000,0.0000,0.00000000,0.45256778,-3.4432,0.54743222,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.40,1.00000000,0.0000,0.00000000,0.45557255,-3.4144,0.54442745,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.50,1.00000000,0.0000,0.00000000,0.45859911,-3.3857,0.54140089,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.60,1.00000000,0.0000,0.00000000,0.46164760,-3.3569,0.53835240,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.70,1.00000000,0.0000,0.00000000,0.46471819,-3.3281,0.53528181,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.80,1.00000000,0.0000,0.00000000,0.46781103,-3.2993,0.53218897,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
78.90,1.00000000,0.0000,0.00000000,0.47092627,-3.2705,0.52907373,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.00,1.00000000,0.0000,0.00000000,0.47406409,-3.2416,0.52593591,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.10,1.00000000,0.0000,0.00000000,0.47722463,-3.2128,0.52277537,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.20,1.00000000,0.0000,0.00000000,0.48040806,-3.1839,0.51959194,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.30,1.00000000,0.0000,0.00000000,0.48361454,-3.1550,0.51638546,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.40,1.00000000,0.0000,0.00000000,0.48684423,-3.1261,0.51315577,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.50,1.00000000,0.0000,0.00000000,0.49009730,-3.0972,0.50990270,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.60,1.00000000,0.0000,0.00000000,0.49337391,-3.0682,0.50662609,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.70,1.00000000,0.0000,0.00000000,0.49667422,-3.0393,0.50332578,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.80,1.00000000,0.0000,0.00000000,0.49999841,-3.0103,0.50000159,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
79.90,1.00000000,0.0000,0.00000000,0.50334664,-2.9813,0.49665336,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.00,1.00000000,0.0000,0.00000000,0.50671908,-2.9523,0.49328092,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.10,1.00000000,0.0000,0.00000000,0.51011590,-2.9233,0.48988410,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.20,1.00000000,0.0000,0.00000000,0.51353726,-2.8943,0.48646274,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.30,1.00000000,0.0000,0.00000000,0.51698335,-2.8652,0.48301665,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.40,1.00000000,0.0000,0.00000000,0.52045433,-2.8362,0.47954567,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.50,1.00000000,0.0000,0.00000000,0.52395039,-2.8071,0.47604961,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.60,1.00000000,0.0000,0.00000000,0.52747168,-2.7780,0.47252832,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.70,1.00000000,0.0000,0.00000000,0.53101840,-2.7489,0.46898160,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.80,1.00000000,0.0000,0.00000000,0.53459071,-2.7198,0.46540929,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
80.90,1.00000000,0.0000,0.00000000,0.53818879,-2.6907,0.46181121,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.00,1.00000000,0.0000,0.00000000,0.54181283,-2.6615,0.45818717,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.10,1.00000000,0.0000,0.00000000,0.54546300,-2.6323,0.45453700,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.20,1.00000000,0.0000,0.00000000,0.54913949,-2.6032,0.45086051,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.30,1.00000000,0.0000,0.00000000,0.55284248,-2.5740,0.44715752,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.40,1.00000000,0.0000,0.00000000,0.55657214,-2.5448,0.44342786,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.50,1.00000000,0.0000,0.00000000,0.56032867,-2.5156,0.43967133,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.60,1.00000000,0.0000,0.00000000,0.56411225,-2.4863,0.43588775,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.70,1.00000000,0.0000,0.00000000,0.56792307,-2.4571,0.43207693,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.80,1.00000000,0.0000,0.00000000,0.57176131,-2.4279,0.42823869,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
81.90,1.00000000,0.0000,0.00000000,0.57562717,-2.3986,0.42437283,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.00,1.00000000,0.0000,0.00000000,0.57952083,-2.3693,0.42047917,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.10,1.00000000,0.0000,0.00000000,0.58344249,-2.3400,0.41655751,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.20,1.00000000,0.0000,0.00000000,0.58739233,-2.3107,0.41260767,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.30,1.00000000,0.0000,0.00000000,0.59137055,-2.2814,0.40862945,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.40,1.00000000,0.0000,0.00000000,0.59537734,-2.2521,0.40462266,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.50,1.00000000,0.0000,0.00000000,0.59941291,-2.2227,0.40058709,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.60,1.00000000,0.0000,0.00000000,0.60347744,-2.1934,0.39652256,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.70,1.00000000,0.0000,0.00000000,0.60757113,-2.1640,0.39242887,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.80,1.00000000,0.0000,0.00000000,0.61169419,-2.1347,0.38830581,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
82.90,1.00000000,0.0000,0.00000000,0.61584680,-2.1053,0.38415320,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.00,1.00000000,0.0000,0.00000000,0.62002918,-2.0759,0.37997082,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.10,1.00000000,0.0000,0.00000000,0.62424153,-2.0465,0.37575847,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.20,1.00000000,0.0000,0.00000000,0.62848404,-2.0171,0.37151596,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.30,1.00000000,0.0000,0.00000000,0.63275692,-1.9876,0.36724308,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.40,1.00000000,0.0000,0.00000000,0.63706039,-1.9582,0.36293961,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.50,1.00000000,0.0000,0.00000000,0.64139463,-1.9287,0.35860537,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.60,1.00000000,0.0000,0.00000000,0.64575987,-1.8993,0.35424013,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.70,1.00000000,0.0000,0.00000000,0.65015631,-1.8698,0.34984369,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.80,1.00000000,0.0000,0.00000000,0.65458416,-1.8403,0.34541584,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
83.90,1.00000000,0.0000,0.00000000,0.65904363,-1.8109,0.34095637,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.00,1.00000000,0.0000,0.00000000,0.66353494,-1.7814,0.33646506,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.10,1.00000000,0.0000,0.00000000,0.66805829,-1.7519,0.33194171,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.20,1.00000000,0.0000,0.00000000,0.67261391,-1.7223,0.32738609,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.30,1.00000000,0.0000,0.00000000,0.67720200,-1.6928,0.32279800,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.40,1.00000000,0.0000,0.00000000,0.68182279,-1.6633,0.31817721,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.50,1.00000000,0.0000,0.00000000,0.68647649,-1.6337,0.31352351,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.60,1.00000000,0.0000,0.00000000,0.69116333,-1.6042,0.30883667,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.70,1.00000000,0.0000,0.00000000,0.69588352,-1.5746,0.30411648,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.80,1.00000000,0.0000,0.00000000,0.70063728,-1.5451,0.29936272,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
84.90,1.00000000,0.0000,0.00000000,0.70542484,-1.5155,0.29457516,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.00,1.00000000,0.0000,0.00000000,0.71024642,-1.4859,0.28975358,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.10,1.00000000,0.0000,0.00000000,0.71510224,-1.4563,0.28489776,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.20,1.00000000,0.0000,0.00000000,0.71999254,-1.4267,0.28000746,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.30,1.00000000,0.0000,0.00000000,0.72491754,-1.3971,0.27508246,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.40,1.00000000,0.0000,0.00000000,0.72987746,-1.3675,0.27012254,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.50,1.00000000,0.0000,0.00000000,0.73487255,-1.3379,0.26512745,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.60,1.00000000,0.0000,0.00000000,0.73990302,-1.3083,0.26009698,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.70,1.00000000,0.0000,0.00000000,0.74496912,-1.2786,0.25503088,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.80,1.00000000,0.0000,0.00000000,0.75007107,-1.2490,0.24992893,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
85.90,1.00000000,0.0000,0.00000000,0.75520911,-1.2193,0.24479089,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.00,1.00000000,0.0000,0.00000000,0.76038347,-1.1897,0.23961653,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.10,1.00000000,0.0000,0.00000000,0.76559440,-1.1600,0.23440560,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.20,1.00000000,0.0000,0.00000000,0.77084213,-1.1303,0.22915787,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.30,1.00000000,0.0000,0.00000000,0.77612689,-1.1007,0.22387311,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.40,1.00000000,0.0000,0.00000000,0.78144894,-1.0710,0.21855106,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.50,1.00000000,0.0000,0.00000000,0.78680851,-1.0413,0.21319149,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.60,1.00000000,0.0000,0.00000000,0.79220584,-1.0116,0.20779416,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.70,1.00000000,0.0000,0.00000000,0.79764119,-0.9819,0.20235881,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.80,1.00000000,0.0000,0.00000000,0.80311479,-0.9522,0.19688521,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
86.90,1.00000000,0.0000,0.00000000,0.80862688,-0.9225,0.19137312,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.00,1.00000000,0.0000,0.00000000,0.81417773,-0.8928,0.18582227,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.10,1.00000000,0.0000,0.00000000,0.81976758,-0.8631,0.18023242,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.20,1.00000000,0.0000,0.00000000,0.82539667,-0.8334,0.17460333,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.30,1.00000000,0.0000,0.00000000,0.83106526,-0.8036,0.16893474,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.40,1.00000000,0.0000,0.00000000,0.83677361,-0.7739,0.16322639,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.50,1.00000000,0.0000,0.00000000,0.84252196,-0.7442,0.15747804,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.60,1.00000000,0.0000,0.00000000,0.84831057,-0.7145,0.15168943,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.70,1.00000000,0.0000,0.00000000,0.85413970,-0.6847,0.14586030,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.80,1.00000000,0.0000,0.00000000,0.86000960,-0.6550,0.13999040,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
87.90,1.00000000,0.0000,0.00000000,0.86592054,-0.6252,0.13407946,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.00,1.00000000,0.0000,0.00000000,0.87187277,-0.5955,0.12812723,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.10,1.00000000,0.0000,0.00000000,0.87786656,-0.5657,0.12213344,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.20,1.00000000,0.0000,0.00000000,0.88390216,-0.5360,0.11609784,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.30,1.00000000,0.0000,0.00000000,0.88997984,-0.5062,0.11002016,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.40,1.00000000,0.0000,0.00000000,0.89609986,-0.4764,0.10390014,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.50,1.00000000,0.0000,0.00000000,0.90226250,-0.4467,0.09773750,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.60,1.00000000,0.0000,0.00000000,0.90846802,-0.4169,0.09153198,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.70,1.00000000,0.0000,0.00000000,0.91471668,-0.3871,0.08528332,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.80,1.00000000,0.0000,0.00000000,0.92100876,-0.3574,0.07899124,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
88.90,1.00000000,0.0000,0.00000000,0.92734453,-0.3276,0.07265547,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.00,1.00000000,0.0000,0.00000000,0.93372425,-0.2978,0.06627575,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.10,1.00000000,0.0000,0.00000000,0.94014821,-0.2680,0.05985179,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.20,1.00000000,0.0000,0.00000000,0.94661668,-0.2383,0.05338332,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.30,1.00000000,0.0000,0.00000000,0.95312992,-0.2085,0.04687008,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.40,1.00000000,0.0000,0.00000000,0.95968823,-0.1787,0.04031177,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.50,1.00000000,0.0000,0.00000000,0.96629188,-0.1489,0.03370812,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.60,1.00000000,0.0000,0.00000000,0.97294114,-0.1191,0.02705886,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.70,1.00000000,0.0000,0.00000000,0.97963630,-0.0894,0.02036370,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.80,1.00000000,0.0000,0.00000000,0.98637764,-0.0596,0.01362236,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
89.90,1.00000000,0.0000,0.00000000,0.99316545,-0.0298,0.00683455,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
90.00,1.00000000,0.0000,0.00000000,1.00000000,-0.0000,0.00000000,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
