theta_deg,R_glass,R_glass_dB,T_glass,R_pdms,R_pdms_dB,T_pdms,R_acrylic,R_acrylic_dB,T_acrylic,R_open,R_open_dB,T_open
24.40,1.00000000,0.0000,0.00000000,0.03676706,-14.3454,0.96323294,0.25529497,-5.9296,0.74470503,0.00000000,-300.0000,1.00000000
24.50,1.00000000,0.0000,0.00000000,0.03685137,-14.3355,0.96314863,0.25695782,-5.9014,0.74304218,0.00000000,-300.0000,1.00000000
24.60,1.00000000,0.0000,0.00000000,0.03693621,-14.3255,0.96306379,0.25864771,-5.8729,0.74135229,0.00000000,-300.0000,1.00000000
24.70,1.00000000,0.0000,0.00000000,0.03702160,-14.3154,0.96297840,0.26036526,-5.8442,0.73963474,0.00000000,-300.0000,1.00000000
24.80,1.00000000,0.0000,0.00000000,0.03710754,-14.3054,0.96289246,0.26211115,-5.8151,0.73788885,0.00000000,-300.0000,1.00000000
24.90,1.00000000,0.0000,0.00000000,0.03719402,-14.2953,0.96280598,0.26388606,-5.7858,0.73611394,0.00000000,-300.0000,1.00000000
25.00,1.00000000,0.0000,0.00000000,0.03728104,-14.2851,0.96271896,0.26569072,-5.7562,0.73430928,0.00000000,-300.0000,1.00000000
25.10,1.00000000,0.0000,0.00000000,0.03736863,-14.2749,0.96263137,0.26752585,-5.7263,0.73247415,0.00000000,-300.0000,1.00000000
25.20,1.00000000,0.0000,0.00000000,0.03745676,-14.2647,0.96254324,0.26939222,-5.6961,0.73060778,0.00000000,-300.0000,1.00000000
25.30,1.00000000,0.0000,0.00000000,0.03754546,-14.2544,0.96245454,0.27129063,-5.6657,0.72870937,0.00000000,-300.0000,1.00000000
25.40,1.00000000,0.0000,0.00000000,0.03763471,-14.2441,0.96236529,0.27322189,-5.6348,0.72677811,0.00000000,-300.0000,1.00000000
25.50,1.00000000,0.0000,0.00000000,0.03772453,-14.2338,0.96227547,0.27518686,-5.6037,0.72481314,0.00000000,-300.0000,1.00000000
25.60,1.00000000,0.0000,0.00000000,0.03781492,-14.2234,0.96218508,0.27718641,-5.5723,0.72281359,0.00000000,-300.0000,1.00000000
25.70,1.00000000,0.0000,0.00000000,0.03790587,-14.2129,0.96209413,0.27922148,-5.5405,0.72077852,0.00000000,-300.0000,1.00000000
25.80,1.00000000,0.0000,0.00000000,0.03799740,-14.2025,0.96200260,0.28129300,-5.5084,0.71870700,0.00000000,-300.0000,1.00000000
25.90,1.00000000,0.0000,0.00000000,0.03808951,-14.1919,0.96191049,0.28340197,-5.4760,0.71659803,0.00000000,-300.0000,1.00000000
26.00,1.00000000,0.0000,0.00000000,0.03818219,-14.1814,0.96181781,0.28554941,-5.4432,0.71445059,0.00000000,-300.0000,1.00000000
26.10,1.00000000,0.0000,0.00000000,0.03827546,-14.1708,0.96172454,0.28773639,-5.4101,0.71226361,0.00000000,-300.0000,1.00000000
26.20,1.00000000,0.0000,0.00000000,0.03836931,-14.1602,0.96163069,0.28996403,-5.3766,0.71003597,0.00000000,-300.0000,1.00000000
26.30,1.00000000,0.0000,0.00000000,0.03846375,-14.1495,0.96153625,0.29223348,-5.3427,0.70776652,0.00000000,-300.0000,1.00000000
26.40,1.00000000,0.0000,0.00000000,0.03855879,-14.1388,0.96144121,0.29454595,-5.3085,0.70545405,0.00000000,-300.0000,1.00000000
26.50,1.00000000,0.0000,0.00000000,0.03865441,-14.1280,0.96134559,0.29690269,-5.2739,0.70309731,0.00000000,-300.0000,1.00000000
26.60,1.00000000,0.0000,0.00000000,0.03875064,-14.1172,0.96124936,0.29930500,-5.2389,0.70069500,0.00000000,-300.0000,1.00000000
26.70,1.00000000,0.0000,0.00000000,0.03884747,-14.1064,0.96115253,0.30175427,-5.2035,0.69824573,0.00000000,-300.0000,1.00000000
26.80,1.00000000,0.0000,0.00000000,0.03894490,-14.0955,0.96105510,0.30425190,-5.1677,0.69574810,0.00000000,-300.0000,1.00000000
26.90,1.00000000,0.0000,0.00000000,0.03904294,-14.0846,0.96095706,0.30679940,-5.1315,0.69320060,0.00000000,-300.0000,1.00000000
27.00,1.00000000,0.0000,0.00000000,0.03914160,-14.0736,0.96085840,0.30939830,-5.0948,0.69060170,0.00000000,-300.0000,1.00000000
27.10,1.00000000,0.0000,0.00000000,0.03924086,-14.0626,0.96075914,0.31205025,-5.0578,0.68794975,0.00000000,-300.0000,1.00000000
27.20,1.00000000,0.0000,0.00000000,0.03934075,-14.0516,0.96065925,0.31475694,-5.0202,0.68524306,0.00000000,-300.0000,1.00000000
27.30,1.00000000,0.0000,0.00000000,0.03944126,-14.0405,0.96055874,0.31752015,-4.9823,0.68247985,0.00000000,-300.0000,1.00000000
27.40,1.00000000,0.0000,0.00000000,0.03954239,-14.0294,0.96045761,0.32034175,-4.9439,0.67965825,0.00000000,-300.0000,1.00000000
27.50,1.00000000,0.0000,0.00000000,0.03964415,-14.0182,0.96035585,0.32322371,-4.9050,0.67677629,0.00000000,-300.0000,1.00000000
27.60,1.00000000,0.0000,0.00000000,0.03974654,-14.0070,0.96025346,0.32616806,-4.8656,0.67383194,0.00000000,-300.0000,1.00000000
27.70,1.00000000,0.0000,0.00000000,0.03984957,-13.9958,0.96015043,0.32917698,-4.8257,0.67082302,0.00000000,-300.0000,1.00000000
27.80,1.00000000,0.0000,0.00000000,0.03995324,-13.9845,0.96004676,0.33225273,-4.7853,0.66774727,0.00000000,-300.0000,1.00000000
27.90,1.00000000,0.0000,0.00000000,0.04005755,-13.9732,0.95994245,0.33539769,-4.7444,0.66460231,0.00000000,-300.0000,1.00000000
28.00,1.00000000,0.0000,0.00000000,0.04016251,-13.9618,0.95983749,0.33861439,-4.7029,0.66138561,0.00000000,-300.0000,1.00000000
28.10,1.00000000,0.0000,0.00000000,0.04026811,-13.9504,0.95973189,0.34190547,-4.6609,0.65809453,0.00000000,-300.0000,1.00000000
28.20,1.00000000,0.0000,0.00000000,0.04037437,-13.9389,0.95962563,0.34527372,-4.6184,0.65472628,0.00000000,-300.0000,1.00000000
28.30,1.00000000,0.0000,0.00000000,0.04048129,-13.9275,0.95951871,0.34872210,-4.5752,0.65127790,0.00000000,-300.0000,1.00000000
28.40,1.00000000,0.0000,0.00000000,0.04058887,-13.9159,0.95941113,0.35225372,-4.5314,0.64774628,0.00000000,-300.0000,1.00000000
28.50,1.00000000,0.0000,0.00000000,0.04069711,-13.9044,0.95930289,0.35587189,-4.4871,0.64412811,0.00000000,-300.0000,1.00000000
28.60,1.00000000,0.0000,0.00000000,0.04080602,-13.8928,0.95919398,0.35958011,-4.4420,0.64041989,0.00000000,-300.0000,1.00000000
28.70,1.00000000,0.0000,0.00000000,0.04091561,-13.8811,0.95908439,0.36338209,-4.3964,0.63661791,0.00000000,-300.0000,1.00000000
28.80,1.00000000,0.0000,0.00000000,0.04102587,-13.8694,0.95897413,0.36728177,-4.3500,0.63271823,0.00000000,-300.0000,1.00000000
28.90,1.00000000,0.0000,0.00000000,0.04113681,-13.8577,0.95886319,0.37128333,-4.3029,0.62871667,0.00000000,-300.0000,1.00000000
29.00,1.00000000,0.0000,0.00000000,0.04124843,-13.8459,0.95875157,0.37539125,-4.2552,0.62460875,0.00000000,-300.0000,1.00000000
29.10,1.00000000,0.0000,0.00000000,0.04136074,-13.8341,0.95863926,0.37961027,-4.2066,0.62038973,0.00000000,-300.0000,1.00000000
29.20,1.00000000,0.0000,0.00000000,0.04147374,-13.8223,0.95852626,0.38394549,-4.1573,0.61605451,0.00000000,-300.0000,1.00000000
29.30,1.00000000,0.0000,0.00000000,0.04158744,-13.8104,0.95841256,0.38840233,-4.1072,0.61159767,0.00000000,-300.0000,1.00000000
29.40,1.00000000,0.0000,0.00000000,0.04170184,-13.7984,0.95829816,0.39298662,-4.0562,0.60701338,0.00000000,-300.0000,1.00000000
29.50,1.00000000,0.0000,0.00000000,0.04181694,-13.7865,0.95818306,0.39770461,-4.0044,0.60229539,0.00000000,-300.0000,1.00000000
29.60,1.00000000,0.0000,0.00000000,0.04193275,-13.7745,0.95806725,0.40256302,-3.9517,0.59743698,0.00000000,-300.0000,1.00000000
29.70,1.00000000,0.0000,0.00000000,0.04204927,-13.7624,0.95795073,0.40756908,-3.8980,0.59243092,0.00000000,-300.0000,1.00000000
29.80,1.00000000,0.0000,0.00000000,0.04216650,-13.7503,0.95783350,0.41273060,-3.8433,0.58726940,0.00000000,-300.0000,1.00000000
29.90,1.00000000,0.0000,0.00000000,0.04228446,-13.7382,0.95771554,0.41805605,-3.7877,0.58194395,0.00000000,-300.0000,1.00000000
30.00,1.00000000,0.0000,0.00000000,0.04240314,-13.7260,0.95759686,0.42355457,-3.7309,0.57644543,0.00000000,-300.0000,1.00000000
30.10,1.00000000,0.0000,0.00000000,0.04252255,-13.7138,0.95747745,0.42923614,-3.6730,0.57076386,0.00000000,-300.0000,1.00000000
30.20,1.00000000,0.0000,0.00000000,0.04264269,-13.7016,0.95735731,0.43511159,-3.6140,0.56488841,0.00000000,-300.0000,1.00000000
30.30,1.00000000,0.0000,0.00000000,0.04276357,-13.6893,0.95723643,0.44119278,-3.5537,0.55880722,0.00000000,-300.0000,1.00000000
30.40,1.00000000,0.0000,0.00000000,0.04288519,-13.6769,0.95711481,0.44749272,-3.4921,0.55250728,0.00000000,-300.0000,1.00000000
30.50,1.00000000,0.0000,0.00000000,0.04300755,-13.6646,0.95699245,0.45402568,-3.4292,0.54597432,0.00000000,-300.0000,1.00000000
30.60,1.00000000,0.0000,0.00000000,0.04313066,-13.6521,0.95686934,0.46080743,-3.3648,0.53919257,0.00000000,-300.0000,1.00000000
30.70,1.00000000,0.0000,0.00000000,0.04325453,-13.6397,0.95674547,0.46785543,-3.2989,0.53214457,0.00000000,-300.0000,1.00000000
30.80,1.00000000,0.0000,0.00000000,0.04337916,-13.6272,0.95662084,0.47518906,-3.2313,0.52481094,0.00000000,-300.0000,1.00000000
30.90,1.00000000,0.0000,0.00000000,0.04350455,-13.6147,0.95649545,0.48282999,-3.1621,0.51717001,0.00000000,-300.0000,1.00000000
31.00,1.00000000,0.0000,0.00000000,0.04363071,-13.6021,0.95636929,0.49080253,-3.0909,0.50919747,0.00000000,-300.0000,1.00000000
31.10,1.00000000,0.0000,0.00000000,0.04375764,-13.5895,0.95624236,0.49913407,-3.0178,0.50086593,0.00000000,-300.0000,1.00000000
31.20,1.00000000,0.0000,0.00000000,0.04388534,-13.5768,0.95611466,0.50785570,-2.9426,0.49214430,0.00000000,-300.0000,1.00000000
31.30,1.00000000,0.0000,0.00000000,0.04401383,-13.5641,0.95598617,0.51700287,-2.8651,0.48299713,0.00000000,-300.0000,1.00000000
31.40,1.00000000,0.0000,0.00000000,0.04414310,-13.5514,0.95585690,0.52661633,-2.7851,0.47338367,0.00000000,-300.0000,1.00000000
31.50,1.00000000,0.0000,0.00000000,0.04427317,-13.5386,0.95572683,0.53674326,-2.7023,0.46325674,0.00000000,-300.0000,1.00000000
31.60,1.00000000,0.0000,0.00000000,0.04440403,-13.5258,0.95559597,0.54743878,-2.6166,0.45256122,0.00000000,-300.0000,1.00000000
31.70,1.00000000,0.0000,0.00000000,0.04453569,-13.5129,0.95546431,0.55876790,-2.5277,0.44123210,0.00000000,-300.0000,1.00000000
31.80,1.00000000,0.0000,0.00000000,0.04466815,-13.5000,0.95533185,0.57080817,-2.4351,0.42919183,0.00000000,-300.0000,1.00000000
31.90,1.00000000,0.0000,0.00000000,0.04480143,-13.4871,0.95519857,0.58365329,-2.3385,0.41634671,0.00000000,-300.0000,1.00000000
32.00,1.00000000,0.0000,0.00000000,0.04493551,-13.4741,0.95506449,0.59741815,-2.2372,0.40258185,0.00000000,-300.0000,1.00000000
32.10,1.00000000,0.0000,0.00000000,0.04507042,-13.4611,0.95492958,0.61224619,-2.1307,0.38775381,0.00000000,-300.0000,1.00000000
32.20,1.00000000,0.0000,0.00000000,0.04520615,-13.4480,0.95479385,0.62832018,-2.0182,0.37167982,0.00000000,-300.0000,1.00000000
32.30,1.00000000,0.0000,0.00000000,0.04534272,-13.4349,0.95465728,0.64587912,-1.8985,0.35412088,0.00000000,-300.0000,1.00000000
32.40,1.00000000,0.0000,0.00000000,0.04548011,-13.4218,0.95451989,0.66524554,-1.7702,0.33475446,0.00000000,-300.0000,1.00000000
32.50,1.00000000,0.0000,0.00000000,0.04561835,-13.4086,0.95438165,0.68687267,-1.6312,0.31312733,0.00000000,-300.0000,1.00000000
32.60,1.00000000,0.0000,0.00000000,0.04575743,-13.3954,0.95424257,0.71143247,-1.4787,0.28856753,0.00000000,-300.0000,1.00000000
32.70,1.00000000,0.0000,0.00000000,0.04589735,-13.3821,0.95410265,0.73999833,-1.3077,0.26000167,0.00000000,-300.0000,1.00000000
32.80,1.00000000,0.0000,0.00000000,0.04603814,-13.3688,0.95396186,0.77448770,-1.1099,0.22551230,0.00000000,-300.0000,1.00000000
32.90,1.00000000,0.0000,0.00000000,0.04617978,-13.3555,0.95382022,0.81904077,-0.8669,0.18095923,0.00000000,-300.0000,1.00000000
33.00,1.00000000,0.0000,0.00000000,0.04632229,-13.3421,0.95367771,0.88733235,-0.5191,0.11266765,0.00000000,-300.0000,1.00000000
33.10,1.00000000,0.0000,0.00000000,0.04646567,-13.3287,0.95353433,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.20,1.00000000,0.0000,0.00000000,0.04660992,-13.3152,0.95339008,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.30,1.00000000,0.0000,0.00000000,0.04675506,-13.3017,0.95324494,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.40,1.00000000,0.0000,0.00000000,0.04690108,-13.2882,0.95309892,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.50,1.00000000,0.0000,0.00000000,0.04704799,-13.2746,0.95295201,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.60,1.00000000,0.0000,0.00000000,0.04719580,-13.2610,0.95280420,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.70,1.00000000,0.0000,0.00000000,0.04734451,-13.2473,0.95265549,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.80,1.00000000,0.0000,0.00000000,0.04749413,-13.2336,0.95250587,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
33.90,1.00000000,0.0000,0.00000000,0.04764467,-13.2199,0.95235533,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.00,1.00000000,0.0000,0.00000000,0.04779612,-13.2061,0.95220388,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.10,1.00000000,0.0000,0.00000000,0.04794850,-13.1922,0.95205150,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.20,1.00000000,0.0000,0.00000000,0.04810181,-13.1784,0.95189819,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.30,1.00000000,0.0000,0.00000000,0.04825606,-13.1645,0.95174394,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.40,1.00000000,0.0000,0.00000000,0.04841124,-13.1505,0.95158876,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.50,1.00000000,0.0000,0.00000000,0.04856738,-13.1366,0.95143262,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.60,1.00000000,0.0000,0.00000000,0.04872447,-13.1225,0.95127553,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.70,1.00000000,0.0000,0.00000000,0.04888252,-13.1085,0.95111748,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.80,1.00000000,0.0000,0.00000000,0.04904154,-13.0944,0.95095846,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
34.90,1.00000000,0.0000,0.00000000,0.04920153,-13.0802,0.95079847,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.00,1.00000000,0.0000,0.00000000,0.04936250,-13.0660,0.95063750,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.10,1.00000000,0.0000,0.00000000,0.04952445,-13.0518,0.95047555,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.20,1.00000000,0.0000,0.00000000,0.04968739,-13.0375,0.95031261,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.30,1.00000000,0.0000,0.00000000,0.04985133,-13.0232,0.95014867,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.40,1.00000000,0.0000,0.00000000,0.05001627,-13.0089,0.94998373,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.50,1.00000000,0.0000,0.00000000,0.05018222,-12.9945,0.94981778,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.60,1.00000000,0.0000,0.00000000,0.05034918,-12.9801,0.94965082,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.70,1.00000000,0.0000,0.00000000,0.05051717,-12.9656,0.94948283,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.80,1.00000000,0.0000,0.00000000,0.05068619,-12.9511,0.94931381,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
35.90,1.00000000,0.0000,0.00000000,0.05085624,-12.9366,0.94914376,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.00,1.00000000,0.0000,0.00000000,0.05102733,-12.9220,0.94897267,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.10,1.00000000,0.0000,0.00000000,0.05119947,-12.9073,0.94880053,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.20,1.00000000,0.0000,0.00000000,0.05137266,-12.8927,0.94862734,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.30,1.00000000,0.0000,0.00000000,0.05154692,-12.8780,0.94845308,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.40,1.00000000,0.0000,0.00000000,0.05172224,-12.8632,0.94827776,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.50,1.00000000,0.0000,0.00000000,0.05189864,-12.8484,0.94810136,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.60,1.00000000,0.0000,0.00000000,0.05207612,-12.8336,0.94792388,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.70,1.00000000,0.0000,0.00000000,0.05225468,-12.8187,0.94774532,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.80,1.00000000,0.0000,0.00000000,0.05243435,-12.8038,0.94756565,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
36.90,1.00000000,0.0000,0.00000000,0.05261511,-12.7889,0.94738489,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.00,1.00000000,0.0000,0.00000000,0.05279699,-12.7739,0.94720301,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.10,1.00000000,0.0000,0.00000000,0.05297998,-12.7589,0.94702002,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.20,1.00000000,0.0000,0.00000000,0.05316410,-12.7438,0.94683590,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.30,1.00000000,0.0000,0.00000000,0.05334934,-12.7287,0.94665066,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.40,1.00000000,0.0000,0.00000000,0.05353573,-12.7136,0.94646427,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.50,1.00000000,0.0000,0.00000000,0.05372326,-12.6984,0.94627674,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.60,1.00000000,0.0000,0.00000000,0.05391194,-12.6832,0.94608806,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.70,1.00000000,0.0000,0.00000000,0.05410178,-12.6679,0.94589822,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.80,1.00000000,0.0000,0.00000000,0.05429279,-12.6526,0.94570721,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
37.90,1.00000000,0.0000,0.00000000,0.05448498,-12.6372,0.94551502,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.00,1.00000000,0.0000,0.00000000,0.05467835,-12.6218,0.94532165,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.10,1.00000000,0.0000,0.00000000,0.05487291,-12.6064,0.94512709,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.20,1.00000000,0.0000,0.00000000,0.05506867,-12.5910,0.94493133,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.30,1.00000000,0.0000,0.00000000,0.05526563,-12.5754,0.94473437,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.40,1.00000000,0.0000,0.00000000,0.05546381,-12.5599,0.94453619,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.50,1.00000000,0.0000,0.00000000,0.05566321,-12.5443,0.94433679,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.60,1.00000000,0.0000,0.00000000,0.05586384,-12.5287,0.94413616,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.70,1.00000000,0.0000,0.00000000,0.05606571,-12.5130,0.94393429,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.80,1.00000000,0.0000,0.00000000,0.05626882,-12.4973,0.94373118,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
38.90,1.00000000,0.0000,0.00000000,0.05647319,-12.4816,0.94352681,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.00,1.00000000,0.0000,0.00000000,0.05667882,-12.4658,0.94332118,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.10,1.00000000,0.0000,0.00000000,0.05688572,-12.4500,0.94311428,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.20,1.00000000,0.0000,0.00000000,0.05709390,-12.4341,0.94290610,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.30,1.00000000,0.0000,0.00000000,0.05730336,-12.4182,0.94269664,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.40,1.00000000,0.0000,0.00000000,0.05751413,-12.4023,0.94248587,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.50,1.00000000,0.0000,0.00000000,0.05772619,-12.3863,0.94227381,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.60,1.00000000,0.0000,0.00000000,0.05793957,-12.3702,0.94206043,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.70,1.00000000,0.0000,0.00000000,0.05815427,-12.3542,0.94184573,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.80,1.00000000,0.0000,0.00000000,0.05837030,-12.3381,0.94162970,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
39.90,1.00000000,0.0000,0.00000000,0.05858767,-12.3219,0.94141233,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
40.00,1.00000000,0.0000,0.00000000,0.05880639,-12.3058,0.94119361,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
40.10,1.00000000,0.0000,0.00000000,0.05902646,-12.2895,0.94097354,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
40.20,1.00000000,0.0000,0.00000000,0.05924790,-12.2733,0.94075210,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
40.30,1.00000000,0.0000,0.00000000,0.05947071,-12.2570,0.94052929,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
40.40,1.00000000,0.0000,0.00000000,0.05969491,-12.2406,0.94030509,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
40.50,1.00000000,0.0000,0.00000000,0.05992050,-12.2242,0.94007950,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
