L_mm,r_abs,contrast_dB,contrast_linear,n_mode,S_mid
3.8945,0.5886,11.7353,14.9117,4,0.588610
4.0151,0.5886,11.7353,14.9118,4,0.588611
4.1357,0.5886,11.7353,14.9119,4,0.588612
4.2563,0.5886,11.7353,14.9120,4,0.588613
4.3769,0.5886,11.7354,14.9120,4,0.588614
4.4975,0.5886,11.7354,14.9121,4,0.588614
4.6181,0.5886,11.7350,14.9107,5,0.588599
4.7387,0.5886,11.7350,14.9108,5,0.588601
4.8593,0.5886,11.7350,14.9109,5,0.588602
4.9799,0.5886,11.7351,14.9110,5,0.588603
5.1005,0.5886,11.7351,14.9111,5,0.588604
5.2211,0.5886,11.7351,14.9112,5,0.588604
5.3417,0.5886,11.7351,14.9113,5,0.588605
5.4623,0.5886,11.7352,14.9114,5,0.588606
5.5829,0.5886,11.7348,14.9100,6,0.588591
5.7035,0.5886,11.7348,14.9101,6,0.588592
5.8241,0.5886,11.7348,14.9102,6,0.588593
5.9447,0.5886,11.7349,14.9103,6,0.588594
6.0653,0.5886,11.7349,14.9103,6,0.588595
6.1859,0.5886,11.7349,14.9104,6,0.588596
6.3065,0.5886,11.7349,14.9105,6,0.588597
6.4271,0.5886,11.7349,14.9106,6,0.588598
6.5477,0.5886,11.7345,14.9092,7,0.588583
6.6683,0.5886,11.7346,14.9093,7,0.588584
6.7889,0.5886,11.7346,14.9094,7,0.588585
6.9095,0.5886,11.7346,14.9095,7,0.588586
7.0302,0.5886,11.7347,14.9096,7,0.588587
7.1508,0.5886,11.7347,14.9097,7,0.588588
7.2714,0.5886,11.7347,14.9098,7,0.588589
7.3920,0.5886,11.7347,14.9098,7,0.588590
7.5126,0.5886,11.7343,14.9084,8,0.588574
7.6332,0.5886,11.7344,14.9085,8,0.588575
7.7538,0.5886,11.7344,14.9086,8,0.588576
7.8744,0.5886,11.7344,14.9087,8,0.588577
7.9950,0.5886,11.7344,14.9088,8,0.588578
8.1156,0.5886,11.7345,14.9089,8,0.588579
8.2362,0.5886,11.7345,14.9090,8,0.588580
8.3568,0.5886,11.7345,14.9091,8,0.588581
8.4774,0.5886,11.7345,14.9092,8,0.588582
8.5980,0.5886,11.7341,14.9078,9,0.588567
8.7186,0.5886,11.7342,14.9079,9,0.588568
8.8392,0.5886,11.7342,14.9080,9,0.588569
8.9598,0.5886,11.7342,14.9081,9,0.588570
9.0804,0.5886,11.7342,14.9081,9,0.588571
9.2010,0.5886,11.7343,14.9082,9,0.588572
9.3216,0.5886,11.7343,14.9083,9,0.588573
9.4422,0.5886,11.7343,14.9084,9,0.588574
9.5628,0.5886,11.7339,14.9070,10,0.588559
9.6834,0.5886,11.7339,14.9071,10,0.588560
9.8040,0.5886,11.7340,14.9072,10,0.588561
9.9246,0.5886,11.7340,14.9073,10,0.588562
10.0452,0.5886,11.7340,14.9074,10,0.588563
10.1658,0.5886,11.7340,14.9075,10,0.588564
10.2864,0.5886,11.7341,14.9076,10,0.588565
10.4070,0.5886,11.7341,14.9076,10,0.588565
10.5276,0.5886,11.7337,14.9062,11,0.588550
10.6482,0.5886,11.7337,14.9063,11,0.588551
10.7688,0.5886,11.7337,14.9064,11,0.588552
10.8894,0.5886,11.7338,14.9065,11,0.588553
11.0101,0.5886,11.7338,14.9066,11,0.588554
11.1307,0.5886,11.7338,14.9067,11,0.588555
11.2513,0.5886,11.7338,14.9068,11,0.588556
11.3719,0.5886,11.7339,14.9069,11,0.588557
11.4925,0.5886,11.7339,14.9070,11,0.588558
11.6131,0.5886,11.7335,14.9056,12,0.588543
11.7337,0.5886,11.7335,14.9057,12,0.588544
11.8543,0.5886,11.7335,14.9058,12,0.588545
11.9749,0.5886,11.7336,14.9059,12,0.588546
12.0955,0.5886,11.7336,14.9059,12,0.588547
12.2161,0.5886,11.7336,14.9060,12,0.588548
12.3367,0.5886,11.7336,14.9061,12,0.588549
12.4573,0.5886,11.7337,14.9062,12,0.588550
12.5779,0.5886,11.7333,14.9048,13,0.588535
12.6985,0.5886,11.7333,14.9049,13,0.588536
12.8191,0.5886,11.7333,14.9050,13,0.588537
12.9397,0.5886,11.7333,14.9051,13,0.588538
13.0603,0.5886,11.7334,14.9052,13,0.588539
13.1809,0.5886,11.7334,14.9053,13,0.588539
13.3015,0.5886,11.7334,14.9054,13,0.588540
13.4221,0.5886,11.7334,14.9054,13,0.588541
13.5427,0.5886,11.7330,14.9040,14,0.588526
13.6633,0.5886,11.7331,14.9041,14,0.588527
13.7839,0.5886,11.7331,14.9042,14,0.588528
13.9045,0.5886,11.7331,14.9043,14,0.588529
14.0251,0.5886,11.7331,14.9044,14,0.588530
14.1457,0.5886,11.7332,14.9045,14,0.588531
14.2663,0.5886,11.7332,14.9046,14,0.588532
14.3869,0.5886,11.7332,14.9047,14,0.588533
14.5075,0.5886,11.7328,14.9033,15,0.588518
14.6281,0.5886,11.7328,14.9034,15,0.588519
14.7487,0.5886,11.7329,14.9035,15,0.588520
14.8693,0.5886,11.7329,14.9036,15,0.588521
14.9899,0.5886,11.7329,14.9036,15,0.588522
15.1106,0.5886,11.7330,14.9037,15,0.588523
15.2312,0.5886,11.7330,14.9038,15,0.588524
15.3518,0.5886,11.7330,14.9039,15,0.588525
15.4724,0.5886,11.7330,14.9040,15,0.588526
15.5930,0.5886,11.7326,14.9026,16,0.588510
15.7136,0.5886,11.7327,14.9027,16,0.588511
15.8342,0.5886,11.7327,14.9028,16,0.588512
15.9548,0.5886,11.7327,14.9029,16,0.588513
16.0754,0.5886,11.7327,14.9030,16,0.588514
16.1960,0.5886,11.7328,14.9031,16,0.588515
16.3166,0.5886,11.7328,14.9031,16,0.588516
16.4372,0.5886,11.7328,14.9032,16,0.588517
16.5578,0.5886,11.7324,14.9018,17,0.588502
16.6784,0.5886,11.7324,14.9019,17,0.588503
16.7990,0.5886,11.7325,14.9020,17,0.588504
16.9196,0.5886,11.7325,14.9021,17,0.588505
17.0402,0.5886,11.7325,14.9022,17,0.588506
17.1608,0.5886,11.7325,14.9023,17,0.588507
17.2814,0.5886,11.7326,14.9024,17,0.588508
17.4020,0.5886,11.7326,14.9025,17,0.588509
17.5226,0.5886,11.7322,14.9011,18,0.588494
17.6432,0.5886,11.7322,14.9012,18,0.588495
17.7638,0.5886,11.7322,14.9013,18,0.588496
17.8844,0.5886,11.7323,14.9014,18,0.588497
18.0050,0.5886,11.7323,14.9014,18,0.588498
18.1256,0.5886,11.7323,14.9015,18,0.588499
18.2462,0.5886,11.7323,14.9016,18,0.588500
18.3668,0.5886,11.7324,14.9017,18,0.588501
18.4874,0.5886,11.7324,14.9018,18,0.588501
18.6080,0.5886,11.7320,14.9004,19,0.588486
18.7286,0.5886,11.7320,14.9005,19,0.588487
18.8492,0.5886,11.7320,14.9006,19,0.588488
18.9698,0.5886,11.7321,14.9007,19,0.588489
19.0905,0.5886,11.7321,14.9008,19,0.588490
19.2111,0.5886,11.7321,14.9009,19,0.588491
19.3317,0.5886,11.7321,14.9009,19,0.588492
19.4523,0.5886,11.7322,14.9010,19,0.588493
19.5729,0.5886,11.7318,14.8996,20,0.588478
19.6935,0.5886,11.7318,14.8997,20,0.588479
19.8141,0.5886,11.7318,14.8998,20,0.588480
19.9347,0.5886,11.7318,14.8999,20,0.588481
20.0553,0.5886,11.7319,14.9000,20,0.588482
20.1759,0.5886,11.7319,14.9001,20,0.588483
20.2965,0.5886,11.7319,14.9002,20,0.588484
20.4171,0.5886,11.7319,14.9003,20,0.588485
20.5377,0.5886,11.7315,14.8989,21,0.588470
20.6583,0.5886,11.7316,14.8990,21,0.588471
20.7789,0.5886,11.7316,14.8991,21,0.588472
20.8995,0.5886,11.7316,14.8992,21,0.588473
21.0201,0.5886,11.7316,14.8992,21,0.588473
21.1407,0.5886,11.7317,14.8993,21,0.588474
21.2613,0.5886,11.7317,14.8994,21,0.588475
21.3819,0.5886,11.7317,14.8995,21,0.588476
21.5025,0.5886,11.7313,14.8981,22,0.588461
21.6231,0.5886,11.7313,14.8982,22,0.588462
21.7437,0.5886,11.7314,14.8983,22,0.588463
21.8643,0.5886,11.7314,14.8984,22,0.588464
21.9849,0.5886,11.7314,14.8985,22,0.588465
22.1055,0.5886,11.7314,14.8986,22,0.588466
22.2261,0.5886,11.7315,14.8987,22,0.588467
22.3467,0.5886,11.7315,14.8987,22,0.588468
22.4673,0.5886,11.7315,14.8988,22,0.588469
22.5879,0.5886,11.7311,14.8974,23,0.588454
22.7085,0.5886,11.7311,14.8975,23,0.588455
22.8291,0.5886,11.7312,14.8976,23,0.588456
22.9497,0.5886,11.7312,14.8977,23,0.588457
23.0704,0.5886,11.7312,14.8978,23,0.588458
23.1910,0.5886,11.7312,14.8979,23,0.588459
23.3116,0.5886,11.7313,14.8980,23,0.588460
23.4322,0.5886,11.7313,14.8981,23,0.588461
23.5528,0.5886,11.7309,14.8967,24,0.588445
23.6734,0.5886,11.7309,14.8968,24,0.588446
23.7940,0.5886,11.7309,14.8969,24,0.588447
23.9146,0.5886,11.7310,14.8970,24,0.588448
24.0352,0.5886,11.7310,14.8970,24,0.588449
24.1558,0.5886,11.7310,14.8971,24,0.588450
24.2764,0.5886,11.7311,14.8972,24,0.588451
24.3970,0.5886,11.7311,14.8973,24,0.588452
24.5176,0.5886,11.7307,14.8959,25,0.588437
24.6382,0.5886,11.7307,14.8960,25,0.588438
24.7588,0.5886,11.7307,14.8961,25,0.588439
24.8794,0.5886,11.7308,14.8962,25,0.588440
25.0000,0.5886,11.7308,14.8963,25,0.588441
1.0000,0.5911,11.8015,15.1410,1,0.591097
1.1206,0.5911,11.8016,15.1411,1,0.591098
1.2412,0.5911,11.8016,15.1411,1,0.591099
1.3618,0.5911,11.8016,15.1412,1,0.591100
1.4824,0.5911,11.8016,15.1412,1,0.591100
1.6030,0.5911,11.8012,15.1398,2,0.591085
1.7236,0.5911,11.8013,15.1400,2,0.591087
1.8442,0.5911,11.8013,15.1401,2,0.591088
1.9648,0.5911,11.8013,15.1402,2,0.591089
2.0854,0.5911,11.8013,15.1403,2,0.591090
2.2060,0.5911,11.8014,15.1404,2,0.591091
2.3266,0.5911,11.8014,15.1404,2,0.591092
2.4472,0.5911,11.8014,15.1405,2,0.591092
2.5678,0.5911,11.8010,15.1391,3,0.591077
2.6884,0.5911,11.8010,15.1392,3,0.591078
2.8090,0.5911,11.8011,15.1393,3,0.591079
2.9296,0.5911,11.8011,15.1394,3,0.591081
3.0503,0.5911,11.8011,15.1395,3,0.591082
3.1709,0.5911,11.8011,15.1396,3,0.591082
3.2915,0.5911,11.8012,15.1397,3,0.591083
3.4121,0.5911,11.8012,15.1397,3,0.591084
3.5327,0.5911,11.8008,15.1383,4,0.591069
3.6533,0.5911,11.8008,15.1384,4,0.591070
3.7739,0.5911,11.8008,15.1385,4,0.591071
3.8945,0.5911,11.8009,15.1386,4,0.591072
4.0151,0.5911,11.8009,15.1387,4,0.591073
4.1357,0.5911,11.8009,15.1388,4,0.591074
4.2563,0.5911,11.8009,15.1389,4,0.591075
4.3769,0.5911,11.8010,15.1390,4,0.591076
4.4975,0.5911,11.8010,15.1390,4,0.591077
4.6181,0.5911,11.8006,15.1376,5,0.591062
4.7387,0.5911,11.8006,15.1377,5,0.591063
4.8593,0.5911,11.8006,15.1378,5,0.591064
4.9799,0.5911,11.8007,15.1379,5,0.591065
5.1005,0.5911,11.8007,15.1380,5,0.591066
5.2211,0.5911,11.8007,15.1381,5,0.591067
5.3417,0.5911,11.8007,15.1382,5,0.591068
5.4623,0.5911,11.8008,15.1383,5,0.591068
5.5829,0.5911,11.8004,15.1369,6,0.591053
5.7035,0.5911,11.8004,15.1370,6,0.591054
5.8241,0.5911,11.8004,15.1371,6,0.591055
5.9447,0.5911,11.8004,15.1372,6,0.591056
6.0653,0.5911,11.8005,15.1372,6,0.591057
6.1859,0.5911,11.8005,15.1373,6,0.591058
6.3065,0.5911,11.8005,15.1374,6,0.591059
6.4271,0.5911,11.8005,15.1375,6,0.591060
6.5477,0.5911,11.8001,15.1361,7,0.591045
6.6683,0.5911,11.8002,15.1362,7,0.591046
6.7889,0.5911,11.8002,15.1363,7,0.591047
6.9095,0.5911,11.8002,15.1364,7,0.591048
7.0302,0.5911,11.8002,15.1365,7,0.591049
7.1508,0.5911,11.8003,15.1365,7,0.591050
7.2714,0.5911,11.8003,15.1366,7,0.591051
7.3920,0.5911,11.8003,15.1367,7,0.591052
7.5126,0.5911,11.7999,15.1353,8,0.591036
7.6332,0.5911,11.7999,15.1354,8,0.591037
7.7538,0.5911,11.8000,15.1355,8,0.591038
7.8744,0.5911,11.8000,15.1356,8,0.591039
7.9950,0.5911,11.8000,15.1357,8,0.591040
8.1156,0.5911,11.8000,15.1358,8,0.591041
8.2362,0.5911,11.8001,15.1359,8,0.591042
8.3568,0.5911,11.8001,15.1359,8,0.591043
8.4774,0.5911,11.8001,15.1360,8,0.591044
8.5980,0.5911,11.7997,15.1346,9,0.591029
8.7186,0.5911,11.7997,15.1347,9,0.591030
8.8392,0.5911,11.7998,15.1348,9,0.591031
8.9598,0.5911,11.7998,15.1349,9,0.591032
9.0804,0.5911,11.7998,15.1350,9,0.591033
9.2010,0.5911,11.7998,15.1351,9,0.591034
9.3216,0.5911,11.7999,15.1352,9,0.591035
9.4422,0.5911,11.7999,15.1352,9,0.591036
9.5628,0.5911,11.7995,15.1338,10,0.591021
9.6834,0.5911,11.7995,15.1339,10,0.591022
9.8040,0.5911,11.7995,15.1340,10,0.591023
9.9246,0.5911,11.7996,15.1341,10,0.591024
10.0452,0.5911,11.7996,15.1342,10,0.591025
10.1658,0.5911,11.7996,15.1343,10,0.591026
10.2864,0.5911,11.7996,15.1344,10,0.591027
10.4070,0.5911,11.7997,15.1345,10,0.591027
10.5276,0.5911,11.7993,15.1330,11,0.591012
10.6482,0.5911,11.7993,15.1331,11,0.591013
10.7688,0.5911,11.7993,15.1332,11,0.591014
10.8894,0.5911,11.7993,15.1333,11,0.591015
11.0101,0.5911,11.7994,15.1334,11,0.591016
11.1307,0.5911,11.7994,15.1335,11,0.591017
11.2513,0.5911,11.7994,15.1336,11,0.591018
11.3719,0.5911,11.7994,15.1337,11,0.591019
11.4925,0.5911,11.7995,15.1338,11,0.591020
11.6131,0.5911,11.7991,15.1324,12,0.591005
11.7337,0.5911,11.7991,15.1325,12,0.591006
11.8543,0.5911,11.7991,15.1325,12,0.591007
11.9749,0.5911,11.7991,15.1326,12,0.591008
12.0955,0.5911,11.7992,15.1327,12,0.591009
12.2161,0.5911,11.7992,15.1328,12,0.591010
12.3367,0.5911,11.7992,15.1329,12,0.591011
12.4573,0.5911,11.7992,15.1330,12,0.591012
12.5779,0.5911,11.7988,15.1316,13,0.590996
12.6985,0.5911,11.7989,15.1317,13,0.590997
12.8191,0.5911,11.7989,15.1318,13,0.590998
12.9397,0.5911,11.7989,15.1319,13,0.590999
13.0603,0.5911,11.7989,15.1319,13,0.591000
13.1809,0.5911,11.7990,15.1320,13,0.591001
13.3015,0.5911,11.7990,15.1321,13,0.591002
13.4221,0.5911,11.7990,15.1322,13,0.591003
13.5427,0.5911,11.7986,15.1308,14,0.590988
13.6633,0.5911,11.7986,15.1309,14,0.590989
13.7839,0.5911,11.7987,15.1310,14,0.590990
13.9045,0.5911,11.7987,15.1311,14,0.590991
14.0251,0.5911,11.7987,15.1312,14,0.590992
14.1457,0.5911,11.7987,15.1313,14,0.590993
14.2663,0.5911,11.7988,15.1313,14,0.590994
14.3869,0.5911,11.7988,15.1314,14,0.590995
14.5075,0.5911,11.7984,15.1300,15,0.590980
14.6281,0.5911,11.7984,15.1301,15,0.590981
14.7487,0.5911,11.7984,15.1302,15,0.590982
14.8693,0.5911,11.7985,15.1303,15,0.590983
14.9899,0.5911,11.7985,15.1304,15,0.590984
15.1106,0.5911,11.7985,15.1305,15,0.590985
15.2312,0.5911,11.7986,15.1306,15,0.590986
15.3518,0.5911,11.7986,15.1307,15,0.590986
15.4724,0.5911,11.7986,15.1307,15,0.590987
15.5930,0.5911,11.7982,15.1293,16,0.590972
15.7136,0.5911,11.7982,15.1294,16,0.590973
15.8342,0.5911,11.7982,15.1295,16,0.590974
15.9548,0.5911,11.7983,15.1296,16,0.590975
16.0754,0.5911,11.7983,15.1297,16,0.590976
16.1960,0.5911,11.7983,15.1298,16,0.590977
16.3166,0.5911,11.7984,15.1299,16,0.590978
16.4372,0.5911,11.7984,15.1300,16,0.590979
16.5578,0.5911,11.7980,15.1285,17,0.590964
16.6784,0.5911,11.7980,15.1286,17,0.590965
16.7990,0.5911,11.7980,15.1287,17,0.590966
16.9196,0.5911,11.7981,15.1288,17,0.590967
17.0402,0.5911,11.7981,15.1289,17,0.590968
17.1608,0.5911,11.7981,15.1290,17,0.590969
17.2814,0.5911,11.7981,15.1291,17,0.590970
17.4020,0.5911,11.7982,15.1292,17,0.590971
17.5226,0.5911,11.7977,15.1278,18,0.590955
17.6432,0.5911,11.7978,15.1278,18,0.590956
17.7638,0.5911,11.7978,15.1279,18,0.590957
17.8844,0.5911,11.7978,15.1280,18,0.590958
18.0050,0.5911,11.7979,15.1281,18,0.590959
18.1256,0.5911,11.7979,15.1282,18,0.590960
18.2462,0.5911,11.7979,15.1283,18,0.590961
18.3668,0.5911,11.7979,15.1284,18,0.590962
18.4874,0.5911,11.7980,15.1285,18,0.590963
18.6080,0.5911,11.7975,15.1271,19,0.590948
18.7286,0.5911,11.7976,15.1272,19,0.590949
18.8492,0.5911,11.7976,15.1273,19,0.590950
18.9698,0.5911,11.7976,15.1273,19,0.590951
19.0905,0.5911,11.7977,15.1274,19,0.590952
19.2111,0.5911,11.7977,15.1275,19,0.590953
19.3317,0.5911,11.7977,15.1276,19,0.590954
19.4523,0.5911,11.7977,15.1277,19,0.590955
19.5729,0.5911,11.7973,15.1263,20,0.590940
19.6935,0.5911,11.7973,15.1264,20,0.590941
19.8141,0.5911,11.7974,15.1265,20,0.590942
19.9347,0.5911,11.7974,15.1266,20,0.590943
20.0553,0.5911,11.7974,15.1267,20,0.590943
20.1759,0.5911,11.7975,15.1267,20,0.590944
20.2965,0.5911,11.7975,15.1268,20,0.590945
20.4171,0.5911,11.7975,15.1269,20,0.590946
20.5377,0.5911,11.7971,15.1255,21,0.590931
20.6583,0.5911,11.7971,15.1256,21,0.590932
20.7789,0.5911,11.7972,15.1257,21,0.590933
20.8995,0.5911,11.7972,15.1258,21,0.590934
21.0201,0.5911,11.7972,15.1259,21,0.590935
21.1407,0.5911,11.7972,15.1260,21,0.590936
21.2613,0.5911,11.7973,15.1261,21,0.590937
21.3819,0.5911,11.7973,15.1261,21,0.590938
21.5025,0.5911,11.7969,15.1247,22,0.590923
21.6231,0.5911,11.7969,15.1248,22,0.590924
21.7437,0.5911,11.7969,15.1249,22,0.590925
21.8643,0.5911,11.7970,15.1250,22,0.590926
21.9849,0.5911,11.7970,15.1251,22,0.590927
22.1055,0.5911,11.7970,15.1252,22,0.590928
22.2261,0.5911,11.7970,15.1253,22,0.590929
22.3467,0.5911,11.7971,15.1254,22,0.590930
22.4673,0.5911,11.7971,15.1254,22,0.590931
22.5879,0.5911,11.7967,15.1240,23,0.590915
22.7085,0.5911,11.7967,15.1241,23,0.590916
22.8291,0.5911,11.7967,15.1242,23,0.590917
22.9497,0.5911,11.7968,15.1243,23,0.590918
23.0704,0.5911,11.7968,15.1244,23,0.590919
23.1910,0.5911,11.7968,15.1245,23,0.590920
23.3116,0.5911,11.7968,15.1246,23,0.590921
23.4322,0.5911,11.7969,15.1247,23,0.590922
23.5528,0.5911,11.7965,15.1232,24,0.590907
23.6734,0.5911,11.7965,15.1233,24,0.590908
23.7940,0.5911,11.7965,15.1234,24,0.590909
23.9146,0.5911,11.7965,15.1235,24,0.590910
24.0352,0.5911,11.7966,15.1236,24,0.590911
24.1558,0.5911,11.7966,15.1237,24,0.590912
24.2764,0.5911,11.7966,15.1238,24,0.590913
24.3970,0.5911,11.7966,15.1239,24,0.590914
24.5176,0.5911,11.7962,15.1225,25,0.590898
24.6382,0.5911,11.7963,15.1226,25,0.590899
24.7588,0.5911,11.7963,15.1227,25,0.590900
24.8794,0.5911,11.7963,15.1227,25,0.590901
25.0000,0.5911,11.7963,15.1228,25,0.590902
1.0000,0.5936,11.8674,15.3725,1,0.593560
1.1206,0.5936,11.8675,15.3725,1,0.593561
1.2412,0.5936,11.8675,15.3726,1,0.593561
1.3618,0.5936,11.8675,15.3727,1,0.593562
1.4824,0.5936,11.8675,15.3727,1,0.593562
1.6030,0.5936,11.8671,15.3713,2,0.593547
1.7236,0.5936,11.8671,15.3714,2,0.593549
1.8442,0.5936,11.8672,15.3715,2,0.593550
1.9648,0.5936,11.8672,15.3716,2,0.593551
2.0854,0.5936,11.8672,15.3717,2,0.593552
2.2060,0.5936,11.8673,15.3718,2,0.593553
2.3266,0.5936,11.8673,15.3719,2,0.593554
2.4472,0.5936,11.8673,15.3720,2,0.593555
2.5678,0.5936,11.8669,15.3705,3,0.593539
2.6884,0.5936,11.8669,15.3706,3,0.593541
2.8090,0.5936,11.8669,15.3707,3,0.593542
2.9296,0.5936,11.8670,15.3708,3,0.593543
3.0503,0.5936,11.8670,15.3709,3,0.593544
3.1709,0.5936,11.8670,15.3710,3,0.593545
3.2915,0.5936,11.8671,15.3711,3,0.593546
3.4121,0.5936,11.8671,15.3712,3,0.593546
3.5327,0.5936,11.8667,15.3697,4,0.593531
3.6533,0.5936,11.8667,15.3698,4,0.593532
3.7739,0.5936,11.8667,15.3699,4,0.593533
3.8945,0.5936,11.8668,15.3700,4,0.593534
4.0151,0.5936,11.8668,15.3701,4,0.593535
4.1357,0.5936,11.8668,15.3702,4,0.593536
4.2563,0.5936,11.8668,15.3703,4,0.593537
4.3769,0.5936,11.8668,15.3704,4,0.593538
4.4975,0.5936,11.8669,15.3705,4,0.593539
4.6181,0.5936,11.8665,15.3690,5,0.593524
4.7387,0.5936,11.8665,15.3691,5,0.593525
4.8593,0.5936,11.8665,15.3692,5,0.593526
4.9799,0.5936,11.8666,15.3693,5,0.593527
5.1005,0.5936,11.8666,15.3694,5,0.593528
5.2211,0.5936,11.8666,15.3695,5,0.593529
5.3417,0.5936,11.8666,15.3696,5,0.593530
5.4623,0.5936,11.8666,15.3697,5,0.593530
5.5829,0.5936,11.8662,15.3682,6,0.593515
5.7035,0.5936,11.8663,15.3683,6,0.593516
5.8241,0.5936,11.8663,15.3684,6,0.593517
5.9447,0.5936,11.8663,15.3685,6,0.593518
6.0653,0.5936,11.8664,15.3686,6,0.593519
6.1859,0.5936,11.8664,15.3687,6,0.593520
6.3065,0.5936,11.8664,15.3688,6,0.593521
6.4271,0.5936,11.8664,15.3689,6,0.593522
6.5477,0.5936,11.8660,15.3674,7,0.593507
6.6683,0.5936,11.8660,15.3675,7,0.593508
6.7889,0.5936,11.8661,15.3676,7,0.593509
6.9095,0.5936,11.8661,15.3677,7,0.593510
7.0302,0.5936,11.8661,15.3678,7,0.593511
7.1508,0.5936,11.8662,15.3679,7,0.593512
7.2714,0.5936,11.8662,15.3680,7,0.593513
7.3920,0.5936,11.8662,15.3681,7,0.593514
7.5126,0.5936,11.8658,15.3666,8,0.593498
7.6332,0.5936,11.8658,15.3667,8,0.593499
7.7538,0.5936,11.8658,15.3668,8,0.593500
7.8744,0.5936,11.8659,15.3669,8,0.593502
7.9950,0.5936,11.8659,15.3670,8,0.593503
8.1156,0.5936,11.8659,15.3671,8,0.593504
8.2362,0.5936,11.8659,15.3672,8,0.593504
8.3568,0.5936,11.8660,15.3673,8,0.593505
8.4774,0.5936,11.8660,15.3674,8,0.593506
8.5980,0.5936,11.8656,15.3659,9,0.593491
8.7186,0.5936,11.8656,15.3660,9,0.593492
8.8392,0.5936,11.8656,15.3661,9,0.593493
8.9598,0.5936,11.8657,15.3662,9,0.593494
9.0804,0.5936,11.8657,15.3663,9,0.593495
9.2010,0.5936,11.8657,15.3664,9,0.593496
9.3216,0.5936,11.8657,15.3665,9,0.593497
9.4422,0.5936,11.8658,15.3666,9,0.593498
9.5628,0.5936,11.8654,15.3651,10,0.593483
9.6834,0.5936,11.8654,15.3652,10,0.593484
9.8040,0.5936,11.8654,15.3653,10,0.593485
9.9246,0.5936,11.8654,15.3654,10,0.593486
10.0452,0.5936,11.8655,15.3655,10,0.593487
10.1658,0.5936,11.8655,15.3656,10,0.593488
10.2864,0.5936,11.8655,15.3657,10,0.593489
10.4070,0.5936,11.8655,15.3658,10,0.593489
10.5276,0.5936,11.8651,15.3643,11,0.593474
10.6482,0.5936,11.8652,15.3644,11,0.593475
10.7688,0.5936,11.8652,15.3645,11,0.593476
10.8894,0.5936,11.8652,15.3646,11,0.593477
11.0101,0.5936,11.8652,15.3647,11,0.593478
11.1307,0.5936,11.8653,15.3648,11,0.593479
11.2513,0.5936,11.8653,15.3649,11,0.593480
11.3719,0.5936,11.8653,15.3650,11,0.593481
11.4925,0.5936,11.8653,15.3651,11,0.593482
11.6131,0.5936,11.8649,15.3636,12,0.593467
11.7337,0.5936,11.8650,15.3637,12,0.593468
11.8543,0.5936,11.8650,15.3638,12,0.593469
11.9749,0.5936,11.8650,15.3639,12,0.593470
12.0955,0.5936,11.8650,15.3640,12,0.593471
12.2161,0.5936,11.8651,15.3641,12,0.593472
12.3367,0.5936,11.8651,15.3642,12,0.593473
12.4573,0.5936,11.8651,15.3643,12,0.593474
12.5779,0.5936,11.8647,15.3628,13,0.593458
12.6985,0.5936,11.8647,15.3629,13,0.593459
12.8191,0.5936,11.8648,15.3630,13,0.593460
12.9397,0.5936,11.8648,15.3631,13,0.593461
13.0603,0.5936,11.8648,15.3632,13,0.593462
13.1809,0.5936,11.8648,15.3633,13,0.593463
13.3015,0.5936,11.8649,15.3634,13,0.593464
13.4221,0.5936,11.8649,15.3635,13,0.593465
13.5427,0.5936,11.8645,15.3620,14,0.593450
13.6633,0.5936,11.8645,15.3621,14,0.593451
13.7839,0.5936,11.8645,15.3622,14,0.593452
13.9045,0.5936,11.8646,15.3623,14,0.593453
14.0251,0.5936,11.8646,15.3624,14,0.593454
14.1457,0.5936,11.8646,15.3625,14,0.593455
14.2663,0.5936,11.8646,15.3626,14,0.593456
14.3869,0.5936,11.8647,15.3627,14,0.593457
14.5075,0.5936,11.8643,15.3612,15,0.593441
14.6281,0.5936,11.8643,15.3613,15,0.593442
14.7487,0.5936,11.8643,15.3614,15,0.593443
14.8693,0.5936,11.8643,15.3615,15,0.593444
14.9899,0.5936,11.8644,15.3616,15,0.593445
15.1106,0.5936,11.8644,15.3617,15,0.593446
15.2312,0.5936,11.8644,15.3618,15,0.593447
15.3518,0.5936,11.8644,15.3619,15,0.593448
15.4724,0.5936,11.8645,15.3620,15,0.593449
15.5930,0.5936,11.8641,15.3605,16,0.593434
15.7136,0.5936,11.8641,15.3606,16,0.593435
15.8342,0.5936,11.8641,15.3607,16,0.593436
15.9548,0.5936,11.8641,15.3608,16,0.593437
16.0754,0.5936,11.8642,15.3609,16,0.593438
16.1960,0.5936,11.8642,15.3610,16,0.593439
16.3166,0.5936,11.8642,15.3611,16,0.593440
16.4372,0.5936,11.8642,15.3612,16,0.593441
16.5578,0.5936,11.8638,15.3597,17,0.593425
16.6784,0.5936,11.8639,15.3598,17,0.593426
16.7990,0.5936,11.8639,15.3599,17,0.593427
16.9196,0.5936,11.8639,15.3600,17,0.593428
17.0402,0.5936,11.8639,15.3601,17,0.593429
17.1608,0.5936,11.8640,15.3602,17,0.593430
17.2814,0.5936,11.8640,15.3603,17,0.593431
17.4020,0.5936,11.8640,15.3604,17,0.593432
17.5226,0.5936,11.8636,15.3589,18,0.593417
17.6432,0.5936,11.8636,15.3590,18,0.593418
17.7638,0.5936,11.8637,15.3591,18,0.593419
17.8844,0.5936,11.8637,15.3592,18,0.593420
