L_mm,r_abs,contrast_dB,contrast_linear,n_mode,S_mid
13.9045,0.5813,11.5381,14.2499,14,0.581144
14.0251,0.5813,11.5382,14.2500,14,0.581145
14.1457,0.5813,11.5382,14.2501,14,0.581146
14.2663,0.5813,11.5382,14.2502,14,0.581147
14.3869,0.5813,11.5382,14.2502,14,0.581147
14.5075,0.5813,11.5378,14.2490,15,0.581132
14.6281,0.5813,11.5379,14.2490,15,0.581133
14.7487,0.5813,11.5379,14.2491,15,0.581134
14.8693,0.5813,11.5379,14.2492,15,0.581135
14.9899,0.5813,11.5379,14.2493,15,0.581136
15.1106,0.5813,11.5380,14.2494,15,0.581137
15.2312,0.5813,11.5380,14.2495,15,0.581138
15.3518,0.5813,11.5380,14.2495,15,0.581139
15.4724,0.5813,11.5380,14.2496,15,0.581140
15.5930,0.5813,11.5376,14.2483,16,0.581125
15.7136,0.5813,11.5377,14.2484,16,0.581126
15.8342,0.5813,11.5377,14.2485,16,0.581127
15.9548,0.5813,11.5377,14.2486,16,0.581128
16.0754,0.5813,11.5377,14.2487,16,0.581129
16.1960,0.5813,11.5378,14.2487,16,0.581130
16.3166,0.5813,11.5378,14.2488,16,0.581131
16.4372,0.5813,11.5378,14.2489,16,0.581132
16.5578,0.5813,11.5374,14.2476,17,0.581117
16.6784,0.5813,11.5374,14.2477,17,0.581118
16.7990,0.5813,11.5375,14.2478,17,0.581119
16.9196,0.5813,11.5375,14.2479,17,0.581120
17.0402,0.5813,11.5375,14.2480,17,0.581121
17.1608,0.5813,11.5375,14.2480,17,0.581122
17.2814,0.5813,11.5376,14.2481,17,0.581123
17.4020,0.5813,11.5376,14.2482,17,0.581124
17.5226,0.5813,11.5372,14.2469,18,0.581109
17.6432,0.5813,11.5372,14.2470,18,0.581110
17.7638,0.5813,11.5373,14.2471,18,0.581111
17.8844,0.5813,11.5373,14.2472,18,0.581112
18.0050,0.5813,11.5373,14.2472,18,0.581113
18.1256,0.5813,11.5373,14.2473,18,0.581113
18.2462,0.5813,11.5374,14.2474,18,0.581114
18.3668,0.5813,11.5374,14.2475,18,0.581115
18.4874,0.5813,11.5374,14.2476,18,0.581116
18.6080,0.5813,11.5370,14.2463,19,0.581101
18.7286,0.5813,11.5370,14.2464,19,0.581102
18.8492,0.5813,11.5371,14.2464,19,0.581103
18.9698,0.5813,11.5371,14.2465,19,0.581104
19.0905,0.5813,11.5371,14.2466,19,0.581105
19.2111,0.5813,11.5371,14.2467,19,0.581106
19.3317,0.5813,11.5372,14.2468,19,0.581107
19.4523,0.5813,11.5372,14.2469,19,0.581108
19.5729,0.5813,11.5368,14.2456,20,0.581093
19.6935,0.5813,11.5368,14.2457,20,0.581094
19.8141,0.5813,11.5368,14.2457,20,0.581095
19.9347,0.5813,11.5369,14.2458,20,0.581096
20.0553,0.5813,11.5369,14.2459,20,0.581097
20.1759,0.5813,11.5369,14.2460,20,0.581098
20.2965,0.5813,11.5369,14.2461,20,0.581099
20.4171,0.5813,11.5370,14.2461,20,0.581100
20.5377,0.5813,11.5366,14.2449,21,0.581085
20.6583,0.5813,11.5366,14.2449,21,0.581086
20.7789,0.5813,11.5366,14.2450,21,0.581087
20.8995,0.5813,11.5367,14.2451,21,0.581088
21.0201,0.5813,11.5367,14.2452,21,0.581089
21.1407,0.5813,11.5367,14.2453,21,0.581090
21.2613,0.5813,11.5367,14.2454,21,0.581091
21.3819,0.5813,11.5368,14.2454,21,0.581092
21.5025,0.5813,11.5364,14.2441,22,0.581076
21.6231,0.5813,11.5364,14.2442,22,0.581077
21.7437,0.5813,11.5364,14.2443,22,0.581078
21.8643,0.5813,11.5364,14.2444,22,0.581079
21.9849,0.5813,11.5365,14.2445,22,0.581080
22.1055,0.5813,11.5365,14.2446,22,0.581081
22.2261,0.5813,11.5365,14.2446,22,0.581082
22.3467,0.5813,11.5365,14.2447,22,0.581083
22.4673,0.5813,11.5366,14.2448,22,0.581084
22.5879,0.5813,11.5362,14.2435,23,0.581069
22.7085,0.5813,11.5362,14.2436,23,0.581070
22.8291,0.5813,11.5362,14.2437,23,0.581071
22.9497,0.5813,11.5362,14.2438,23,0.581072
23.0704,0.5813,11.5363,14.2439,23,0.581073
23.1910,0.5813,11.5363,14.2439,23,0.581074
23.3116,0.5813,11.5363,14.2440,23,0.581075
23.4322,0.5813,11.5363,14.2441,23,0.581076
23.5528,0.5813,11.5360,14.2428,24,0.581061
23.6734,0.5813,11.5360,14.2429,24,0.581062
23.7940,0.5813,11.5360,14.2430,24,0.581063
23.9146,0.5813,11.5360,14.2431,24,0.581064
24.0352,0.5813,11.5361,14.2431,24,0.581065
24.1558,0.5813,11.5361,14.2432,24,0.581066
24.2764,0.5813,11.5361,14.2433,24,0.581067
24.3970,0.5813,11.5361,14.2434,24,0.581068
24.5176,0.5813,11.5357,14.2421,25,0.581053
24.6382,0.5813,11.5358,14.2422,25,0.581054
24.7588,0.5813,11.5358,14.2423,25,0.581055
24.8794,0.5813,11.5358,14.2423,25,0.581056
25.0000,0.5813,11.5358,14.2424,25,0.581057
1.0000,0.5837,11.6056,14.4731,1,0.583711
1.1206,0.5837,11.6056,14.4732,1,0.583711
1.2412,0.5837,11.6056,14.4732,1,0.583712
1.3618,0.5837,11.6057,14.4733,1,0.583713
1.4824,0.5837,11.6057,14.4733,1,0.583713
1.6030,0.5837,11.6053,14.4720,2,0.583699
1.7236,0.5837,11.6053,14.4721,2,0.583700
1.8442,0.5837,11.6054,14.4723,2,0.583701
1.9648,0.5837,11.6054,14.4723,2,0.583702
2.0854,0.5837,11.6054,14.4724,2,0.583703
2.2060,0.5837,11.6054,14.4725,2,0.583704
2.3266,0.5837,11.6055,14.4726,2,0.583705
2.4472,0.5837,11.6055,14.4726,2,0.583705
2.5678,0.5837,11.6051,14.4713,3,0.583690
2.6884,0.5837,11.6051,14.4714,3,0.583692
2.8090,0.5837,11.6051,14.4715,3,0.583693
2.9296,0.5837,11.6052,14.4716,3,0.583694
3.0503,0.5837,11.6052,14.4717,3,0.583695
3.1709,0.5837,11.6052,14.4718,3,0.583696
3.2915,0.5837,11.6052,14.4719,3,0.583697
3.4121,0.5837,11.6053,14.4719,3,0.583697
3.5327,0.5837,11.6049,14.4706,4,0.583682
3.6533,0.5837,11.6049,14.4707,4,0.583683
3.7739,0.5837,11.6049,14.4708,4,0.583685
3.8945,0.5837,11.6050,14.4709,4,0.583686
4.0151,0.5837,11.6050,14.4710,4,0.583687
4.1357,0.5837,11.6050,14.4711,4,0.583688
4.2563,0.5837,11.6050,14.4711,4,0.583688
4.3769,0.5837,11.6050,14.4712,4,0.583689
4.4975,0.5837,11.6051,14.4713,4,0.583690
4.6181,0.5837,11.6047,14.4700,5,0.583675
4.7387,0.5837,11.6047,14.4701,5,0.583676
4.8593,0.5837,11.6047,14.4702,5,0.583677
4.9799,0.5837,11.6048,14.4702,5,0.583678
5.1005,0.5837,11.6048,14.4703,5,0.583679
5.2211,0.5837,11.6048,14.4704,5,0.583680
5.3417,0.5837,11.6048,14.4705,5,0.583681
5.4623,0.5837,11.6049,14.4706,5,0.583682
5.5829,0.5837,11.6045,14.4692,6,0.583667
5.7035,0.5837,11.6045,14.4693,6,0.583668
5.8241,0.5837,11.6045,14.4694,6,0.583669
5.9447,0.5837,11.6045,14.4695,6,0.583670
6.0653,0.5837,11.6046,14.4696,6,0.583671
6.1859,0.5837,11.6046,14.4697,6,0.583672
6.3065,0.5837,11.6046,14.4698,6,0.583673
6.4271,0.5837,11.6046,14.4698,6,0.583674
6.5477,0.5837,11.6042,14.4685,7,0.583659
6.6683,0.5837,11.6043,14.4686,7,0.583660
6.7889,0.5837,11.6043,14.4687,7,0.583661
6.9095,0.5837,11.6043,14.4688,7,0.583662
7.0302,0.5837,11.6043,14.4689,7,0.583663
7.1508,0.5837,11.6044,14.4690,7,0.583664
7.2714,0.5837,11.6044,14.4690,7,0.583665
7.3920,0.5837,11.6044,14.4691,7,0.583665
7.5126,0.5837,11.6040,14.4678,8,0.583650
7.6332,0.5837,11.6040,14.4679,8,0.583651
7.7538,0.5837,11.6041,14.4680,8,0.583652
7.8744,0.5837,11.6041,14.4681,8,0.583653
7.9950,0.5837,11.6041,14.4681,8,0.583654
8.1156,0.5837,11.6042,14.4682,8,0.583655
8.2362,0.5837,11.6042,14.4683,8,0.583656
8.3568,0.5837,11.6042,14.4684,8,0.583657
8.4774,0.5837,11.6042,14.4685,8,0.583658
8.5980,0.5837,11.6038,14.4671,9,0.583643
8.7186,0.5837,11.6039,14.4672,9,0.583644
8.8392,0.5837,11.6039,14.4673,9,0.583645
8.9598,0.5837,11.6039,14.4674,9,0.583646
9.0804,0.5837,11.6039,14.4675,9,0.583647
9.2010,0.5837,11.6040,14.4676,9,0.583648
9.3216,0.5837,11.6040,14.4677,9,0.583649
9.4422,0.5837,11.6040,14.4677,9,0.583650
9.5628,0.5837,11.6036,14.4664,10,0.583635
9.6834,0.5837,11.6036,14.4665,10,0.583636
9.8040,0.5837,11.6037,14.4666,10,0.583637
9.9246,0.5837,11.6037,14.4667,10,0.583638
10.0452,0.5837,11.6037,14.4668,10,0.583639
10.1658,0.5837,11.6037,14.4669,10,0.583640
10.2864,0.5837,11.6038,14.4669,10,0.583641
10.4070,0.5837,11.6038,14.4670,10,0.583642
10.5276,0.5837,11.6034,14.4657,11,0.583626
10.6482,0.5837,11.6034,14.4658,11,0.583627
10.7688,0.5837,11.6034,14.4659,11,0.583628
10.8894,0.5837,11.6035,14.4660,11,0.583629
11.0101,0.5837,11.6035,14.4660,11,0.583630
11.1307,0.5837,11.6035,14.4661,11,0.583631
11.2513,0.5837,11.6035,14.4662,11,0.583632
11.3719,0.5837,11.6036,14.4663,11,0.583633
11.4925,0.5837,11.6036,14.4664,11,0.583634
11.6131,0.5837,11.6032,14.4650,12,0.583619
11.7337,0.5837,11.6032,14.4651,12,0.583620
11.8543,0.5837,11.6033,14.4652,12,0.583621
11.9749,0.5837,11.6033,14.4653,12,0.583622
12.0955,0.5837,11.6033,14.4654,12,0.583623
12.2161,0.5837,11.6033,14.4655,12,0.583624
12.3367,0.5837,11.6034,14.4656,12,0.583625
12.4573,0.5837,11.6034,14.4656,12,0.583626
12.5779,0.5837,11.6030,14.4643,13,0.583611
12.6985,0.5837,11.6030,14.4644,13,0.583612
12.8191,0.5837,11.6030,14.4645,13,0.583613
12.9397,0.5837,11.6031,14.4646,13,0.583614
13.0603,0.5837,11.6031,14.4647,13,0.583615
13.1809,0.5837,11.6031,14.4648,13,0.583616
13.3015,0.5837,11.6031,14.4648,13,0.583617
13.4221,0.5837,11.6032,14.4649,13,0.583618
13.5427,0.5837,11.6028,14.4636,14,0.583602
13.6633,0.5837,11.6028,14.4637,14,0.583604
13.7839,0.5837,11.6028,14.4638,14,0.583605
13.9045,0.5837,11.6028,14.4639,14,0.583606
14.0251,0.5837,11.6029,14.4639,14,0.583606
14.1457,0.5837,11.6029,14.4640,14,0.583607
14.2663,0.5837,11.6029,14.4641,14,0.583608
14.3869,0.5837,11.6029,14.4642,14,0.583609
14.5075,0.5837,11.6025,14.4629,15,0.583594
14.6281,0.5837,11.6026,14.4629,15,0.583595
14.7487,0.5837,11.6026,14.4630,15,0.583596
14.8693,0.5837,11.6026,14.4631,15,0.583597
14.9899,0.5837,11.6026,14.4632,15,0.583598
15.1106,0.5837,11.6027,14.4633,15,0.583599
15.2312,0.5837,11.6027,14.4634,15,0.583600
15.3518,0.5837,11.6027,14.4635,15,0.583601
15.4724,0.5837,11.6027,14.4635,15,0.583602
15.5930,0.5837,11.6023,14.4622,16,0.583587
15.7136,0.5837,11.6024,14.4623,16,0.583588
15.8342,0.5837,11.6024,14.4624,16,0.583589
15.9548,0.5837,11.6024,14.4625,16,0.583590
16.0754,0.5837,11.6025,14.4626,16,0.583591
16.1960,0.5837,11.6025,14.4627,16,0.583592
16.3166,0.5837,11.6025,14.4627,16,0.583593
16.4372,0.5837,11.6025,14.4628,16,0.583594
16.5578,0.5837,11.6021,14.4615,17,0.583579
16.6784,0.5837,11.6022,14.4616,17,0.583580
16.7990,0.5837,11.6022,14.4617,17,0.583581
16.9196,0.5837,11.6022,14.4618,17,0.583582
17.0402,0.5837,11.6022,14.4618,17,0.583583
17.1608,0.5837,11.6023,14.4619,17,0.583583
17.2814,0.5837,11.6023,14.4620,17,0.583584
17.4020,0.5837,11.6023,14.4621,17,0.583585
17.5226,0.5837,11.6019,14.4608,18,0.583570
17.6432,0.5837,11.6019,14.4609,18,0.583571
17.7638,0.5837,11.6020,14.4609,18,0.583572
17.8844,0.5837,11.6020,14.4610,18,0.583573
18.0050,0.5837,11.6020,14.4611,18,0.583574
18.1256,0.5837,11.6020,14.4612,18,0.583575
18.2462,0.5837,11.6021,14.4613,18,0.583576
18.3668,0.5837,11.6021,14.4614,18,0.583577
18.4874,0.5837,11.6021,14.4614,18,0.583578
18.6080,0.5837,11.6017,14.4601,19,0.583563
18.7286,0.5837,11.6017,14.4602,19,0.583564
18.8492,0.5837,11.6018,14.4603,19,0.583565
18.9698,0.5837,11.6018,14.4604,19,0.583566
19.0905,0.5837,11.6018,14.4605,19,0.583567
19.2111,0.5837,11.6018,14.4606,19,0.583568
19.3317,0.5837,11.6019,14.4606,19,0.583569
19.4523,0.5837,11.6019,14.4607,19,0.583570
19.5729,0.5837,11.6015,14.4594,20,0.583555
19.6935,0.5837,11.6015,14.4595,20,0.583556
19.8141,0.5837,11.6016,14.4596,20,0.583557
19.9347,0.5837,11.6016,14.4597,20,0.583558
20.0553,0.5837,11.6016,14.4597,20,0.583559
20.1759,0.5837,11.6016,14.4598,20,0.583560
20.2965,0.5837,11.6017,14.4599,20,0.583560
20.4171,0.5837,11.6017,14.4600,20,0.583561
20.5377,0.5837,11.6013,14.4587,21,0.583546
20.6583,0.5837,11.6013,14.4588,21,0.583547
20.7789,0.5837,11.6013,14.4588,21,0.583548
20.8995,0.5837,11.6014,14.4589,21,0.583549
21.0201,0.5837,11.6014,14.4590,21,0.583550
21.1407,0.5837,11.6014,14.4591,21,0.583551
21.2613,0.5837,11.6014,14.4592,21,0.583552
21.3819,0.5837,11.6015,14.4593,21,0.583553
21.5025,0.5837,11.6011,14.4579,22,0.583538
21.6231,0.5837,11.6011,14.4580,22,0.583539
21.7437,0.5837,11.6011,14.4581,22,0.583540
21.8643,0.5837,11.6011,14.4582,22,0.583541
21.9849,0.5837,11.6012,14.4583,22,0.583542
22.1055,0.5837,11.6012,14.4584,22,0.583543
22.2261,0.5837,11.6012,14.4585,22,0.583544
22.3467,0.5837,11.6012,14.4585,22,0.583545
22.4673,0.5837,11.6013,14.4586,22,0.583546
22.5879,0.5837,11.6009,14.4573,23,0.583531
22.7085,0.5837,11.6009,14.4574,23,0.583532
22.8291,0.5837,11.6009,14.4575,23,0.583533
22.9497,0.5837,11.6009,14.4576,23,0.583534
23.0704,0.5837,11.6010,14.4576,23,0.583535
23.1910,0.5837,11.6010,14.4577,23,0.583536
23.3116,0.5837,11.6010,14.4578,23,0.583537
23.4322,0.5837,11.6010,14.4579,23,0.583537
23.5528,0.5837,11.6007,14.4566,24,0.583522
23.6734,0.5837,11.6007,14.4567,24,0.583523
23.7940,0.5837,11.6007,14.4567,24,0.583524
23.9146,0.5837,11.6007,14.4568,24,0.583525
24.0352,0.5837,11.6008,14.4569,24,0.583526
24.1558,0.5837,11.6008,14.4570,24,0.583527
24.2764,0.5837,11.6008,14.4571,24,0.583528
24.3970,0.5837,11.6008,14.4572,24,0.583529
24.5176,0.5837,11.6004,14.4558,25,0.583514
24.6382,0.5837,11.6005,14.4559,25,0.583515
24.7588,0.5837,11.6005,14.4560,25,0.583516
24.8794,0.5837,11.6005,14.4561,25,0.583517
25.0000,0.5837,11.6005,14.4562,25,0.583518
1.0000,0.5862,11.6706,14.6914,1,0.586173
1.1206,0.5862,11.6707,14.6915,1,0.586174
1.2412,0.5862,11.6707,14.6915,1,0.586174
1.3618,0.5862,11.6707,14.6916,1,0.586175
1.4824,0.5862,11.6707,14.6916,1,0.586175
1.6030,0.5862,11.6703,14.6903,2,0.586161
1.7236,0.5862,11.6703,14.6904,2,0.586162
1.8442,0.5862,11.6704,14.6906,2,0.586163
1.9648,0.5862,11.6704,14.6906,2,0.586165
2.0854,0.5862,11.6704,14.6907,2,0.586165
2.2060,0.5862,11.6705,14.6908,2,0.586166
2.3266,0.5862,11.6705,14.6909,2,0.586167
2.4472,0.5862,11.6705,14.6909,2,0.586168
2.5678,0.5862,11.6701,14.6896,3,0.586153
2.6884,0.5862,11.6701,14.6897,3,0.586154
2.8090,0.5862,11.6702,14.6898,3,0.586155
2.9296,0.5862,11.6702,14.6899,3,0.586156
3.0503,0.5862,11.6702,14.6900,3,0.586157
3.1709,0.5862,11.6702,14.6901,3,0.586158
3.2915,0.5862,11.6703,14.6901,3,0.586159
3.4121,0.5862,11.6703,14.6902,3,0.586160
3.5327,0.5862,11.6699,14.6889,4,0.586144
3.6533,0.5862,11.6699,14.6890,4,0.586146
3.7739,0.5862,11.6699,14.6891,4,0.586147
3.8945,0.5862,11.6700,14.6892,4,0.586148
4.0151,0.5862,11.6700,14.6892,4,0.586149
4.1357,0.5862,11.6700,14.6893,4,0.586150
4.2563,0.5862,11.6700,14.6894,4,0.586151
4.3769,0.5862,11.6701,14.6895,4,0.586151
4.4975,0.5862,11.6701,14.6896,4,0.586152
4.6181,0.5862,11.6697,14.6882,5,0.586137
4.7387,0.5862,11.6697,14.6883,5,0.586138
4.8593,0.5862,11.6697,14.6884,5,0.586139
4.9799,0.5862,11.6698,14.6885,5,0.586140
5.1005,0.5862,11.6698,14.6886,5,0.586141
5.2211,0.5862,11.6698,14.6887,5,0.586142
5.3417,0.5862,11.6698,14.6887,5,0.586143
5.4623,0.5862,11.6699,14.6888,5,0.586144
5.5829,0.5862,11.6695,14.6875,6,0.586129
5.7035,0.5862,11.6695,14.6876,6,0.586130
5.8241,0.5862,11.6695,14.6877,6,0.586131
5.9447,0.5862,11.6696,14.6877,6,0.586132
6.0653,0.5862,11.6696,14.6878,6,0.586133
6.1859,0.5862,11.6696,14.6879,6,0.586134
6.3065,0.5862,11.6696,14.6880,6,0.586135
6.4271,0.5862,11.6696,14.6881,6,0.586136
6.5477,0.5862,11.6692,14.6867,7,0.586121
6.6683,0.5862,11.6693,14.6868,7,0.586122
6.7889,0.5862,11.6693,14.6869,7,0.586123
6.9095,0.5862,11.6693,14.6870,7,0.586124
7.0302,0.5862,11.6694,14.6871,7,0.586125
7.1508,0.5862,11.6694,14.6872,7,0.586126
7.2714,0.5862,11.6694,14.6873,7,0.586127
7.3920,0.5862,11.6694,14.6873,7,0.586127
7.5126,0.5862,11.6690,14.6860,8,0.586112
7.6332,0.5862,11.6691,14.6861,8,0.586113
7.7538,0.5862,11.6691,14.6862,8,0.586114
7.8744,0.5862,11.6691,14.6863,8,0.586115
7.9950,0.5862,11.6691,14.6863,8,0.586116
8.1156,0.5862,11.6692,14.6864,8,0.586117
8.2362,0.5862,11.6692,14.6865,8,0.586118
8.3568,0.5862,11.6692,14.6866,8,0.586119
8.4774,0.5862,11.6692,14.6867,8,0.586120
8.5980,0.5862,11.6688,14.6853,9,0.586105
8.7186,0.5862,11.6689,14.6854,9,0.586106
8.8392,0.5862,11.6689,14.6855,9,0.586107
8.9598,0.5862,11.6689,14.6856,9,0.586108
9.0804,0.5862,11.6689,14.6857,9,0.586109
9.2010,0.5862,11.6690,14.6858,9,0.586110
9.3216,0.5862,11.6690,14.6859,9,0.586111
9.4422,0.5862,11.6690,14.6859,9,0.586112
9.5628,0.5862,11.6686,14.6846,10,0.586097
9.6834,0.5862,11.6686,14.6847,10,0.586098
9.8040,0.5862,11.6687,14.6848,10,0.586099
9.9246,0.5862,11.6687,14.6849,10,0.586100
10.0452,0.5862,11.6687,14.6849,10,0.586101
10.1658,0.5862,11.6687,14.6850,10,0.586102
10.2864,0.5862,11.6688,14.6851,10,0.586103
10.4070,0.5862,11.6688,14.6852,10,0.586103
10.5276,0.5862,11.6684,14.6838,11,0.586088
10.6482,0.5862,11.6684,14.6839,11,0.586089
10.7688,0.5862,11.6684,14.6840,11,0.586090
10.8894,0.5862,11.6685,14.6841,11,0.586091
11.0101,0.5862,11.6685,14.6842,11,0.586092
11.1307,0.5862,11.6685,14.6843,11,0.586093
11.2513,0.5862,11.6686,14.6844,11,0.586094
11.3719,0.5862,11.6686,14.6844,11,0.586095
11.4925,0.5862,11.6686,14.6845,11,0.586096
11.6131,0.5862,11.6682,14.6832,12,0.586081
11.7337,0.5862,11.6682,14.6833,12,0.586082
11.8543,0.5862,11.6683,14.6834,12,0.586083
11.9749,0.5862,11.6683,14.6834,12,0.586084
12.0955,0.5862,11.6683,14.6835,12,0.586085
12.2161,0.5862,11.6683,14.6836,12,0.586086
12.3367,0.5862,11.6684,14.6837,12,0.586087
12.4573,0.5862,11.6684,14.6838,12,0.586088
12.5779,0.5862,11.6680,14.6824,13,0.586073
12.6985,0.5862,11.6680,14.6825,13,0.586074
12.8191,0.5862,11.6680,14.6826,13,0.586075
12.9397,0.5862,11.6681,14.6827,13,0.586076
13.0603,0.5862,11.6681,14.6828,13,0.586077
13.1809,0.5862,11.6681,14.6829,13,0.586078
13.3015,0.5862,11.6681,14.6830,13,0.586079
13.4221,0.5862,11.6682,14.6830,13,0.586079
13.5427,0.5862,11.6678,14.6817,14,0.586064
13.6633,0.5862,11.6678,14.6818,14,0.586065
13.7839,0.5862,11.6678,14.6819,14,0.586066
13.9045,0.5862,11.6678,14.6820,14,0.586067
14.0251,0.5862,11.6679,14.6820,14,0.586068
14.1457,0.5862,11.6679,14.6821,14,0.586069
14.2663,0.5862,11.6679,14.6822,14,0.586070
14.3869,0.5862,11.6679,14.6823,14,0.586071
14.5075,0.5862,11.6675,14.6809,15,0.586056
14.6281,0.5862,11.6676,14.6810,15,0.586057
14.7487,0.5862,11.6676,14.6811,15,0.586058
14.8693,0.5862,11.6676,14.6812,15,0.586059
14.9899,0.5862,11.6676,14.6813,15,0.586060
15.1106,0.5862,11.6677,14.6814,15,0.586061
15.2312,0.5862,11.6677,14.6815,15,0.586062
15.3518,0.5862,11.6677,14.6816,15,0.586063
15.4724,0.5862,11.6677,14.6816,15,0.586064
15.5930,0.5862,11.6673,14.6803,16,0.586049
15.7136,0.5862,11.6674,14.6804,16,0.586050
15.8342,0.5862,11.6674,14.6805,16,0.586051
15.9548,0.5862,11.6674,14.6805,16,0.586052
16.0754,0.5862,11.6674,14.6806,16,0.586053
16.1960,0.5862,11.6675,14.6807,16,0.586054
16.3166,0.5862,11.6675,14.6808,16,0.586055
16.4372,0.5862,11.6675,14.6809,16,0.586055
16.5578,0.5862,11.6671,14.6795,17,0.586040
16.6784,0.5862,11.6671,14.6796,17,0.586041
16.7990,0.5862,11.6672,14.6797,17,0.586042
16.9196,0.5862,11.6672,14.6798,17,0.586043
17.0402,0.5862,11.6672,14.6799,17,0.586044
17.1608,0.5862,11.6673,14.6800,17,0.586045
17.2814,0.5862,11.6673,14.6801,17,0.586046
17.4020,0.5862,11.6673,14.6801,17,0.586047
17.5226,0.5862,11.6669,14.6788,18,0.586032
17.6432,0.5862,11.6669,14.6789,18,0.586033
17.7638,0.5862,11.6670,14.6790,18,0.586034
17.8844,0.5862,11.6670,14.6791,18,0.586035
18.0050,0.5862,11.6670,14.6791,18,0.586036
18.1256,0.5862,11.6670,14.6792,18,0.586037
18.2462,0.5862,11.6671,14.6793,18,0.586038
18.3668,0.5862,11.6671,14.6794,18,0.586039
18.4874,0.5862,11.6671,14.6795,18,0.586040
18.6080,0.5862,11.6667,14.6781,19,0.586025
18.7286,0.5862,11.6667,14.6782,19,0.586026
18.8492,0.5862,11.6668,14.6783,19,0.586027
18.9698,0.5862,11.6668,14.6784,19,0.586028
19.0905,0.5862,11.6668,14.6785,19,0.586029
19.2111,0.5862,11.6668,14.6786,19,0.586030
19.3317,0.5862,11.6669,14.6787,19,0.586030
19.4523,0.5862,11.6669,14.6787,19,0.586031
19.5729,0.5862,11.6665,14.6774,20,0.586016
19.6935,0.5862,11.6665,14.6775,20,0.586017
19.8141,0.5862,11.6665,14.6776,20,0.586018
19.9347,0.5862,11.6666,14.6777,20,0.586019
20.0553,0.5862,11.6666,14.6777,20,0.586020
20.1759,0.5862,11.6666,14.6778,20,0.586021
20.2965,0.5862,11.6666,14.6779,20,0.586022
20.4171,0.5862,11.6667,14.6780,20,0.586023
20.5377,0.5862,11.6663,14.6766,21,0.586008
20.6583,0.5862,11.6663,14.6767,21,0.586009
20.7789,0.5862,11.6663,14.6768,21,0.586010
20.8995,0.5862,11.6663,14.6769,21,0.586011
21.0201,0.5862,11.6664,14.6770,21,0.586012
21.1407,0.5862,11.6664,14.6771,21,0.586013
21.2613,0.5862,11.6664,14.6772,21,0.586014
21.3819,0.5862,11.6664,14.6773,21,0.586015
21.5025,0.5862,11.6660,14.6759,22,0.586000
21.6231,0.5862,11.6661,14.6760,22,0.586001
21.7437,0.5862,11.6661,14.6761,22,0.586002
21.8643,0.5862,11.6661,14.6762,22,0.586003
21.9849,0.5862,11.6662,14.6762,22,0.586004
22.1055,0.5862,11.6662,14.6763,22,0.586005
22.2261,0.5862,11.6662,14.6764,22,0.586005
22.3467,0.5862,11.6662,14.6765,22,0.586006
22.4673,0.5862,11.6663,14.6766,22,0.586007
22.5879,0.5862,11.6659,14.6752,23,0.585992
22.7085,0.5862,11.6659,14.6753,23,0.585993
22.8291,0.5862,11.6659,14.6754,23,0.585994
22.9497,0.5862,11.6659,14.6755,23,0.585995
23.0704,0.5862,11.6660,14.6756,23,0.585996
23.1910,0.5862,11.6660,14.6757,23,0.585997
23.3116,0.5862,11.6660,14.6758,23,0.585998
23.4322,0.5862,11.6660,14.6758,23,0.585999
23.5528,0.5862,11.6656,14.6745,24,0.585984
23.6734,0.5862,11.6657,14.6746,24,0.585985
23.7940,0.5862,11.6657,14.6747,24,0.585986
23.9146,0.5862,11.6657,14.6748,24,0.585987
24.0352,0.5862,11.6657,14.6748,24,0.585988
24.1558,0.5862,11.6658,14.6749,24,0.585989
24.2764,0.5862,11.6658,14.6750,24,0.585990
24.3970,0.5862,11.6658,14.6751,24,0.585991
24.5176,0.5862,11.6654,14.6737,25,0.585976
24.6382,0.5862,11.6654,14.6738,25,0.585977
24.7588,0.5862,11.6655,14.6739,25,0.585978
24.8794,0.5862,11.6655,14.6740,25,0.585979
25.0000,0.5862,11.6655,14.6741,25,0.585980
1.0000,0.5886,11.7359,14.9140,1,0.588635
1.1206,0.5886,11.7360,14.9141,1,0.588636
1.2412,0.5886,11.7360,14.9141,1,0.588637
1.3618,0.5886,11.7360,14.9142,1,0.588637
1.4824,0.5886,11.7360,14.9142,1,0.588638
1.6030,0.5886,11.7356,14.9129,2,0.588623
1.7236,0.5886,11.7357,14.9130,2,0.588624
1.8442,0.5886,11.7357,14.9131,2,0.588626
1.9648,0.5886,11.7357,14.9132,2,0.588627
2.0854,0.5886,11.7357,14.9133,2,0.588628
2.2060,0.5886,11.7358,14.9134,2,0.588629
2.3266,0.5886,11.7358,14.9135,2,0.588629
2.4472,0.5886,11.7358,14.9135,2,0.588630
2.5678,0.5886,11.7354,14.9121,3,0.588615
2.6884,0.5886,11.7354,14.9123,3,0.588616
2.8090,0.5886,11.7355,14.9124,3,0.588617
2.9296,0.5886,11.7355,14.9125,3,0.588618
3.0503,0.5886,11.7355,14.9126,3,0.588619
3.1709,0.5886,11.7355,14.9126,3,0.588620
3.2915,0.5886,11.7356,14.9127,3,0.588621
3.4121,0.5886,11.7356,14.9128,3,0.588622
3.5327,0.5886,11.7352,14.9114,4,0.588607
3.6533,0.5886,11.7352,14.9115,4,0.588608
3.7739,0.5886,11.7352,14.9116,4,0.588609
