L_mm,r_mag,S_mid,contrast_mid,contrast_dB
4.4545,0.2874,0.287246,3.2617,5.13
4.4545,0.2969,0.296736,3.3999,5.31
4.4545,0.3064,0.306227,3.5449,5.50
4.4545,0.3159,0.315718,3.6970,5.68
4.4545,0.3254,0.325209,3.8568,5.86
4.4545,0.3348,0.334699,4.0247,6.05
4.4545,0.3443,0.344190,4.2011,6.23
4.4545,0.3538,0.353681,4.3867,6.42
4.4545,0.3633,0.363172,4.5820,6.61
4.4545,0.3728,0.372662,4.7877,6.80
4.4545,0.3823,0.382153,5.0044,6.99
4.4545,0.3918,0.391644,5.2329,7.19
4.4545,0.4013,0.401134,5.4740,7.38
4.4545,0.4108,0.410625,5.7285,7.58
4.4545,0.4203,0.420116,5.9974,7.78
4.4545,0.4298,0.429607,6.2818,7.98
4.4545,0.4393,0.439097,6.5827,8.18
4.4545,0.4488,0.448588,6.9014,8.39
4.4545,0.4583,0.458079,7.2392,8.60
4.4545,0.4678,0.467569,7.5975,8.81
4.4545,0.4773,0.477060,7.9780,9.02
4.4545,0.4868,0.486551,8.3823,9.23
4.4545,0.4963,0.496042,8.8125,9.45
4.4545,0.5058,0.505532,9.2705,9.67
4.4545,0.5153,0.515023,9.7588,9.89
4.4545,0.5247,0.524514,10.2799,10.12
4.4545,0.5342,0.534004,10.8365,10.35
4.4545,0.5437,0.543495,11.4319,10.58
4.4545,0.5532,0.552986,12.0696,10.82
4.4545,0.5627,0.562477,12.7534,11.06
4.4545,0.5722,0.571967,13.4876,11.30
4.4545,0.5817,0.581458,14.2770,11.55
4.4545,0.5912,0.590949,15.1272,11.80
4.4545,0.6007,0.600440,16.0440,12.05
4.4545,0.6102,0.609930,17.0345,12.31
4.4545,0.6197,0.619421,18.1063,12.58
4.4545,0.6292,0.628912,19.2682,12.85
4.4545,0.6387,0.638402,20.5301,13.12
4.4545,0.6482,0.647893,21.9033,13.41
4.4545,0.6577,0.657384,23.4008,13.69
4.4545,0.6672,0.666875,25.0375,13.99
4.4545,0.6767,0.676365,26.8304,14.29
4.4545,0.6862,0.685856,28.7994,14.59
4.4545,0.6957,0.695347,30.9675,14.91
4.4545,0.7052,0.704837,33.3613,15.23
4.4545,0.7146,0.714328,36.0125,15.56
4.4545,0.7241,0.723819,38.9579,15.91
4.4545,0.7336,0.733310,42.2413,16.26
4.4545,0.7431,0.742800,45.9150,16.62
4.4545,0.7526,0.752291,50.0414,16.99
4.4545,0.7621,0.761782,54.6958,17.38
4.4545,0.7716,0.771273,59.9700,17.78
4.4545,0.7811,0.780763,65.9759,18.19
4.4545,0.7906,0.790254,72.8520,18.62
4.4545,0.8001,0.799745,80.7707,19.07
4.4545,0.8096,0.809235,89.9486,19.54
4.4545,0.8191,0.818726,100.6617,20.03
4.4545,0.8286,0.828217,113.2646,20.54
4.4545,0.8381,0.837708,128.2201,21.08
4.4545,0.8476,0.847198,146.1405,21.65
4.4545,0.8571,0.856689,167.8492,22.25
4.4545,0.8666,0.866180,194.4747,22.89
4.4545,0.8761,0.875670,227.5958,23.57
4.4545,0.8856,0.885161,269.4756,24.31
4.4545,0.8951,0.894652,323.4487,25.10
4.4545,0.9045,0.904143,394.5915,25.96
4.4545,0.9140,0.913633,490.9363,26.91
4.4545,0.9235,0.923124,625.7972,27.96
4.4545,0.9330,0.932615,822.5479,29.15
4.4545,0.9425,0.942105,1125.3068,30.51
4.4545,0.9520,0.951596,1625.6284,32.11
4.4545,0.9615,0.961087,2539.8193,34.05
4.4545,0.9710,0.970578,4485.7244,36.52
4.4545,0.9805,0.980068,9869.0435,39.94
4.4545,0.9900,0.989559,36310.9546,45.60
4.6010,0.0500,0.049977,1.2215,0.87
4.6010,0.0595,0.059468,1.2689,1.03
4.6010,0.0690,0.068958,1.3182,1.20
4.6010,0.0785,0.078449,1.3695,1.37
4.6010,0.0880,0.087939,1.4229,1.53
4.6010,0.0975,0.097430,1.4784,1.70
4.6010,0.1070,0.106920,1.5362,1.86
4.6010,0.1165,0.116411,1.5964,2.03
4.6010,0.1260,0.125902,1.6591,2.20
4.6010,0.1355,0.135392,1.7245,2.37
4.6010,0.1449,0.144883,1.7925,2.53
4.6010,0.1544,0.154373,1.8635,2.70
4.6010,0.1639,0.163864,1.9375,2.87
4.6010,0.1734,0.173355,2.0147,3.04
4.6010,0.1829,0.182845,2.0953,3.21
4.6010,0.1924,0.192336,2.1794,3.38
4.6010,0.2019,0.201826,2.2672,3.55
4.6010,0.2114,0.211317,2.3589,3.73
4.6010,0.2209,0.220807,2.4547,3.90
4.6010,0.2304,0.230298,2.5549,4.07
4.6010,0.2399,0.239789,2.6597,4.25
4.6010,0.2494,0.249279,2.7692,4.42
4.6010,0.2589,0.258770,2.8839,4.60
4.6010,0.2684,0.268260,3.0040,4.78
4.6010,0.2779,0.277751,3.1298,4.96
4.6010,0.2874,0.287242,3.2616,5.13
4.6010,0.2969,0.296732,3.3998,5.31
4.6010,0.3064,0.306223,3.5448,5.50
4.6010,0.3159,0.315713,3.6970,5.68
4.6010,0.3254,0.325204,3.8567,5.86
4.6010,0.3348,0.334694,4.0246,6.05
4.6010,0.3443,0.344185,4.2010,6.23
4.6010,0.3538,0.353676,4.3866,6.42
4.6010,0.3633,0.363166,4.5819,6.61
4.6010,0.3728,0.372657,4.7876,6.80
4.6010,0.3823,0.382147,5.0042,6.99
4.6010,0.3918,0.391638,5.2327,7.19
4.6010,0.4013,0.401129,5.4738,7.38
4.6010,0.4108,0.410619,5.7283,7.58
4.6010,0.4203,0.420110,5.9972,7.78
4.6010,0.4298,0.429600,6.2816,7.98
4.6010,0.4393,0.439091,6.5825,8.18
4.6010,0.4488,0.448581,6.9012,8.39
4.6010,0.4583,0.458072,7.2389,8.60
4.6010,0.4678,0.467563,7.5972,8.81
4.6010,0.4773,0.477053,7.9777,9.02
4.6010,0.4868,0.486544,8.3820,9.23
4.6010,0.4963,0.496034,8.8121,9.45
4.6010,0.5058,0.505525,9.2702,9.67
4.6010,0.5153,0.515016,9.7584,9.89
4.6010,0.5247,0.524506,10.2794,10.12
4.6010,0.5342,0.533997,10.8360,10.35
4.6010,0.5437,0.543487,11.4314,10.58
4.6010,0.5532,0.552978,12.0690,10.82
4.6010,0.5627,0.562468,12.7527,11.06
4.6010,0.5722,0.571959,13.4869,11.30
4.6010,0.5817,0.581450,14.2763,11.55
4.6010,0.5912,0.590940,15.1263,11.80
4.6010,0.6007,0.600431,16.0432,12.05
4.6010,0.6102,0.609921,17.0335,12.31
4.6010,0.6197,0.619412,18.1052,12.58
4.6010,0.6292,0.628902,19.2670,12.85
4.6010,0.6387,0.638393,20.5288,13.12
4.6010,0.6482,0.647884,21.9018,13.40
4.6010,0.6577,0.657374,23.3992,13.69
4.6010,0.6672,0.666865,25.0357,13.99
4.6010,0.6767,0.676355,26.8284,14.29
4.6010,0.6862,0.685846,28.7972,14.59
4.6010,0.6957,0.695337,30.9650,14.91
4.6010,0.7052,0.704827,33.3586,15.23
4.6010,0.7146,0.714318,36.0094,15.56
4.6010,0.7241,0.723808,38.9544,15.91
4.6010,0.7336,0.733299,42.2374,16.26
4.6010,0.7431,0.742789,45.9105,16.62
4.6010,0.7526,0.752280,50.0363,16.99
4.6010,0.7621,0.761771,54.6900,17.38
4.6010,0.7716,0.771261,59.9633,17.78
4.6010,0.7811,0.780752,65.9682,18.19
4.6010,0.7906,0.790242,72.8431,18.62
4.6010,0.8001,0.799733,80.7602,19.07
4.6010,0.8096,0.809224,89.9363,19.54
4.6010,0.8191,0.818714,100.6470,20.03
4.6010,0.8286,0.828205,113.2471,20.54
4.6010,0.8381,0.837695,128.1990,21.08
4.6010,0.8476,0.847186,146.1148,21.65
4.6010,0.8571,0.856676,167.8176,22.25
4.6010,0.8666,0.866167,194.4352,22.89
4.6010,0.8761,0.875658,227.5458,23.57
4.6010,0.8856,0.885148,269.4111,24.30
4.6010,0.8951,0.894639,323.3637,25.10
4.6010,0.9045,0.904129,394.4770,25.96
4.6010,0.9140,0.913620,490.7773,26.91
4.6010,0.9235,0.923111,625.5684,27.96
4.6010,0.9330,0.932601,822.2029,29.15
4.6010,0.9425,0.942092,1124.7546,30.51
4.6010,0.9520,0.951582,1624.6694,32.11
4.6010,0.9615,0.961073,2537.9464,34.04
4.6010,0.9710,0.970563,4481.3283,36.51
4.6010,0.9805,0.980054,9854.7009,39.94
4.6010,0.9900,0.989545,36209.8272,45.59
4.7475,0.0500,0.049976,1.2215,0.87
4.7475,0.0595,0.059467,1.2689,1.03
4.7475,0.0690,0.068957,1.3182,1.20
4.7475,0.0785,0.078448,1.3695,1.37
4.7475,0.0880,0.087938,1.4229,1.53
4.7475,0.0975,0.097428,1.4784,1.70
4.7475,0.1070,0.106919,1.5362,1.86
4.7475,0.1165,0.116409,1.5964,2.03
4.7475,0.1260,0.125900,1.6591,2.20
4.7475,0.1355,0.135390,1.7244,2.37
4.7475,0.1449,0.144881,1.7925,2.53
4.7475,0.1544,0.154371,1.8635,2.70
4.7475,0.1639,0.163862,1.9375,2.87
4.7475,0.1734,0.173352,2.0147,3.04
4.7475,0.1829,0.182842,2.0953,3.21
4.7475,0.1924,0.192333,2.1794,3.38
4.7475,0.2019,0.201823,2.2672,3.55
4.7475,0.2114,0.211314,2.3589,3.73
4.7475,0.2209,0.220804,2.4547,3.90
4.7475,0.2304,0.230295,2.5549,4.07
4.7475,0.2399,0.239785,2.6596,4.25
4.7475,0.2494,0.249276,2.7692,4.42
4.7475,0.2589,0.258766,2.8839,4.60
4.7475,0.2684,0.268256,3.0040,4.78
4.7475,0.2779,0.277747,3.1298,4.96
4.7475,0.2874,0.287237,3.2616,5.13
4.7475,0.2969,0.296728,3.3998,5.31
4.7475,0.3064,0.306218,3.5448,5.50
4.7475,0.3159,0.315709,3.6969,5.68
4.7475,0.3254,0.325199,3.8567,5.86
4.7475,0.3348,0.334690,4.0245,6.05
4.7475,0.3443,0.344180,4.2009,6.23
4.7475,0.3538,0.353670,4.3865,6.42
4.7475,0.3633,0.363161,4.5818,6.61
4.7475,0.3728,0.372651,4.7874,6.80
4.7475,0.3823,0.382142,5.0041,6.99
4.7475,0.3918,0.391632,5.2326,7.19
4.7475,0.4013,0.401123,5.4736,7.38
4.7475,0.4108,0.410613,5.7282,7.58
4.7475,0.4203,0.420104,5.9971,7.78
4.7475,0.4298,0.429594,6.2814,7.98
4.7475,0.4393,0.439084,6.5823,8.18
4.7475,0.4488,0.448575,6.9009,8.39
4.7475,0.4583,0.458065,7.2387,8.60
4.7475,0.4678,0.467556,7.5970,8.81
4.7475,0.4773,0.477046,7.9774,9.02
4.7475,0.4868,0.486537,8.3817,9.23
4.7475,0.4963,0.496027,8.8118,9.45
4.7475,0.5058,0.505518,9.2698,9.67
4.7475,0.5153,0.515008,9.7580,9.89
4.7475,0.5247,0.524498,10.2790,10.12
4.7475,0.5342,0.533989,10.8356,10.35
4.7475,0.5437,0.543479,11.4309,10.58
4.7475,0.5532,0.552970,12.0685,10.82
4.7475,0.5627,0.562460,12.7521,11.06
4.7475,0.5722,0.571951,13.4862,11.30
4.7475,0.5817,0.581441,14.2755,11.55
4.7475,0.5912,0.590932,15.1255,11.80
4.7475,0.6007,0.600422,16.0423,12.05
4.7475,0.6102,0.609912,17.0326,12.31
4.7475,0.6197,0.619403,18.1042,12.58
4.7475,0.6292,0.628893,19.2658,12.85
4.7475,0.6387,0.638384,20.5275,13.12
4.7475,0.6482,0.647874,21.9004,13.40
4.7475,0.6577,0.657365,23.3976,13.69
4.7475,0.6672,0.666855,25.0339,13.99
4.7475,0.6767,0.676345,26.8265,14.29
4.7475,0.6862,0.685836,28.7950,14.59
4.7475,0.6957,0.695326,30.9626,14.91
4.7475,0.7052,0.704817,33.3559,15.23
4.7475,0.7146,0.714307,36.0063,15.56
4.7475,0.7241,0.723798,38.9509,15.91
4.7475,0.7336,0.733288,42.2335,16.26
4.7475,0.7431,0.742779,45.9061,16.62
4.7475,0.7526,0.752269,50.0312,16.99
4.7475,0.7621,0.761759,54.6842,17.38
4.7475,0.7716,0.771250,59.9566,17.78
4.7475,0.7811,0.780740,65.9605,18.19
4.7475,0.7906,0.790231,72.8341,18.62
4.7475,0.8001,0.799721,80.7497,19.07
4.7475,0.8096,0.809212,89.9239,19.54
4.7475,0.8191,0.818702,100.6324,20.03
4.7475,0.8286,0.828193,113.2296,20.54
4.7475,0.8381,0.837683,128.1780,21.08
4.7475,0.8476,0.847173,146.0891,21.65
4.7475,0.8571,0.856664,167.7859,22.25
4.7475,0.8666,0.866154,194.3957,22.89
4.7475,0.8761,0.875645,227.4957,23.57
4.7475,0.8856,0.885135,269.3465,24.30
4.7475,0.8951,0.894626,323.2789,25.10
4.7475,0.9045,0.904116,394.3626,25.96
4.7475,0.9140,0.913607,490.6184,26.91
4.7475,0.9235,0.923097,625.3396,27.96
4.7475,0.9330,0.932587,821.8581,29.15
4.7475,0.9425,0.942078,1124.2028,30.51
4.7475,0.9520,0.951568,1623.7113,32.11
4.7475,0.9615,0.961059,2536.0755,34.04
4.7475,0.9710,0.970549,4476.9387,36.51
4.7475,0.9805,0.980040,9840.3895,39.93
4.7475,0.9900,0.989530,36109.1216,45.58
4.8939,0.0500,0.049976,1.2215,0.87
4.8939,0.0595,0.059466,1.2689,1.03
4.8939,0.0690,0.068956,1.3182,1.20
4.8939,0.0785,0.078446,1.3695,1.37
4.8939,0.0880,0.087937,1.4228,1.53
4.8939,0.0975,0.097427,1.4784,1.70
4.8939,0.1070,0.106917,1.5362,1.86
4.8939,0.1165,0.116408,1.5964,2.03
4.8939,0.1260,0.125898,1.6591,2.20
4.8939,0.1355,0.135388,1.7244,2.37
4.8939,0.1449,0.144879,1.7925,2.53
4.8939,0.1544,0.154369,1.8635,2.70
4.8939,0.1639,0.163859,1.9375,2.87
4.8939,0.1734,0.173349,2.0147,3.04
4.8939,0.1829,0.182840,2.0953,3.21
4.8939,0.1924,0.192330,2.1793,3.38
4.8939,0.2019,0.201820,2.2671,3.55
4.8939,0.2114,0.211311,2.3588,3.73
4.8939,0.2209,0.220801,2.4547,3.90
4.8939,0.2304,0.230291,2.5548,4.07
4.8939,0.2399,0.239782,2.6596,4.25
4.8939,0.2494,0.249272,2.7692,4.42
4.8939,0.2589,0.258762,2.8838,4.60
4.8939,0.2684,0.268253,3.0039,4.78
4.8939,0.2779,0.277743,3.1297,4.96
4.8939,0.2874,0.287233,3.2615,5.13
4.8939,0.2969,0.296723,3.3997,5.31
4.8939,0.3064,0.306214,3.5447,5.50
4.8939,0.3159,0.315704,3.6968,5.68
4.8939,0.3254,0.325194,3.8566,5.86
4.8939,0.3348,0.334685,4.0244,6.05
4.8939,0.3443,0.344175,4.2008,6.23
4.8939,0.3538,0.353665,4.3864,6.42
4.8939,0.3633,0.363156,4.5817,6.61
4.8939,0.3728,0.372646,4.7873,6.80
4.8939,0.3823,0.382136,5.0040,6.99
4.8939,0.3918,0.391626,5.2324,7.19
4.8939,0.4013,0.401117,5.4735,7.38
4.8939,0.4108,0.410607,5.7280,7.58
4.8939,0.4203,0.420097,5.9969,7.78
4.8939,0.4298,0.429588,6.2812,7.98
4.8939,0.4393,0.439078,6.5821,8.18
4.8939,0.4488,0.448568,6.9007,8.39
4.8939,0.4583,0.458059,7.2384,8.60
4.8939,0.4678,0.467549,7.5967,8.81
4.8939,0.4773,0.477039,7.9771,9.02
4.8939,0.4868,0.486530,8.3814,9.23
4.8939,0.4963,0.496020,8.8115,9.45
4.8939,0.5058,0.505510,9.2694,9.67
4.8939,0.5153,0.515000,9.7576,9.89
4.8939,0.5247,0.524491,10.2785,10.12
4.8939,0.5342,0.533981,10.8351,10.35
4.8939,0.5437,0.543471,11.4304,10.58
4.8939,0.5532,0.552962,12.0679,10.82
4.8939,0.5627,0.562452,12.7515,11.06
4.8939,0.5722,0.571942,13.4855,11.30
4.8939,0.5817,0.581433,14.2748,11.55
4.8939,0.5912,0.590923,15.1247,11.80
4.8939,0.6007,0.600413,16.0414,12.05
4.8939,0.6102,0.609903,17.0316,12.31
4.8939,0.6197,0.619394,18.1031,12.58
4.8939,0.6292,0.628884,19.2647,12.85
4.8939,0.6387,0.638374,20.5262,13.12
4.8939,0.6482,0.647865,21.8990,13.40
4.8939,0.6577,0.657355,23.3960,13.69
4.8939,0.6672,0.666845,25.0322,13.98
4.8939,0.6767,0.676336,26.8245,14.29
4.8939,0.6862,0.685826,28.7929,14.59
4.8939,0.6957,0.695316,30.9601,14.91
4.8939,0.7052,0.704807,33.3531,15.23
4.8939,0.7146,0.714297,36.0033,15.56
4.8939,0.7241,0.723787,38.9475,15.90
4.8939,0.7336,0.733277,42.2296,16.26
4.8939,0.7431,0.742768,45.9016,16.62
4.8939,0.7526,0.752258,50.0261,16.99
4.8939,0.7621,0.761748,54.6784,17.38
4.8939,0.7716,0.771239,59.9499,17.78
4.8939,0.7811,0.780729,65.9528,18.19
4.8939,0.7906,0.790219,72.8251,18.62
4.8939,0.8001,0.799710,80.7392,19.07
4.8939,0.8096,0.809200,89.9116,19.54
4.8939,0.8191,0.818690,100.6178,20.03
4.8939,0.8286,0.828180,113.2121,20.54
4.8939,0.8381,0.837671,128.1569,21.08
4.8939,0.8476,0.847161,146.0634,21.65
4.8939,0.8571,0.856651,167.7543,22.25
4.8939,0.8666,0.866142,194.3562,22.89
4.8939,0.8761,0.875632,227.4457,23.57
4.8939,0.8856,0.885122,269.2821,24.30
4.8939,0.8951,0.894613,323.1940,25.09
4.8939,0.9045,0.904103,394.2482,25.96
4.8939,0.9140,0.913593,490.4596,26.91
4.8939,0.9235,0.923083,625.1110,27.96
4.8939,0.9330,0.932574,821.5136,29.15
4.8939,0.9425,0.942064,1123.6514,30.51
4.8939,0.9520,0.951554,1622.7541,32.10
4.8939,0.9615,0.961045,2534.2067,34.04
4.8939,0.9710,0.970535,4472.5555,36.51
4.8939,0.9805,0.980025,9826.1094,39.92
4.8939,0.9900,0.989516,36008.8356,45.56
5.0404,0.0500,0.049975,1.2215,0.87
5.0404,0.0595,0.059465,1.2689,1.03
5.0404,0.0690,0.068955,1.3182,1.20
5.0404,0.0785,0.078445,1.3695,1.37
5.0404,0.0880,0.087935,1.4228,1.53
5.0404,0.0975,0.097426,1.4784,1.70
5.0404,0.1070,0.106916,1.5362,1.86
5.0404,0.1165,0.116406,1.5964,2.03
5.0404,0.1260,0.125896,1.6591,2.20
5.0404,0.1355,0.135386,1.7244,2.37
5.0404,0.1449,0.144876,1.7925,2.53
5.0404,0.1544,0.154367,1.8635,2.70
5.0404,0.1639,0.163857,1.9375,2.87
5.0404,0.1734,0.173347,2.0147,3.04
5.0404,0.1829,0.182837,2.0952,3.21
5.0404,0.1924,0.192327,2.1793,3.38
5.0404,0.2019,0.201817,2.2671,3.55
5.0404,0.2114,0.211308,2.3588,3.73
5.0404,0.2209,0.220798,2.4546,3.90
5.0404,0.2304,0.230288,2.5548,4.07
5.0404,0.2399,0.239778,2.6595,4.25
5.0404,0.2494,0.249268,2.7691,4.42
5.0404,0.2589,0.258758,2.8838,4.60
5.0404,0.2684,0.268249,3.0039,4.78
5.0404,0.2779,0.277739,3.1296,4.95
5.0404,0.2874,0.287229,3.2615,5.13
5.0404,0.2969,0.296719,3.3996,5.31
5.0404,0.3064,0.306209,3.5446,5.50
5.0404,0.3159,0.315699,3.6967,5.68
5.0404,0.3254,0.325190,3.8565,5.86
5.0404,0.3348,0.334680,4.0243,6.05
5.0404,0.3443,0.344170,4.2007,6.23
5.0404,0.3538,0.353660,4.3863,6.42
5.0404,0.3633,0.363150,4.5816,6.61
5.0404,0.3728,0.372640,4.7872,6.80
5.0404,0.3823,0.382131,5.0039,6.99
5.0404,0.3918,0.391621,5.2323,7.19
5.0404,0.4013,0.401111,5.4733,7.38
5.0404,0.4108,0.410601,5.7278,7.58
5.0404,0.4203,0.420091,5.9967,7.78
5.0404,0.4298,0.429581,6.2810,7.98
5.0404,0.4393,0.439072,6.5819,8.18
5.0404,0.4488,0.448562,6.9005,8.39
5.0404,0.4583,0.458052,7.2382,8.60
5.0404,0.4678,0.467542,7.5964,8.81
5.0404,0.4773,0.477032,7.9768,9.02
5.0404,0.4868,0.486522,8.3811,9.23
5.0404,0.4963,0.496013,8.8111,9.45
5.0404,0.5058,0.505503,9.2691,9.67
5.0404,0.5153,0.514993,9.7572,9.89
5.0404,0.5247,0.524483,10.2781,10.12
5.0404,0.5342,0.533973,10.8346,10.35
5.0404,0.5437,0.543463,11.4299,10.58
5.0404,0.5532,0.552954,12.0673,10.82
5.0404,0.5627,0.562444,12.7509,11.06
5.0404,0.5722,0.571934,13.4849,11.30
5.0404,0.5817,0.581424,14.2741,11.55
5.0404,0.5912,0.590914,15.1239,11.80
5.0404,0.6007,0.600404,16.0405,12.05
5.0404,0.6102,0.609895,17.0306,12.31
5.0404,0.6197,0.619385,18.1020,12.58
5.0404,0.6292,0.628875,19.2635,12.85
5.0404,0.6387,0.638365,20.5249,13.12
5.0404,0.6482,0.647855,21.8975,13.40
5.0404,0.6577,0.657345,23.3944,13.69
5.0404,0.6672,0.666836,25.0304,13.98
5.0404,0.6767,0.676326,26.8226,14.29
5.0404,0.6862,0.685816,28.7907,14.59
5.0404,0.6957,0.695306,30.9577,14.91
5.0404,0.7052,0.704796,33.3504,15.23
5.0404,0.7146,0.714286,36.0002,15.56
5.0404,0.7241,0.723777,38.9440,15.90
5.0404,0.7336,0.733267,42.2256,16.26
5.0404,0.7431,0.742757,45.8972,16.62
5.0404,0.7526,0.752247,50.0211,16.99
5.0404,0.7621,0.761737,54.6726,17.38
5.0404,0.7716,0.771227,59.9433,17.78
5.0404,0.7811,0.780717,65.9450,18.19
5.0404,0.7906,0.790208,72.8161,18.62
5.0404,0.8001,0.799698,80.7287,19.07
5.0404,0.8096,0.809188,89.8992,19.54
5.0404,0.8191,0.818678,100.6031,20.03
5.0404,0.8286,0.828168,113.1947,20.54
5.0404,0.8381,0.837658,128.1358,21.08
5.0404,0.8476,0.847149,146.0378,21.64
5.0404,0.8571,0.856639,167.7226,22.25
5.0404,0.8666,0.866129,194.3167,22.89
5.0404,0.8761,0.875619,227.3957,23.57
5.0404,0.8856,0.885109,269.2176,24.30
5.0404,0.8951,0.894599,323.1092,25.09
5.0404,0.9045,0.904090,394.1339,25.96
5.0404,0.9140,0.913580,490.3009,26.90
5.0404,0.9235,0.923070,624.8825,27.96
5.0404,0.9330,0.932560,821.1692,29.14
5.0404,0.9425,0.942050,1123.1004,30.50
5.0404,0.9520,0.951540,1621.7976,32.10
5.0404,0.9615,0.961031,2532.3400,34.04
5.0404,0.9710,0.970521,4468.1788,36.50
5.0404,0.9805,0.980011,9811.8602,39.92
5.0404,0.9900,0.989501,35908.9668,45.55
5.1869,0.0500,0.049974,1.2215,0.87
5.1869,0.0595,0.059464,1.2689,1.03
5.1869,0.0690,0.068954,1.3182,1.20
5.1869,0.0785,0.078444,1.3695,1.37
5.1869,0.0880,0.087934,1.4228,1.53
5.1869,0.0975,0.097424,1.4784,1.70
5.1869,0.1070,0.106914,1.5362,1.86
5.1869,0.1165,0.116404,1.5964,2.03
5.1869,0.1260,0.125894,1.6591,2.20
5.1869,0.1355,0.135384,1.7244,2.37
5.1869,0.1449,0.144874,1.7925,2.53
5.1869,0.1544,0.154364,1.8635,2.70
5.1869,0.1639,0.163854,1.9375,2.87
5.1869,0.1734,0.173344,2.0147,3.04
5.1869,0.1829,0.182834,2.0952,3.21
5.1869,0.1924,0.192324,2.1793,3.38
5.1869,0.2019,0.201814,2.2671,3.55
5.1869,0.2114,0.211305,2.3588,3.73
5.1869,0.2209,0.220795,2.4546,3.90
5.1869,0.2304,0.230285,2.5548,4.07
5.1869,0.2399,0.239775,2.6595,4.25
5.1869,0.2494,0.249265,2.7691,4.42
5.1869,0.2589,0.258755,2.8838,4.60
5.1869,0.2684,0.268245,3.0038,4.78
5.1869,0.2779,0.277735,3.1296,4.95
5.1869,0.2874,0.287225,3.2614,5.13
5.1869,0.2969,0.296715,3.3996,5.31
5.1869,0.3064,0.306205,3.5445,5.50
5.1869,0.3159,0.315695,3.6967,5.68
5.1869,0.3254,0.325185,3.8564,5.86
5.1869,0.3348,0.334675,4.0242,6.05
5.1869,0.3443,0.344165,4.2006,6.23
5.1869,0.3538,0.353655,4.3862,6.42
5.1869,0.3633,0.363145,4.5814,6.61
5.1869,0.3728,0.372635,4.7871,6.80
5.1869,0.3823,0.382125,5.0037,6.99
5.1869,0.3918,0.391615,5.2322,7.19
5.1869,0.4013,0.401105,5.4732,7.38
5.1869,0.4108,0.410595,5.7277,7.58
5.1869,0.4203,0.420085,5.9965,7.78
5.1869,0.4298,0.429575,6.2808,7.98
5.1869,0.4393,0.439065,6.5817,8.18
5.1869,0.4488,0.448555,6.9003,8.39
5.1869,0.4583,0.458045,7.2380,8.60
5.1869,0.4678,0.467535,7.5962,8.81
5.1869,0.4773,0.477025,7.9765,9.02
5.1869,0.4868,0.486515,8.3808,9.23
5.1869,0.4963,0.496005,8.8108,9.45
5.1869,0.5058,0.505495,9.2687,9.67
5.1869,0.5153,0.514985,9.7568,9.89
5.1869,0.5247,0.524475,10.2777,10.12
5.1869,0.5342,0.533965,10.8341,10.35
5.1869,0.5437,0.543455,11.4294,10.58
5.1869,0.5532,0.552945,12.0668,10.82
5.1869,0.5627,0.562435,12.7503,11.06
5.1869,0.5722,0.571925,13.4842,11.30
5.1869,0.5817,0.581416,14.2733,11.55
5.1869,0.5912,0.590906,15.1231,11.80
5.1869,0.6007,0.600396,16.0396,12.05
5.1869,0.6102,0.609886,17.0297,12.31
5.1869,0.6197,0.619376,18.1010,12.58
5.1869,0.6292,0.628866,19.2623,12.85
5.1869,0.6387,0.638356,20.5236,13.12
5.1869,0.6482,0.647846,21.8961,13.40
5.1869,0.6577,0.657336,23.3929,13.69
5.1869,0.6672,0.666826,25.0287,13.98
5.1869,0.6767,0.676316,26.8206,14.28
5.1869,0.6862,0.685806,28.7885,14.59
5.1869,0.6957,0.695296,30.9552,14.91
5.1869,0.7052,0.704786,33.3477,15.23
5.1869,0.7146,0.714276,35.9971,15.56
5.1869,0.7241,0.723766,38.9405,15.90
5.1869,0.7336,0.733256,42.2217,16.26
5.1869,0.7431,0.742746,45.8927,16.62
5.1869,0.7526,0.752236,50.0160,16.99
5.1869,0.7621,0.761726,54.6668,17.38
5.1869,0.7716,0.771216,59.9366,17.78
5.1869,0.7811,0.780706,65.9373,18.19
5.1869,0.7906,0.790196,72.8072,18.62
5.1869,0.8001,0.799686,80.7182,19.07
5.1869,0.8096,0.809176,89.8869,19.54
5.1869,0.8191,0.818666,100.5885,20.03
5.1869,0.8286,0.828156,113.1772,20.54
5.1869,0.8381,0.837646,128.1147,21.08
5.1869,0.8476,0.847136,146.0121,21.64
5.1869,0.8571,0.856626,167.6910,22.25
5.1869,0.8666,0.866116,194.2773,22.88
5.1869,0.8761,0.875606,227.3457,23.57
5.1869,0.8856,0.885096,269.1531,24.30
5.1869,0.8951,0.894586,323.0244,25.09
5.1869,0.9045,0.904076,394.0196,25.96
5.1869,0.9140,0.913566,490.1423,26.90
5.1869,0.9235,0.923056,624.6542,27.96
5.1869,0.9330,0.932546,820.8251,29.14
5.1869,0.9425,0.942037,1122.5498,30.50
5.1869,0.9520,0.951527,1620.8420,32.10
5.1869,0.9615,0.961017,2530.4753,34.03
5.1869,0.9710,0.970507,4463.8085,36.50
5.1869,0.9805,0.979997,9797.6421,39.91
5.1869,0.9900,0.989487,35809.5129,45.54
5.3333,0.0500,0.049973,1.2215,0.87
5.3333,0.0595,0.059463,1.2689,1.03
5.3333,0.0690,0.068953,1.3182,1.20
5.3333,0.0785,0.078443,1.3695,1.37
5.3333,0.0880,0.087933,1.4228,1.53
