L_mm,r_mag,S_mid,contrast_mid,contrast_dB
1.2323,0.8096,0.809496,90.2211,19.55
1.2323,0.8191,0.818990,100.9846,20.04
1.2323,0.8286,0.828484,113.6506,20.56
1.2323,0.8381,0.837978,128.6856,21.10
1.2323,0.8476,0.847471,146.7075,21.66
1.2323,0.8571,0.856965,168.5479,22.27
1.2323,0.8666,0.866459,195.3470,22.91
1.2323,0.8761,0.875953,228.7014,23.59
1.2323,0.8856,0.885446,270.9013,24.33
1.2323,0.8951,0.894940,325.3254,25.12
1.2323,0.9045,0.904434,397.1229,25.99
1.2323,0.9140,0.913928,494.4530,26.94
1.2323,0.9235,0.923422,630.8641,28.00
1.2323,0.9330,0.932915,830.1931,29.19
1.2323,0.9425,0.942409,1137.5587,30.56
1.2323,0.9520,0.951903,1646.9425,32.17
1.2323,0.9615,0.961397,2581.5546,34.12
1.2323,0.9710,0.970890,4584.0985,36.61
1.2323,0.9805,0.980384,10192.6734,40.08
1.2323,0.9900,0.989878,38647.4535,45.87
1.3788,0.0500,0.049993,1.2216,0.87
1.3788,0.0595,0.059487,1.2690,1.03
1.3788,0.0690,0.068980,1.3183,1.20
1.3788,0.0785,0.078474,1.3696,1.37
1.3788,0.0880,0.087968,1.4230,1.53
1.3788,0.0975,0.097461,1.4786,1.70
1.3788,0.1070,0.106955,1.5364,1.87
1.3788,0.1165,0.116449,1.5967,2.03
1.3788,0.1260,0.125942,1.6594,2.20
1.3788,0.1355,0.135436,1.7248,2.37
1.3788,0.1449,0.144930,1.7929,2.54
1.3788,0.1544,0.154423,1.8639,2.70
1.3788,0.1639,0.163917,1.9380,2.87
1.3788,0.1734,0.173410,2.0152,3.04
1.3788,0.1829,0.182904,2.0958,3.21
1.3788,0.1924,0.192398,2.1800,3.38
1.3788,0.2019,0.201891,2.2678,3.56
1.3788,0.2114,0.211385,2.3596,3.73
1.3788,0.2209,0.220879,2.4555,3.90
1.3788,0.2304,0.230372,2.5557,4.08
1.3788,0.2399,0.239866,2.6605,4.25
1.3788,0.2494,0.249360,2.7702,4.43
1.3788,0.2589,0.258853,2.8850,4.60
1.3788,0.2684,0.268347,3.0051,4.78
1.3788,0.2779,0.277840,3.1310,4.96
1.3788,0.2874,0.287334,3.2630,5.14
1.3788,0.2969,0.296828,3.4013,5.32
1.3788,0.3064,0.306321,3.5464,5.50
1.3788,0.3159,0.315815,3.6986,5.68
1.3788,0.3254,0.325309,3.8585,5.86
1.3788,0.3348,0.334802,4.0265,6.05
1.3788,0.3443,0.344296,4.2031,6.24
1.3788,0.3538,0.353790,4.3889,6.42
1.3788,0.3633,0.363283,4.5844,6.61
1.3788,0.3728,0.372777,4.7902,6.80
1.3788,0.3823,0.382271,5.0071,7.00
1.3788,0.3918,0.391764,5.2359,7.19
1.3788,0.4013,0.401258,5.4772,7.39
1.3788,0.4108,0.410751,5.7320,7.58
1.3788,0.4203,0.420245,6.0012,7.78
1.3788,0.4298,0.429739,6.2859,7.98
1.3788,0.4393,0.439232,6.5871,8.19
1.3788,0.4488,0.448726,6.9062,8.39
1.3788,0.4583,0.458220,7.2443,8.60
1.3788,0.4678,0.467713,7.6031,8.81
1.3788,0.4773,0.477207,7.9840,9.02
1.3788,0.4868,0.486701,8.3889,9.24
1.3788,0.4963,0.496194,8.8196,9.45
1.3788,0.5058,0.505688,9.2783,9.67
1.3788,0.5153,0.515181,9.7672,9.90
1.3788,0.5247,0.524675,10.2890,10.12
1.3788,0.5342,0.534169,10.8465,10.35
1.3788,0.5437,0.543662,11.4428,10.59
1.3788,0.5532,0.553156,12.0814,10.82
1.3788,0.5627,0.562650,12.7663,11.06
1.3788,0.5722,0.572143,13.5017,11.30
1.3788,0.5817,0.581637,14.2925,11.55
1.3788,0.5912,0.591131,15.1441,11.80
1.3788,0.6007,0.600624,16.0626,12.06
1.3788,0.6102,0.610118,17.0549,12.32
1.3788,0.6197,0.619612,18.1287,12.58
1.3788,0.6292,0.629105,19.2929,12.85
1.3788,0.6387,0.638599,20.5573,13.13
1.3788,0.6482,0.648092,21.9334,13.41
1.3788,0.6577,0.657586,23.4342,13.70
1.3788,0.6672,0.667080,25.0745,13.99
1.3788,0.6767,0.676573,26.8716,14.29
1.3788,0.6862,0.686067,28.8453,14.60
1.3788,0.6957,0.695561,31.0188,14.92
1.3788,0.7052,0.705054,33.4189,15.24
1.3788,0.7146,0.714548,36.0772,15.57
1.3788,0.7241,0.724042,39.0309,15.91
1.3788,0.7336,0.733535,42.3239,16.27
1.3788,0.7431,0.743029,46.0088,16.63
1.3788,0.7526,0.752522,50.1482,17.00
1.3788,0.7621,0.762016,54.8182,17.39
1.3788,0.7716,0.771510,60.1107,17.79
1.3788,0.7811,0.781003,66.1386,18.20
1.3788,0.7906,0.790497,73.0410,18.64
1.3788,0.8001,0.799991,80.9916,19.08
1.3788,0.8096,0.809484,90.2087,19.55
1.3788,0.8191,0.818978,100.9699,20.04
1.3788,0.8286,0.828472,113.6330,20.56
1.3788,0.8381,0.837965,128.6644,21.09
1.3788,0.8476,0.847459,146.6817,21.66
1.3788,0.8571,0.856953,168.5161,22.27
1.3788,0.8666,0.866446,195.3072,22.91
1.3788,0.8761,0.875940,228.6510,23.59
1.3788,0.8856,0.885433,270.8363,24.33
1.3788,0.8951,0.894927,325.2398,25.12
1.3788,0.9045,0.904421,397.0073,25.99
1.3788,0.9140,0.913914,494.2923,26.94
1.3788,0.9235,0.923408,630.6325,28.00
1.3788,0.9330,0.932902,829.8432,29.19
1.3788,0.9425,0.942395,1136.9975,30.56
1.3788,0.9520,0.951889,1645.9646,32.16
1.3788,0.9615,0.961383,2579.6352,34.12
1.3788,0.9710,0.970876,4579.5571,36.61
1.3788,0.9805,0.980370,10177.6198,40.08
1.3788,0.9900,0.989864,38536.4170,45.86
1.5253,0.0500,0.049992,1.2216,0.87
1.5253,0.0595,0.059486,1.2690,1.03
1.5253,0.0690,0.068979,1.3183,1.20
1.5253,0.0785,0.078473,1.3696,1.37
1.5253,0.0880,0.087966,1.4230,1.53
1.5253,0.0975,0.097460,1.4786,1.70
1.5253,0.1070,0.106953,1.5364,1.87
1.5253,0.1165,0.116447,1.5967,2.03
1.5253,0.1260,0.125940,1.6594,2.20
1.5253,0.1355,0.135434,1.7248,2.37
1.5253,0.1449,0.144927,1.7929,2.54
1.5253,0.1544,0.154421,1.8639,2.70
1.5253,0.1639,0.163914,1.9379,2.87
1.5253,0.1734,0.173408,2.0152,3.04
1.5253,0.1829,0.182901,2.0958,3.21
1.5253,0.1924,0.192395,2.1799,3.38
1.5253,0.2019,0.201888,2.2678,3.56
1.5253,0.2114,0.211382,2.3595,3.73
1.5253,0.2209,0.220875,2.4554,3.90
1.5253,0.2304,0.230369,2.5557,4.08
1.5253,0.2399,0.239862,2.6605,4.25
1.5253,0.2494,0.249356,2.7702,4.43
1.5253,0.2589,0.258849,2.8849,4.60
1.5253,0.2684,0.268343,3.0051,4.78
1.5253,0.2779,0.277836,3.1310,4.96
1.5253,0.2874,0.287330,3.2629,5.14
1.5253,0.2969,0.296823,3.4012,5.32
1.5253,0.3064,0.306317,3.5463,5.50
1.5253,0.3159,0.315810,3.6986,5.68
1.5253,0.3254,0.325304,3.8585,5.86
1.5253,0.3348,0.334797,4.0265,6.05
1.5253,0.3443,0.344291,4.2030,6.24
1.5253,0.3538,0.353784,4.3888,6.42
1.5253,0.3633,0.363278,4.5843,6.61
1.5253,0.3728,0.372771,4.7901,6.80
1.5253,0.3823,0.382265,5.0070,7.00
1.5253,0.3918,0.391758,5.2357,7.19
1.5253,0.4013,0.401252,5.4770,7.39
1.5253,0.4108,0.410745,5.7318,7.58
1.5253,0.4203,0.420239,6.0010,7.78
1.5253,0.4298,0.429732,6.2857,7.98
1.5253,0.4393,0.439226,6.5869,8.19
1.5253,0.4488,0.448719,6.9059,8.39
1.5253,0.4583,0.458213,7.2441,8.60
1.5253,0.4678,0.467706,7.6028,8.81
1.5253,0.4773,0.477200,7.9838,9.02
1.5253,0.4868,0.486693,8.3886,9.24
1.5253,0.4963,0.496187,8.8193,9.45
1.5253,0.5058,0.505680,9.2779,9.67
1.5253,0.5153,0.515174,9.7668,9.90
1.5253,0.5247,0.524667,10.2886,10.12
1.5253,0.5342,0.534161,10.8460,10.35
1.5253,0.5437,0.543654,11.4423,10.59
1.5253,0.5532,0.553148,12.0809,10.82
1.5253,0.5627,0.562641,12.7657,11.06
1.5253,0.5722,0.572135,13.5010,11.30
1.5253,0.5817,0.581628,14.2917,11.55
1.5253,0.5912,0.591122,15.1433,11.80
1.5253,0.6007,0.600615,16.0617,12.06
1.5253,0.6102,0.610109,17.0539,12.32
1.5253,0.6197,0.619602,18.1276,12.58
1.5253,0.6292,0.629096,19.2917,12.85
1.5253,0.6387,0.638589,20.5560,13.13
1.5253,0.6482,0.648083,21.9320,13.41
1.5253,0.6577,0.657576,23.4326,13.70
1.5253,0.6672,0.667070,25.0727,13.99
1.5253,0.6767,0.676563,26.8696,14.29
1.5253,0.6862,0.686057,28.8432,14.60
1.5253,0.6957,0.695550,31.0164,14.92
1.5253,0.7052,0.705044,33.4162,15.24
1.5253,0.7146,0.714537,36.0741,15.57
1.5253,0.7241,0.724031,39.0274,15.91
1.5253,0.7336,0.733524,42.3200,16.27
1.5253,0.7431,0.743018,46.0043,16.63
1.5253,0.7526,0.752511,50.1432,17.00
1.5253,0.7621,0.762005,54.8124,17.39
1.5253,0.7716,0.771498,60.1040,17.79
1.5253,0.7811,0.780992,66.1308,18.20
1.5253,0.7906,0.790485,73.0320,18.64
1.5253,0.8001,0.799979,80.9811,19.08
1.5253,0.8096,0.809472,90.1963,19.55
1.5253,0.8191,0.818966,100.9552,20.04
1.5253,0.8286,0.828459,113.6154,20.55
1.5253,0.8381,0.837953,128.6432,21.09
1.5253,0.8476,0.847446,146.6558,21.66
1.5253,0.8571,0.856940,168.4842,22.27
1.5253,0.8666,0.866433,195.2675,22.91
1.5253,0.8761,0.875927,228.6005,23.59
1.5253,0.8856,0.885420,270.7713,24.33
1.5253,0.8951,0.894914,325.1541,25.12
1.5253,0.9045,0.904407,396.8918,25.99
1.5253,0.9140,0.913901,494.1317,26.94
1.5253,0.9235,0.923395,630.4009,28.00
1.5253,0.9330,0.932888,829.4936,29.19
1.5253,0.9425,0.942382,1136.4367,30.56
1.5253,0.9520,0.951875,1644.9876,32.16
1.5253,0.9615,0.961369,2577.7181,34.11
1.5253,0.9710,0.970862,4575.0223,36.60
1.5253,0.9805,0.980356,10162.5995,40.07
1.5253,0.9900,0.989849,38425.8583,45.85
1.6717,0.0500,0.049992,1.2216,0.87
1.6717,0.0595,0.059485,1.2690,1.03
1.6717,0.0690,0.068978,1.3183,1.20
1.6717,0.0785,0.078472,1.3696,1.37
1.6717,0.0880,0.087965,1.4230,1.53
1.6717,0.0975,0.097458,1.4786,1.70
1.6717,0.1070,0.106952,1.5364,1.87
1.6717,0.1165,0.116445,1.5966,2.03
1.6717,0.1260,0.125939,1.6594,2.20
1.6717,0.1355,0.135432,1.7247,2.37
1.6717,0.1449,0.144925,1.7929,2.54
1.6717,0.1544,0.154419,1.8639,2.70
1.6717,0.1639,0.163912,1.9379,2.87
1.6717,0.1734,0.173405,2.0152,3.04
1.6717,0.1829,0.182899,2.0958,3.21
1.6717,0.1924,0.192392,2.1799,3.38
1.6717,0.2019,0.201885,2.2678,3.56
1.6717,0.2114,0.211379,2.3595,3.73
1.6717,0.2209,0.220872,2.4554,3.90
1.6717,0.2304,0.230366,2.5556,4.07
1.6717,0.2399,0.239859,2.6605,4.25
1.6717,0.2494,0.249352,2.7701,4.42
1.6717,0.2589,0.258846,2.8849,4.60
1.6717,0.2684,0.268339,3.0050,4.78
1.6717,0.2779,0.277832,3.1309,4.96
1.6717,0.2874,0.287326,3.2628,5.14
1.6717,0.2969,0.296819,3.4011,5.32
1.6717,0.3064,0.306312,3.5462,5.50
1.6717,0.3159,0.315806,3.6985,5.68
1.6717,0.3254,0.325299,3.8584,5.86
1.6717,0.3348,0.334793,4.0264,6.05
1.6717,0.3443,0.344286,4.2029,6.24
1.6717,0.3538,0.353779,4.3887,6.42
1.6717,0.3633,0.363273,4.5841,6.61
1.6717,0.3728,0.372766,4.7900,6.80
1.6717,0.3823,0.382259,5.0069,7.00
1.6717,0.3918,0.391753,5.2356,7.19
1.6717,0.4013,0.401246,5.4769,7.39
1.6717,0.4108,0.410739,5.7316,7.58
1.6717,0.4203,0.420233,6.0008,7.78
1.6717,0.4298,0.429726,6.2855,7.98
1.6717,0.4393,0.439219,6.5867,8.19
1.6717,0.4488,0.448713,6.9057,8.39
1.6717,0.4583,0.458206,7.2439,8.60
1.6717,0.4678,0.467700,7.6026,8.81
1.6717,0.4773,0.477193,7.9835,9.02
1.6717,0.4868,0.486686,8.3883,9.24
1.6717,0.4963,0.496180,8.8189,9.45
1.6717,0.5058,0.505673,9.2775,9.67
1.6717,0.5153,0.515166,9.7664,9.90
1.6717,0.5247,0.524660,10.2881,10.12
1.6717,0.5342,0.534153,10.8455,10.35
1.6717,0.5437,0.543646,11.4418,10.58
1.6717,0.5532,0.553140,12.0803,10.82
1.6717,0.5627,0.562633,12.7650,11.06
1.6717,0.5722,0.572127,13.5003,11.30
1.6717,0.5817,0.581620,14.2910,11.55
1.6717,0.5912,0.591113,15.1425,11.80
1.6717,0.6007,0.600607,16.0608,12.06
1.6717,0.6102,0.610100,17.0529,12.32
1.6717,0.6197,0.619593,18.1266,12.58
1.6717,0.6292,0.629087,19.2905,12.85
1.6717,0.6387,0.638580,20.5547,13.13
1.6717,0.6482,0.648073,21.9305,13.41
1.6717,0.6577,0.657567,23.4310,13.70
1.6717,0.6672,0.667060,25.0710,13.99
1.6717,0.6767,0.676554,26.8677,14.29
1.6717,0.6862,0.686047,28.8410,14.60
1.6717,0.6957,0.695540,31.0139,14.92
1.6717,0.7052,0.705034,33.4134,15.24
1.6717,0.7146,0.714527,36.0710,15.57
1.6717,0.7241,0.724020,39.0239,15.91
1.6717,0.7336,0.733514,42.3160,16.27
1.6717,0.7431,0.743007,45.9998,16.63
1.6717,0.7526,0.752500,50.1381,17.00
1.6717,0.7621,0.761994,54.8065,17.39
1.6717,0.7716,0.771487,60.0973,17.79
1.6717,0.7811,0.780981,66.1231,18.20
1.6717,0.7906,0.790474,73.0230,18.63
1.6717,0.8001,0.799967,80.9705,19.08
1.6717,0.8096,0.809461,90.1839,19.55
1.6717,0.8191,0.818954,100.9405,20.04
1.6717,0.8286,0.828447,113.5978,20.55
1.6717,0.8381,0.837941,128.6220,21.09
1.6717,0.8476,0.847434,146.6300,21.66
1.6717,0.8571,0.856927,168.4524,22.26
1.6717,0.8666,0.866421,195.2277,22.91
1.6717,0.8761,0.875914,228.5502,23.59
1.6717,0.8856,0.885408,270.7063,24.32
1.6717,0.8951,0.894901,325.0685,25.12
1.6717,0.9045,0.904394,396.7763,25.99
1.6717,0.9140,0.913888,493.9712,26.94
1.6717,0.9235,0.923381,630.1696,27.99
1.6717,0.9330,0.932874,829.1443,29.19
1.6717,0.9425,0.942368,1135.8763,30.55
1.6717,0.9520,0.951861,1644.0114,32.16
1.6717,0.9615,0.961354,2575.8031,34.11
1.6717,0.9710,0.970848,4570.4943,36.60
1.6717,0.9805,0.980341,10147.6124,40.06
1.6717,0.9900,0.989835,38315.7747,45.83
1.8182,0.0500,0.049991,1.2216,0.87
1.8182,0.0595,0.059484,1.2690,1.03
1.8182,0.0690,0.068977,1.3183,1.20
1.8182,0.0785,0.078471,1.3696,1.37
1.8182,0.0880,0.087964,1.4230,1.53
1.8182,0.0975,0.097457,1.4786,1.70
1.8182,0.1070,0.106950,1.5364,1.87
1.8182,0.1165,0.116443,1.5966,2.03
1.8182,0.1260,0.125937,1.6594,2.20
1.8182,0.1355,0.135430,1.7247,2.37
1.8182,0.1449,0.144923,1.7928,2.54
1.8182,0.1544,0.154416,1.8639,2.70
1.8182,0.1639,0.163910,1.9379,2.87
1.8182,0.1734,0.173403,2.0151,3.04
1.8182,0.1829,0.182896,2.0957,3.21
1.8182,0.1924,0.192389,2.1799,3.38
1.8182,0.2019,0.201882,2.2677,3.56
1.8182,0.2114,0.211376,2.3595,3.73
1.8182,0.2209,0.220869,2.4554,3.90
1.8182,0.2304,0.230362,2.5556,4.07
1.8182,0.2399,0.239855,2.6604,4.25
1.8182,0.2494,0.249349,2.7701,4.42
1.8182,0.2589,0.258842,2.8848,4.60
1.8182,0.2684,0.268335,3.0050,4.78
1.8182,0.2779,0.277828,3.1309,4.96
1.8182,0.2874,0.287321,3.2628,5.14
1.8182,0.2969,0.296815,3.4011,5.32
1.8182,0.3064,0.306308,3.5462,5.50
1.8182,0.3159,0.315801,3.6984,5.68
1.8182,0.3254,0.325294,3.8583,5.86
1.8182,0.3348,0.334788,4.0263,6.05
1.8182,0.3443,0.344281,4.2029,6.24
1.8182,0.3538,0.353774,4.3886,6.42
1.8182,0.3633,0.363267,4.5840,6.61
1.8182,0.3728,0.372761,4.7899,6.80
1.8182,0.3823,0.382254,5.0067,7.00
1.8182,0.3918,0.391747,5.2354,7.19
1.8182,0.4013,0.401240,5.4767,7.39
1.8182,0.4108,0.410733,5.7315,7.58
1.8182,0.4203,0.420227,6.0007,7.78
1.8182,0.4298,0.429720,6.2853,7.98
1.8182,0.4393,0.439213,6.5865,8.19
1.8182,0.4488,0.448706,6.9055,8.39
1.8182,0.4583,0.458200,7.2436,8.60
1.8182,0.4678,0.467693,7.6023,8.81
1.8182,0.4773,0.477186,7.9832,9.02
1.8182,0.4868,0.486679,8.3880,9.24
1.8182,0.4963,0.496172,8.8186,9.45
1.8182,0.5058,0.505666,9.2772,9.67
1.8182,0.5153,0.515159,9.7660,9.90
1.8182,0.5247,0.524652,10.2877,10.12
1.8182,0.5342,0.534145,10.8451,10.35
1.8182,0.5437,0.543639,11.4412,10.58
1.8182,0.5532,0.553132,12.0797,10.82
1.8182,0.5627,0.562625,12.7644,11.06
1.8182,0.5722,0.572118,13.4997,11.30
1.8182,0.5817,0.581611,14.2903,11.55
1.8182,0.5912,0.591105,15.1416,11.80
1.8182,0.6007,0.600598,16.0599,12.06
1.8182,0.6102,0.610091,17.0520,12.32
1.8182,0.6197,0.619584,18.1255,12.58
1.8182,0.6292,0.629078,19.2893,12.85
1.8182,0.6387,0.638571,20.5534,13.13
1.8182,0.6482,0.648064,21.9291,13.41
1.8182,0.6577,0.657557,23.4294,13.70
1.8182,0.6672,0.667050,25.0692,13.99
1.8182,0.6767,0.676544,26.8657,14.29
1.8182,0.6862,0.686037,28.8388,14.60
1.8182,0.6957,0.695530,31.0115,14.92
1.8182,0.7052,0.705023,33.4107,15.24
1.8182,0.7146,0.714517,36.0679,15.57
1.8182,0.7241,0.724010,39.0204,15.91
1.8182,0.7336,0.733503,42.3121,16.26
1.8182,0.7431,0.742996,45.9953,16.63
1.8182,0.7526,0.752489,50.1330,17.00
1.8182,0.7621,0.761983,54.8007,17.39
1.8182,0.7716,0.771476,60.0906,17.79
1.8182,0.7811,0.780969,66.1153,18.20
1.8182,0.7906,0.790462,73.0140,18.63
1.8182,0.8001,0.799956,80.9600,19.08
1.8182,0.8096,0.809449,90.1715,19.55
1.8182,0.8191,0.818942,100.9258,20.04
1.8182,0.8286,0.828435,113.5803,20.55
1.8182,0.8381,0.837928,128.6008,21.09
1.8182,0.8476,0.847422,146.6042,21.66
1.8182,0.8571,0.856915,168.4206,22.26
1.8182,0.8666,0.866408,195.1880,22.90
1.8182,0.8761,0.875901,228.4998,23.59
1.8182,0.8856,0.885395,270.6413,24.32
1.8182,0.8951,0.894888,324.9830,25.12
1.8182,0.9045,0.904381,396.6609,25.98
1.8182,0.9140,0.913874,493.8108,26.94
1.8182,0.9235,0.923367,629.9383,27.99
1.8182,0.9330,0.932861,828.7951,29.18
1.8182,0.9425,0.942354,1135.3163,30.55
1.8182,0.9520,0.951847,1643.0362,32.16
1.8182,0.9615,0.961340,2573.8902,34.11
1.8182,0.9710,0.970834,4565.9731,36.60
1.8182,0.9805,0.980327,10132.6585,40.06
1.8182,0.9900,0.989820,38206.1636,45.82
1.9646,0.0500,0.049990,1.2216,0.87
1.9646,0.0595,0.059483,1.2690,1.03
1.9646,0.0690,0.068976,1.3183,1.20
1.9646,0.0785,0.078469,1.3696,1.37
1.9646,0.0880,0.087963,1.4230,1.53
1.9646,0.0975,0.097456,1.4786,1.70
1.9646,0.1070,0.106949,1.5364,1.87
1.9646,0.1165,0.116442,1.5966,2.03
1.9646,0.1260,0.125935,1.6594,2.20
1.9646,0.1355,0.135428,1.7247,2.37
1.9646,0.1449,0.144921,1.7928,2.54
1.9646,0.1544,0.154414,1.8638,2.70
1.9646,0.1639,0.163907,1.9379,2.87
1.9646,0.1734,0.173400,2.0151,3.04
1.9646,0.1829,0.182893,2.0957,3.21
1.9646,0.1924,0.192386,2.1799,3.38
1.9646,0.2019,0.201880,2.2677,3.56
1.9646,0.2114,0.211373,2.3595,3.73
1.9646,0.2209,0.220866,2.4553,3.90
1.9646,0.2304,0.230359,2.5556,4.07
1.9646,0.2399,0.239852,2.6604,4.25
1.9646,0.2494,0.249345,2.7700,4.42
1.9646,0.2589,0.258838,2.8848,4.60
1.9646,0.2684,0.268331,3.0049,4.78
1.9646,0.2779,0.277824,3.1308,4.96
1.9646,0.2874,0.287317,3.2627,5.14
1.9646,0.2969,0.296810,3.4010,5.32
1.9646,0.3064,0.306303,3.5461,5.50
1.9646,0.3159,0.315797,3.6983,5.68
1.9646,0.3254,0.325290,3.8582,5.86
1.9646,0.3348,0.334783,4.0262,6.05
1.9646,0.3443,0.344276,4.2028,6.24
1.9646,0.3538,0.353769,4.3885,6.42
1.9646,0.3633,0.363262,4.5839,6.61
1.9646,0.3728,0.372755,4.7897,6.80
1.9646,0.3823,0.382248,5.0066,7.00
1.9646,0.3918,0.391741,5.2353,7.19
1.9646,0.4013,0.401234,5.4766,7.39
1.9646,0.4108,0.410727,5.7313,7.58
1.9646,0.4203,0.420220,6.0005,7.78
1.9646,0.4298,0.429714,6.2851,7.98
1.9646,0.4393,0.439207,6.5863,8.19
1.9646,0.4488,0.448700,6.9053,8.39
1.9646,0.4583,0.458193,7.2434,8.60
1.9646,0.4678,0.467686,7.6020,8.81
1.9646,0.4773,0.477179,7.9829,9.02
1.9646,0.4868,0.486672,8.3877,9.24
1.9646,0.4963,0.496165,8.8183,9.45
1.9646,0.5058,0.505658,9.2768,9.67
1.9646,0.5153,0.515151,9.7656,9.90
1.9646,0.5247,0.524644,10.2873,10.12
1.9646,0.5342,0.534137,10.8446,10.35
1.9646,0.5437,0.543631,11.4407,10.58
1.9646,0.5532,0.553124,12.0792,10.82
1.9646,0.5627,0.562617,12.7638,11.06
1.9646,0.5722,0.572110,13.4990,11.30
1.9646,0.5817,0.581603,14.2895,11.55
1.9646,0.5912,0.591096,15.1408,11.80
1.9646,0.6007,0.600589,16.0590,12.06
1.9646,0.6102,0.610082,17.0510,12.32
1.9646,0.6197,0.619575,18.1244,12.58
1.9646,0.6292,0.629068,19.2882,12.85
1.9646,0.6387,0.638561,20.5521,13.13
1.9646,0.6482,0.648054,21.9277,13.41
1.9646,0.6577,0.657548,23.4278,13.70
1.9646,0.6672,0.667041,25.0674,13.99
1.9646,0.6767,0.676534,26.8637,14.29
1.9646,0.6862,0.686027,28.8366,14.60
1.9646,0.6957,0.695520,31.0090,14.91
1.9646,0.7052,0.705013,33.4079,15.24
1.9646,0.7146,0.714506,36.0649,15.57
1.9646,0.7241,0.723999,39.0169,15.91
1.9646,0.7336,0.733492,42.3082,16.26
1.9646,0.7431,0.742985,45.9909,16.63
1.9646,0.7526,0.752478,50.1279,17.00
1.9646,0.7621,0.761971,54.7949,17.39
1.9646,0.7716,0.771465,60.0839,17.79
1.9646,0.7811,0.780958,66.1076,18.20
1.9646,0.7906,0.790451,73.0050,18.63
1.9646,0.8001,0.799944,80.9495,19.08
1.9646,0.8096,0.809437,90.1591,19.55
1.9646,0.8191,0.818930,100.9111,20.04
1.9646,0.8286,0.828423,113.5627,20.55
1.9646,0.8381,0.837916,128.5796,21.09
1.9646,0.8476,0.847409,146.5784,21.66
1.9646,0.8571,0.856902,168.3887,22.26
1.9646,0.8666,0.866395,195.1482,22.90
1.9646,0.8761,0.875889,228.4494,23.59
1.9646,0.8856,0.885382,270.5763,24.32
1.9646,0.8951,0.894875,324.8974,25.12
1.9646,0.9045,0.904368,396.5455,25.98
1.9646,0.9140,0.913861,493.6504,26.93
1.9646,0.9235,0.923354,629.7072,27.99
1.9646,0.9330,0.932847,828.4462,29.18
1.9646,0.9425,0.942340,1134.7567,30.55
1.9646,0.9520,0.951833,1642.0617,32.15
1.9646,0.9615,0.961326,2571.9794,34.10
1.9646,0.9710,0.970819,4561.4585,36.59
1.9646,0.9805,0.980312,10117.7376,40.05
1.9646,0.9900,0.989806,38097.0221,45.81
2.1111,0.0500,0.049989,1.2216,0.87
2.1111,0.0595,0.059482,1.2690,1.03
2.1111,0.0690,0.068975,1.3183,1.20
2.1111,0.0785,0.078468,1.3696,1.37
2.1111,0.0880,0.087961,1.4230,1.53
2.1111,0.0975,0.097454,1.4785,1.70
2.1111,0.1070,0.106947,1.5364,1.86
2.1111,0.1165,0.116440,1.5966,2.03
2.1111,0.1260,0.125933,1.6593,2.20
2.1111,0.1355,0.135426,1.7247,2.37
2.1111,0.1449,0.144919,1.7928,2.54
2.1111,0.1544,0.154412,1.8638,2.70
2.1111,0.1639,0.163905,1.9379,2.87
2.1111,0.1734,0.173398,2.0151,3.04
2.1111,0.1829,0.182891,2.0957,3.21
2.1111,0.1924,0.192384,2.1798,3.38
2.1111,0.2019,0.201877,2.2677,3.56
2.1111,0.2114,0.211370,2.3594,3.73
2.1111,0.2209,0.220862,2.4553,3.90
2.1111,0.2304,0.230355,2.5555,4.07
2.1111,0.2399,0.239848,2.6603,4.25
2.1111,0.2494,0.249341,2.7700,4.42
2.1111,0.2589,0.258834,2.8847,4.60
2.1111,0.2684,0.268327,3.0049,4.78
2.1111,0.2779,0.277820,3.1308,4.96
2.1111,0.2874,0.287313,3.2627,5.14
2.1111,0.2969,0.296806,3.4009,5.32
2.1111,0.3064,0.306299,3.5460,5.50
2.1111,0.3159,0.315792,3.6983,5.68
2.1111,0.3254,0.325285,3.8581,5.86
2.1111,0.3348,0.334778,4.0261,6.05
2.1111,0.3443,0.344271,4.2027,6.24
2.1111,0.3538,0.353764,4.3884,6.42
2.1111,0.3633,0.363257,4.5838,6.61
2.1111,0.3728,0.372750,4.7896,6.80
2.1111,0.3823,0.382243,5.0065,7.00
2.1111,0.3918,0.391735,5.2351,7.19
2.1111,0.4013,0.401228,5.4764,7.38
2.1111,0.4108,0.410721,5.7311,7.58
2.1111,0.4203,0.420214,6.0003,7.78
2.1111,0.4298,0.429707,6.2849,7.98
2.1111,0.4393,0.439200,6.5861,8.19
2.1111,0.4488,0.448693,6.9050,8.39
2.1111,0.4583,0.458186,7.2431,8.60
2.1111,0.4678,0.467679,7.6018,8.81
2.1111,0.4773,0.477172,7.9826,9.02
2.1111,0.4868,0.486665,8.3873,9.24
2.1111,0.4963,0.496158,8.8179,9.45
2.1111,0.5058,0.505651,9.2764,9.67
2.1111,0.5153,0.515144,9.7652,9.90
2.1111,0.5247,0.524637,10.2868,10.12
2.1111,0.5342,0.534130,10.8441,10.35
2.1111,0.5437,0.543623,11.4402,10.58
2.1111,0.5532,0.553116,12.0786,10.82
2.1111,0.5627,0.562608,12.7632,11.06
2.1111,0.5722,0.572101,13.4983,11.30
2.1111,0.5817,0.581594,14.2888,11.55
2.1111,0.5912,0.591087,15.1400,11.80
2.1111,0.6007,0.600580,16.0582,12.06
2.1111,0.6102,0.610073,17.0500,12.32
